"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","fieldNotes","individualCount","institutionID","higherGeography","endDayOfYear","startDayOfYear","higherClassification","nomenclaturalStatus","nomenclaturalCode","county","taxonID","bibliographicCitation","collectionID","references","habitat","verbatimEventDate","preparations","verbatimElevation","identificationQualifier","fieldNumber","verbatimLocality","rights","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","verbatimTaxonRank","identificationRemarks","typeStatus","organismID","datasetID","accessRights","dynamicProperties","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Acritopappus confertus",1699426292,-13.095833,-41.853333,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.872+0000","2018-12-03T16:16:31.347+0000",122,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","2017-07-01T00:00:00",1318,0,"SOUTH_AMERICA","Bahia",2017,7,29,"2017-07-29T00:00:00","2018-08-28T18:57:06.000+0000","2018-12-05T23:49:34.052+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000129123","5015","ALCB - Herbário Alexandre Leal Costa","Piatã","Fazenda Dragão Verde.","pt","ALCB",1699426292,"BRA:UFBA:ALCB:0000129123","Collection","Roque, N; Alunos de Sistemática Evolução de Espermatófitas","129123","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","1,7m alt., concolores, bracteas involucrais verdes, corola lilás. Planta vistosa; Campo Rupestre.","Roque, N","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Piatã","Bahia","brazil",3453,"Piatã",2924306,-41.879255,-13.04974,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.095833,-41.853333,"original coordinates","original coordinates OK"
"2","Acritopappus confertus",1434653302,-12.995556,-41.385,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:00.318+0000","2018-09-10T18:27:47.812+0000",124,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","none",NA,NA,"","Bahia",2016,2,17,"2016-02-17T00:00:00","2018-09-06T19:17:56.000+0000","2018-12-08T00:08:52.196+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000225603","93","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Mucugê","Entrada da cidade, lado esquerdo da estrada de terra, mais interior, área degradada.","pt","HUEFS",1434653302,"BRA:UEFS:HUEFS:0000225603","Collection","Chaves, E.S.","225603","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Mucugê","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.995556,-41.385,"original coordinates","original coordinates OK"
"3","Acritopappus confertus",1324953659,-11.216667,-41.15,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:53.685+0000","2018-12-03T16:16:20.514+0000",122,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","2016-05-01T00:00:00",NA,NA,"SOUTH_AMERICA","Bahia",2016,3,24,"2016-03-24T00:00:00","2018-08-28T18:57:06.000+0000","2018-12-06T08:58:00.364+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000123458","24458","ALCB - Herbário Alexandre Leal Costa","Morro do Chapéu","Cachoeira do Ferro Doido.","pt","ALCB",1324953659,"BRA:UFBA:ALCB:0000123458","Collection","Guedes, ML; Velozo, ES; Casaes, M; Araújo, F; Costa, R dos S; Abreu, LS","123458","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas cartáceas, discolores. Inflorescência panícula de capítulos, flores com papus cerdosos cremes, e corola rosadas.","Guedes, ML","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.216667,-41.15,"original coordinates","original coordinates OK"
"4","Acritopappus confertus",1585967751,-11.487778,-41.330833,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:54.956+0000","2018-12-03T16:16:32.115+0000",122,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","2016-03-01T00:00:00",927,0,"SOUTH_AMERICA","Bahia",2016,3,19,"2016-03-19T00:00:00","2018-08-28T18:57:06.000+0000","2018-12-07T01:21:41.093+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000127604","151","ALCB - Herbário Alexandre Leal Costa","Morro do Chapéu","Lajes: Fazenda Francisco.","pt","ALCB",1585967751,"BRA:UFBA:ALCB:0000127604","Collection","Staudt, MG; Roque, N","127604","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","ca. 2 m alt. Folhas concolores. Brácteas involucrais verdes, flores e estiletes rosas.; Solo arenoso.","Staudt, MG","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.487778,-41.330833,"original coordinates","original coordinates OK"
"5","Acritopappus confertus",1836918918,-10.45138,-37.20265,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:05.119+0000","2018-09-24T19:50:18.984+0000",132,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","2016-04-05T00:00:00",NA,NA,"SOUTH_AMERICA","Sergipe",2016,3,29,"2016-03-29T00:00:00","2018-08-31T18:21:43.000+0000","2018-12-09T13:26:55.610+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000039286","1262","ASE - Herbário da Universidade Federal de Sergipe","Itabaiana","Parque Nacional Serra de Itabaiana","pt","ASE",1836918918,"BRA:UFS:ASE:0000039286","Collection","Machado, WJ; Moura, KM","39286","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Subarbusto 1,8m, inflorescência com flores lilás, algumas em botão (verde).; Areias brancas","Machado, WJ","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Itabaiana","Sergipe","brazil",3794,"Itabaiana",2802908,-37.421727,-10.685911,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.45138,-37.20265,"original coordinates","original coordinates outside municipality original in itabaiana falls in nossa senhora das dores"
"6","Acritopappus confertus",1324953731,-12.989722,-41.348333,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:54.303+0000","2018-12-03T16:16:20.481+0000",122,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","2016-04-01T00:00:00",903,0,"SOUTH_AMERICA","Bahia",2016,4,16,"2016-04-16T00:00:00","2018-08-28T18:57:06.000+0000","2018-12-06T08:58:00.417+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000124685","4769","ALCB - Herbário Alexandre Leal Costa","Mucugê","trilha para a Cachoeira da Sibéria.","pt","ALCB",1324953731,"BRA:UFBA:ALCB:0000124685","Collection","Roque, N; Alunos de Sistemática Evolução de Espermatófitas","124685","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","ca. 1,5m alt. Folhas discolores viscosas, Brácteas involucrais verdes, corola rósea.","Roque, N","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Mucugê","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.989722,-41.348333,"original coordinates","original coordinates OK"
"7","Acritopappus confertus",1423919936,-11.084444,-41.314167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:16.764+0000","2018-09-24T19:57:58.491+0000",207,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","2017-01-27T00:00:00",966,NA,"","Bahia",2016,4,14,"2016-04-14T00:00:00","","2018-12-06T16:55:31.039+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1152035","1540","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Morro do Chapéu","Divisa com o Município de Várzea nova, Serra da Babilônia, Faz. Bom Jesus, futura área de implantação do Parque Eólico da Serra da Babilônia. Coordenadas aroximadas do indivíduo (WGS84). Savana-estépica arborizada densa.","","RB",1423919936,"urn:catalog:JBRJ:RB:1152035","PhysicalObject","L.J.T. Cardoso; P.R.C. Farag; O. Samor & F.L. Ignácio","RB01152035","JBRJ","","Folhas membranáceas e discolores; flores róseas e alvas.","JOEL CALVO","RB 655994","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.084444,-41.314167,"original coordinates","original coordinates OK"
"8","Acritopappus confertus",1585967826,-11.5875,-41.2025,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.085+0000","2018-12-03T16:16:32.160+0000",122,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","2015-11-01T00:00:00",1213,0,"SOUTH_AMERICA","Bahia",2015,5,31,"2015-05-31T00:00:00","2018-08-28T18:57:06.000+0000","2018-12-07T01:21:41.179+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000127635","19","ALCB - Herbário Alexandre Leal Costa","Morro do Chapéu","Trilha do Morrão","pt","ALCB",1585967826,"BRA:UFBA:ALCB:0000127635","Collection","Staudt, MG; Roque, N","127635","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","ca. 2 m alt. Folhas discolores.Capítulos passados.; Borda da mata. Solo argilo-arenoso.","Bautista, HP","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.5875,-41.2025,"original coordinates","original coordinates OK"
"9","Acritopappus confertus",1585967842,-11.435,-41.195833,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.023+0000","2018-12-03T16:16:32.194+0000",122,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","2015-05-01T00:00:00",1092,0,"SOUTH_AMERICA","Bahia",2015,5,30,"2015-05-30T00:00:00","2018-08-28T18:57:06.000+0000","2018-12-07T01:21:41.138+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000127625","09","ALCB - Herbário Alexandre Leal Costa","Morro do Chapéu","Trilha da Guariba.","pt","ALCB",1585967842,"BRA:UFBA:ALCB:0000127625","Collection","Staudt, MG; Roque, N","127625","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","ca. 2,5 m alt. Folhas coriáceas. Brácteas involucrais verdes com ápice lilás, corola e estilete lilases.; Borda da mata, beira de estrada. Solo argilo-arenoso.","Staudt, MG","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.435,-41.195833,"original coordinates","original coordinates OK"
"10","Acritopappus confertus",1585967853,-11.627222,-41,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:54.993+0000","2018-12-03T16:16:32.211+0000",122,"none","PRESERVED_SPECIMEN",3101589,6,7707728,220,414,3065,3101588,3101589,3101589,"Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Acritopappus","Acritopappus confertus","Acritopappus","confertus","SPECIES","ACCEPTED","2015-05-01T00:00:00",902,0,"SOUTH_AMERICA","Bahia",2015,5,29,"2015-05-29T00:00:00","2018-08-28T18:57:06.000+0000","2018-12-07T01:21:41.136+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000127621","05","ALCB - Herbário Alexandre Leal Costa","Morro do Chapéu","Monumento Ferro Doido.","pt","ALCB",1585967853,"BRA:UFBA:ALCB:0000127621","Collection","Staudt, MG; Roque, N","127621","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","ca. 3 m alt. Folhas discolores. Brácteas involucrais verdes, corola e estilete alvos.; Solo arenoso.","Staudt, MG","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,NA,"","","","","",NA,"","","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.627222,-41,"original coordinates","original coordinates OK"
