"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","continent","otherCatalogNumbers","fieldNotes","identificationQualifier","individualCount","institutionID","higherGeography","endDayOfYear","startDayOfYear","higherClassification","nomenclaturalStatus","nomenclaturalCode","county","taxonID","bibliographicCitation","collectionID","references","habitat","verbatimEventDate","preparations","coordinateUncertaintyInMeters","verbatimElevation","dynamicProperties","georeferenceProtocol","fieldNumber","rights","typeStatus","organismID","datasetID","accessRights","typifiedName","infraspecificEpithet","taxonRemarks","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Vernonanthura petiolaris",1913578439,-23.0744,-44.9597,"gass84","1064b787-c882-493e-b17d-4ffba363b776","c47cd3b0-2178-4a4b-87a6-740b482970a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:20:32.236+0000","2018-09-24T19:21:12.801+0000",129,"none","PRESERVED_SPECIMEN",3124023,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonanthura petiolaris (A.DC.) H.Rob.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonanthura","petiolaris","SPECIES","ACCEPTED","2016-06-13T00:00:00","São Paulo",2016,2,2,"2016-02-02T00:00:00","2018-08-07T17:33:50.000+0000","2018-12-10T13:35:45.876+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IAC - Herbário do Instituto Agronômico de Campinas","BRA:IAC:IAC:0000056688","166","IAC - Herbário do Instituto Agronômico de Campinas","Cunha","Parque Estadual da Serra do Mar, Núcleo Cunha","pt","IAC",1913578439,"BRA:IAC:IAC:0000056688","Collection","A.C.O. Souza; L.C. Bernacci","56688","IAC","Instituto Agronômico de Campinas, IAC","Vegetativo, Parcela NUC 01 - regeneração após corte raso, seguido de fogo e pastagem, ind. 1699","A.C.O. Souza",NA,NA,"","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Cunha","São Paulo","brazil",1322,"Cunha",3513603,-44.939787,-23.050544,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.0744,-44.9597,"original coordinates","original coordinates OK"
"2","Vernonanthura petiolaris",1632856773,-22.436111,-42.524722,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.628+0000","2018-12-03T16:16:30.873+0000",122,"none","PRESERVED_SPECIMEN",3124023,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonanthura petiolaris (A.DC.) H.Rob.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonanthura","petiolaris","SPECIES","ACCEPTED","2017-01-01T00:00:00","Rio de Janeiro",2016,8,10,"2016-08-10T00:00:00","2018-08-28T18:59:46.000+0000","2018-12-08T04:36:23.733+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000128965","784","ALCB - Herbário Alexandre Leal Costa","Nova Friburgo","Área de Proteção Ambiental de Macaé de Cima. Sítio Sophronites.","pt","ALCB",1632856773,"BRA:UFBA:ALCB:0000128965","Collection","Baez, C; Rosa, P; Moraes, L; Lima, T; Muller, I; Girso","128965","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas discolores. Frutos anemocóricos castanhos. heliófitas. Altura: 3 m.; Mata de encosta próxima ao Rio das Flores. Floresta Montana entre trechos de mata secundária e mais preservada.","Guimaraes, EF; Mendes, TS",1146,0,"SOUTH_AMERICA","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Nova Friburgo","Rio de Janeiro","brazil",1598,"Nova Friburgo",3303401,-42.501539,-22.319613,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.436111,-42.524722,"original coordinates","original coordinates OK"
"3","Vernonanthura petiolaris",1077425954,-26.369722,-49.41,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:21.463+0000","2018-10-24T15:38:16.081+0000",121,"none","PRESERVED_SPECIMEN",3124023,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonanthura petiolaris (A.DC.) H.Rob.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonanthura","petiolaris","SPECIES","ACCEPTED","2015-03-27T00:00:00","Santa Catarina",2015,3,27,"2015-03-27T00:00:00","2018-10-11T17:17:05.000+0000","2018-12-06T14:18:07.781+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000046897","2031","FURB - Herbário Dr. Roberto Miguel Klein","Corupá","Sertãozinho.","pt","FURB",1077425954,"BRA:FURB:FURB:0000046897","Collection","Oliveira, A.A. de","46897","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Oliveira, AA de",857,0,"","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Corupá","Santa Catarina","brazil",775,"Corupá",4204509,-49.326995,-26.440416,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.369722,-49.41,"original coordinates","original coordinates OK"
"4","Vernonanthura petiolaris",1563169587,-23.462778,-46.135556,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.288+0000","2018-11-24T08:57:00.396+0000",126,"none","PRESERVED_SPECIMEN",5396761,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonia petiolaris DC.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonia","petiolaris","SPECIES","SYNONYM","2016-10-15T00:00:00","São Paulo",2015,7,28,"2015-07-28T00:00:00","2018-11-05T15:52:16.000+0000","2018-12-07T14:50:38.979+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000051511","1738","SPSF - Herbário Dom Bento José Pickel","Mogi das Cruzes","Estrada Cinco Estrelas","pt","SPSF",1563169587,"BRA:IF:SPSF:0000051511","Collection","F.A.R.D.P. Arzolla et al.","51511","IF","Instituto Florestal, IF","GEOGRAFIA: Floresta Ombrófila Densa Montana;","R.D.V. da Silva",960,0,"SOUTH_AMERICA","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Mogi das Cruzes","São Paulo","brazil",1157,"Mogi das Cruzes",3530607,-46.186298,-23.569535,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.462778,-46.135556,"original coordinates","original coordinates OK"
"5","Vernonanthura petiolaris",1270101732,-26.036667,-48.953333,"gass84","121275a3-dcce-44f4-9868-37326e9f64ef","d254f613-d4dd-4553-9fe3-b9485ca28371","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:33.655+0000","2018-10-24T15:38:55.991+0000",122,"none","PRESERVED_SPECIMEN",3124023,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonanthura petiolaris (A.DC.) H.Rob.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonanthura","petiolaris","SPECIES","ACCEPTED","1905-07-06T00:00:00","Santa Catarina",2014,11,4,"2014-11-04T00:00:00","","2018-10-24T15:40:32.182+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","BRA:UFSC:FLOR:0000059644","3989","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","Campo Alegre","Campos do Quiriri.","pt","FLOR",1270101732,"BRA:UFSC:FLOR:0000059644","Collection","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","59644","Universidade Federal de Santa Catarina (UFSC)","Universidade Federal de Santa Catarina (UFSC)","arbusto, 1,2m alt., flores róseas","Marques, D.",NA,NA,"","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Campo Alegre","Santa Catarina","brazil",806,"Campo Alegre",4203303,-49.21862,-26.12099,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.036667,-48.953333,"original coordinates","original coordinates outside municipality original in campo alegre falls in garuva"
"6","Vernonanthura petiolaris",1213677334,-27.047728,-52.618903,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:37.660+0000","2018-06-04T19:36:10.487+0000",118,"none","PRESERVED_SPECIMEN",3124023,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonanthura petiolaris (A.DC.) H.Rob.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonanthura","petiolaris","SPECIES","ACCEPTED","2015-07-20T00:00:00","Santa Catarina",2014,11,15,"2014-11-15T00:00:00","","2018-07-08T01:37:22.120+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000399218","515","MBM - Herbário do Museu Botânico Municipal","Chapecó","Linha Caravagio","pt","MBM",1213677334,"BRA:MBM:MBM:0000399218","Collection","Savarais, M","399218","MBM","Museu Botânico Municipal de Curitiba, MBM","","Barboza, E",698,0,"SOUTH_AMERICA","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Chapecó","Santa Catarina","brazil",634,"Chapecó",4204202,-52.650248,-27.125828,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.047728,-52.618903,"original coordinates","original coordinates OK"
"7","Vernonanthura petiolaris",1424443449,-22.319722,-42.3375,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:26.212+0000","2018-09-24T20:03:41.178+0000",207,"none","PRESERVED_SPECIMEN",5396761,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonia petiolaris DC.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonia","petiolaris","SPECIES","SYNONYM","2012-05-14T00:00:00","Rio de Janeiro",2012,5,14,"2012-05-14T00:00:00","2017-10-16T08:45:00.270+0000","2018-12-06T17:00:27.831+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:768489","4280","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Nova Friburgo","São Pedro da Serra, Área de Pousio - Floresta 60 anos.","","RB",1424443449,"urn:catalog:JBRJ:RB:768489","PhysicalObject","A. A. M. de Barros; K. K. S. Costa e B. H. G. de Oliveira","RB00768489","JBRJ","","Erva com cerca de 1,30 m de altura, ciófila, folhas membranáceas discolores verdes, flores alvas.","Roberto Lourenço Esteves",881,NA,"","RB 571171","Mata Atlântica, Floresta Ombrófila Densa Montana, borda de mata.","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Nova Friburgo","Rio de Janeiro","brazil",1598,"Nova Friburgo",3303401,-42.501539,-22.319613,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.319722,-42.3375,"original coordinates","original coordinates OK"
"8","Vernonanthura petiolaris",1913598086,-25.368344,-51.262506,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:54.189+0000","2018-09-25T14:06:07.009+0000",126,"none","PRESERVED_SPECIMEN",3124023,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonanthura petiolaris (A.DC.) H.Rob.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonanthura","petiolaris","SPECIES","ACCEPTED","2012-10-18T00:00:00","Paraná",2012,9,27,"2012-09-27T00:00:00","2018-08-21T18:24:54.000+0000","2018-12-10T13:35:56.781+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000222567","601","SPF - Herbário da Universidade de São Paulo","Guarapuava","Estrada de terra próxima à Polícia Rodoviária Federal.","pt","SPF",1913598086,"BRA:USP:SPF:0000222567","Collection","Siqueira, EL","222567","USP","Universidade de São Paulo, USP","","Caxambu, MG",1209,0,"","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Guarapuava","Paraná","brazil",889,"Guarapuava",4109401,-51.494887,-25.377378,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.368344,-51.262506,"original coordinates","original coordinates OK"
"9","Vernonanthura petiolaris",1077476469,-25.3685,-51.262556,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:07.460+0000","2018-11-24T12:32:07.504+0000",118,"none","PRESERVED_SPECIMEN",3124023,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonanthura petiolaris (A.DC.) H.Rob.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonanthura","petiolaris","SPECIES","ACCEPTED","2012-10-18T00:00:00","Paraná",2012,9,27,"2012-09-27T00:00:00","2018-10-30T17:59:03.000+0000","2018-12-06T14:18:25.118+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000011184","601","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Guarapuava","estrada de terra próxima à Polícia","pt","HCF",1077476469,"BRA:UTFPR:HCF:0000011184","Collection","E.L. Siqueira","11184","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","árvore heliófita ca. 5 m. Capítulos alvos.","M.G. Caxambu",1209,0,"","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Guarapuava","Paraná","brazil",889,"Guarapuava",4109401,-51.494887,-25.377378,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.3685,-51.262556,"original coordinates","original coordinates OK"
"10","Vernonanthura petiolaris",1423839260,-20.28741,-41.52907,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:49.438+0000","2018-12-03T16:41:25.417+0000",122,"none","PRESERVED_SPECIMEN",3124023,6,7707728,220,414,3065,3110435,3124023,3124023,"Vernonanthura petiolaris (A.DC.) H.Rob.","Vernonanthura petiolaris (A.DC.) H.Rob.","Plantae","Tracheophyta","Asterales","Asteraceae","Vernonanthura","Vernonanthura petiolaris","Vernonanthura","petiolaris","SPECIES","ACCEPTED","none","Minas Gerais",2012,10,20,"2012-10-20T00:00:00","2018-11-21T16:21:00.000+0000","2018-12-06T16:55:00.957+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000176994","1305","UEC - Herbário da Universidade Estadual de Campinas","Alto Caparaó","Alto Caparaó. Estrada entre os minucípios de Alto Caparaó e Caparaó.","pt","UEC",1423839260,"BRA:UNICAMP:UEC:0000176994","Collection","Flores, T.B.; Kuntz-Galvão, J.; Campos, O.R.","176994","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Árvore, ca. 8m de alt. Capítulos alvos.; Beira de estrada.","Vega, A.J.",NA,NA,"","","","",NA,"","",NA,NA,"","","","",NA,"","","","","","",NA,"",NA,"",NA,"","",NA,"","","","","","Alto Caparaó","Minas Gerais","brazil",2266,"Alto Caparaó",3102050,-41.863127,-20.458079,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.28741,-41.52907,"original coordinates","original coordinates outside municipality original in alto caparao falls in ibatiba"
