"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","continent","otherCatalogNumbers","fieldNotes","identifiedBy","habitat","nomenclaturalCode","verbatimEventDate","higherGeography","county","verbatimElevation","higherClassification","identificationQualifier","individualCount","preparations","institutionID","endDayOfYear","startDayOfYear","references","collectionID","georeferenceSources","coordinateUncertaintyInMeters","georeferencedDate","georeferenceProtocol","rights","nomenclaturalStatus","taxonID","bibliographicCitation","fieldNumber","organismID","datasetID","accessRights","infraspecificEpithet","identificationRemarks","typeStatus","typifiedName","dynamicProperties","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Trembleya parviflora",1931786542,-21.216481,-44.457053,"gass84","3f6a3304-f66f-4ba8-be57-92a70f3aac3f","3f41d988-faf2-4a9f-811e-8dac728c05d4","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:02.721+0000","2018-10-25T12:34:59.954+0000",140,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","none",952,0,"Minas Gerais",2018,3,3,"2018-03-03T00:00:00","2018-10-09T13:42:18.000+0000","2018-12-07T06:15:09.010+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFSJ - Herbário da Universidade Federal de São João Del Rei","BRA:UFSJ:HUFSJ:0000009971","1401","HUFSJ - Herbário da Universidade Federal de São João Del Rei","São João del-Rei","Serra do Lenheiro, campo rupestre, acesso pelo Senhor dos Montes.","pt","HUFSJ",1931786542,"BRA:UFSJ:HUFSJ:0000009971","Collection","Costa, MTR; Souza, F; Costa, MA","9971","UFSJ","Universidade Federal de São João Del Rei (UFSJ)","Arbusto 0,3 m de altura, flores brancas, estames amarelos","","","","","","","","","","","","",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","São João del-Rei","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.216481,-44.457053,"original coordinates","original coordinates outside municipality original in sao joao del-rei falls in sao joao del rei"
"2","Trembleya parviflora",1935009149,-20.158333,-43.531944,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:47.468+0000","2018-11-07T17:23:43.199+0000",121,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","none",1429,0,"Minas Gerais",2018,4,23,"2018-04-23T00:00:00","2018-10-09T21:15:38.000+0000","2018-12-08T00:36:45.700+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000190922","s.n.","BHCB - Herbário da Universidade Federal de Minas Gerais","Mariana","Complexo Germano","pt","BHCB",1935009149,"BRA:UFMG:BHCB:0000190922","Collection","Vidal, CV","190922","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","SOUTH_AMERICA","","","","","","","","","","","",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","Mariana","Minas Gerais","brazil",2315,"Mariana",3140001,-43.332093,-20.329725,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.158333,-43.531944,"original coordinates","original coordinates OK"
"3","Trembleya parviflora",1935009360,-20.2795,-43.400833,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:47.528+0000","2018-11-07T17:23:43.509+0000",121,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","2018-09-01T00:00:00",743,0,"Minas Gerais",2018,7,31,"2018-07-31T00:00:00","2018-10-09T21:15:38.000+0000","2018-12-08T00:36:45.818+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000191484","145","BHCB - Herbário da Universidade Federal de Minas Gerais","Mariana","Estrada Camargos, Estrada depois da fazenda das palhas","pt","BHCB",1935009360,"BRA:UFMG:BHCB:0000191484","Collection","Vieira, KIC; Resende, HC; Werneck, HA","191484","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","Individuo com nº de ponto 055 - ID: RD 068","SOUTH_AMERICA","","","","","","","","","","","",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","Mariana","Minas Gerais","brazil",2315,"Mariana",3140001,-43.332093,-20.329725,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.2795,-43.400833,"original coordinates","original coordinates OK"
"4","Trembleya parviflora",1656070878,-24.830278,-48.693055,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:12.318+0000","2018-09-24T19:58:52.207+0000",207,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","none",1090,NA,"Paraná",2017,3,21,"2017-03-21T00:00:00","","2018-12-08T02:00:04.123+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1366791","1253","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Adrianópolis","Parque Estadual das Lauráceas, pico do Geremias.","","RB",1656070878,"urn:catalog:JBRJ:RB:1366791","PhysicalObject","R.R.Völtz; M.L.Brotto","RB01366791","JBRJ","","","","RB 746852","Crista de morro","F.S. Meyer","","","","","","","","",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.830278,-48.693055,"original coordinates","original coordinates OK"
"5","Trembleya parviflora",1587067522,-20.255139,-46.42975,"cdround,gass84","f934f8e2-32ca-46a7-b2f8-b032a4740454","66522820-055c-11d8-b84e-b8a03c50a862","none","a43950ae-eb88-4ef4-bfff-43bcf12885ad","US","DWC_ARCHIVE","2018-12-10T19:02:49.362+0000","2018-09-03T17:42:49.805+0000",230,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","none",1401,NA,"Minas Gerais",2017,3,NA,"2017-03-01T00:00:00","2017-08-17T10:50:55.000+0000","2018-09-03T17:43:45.043+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","urn:catalog:CAS:BOT-BC:560553","413","","","Parque Nacional da Serra da Canastra.  Estrada que parte do Centro de Informações para Visitantes","en","BOT-BC",1587067522,"urn:catalog:CAS:BOT-BC:560553","PhysicalObject","Pacifico, R.","560553","CAS","","Avoreta ca 1,5 m alt., pétalas brancas com rosado tênue, anteras bicoloridas.","SOUTH_AMERICA","CAS 1237497","","","Campo rupestre.","ICBN","29 III 2017","South America; Brazil; Minas Gerais; Sao Roque De Minas","Sao Roque De Minas","1401 m","Plantae; Magnoliophyta; Magnoliopsida; Myrtales; Melastomataceae","",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.255139,-46.42975,"original coordinates","original coordinates outside municipality original in  falls in sao roque de minas"
"6","Trembleya parviflora",1676475188,-24.8303,-48.6931,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:24.050+0000","2018-11-24T12:35:24.194+0000",123,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","2017-06-09T00:00:00",NA,NA,"Paraná",2017,3,21,"2017-03-21T00:00:00","2018-11-19T18:53:00.000+0000","2018-12-10T07:36:51.373+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000015795","","EFC - Herbário Escola de Florestas Curitiba","Adrianópolis","Parque Estadual das Lauráceas, pico do Geremias","pt","EFC",1676475188,"BRA:UFPR:EFC:0000015795","Collection","Völtz, R.R.; Brotto, M.L.","15795","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Arvoreta 1,5 m alt.; flores com pétalas alvas, conectivos avermelhados e anteras amarelas; fisionomia herbáceo-arbustiva de crista de morro. Floresta Ombrófila Densa Submontana","","","","Meyer, F.S.","","","","","","","","",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.8303,-48.6931,"original coordinates","original coordinates OK"
"7","Trembleya parviflora",1931786809,-21.271225,-44.521611,"gass84","3f6a3304-f66f-4ba8-be57-92a70f3aac3f","3f41d988-faf2-4a9f-811e-8dac728c05d4","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:02.780+0000","2018-10-25T12:35:00.179+0000",140,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","none",1134,0,"Minas Gerais",2017,3,11,"2017-03-11T00:00:00","2018-10-09T13:42:18.000+0000","2018-12-07T06:15:09.259+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFSJ - Herbário da Universidade Federal de São João Del Rei","BRA:UFSJ:HUFSJ:0000009973","765","HUFSJ - Herbário da Universidade Federal de São João Del Rei","São João del-Rei","Serra do Lenheiro, campo rupestre perto das antenas de transmissão.","pt","HUFSJ",1931786809,"BRA:UFSJ:HUFSJ:0000009973","Collection","Costa, MTR; Lombello, J","9973","UFSJ","Universidade Federal de São João Del Rei (UFSJ)","Subarbusto, 0,5 m de altura, flores brancas.","","","","","","","","","","","","",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","São João del-Rei","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.271225,-44.521611,"original coordinates","original coordinates outside municipality original in sao joao del-rei falls in nazareno"
"8","Trembleya parviflora",1503332240,-20.410833,-41.834444,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:36:59.625+0000","2018-09-24T19:58:41.769+0000",207,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","2017-04-25T00:00:00",2009,NA,"Minas Gerais",2017,4,25,"2017-04-25T00:00:00","","2018-12-08T09:14:14.653+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1315013","3163","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Alto Caparaó","Trilha para o Vale Encantado","","RB",1503332240,"urn:catalog:JBRJ:RB:1315013","PhysicalObject","M Nadruz; L. Temponi, M.C. Camelo & R. Ribeiro","RB01315013","JBRJ","","Lâmina membranácea esverdeada discolor; pedúnculo acastanhado, corola esbranquiçada com nuanças rosadas, filetes rosados.","","RB 729586","Com influência antrópica","L. Leoni","","","","","","","","aff.",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","Alto Caparaó","Minas Gerais","brazil",2266,"Alto Caparaó",3102050,-41.863127,-20.458079,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.410833,-41.834444,"original coordinates","original coordinates OK"
"9","Trembleya parviflora",1931779973,-20.491667,-43.709444,"gass84","09010edb-5e55-4dc0-8a97-a26a3bb89e85","9610290b-e0ea-439b-b726-ba11bcecfb86","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:29.176+0000","2018-10-25T12:33:50.453+0000",122,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","none",1515,0,"Minas Gerais",2017,5,2,"2017-05-02T00:00:00","2018-10-24T15:05:10.000+0000","2018-12-07T06:15:04.559+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFU - Herbarium Uberlandense","BRA:UFU:HUFU:0000074222","604","HUFU - Herbarium Uberlandense","Ouro Branco","Parque Estadual Serra do Ouro Branco, Borda de mata. Estrada para Serra de Ouro Branco.","pt","HUFU",1931779973,"BRA:UFU:HUFU:0000074222","Collection","Hemsing, P.K.B.; Romero, R.; Oliveira, L.F.A. & Lopes, I.T.F.V.","74222","UFU","Universidade Federal de Uberlândia (UFU)","Arvoreta, ca. de 2 m. Hipanto verde, corola alva, anteras maiores vináceas, anteras menores amarelas; filetes róseos.","","","","","","","","","","","","",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","Ouro Branco","Minas Gerais","brazil",2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.491667,-43.709444,"original coordinates","original coordinates OK"
"10","Trembleya parviflora",1931780380,-20.506389,-43.637222,"gass84","09010edb-5e55-4dc0-8a97-a26a3bb89e85","9610290b-e0ea-439b-b726-ba11bcecfb86","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:29.131+0000","2018-10-25T12:33:50.826+0000",122,"none","PRESERVED_SPECIMEN",3868371,6,7707728,220,690,6683,3188555,3868371,3868371,"Trembleya parviflora Cogn.","Trembleya parviflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Trembleya","Trembleya parviflora","Trembleya","parviflora","SPECIES","ACCEPTED","none",1205,0,"Minas Gerais",2017,5,2,"2017-05-02T00:00:00","2018-10-24T15:05:10.000+0000","2018-12-07T06:15:04.861+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFU - Herbarium Uberlandense","BRA:UFU:HUFU:0000074215","572","HUFU - Herbarium Uberlandense","Ouro Branco","Parque Estadual Serra do Ouro Branco, Início da estrada na entrada do Parque.","pt","HUFU",1931780380,"BRA:UFU:HUFU:0000074215","Collection","Hemsing, P.K.B.; Romero, R.; Oliveira, L.F.A. & Lopes, I.T.F.V.","74215","UFU","Universidade Federal de Uberlândia (UFU)","Arbusto, ca. de 2 m. Hipanto e sépalas verdes, pétalas alvas com base rósea, apêndice ventral do conectivo e anteras menores amarelas, anteras menores vináceas.","","","","","","","","","","","","",NA,"","",NA,NA,"","","",NA,"","","","",NA,"",NA,NA,"","","","","","","","Ouro Branco","Minas Gerais","brazil",2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.506389,-43.637222,"original coordinates","original coordinates OK"
