"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","continent","language","ownerInstitutionCode","elevationAccuracy","coordinateUncertaintyInMeters","references","institutionID","county","preparations","georeferencedDate","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","habitat","verbatimElevation","fieldNotes","higherGeography","higherClassification","fieldNumber","organismID","datasetID","accessRights","eventRemarks","individualCount","identificationQualifier","infraspecificEpithet","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Leandra acutiflora",1426804350,-22.956667,-43.294722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:36:08.373+0000","2018-09-24T19:58:12.959+0000",207,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","2017-01-27T00:00:00",506,"Rio de Janeiro",2017,1,11,"2017-01-11T00:00:00","2017-10-08T23:53:01.257+0000","2018-12-09T23:21:29.549+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1217916","56","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio de Janeiro","Parque Nacional da Tijuca, Setor A, na trilha para o Bico do Papagaio.","RB",1426804350,"urn:catalog:JBRJ:RB:1217916","PhysicalObject","T. Lorenzetti; L. C. O. Pellissari","RB01217916","RB 673891","JBRJ","Frutos verdes","D. Nunes & J. F. A. Baumgratz","","","",NA,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Rio de Janeiro","Rio de Janeiro","brazil",1360,"Rio de Janeiro",3304557,-43.45231,-22.924471,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.956667,-43.294722,"original coordinates","original coordinates OK"
"2","Leandra acutiflora",1440663517,-22.946667,-43.293055,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:36:13.623+0000","2018-09-24T19:58:16.709+0000",207,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","2017-01-27T00:00:00",751,"Rio de Janeiro",2017,1,18,"2017-01-18T00:00:00","2017-10-09T00:25:28.781+0000","2018-12-09T10:45:56.723+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1232441","62","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio de Janeiro","Parque Nacional da Tijuca, Setor A, na trilha para o Morro do Archer.","RB",1440663517,"urn:catalog:JBRJ:RB:1232441","PhysicalObject","T. Lorenzetti; C. D. M. Ferreira, F. Fraga & B. Valente","RB01232441","RB 680988","JBRJ","Frutos verdes","D. Nunes","","","",NA,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Rio de Janeiro","Rio de Janeiro","brazil",1360,"Rio de Janeiro",3304557,-43.45231,-22.924471,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.946667,-43.293055,"original coordinates","original coordinates OK"
"3","Leandra acutiflora",1440663509,-22.950278,-43.273611,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:36:13.600+0000","2018-09-24T19:58:16.727+0000",207,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","2017-02-23T00:00:00",690,"Rio de Janeiro",2017,1,27,"2017-01-27T00:00:00","2017-10-09T00:25:26.512+0000","2018-12-09T10:45:56.772+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1232439","82","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio de Janeiro","Parque Nacional da Tijuca, Setor A, na trilha para a Pedra do Conde.","RB",1440663509,"urn:catalog:JBRJ:RB:1232439","PhysicalObject","T. Lorenzetti; B. Valente & L. C. O. Pellissari","RB01232439","RB 680986","JBRJ","Frutos verdes","D. Nunes","","","",NA,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Rio de Janeiro","Rio de Janeiro","brazil",1360,"Rio de Janeiro",3304557,-43.45231,-22.924471,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.950278,-43.273611,"original coordinates","original coordinates OK"
"4","Leandra acutiflora",1563408627,-28.647778,-49.608611,"gass84","2273e40d-26c2-4959-aea2-b6abcce16d09","04481953-6112-489f-bb8d-9703d787e3ea","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:50:26.539+0000","2018-12-03T15:53:16.861+0000",122,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","2017-03-10T00:00:00",NA,"Santa Catarina",2017,3,10,"2017-03-10T00:00:00","2018-10-15T19:26:19.000+0000","2018-12-07T14:53:37.017+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ICN - Herbário do Instituto de Ciências Naturais","BRA:UFRGS:ICN:0000193678","163","ICN - Herbário do Instituto de Ciências Naturais","Nova Veneza","Área Particular de Preservação Ambiental São Francisco.","ICN",1563408627,"BRA:UFRGS:ICN:0000193678","Collection","Rabuske, C; Santos-Jr.; R.","193678","","UFRGS","","R.; Rabuske, C; Santos-Jr.","SOUTH_AMERICA","pt","Universidade Federal do Rio Grande do Sul (UFRGS)",NA,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Nova Veneza","Santa Catarina","brazil",302,"Nova Veneza",4211603,-49.585162,-28.685164,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.647778,-49.608611,"original coordinates","original coordinates OK"
"5","Leandra acutiflora",1848251164,-25.87,-48.968333,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:42.883+0000","2018-06-04T19:36:12.631+0000",118,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","2017-05-10T00:00:00",975,"Paraná",2017,5,6,"2017-05-06T00:00:00","2018-05-10T19:02:57.000+0000","2018-12-08T15:08:35.805+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000409029","5","MBM - Herbário do Museu Botânico Municipal","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","MBM",1848251164,"BRA:MBM:MBM:0000409029","Collection","Rau, TG; Brotto, ML; Ferreira, PC; Lozano, ED","409029","","MBM","Arbusto ca. 1,80 m. Fruto maduro de coloração azul metálico.; Relevo: fortemente ondulado. Vegetação: Floresta Ombrófila Densa Montana, estágio avançado, interior da mata.","Rau, TG","SOUTH_AMERICA","pt","Museu Botânico Municipal de Curitiba, MBM",0,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Guaratuba","Paraná","brazil",838,"Guaratuba",4109609,-48.768272,-25.817781,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.87,-48.968333,"original coordinates","original coordinates OK"
"6","Leandra acutiflora",1586073826,-22.492778,-43.275833,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:08.233+0000","2018-09-24T19:58:48.678+0000",207,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","2017-01-01T00:00:00",1150,"Rio de Janeiro",2017,7,4,"2017-07-04T00:00:00","2018-02-09T15:02:08.540+0000","2018-12-07T01:22:48.118+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1348382","1244","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Petrópolis","Rocio, Estrada do Imperador. Rebio Tinguá","RB",1586073826,"urn:catalog:JBRJ:RB:1348382","PhysicalObject","C. Baez; E. Fernandez, T. Lima, A. Rossetti, S. Rossetti","RB01348382","RB 741150","JBRJ","Arbusto, 1,8m. Frutos maduros roxos. Na beira da estrada","C. Baez & T. Lorenzetti","","","",NA,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Petrópolis","Rio de Janeiro","brazil",1574,"Petrópolis",3303906,-43.155902,-22.393567,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.492778,-43.275833,"original coordinates","original coordinates outside municipality original in petropolis falls in duque de caxias"
"7","Leandra acutiflora",1801099891,-27.989722,-49.230833,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:27.891+0000","2018-10-24T15:38:19.306+0000",121,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","2017-12-11T00:00:00",588,"Santa Catarina",2017,10,1,"2017-10-01T00:00:00","2018-10-11T17:22:19.000+0000","2018-12-08T01:46:26.728+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000056183","1115","FURB - Herbário Dr. Roberto Miguel Klein","Santa Rosa de Lima","","FURB",1801099891,"BRA:FURB:FURB:0000056183","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","56183","","Universidade Regional de Blumenau, FURB","fruto imaturo","Farias, D.M.","","pt","Universidade Regional de Blumenau, FURB",0,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Santa Rosa de Lima","Santa Catarina","brazil",422,"Santa Rosa de Lima",4215604,-49.183032,-28.011515,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.989722,-49.230833,"original coordinates","original coordinates OK"
"8","Leandra acutiflora",1423902194,-21.891111,-41.912222,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:41.735+0000","2018-09-24T19:57:49.775+0000",207,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","none",1424,"Rio de Janeiro",2016,1,26,"2016-01-26T00:00:00","2017-10-15T10:53:02.724+0000","2018-12-06T16:55:20.624+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1084865","407","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Santa Maria Madalena","Pedra do Desengano. Mata Nebular antes da área de campos de altitude. Parque Estadual do Desengano","RB",1423902194,"urn:catalog:JBRJ:RB:1084865","PhysicalObject","C. Baez; Thalis Lima","RB01084865","RB 641573","JBRJ","Terrícola, semi-umbrófila. Folhas marcadamente discolores. Frutos verdes e púrpuras.","Paulo Guimarães","","","",NA,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Santa Maria Madalena","Rio de Janeiro","brazil",1716,"Santa Maria Madalena",3304607,-41.912957,-21.969462,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.891111,-41.912222,"original coordinates","original coordinates OK"
"9","Leandra acutiflora",1840930194,-28.182222,-49.393611,"cdround,gass84,txmatfuz","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:46.191+0000","2018-11-24T12:32:46.199+0000",128,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","none",516,"",2016,4,4,"2016-04-04T00:00:00","2018-11-23T16:25:14.000+0000","2018-12-08T19:50:39.998+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000011810","","CRI - Herbário Pe. Dr. Raulino Reitz","Grão","Parque Estadual Serra Furada.","CRI",1840930194,"BRA:UNESC:CRI:0000011810","Collection","Guilherme Alves Elias; Robson dos Santos, Peterson T. Padilha & Guilherme Lodetti","11810","","UNESC","Floresta Ombrófila Densa Montana","Guilherme Lodetti","","pt","Universidade do Extremo Sul Catarinense (UNESC)",0,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Grão","","brazil",NA,"",NA,NA,NA,"","","",NA,NA,NA,"",-28.182222,-49.393611,"original coordinates","original coordinates outside municipality original in grao falls in grao para"
"10","Leandra acutiflora",1423919543,-22.950556,-43.273333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:16.212+0000","2018-09-24T19:57:58.324+0000",207,"none","PRESERVED_SPECIMEN",3866961,6,7707728,220,690,6683,3188618,3866961,3866961,"Leandra acutiflora Cogn.","Leandra acutiflora Cogn.","Plantae","Tracheophyta","Myrtales","Melastomataceae","Leandra","Leandra acutiflora","Leandra","acutiflora","SPECIES","ACCEPTED","2016-07-17T00:00:00",675,"Rio de Janeiro",2016,7,16,"2016-07-16T00:00:00","2017-10-15T11:39:19.243+0000","2018-12-06T16:55:30.766+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1151015","03","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio de Janeiro","Setor A, trilha para a Pedra do Conde Parque Nacional da Tijuca","RB",1423919543,"urn:catalog:JBRJ:RB:1151015","PhysicalObject","D. Nunes; T. Lorenzetti","RB01151015","RB 655829","JBRJ","Árvore de 2,5 metros de altura. Frutos verdes","D. Nunes","","","",NA,NA,"","","","","","","","",NA,NA,"","","","","","","",NA,NA,"","","",NA,"","","","","Rio de Janeiro","Rio de Janeiro","brazil",1360,"Rio de Janeiro",3304557,-43.45231,-22.924471,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.950556,-43.273333,"original coordinates","original coordinates OK"
