"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","continent","modified","individualCount","preparations","otherCatalogNumbers","fieldNotes","habitat","higherGeography","georeferenceProtocol","eventRemarks","taxonRemarks","higherClassification","nomenclaturalStatus","nomenclaturalCode","taxonID","identificationQualifier","bibliographicCitation","collectionID","coordinateUncertaintyInMeters","references","institutionID","verbatimEventDate","endDayOfYear","county","startDayOfYear","georeferenceSources","verbatimElevation","georeferencedDate","rights","verbatimTaxonRank","depth","depthAccuracy","scientificNameID","dynamicProperties","fieldNumber","eventTime","acceptedNameUsage","verbatimCoordinateSystem","locationID","datasetID","accessRights","identificationID","parentNameUsage","organismID","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Callisthene minor",1658215897,-24.716111,-50.142222,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:16.748+0000","2018-11-24T12:32:16.794+0000",118,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","2017-03-31T00:00:00",975,0,"Paraná",2017,2,5,"2017-02-05T00:00:00","2018-11-24T12:32:28.883+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000023681","9725","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Castro","PCH Rio Iapó, Fazenda do Pulo","pt","HCF",1658215897,"BRA:UTFPR:HCF:0000023681","Collection","J.M. Silva","23681","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","árvore com 6 m de altura; fruto verde. Floresta Ombrófila Mista, na margem do rio.","J.M. Silva","","",NA,"","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","Castro","Paraná","brazil",947,"Castro",4104907,-49.841581,-24.799901,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.716111,-50.142222,"original coordinates","original coordinates OK"
"2","Callisthene minor",1848251122,-24.716111,-50.142222,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:42.724+0000","2018-06-04T19:36:12.611+0000",118,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","2017-03-31T00:00:00",975,0,"Paraná",2017,2,5,"2017-02-05T00:00:00","2018-12-08T15:08:35.660+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000408806","9725","MBM - Herbário do Museu Botânico Municipal","Castro","PCH Rio Iapó, Fazenda do Pulo","pt","MBM",1848251122,"BRA:MBM:MBM:0000408806","Collection","Silva, JM; Bayeri, I; Noguchi, G","408806","MBM","Museu Botânico Municipal de Curitiba, MBM","Árvore com 6 m de altura; fruto verde.; Floresta Ombrófila Mista, na margem do rio.","Silva, JM","SOUTH_AMERICA","2018-05-10T19:15:44.000+0000",NA,"","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","Castro","Paraná","brazil",947,"Castro",4104907,-49.841581,-24.799901,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.716111,-50.142222,"original coordinates","original coordinates OK"
"3","Callisthene minor",1806847064,-18.155583,-53.421833,"gass84","ec20771d-5c61-409f-825c-3eea4118c437","658207e3-b01f-4007-b14d-64b13022cd5a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-27T09:39:31.557+0000","2018-05-05T12:04:23.901+0000",126,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","2017-12-13T00:00:00",427,0,"Mato Grosso do Sul",2017,10,23,"2017-10-23T00:00:00","2018-12-10T04:45:36.982+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul","BRA:UFMS:CGMS:0000065172","113","CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul","Costa Rica","Parque Estadual das Nascentes do Rio Taquari. Estrada de acesso a sede do Cuitelo.","pt","CGMS",1806847064,"BRA:UFMS:CGMS:0000065172","Collection","T.S.G. Botelho","65172","Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","HABITAT:Floresta estacional semidecidual.; HABITO:Árvore. 12,00 m de altura.; FRUTO:Fruto castanho escuro.;","G.A. Damasceno Junior","","2018-04-27T11:56:15.000+0000",NA,"","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","Costa Rica","Mato Grosso do Sul","brazil",2713,"Costa Rica",5003256,-53.203254,-18.520189,"MATO GROSSO DO SUL","MS","Mato Grosso do Sul",-54.84600034,-20.32777902,"Mato Grosso do Sul","ms",-18.155583,-53.421833,"original coordinates","original coordinates outside municipality original in costa rica falls in alcinopolis"
"4","Callisthene minor",1587329257,-6.555555,-47.225277,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:40.996+0000","2018-11-23T18:21:41.058+0000",123,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","none",171,0,"Maranhão",2016,4,6,"2016-04-06T00:00:00","2018-11-23T18:22:58.423+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000097790","5621","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","CAROLINA","Foz do ribeirão das Lajes com o rio Farinha.","pt","CEN",1587329257,"BRA:Cenargen:CEN:0000097790","Collection","Anderson Cássio Sevilha","97790","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Material coletado na baixada.","B. M. T. Walter","","",5,"Exsicatas","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","CAROLINA","Maranhão","brazil",4446,"Carolina",2102804,-47.202587,-7.373867,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-6.555555,-47.225277,"original coordinates","original coordinates outside municipality original in carolina falls in porto franco"
"5","Callisthene minor",1701216082,-24.737222,-50.12,"gass84","78dcee36-b0a2-4679-802d-bc0b5016518b","eec37c7c-2dce-440e-8de1-966214931e74","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:56.392+0000","2018-09-14T17:57:12.367+0000",126,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","2016-11-22T00:00:00",980,0,"Paraná",2016,10,29,"2016-10-29T00:00:00","2018-12-06T00:05:01.217+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FUEL - Herbário da Universidade Estadual de Londrina","BRA:UEL:FUEL:0000055405","9545","FUEL - Herbário da Universidade Estadual de Londrina","Castro","Fazenda Marumbi, PCH Rio Iapó, em margem de rio","pt","FUEL",1701216082,"BRA:UEL:FUEL:0000055405","Collection","Silva, JM; Bayeri, I; Noguchi, G","55405","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Árvore com 6m de altura; for de cor alva; Floresta Ombrófila Mista.","Brotto, ML","","2018-09-12T15:55:06.000+0000",NA,"","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","Castro","Paraná","brazil",947,"Castro",4104907,-49.841581,-24.799901,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.737222,-50.12,"original coordinates","original coordinates OK"
"6","Callisthene minor",1455391086,-24.737222,-50.12,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:15.234+0000","2018-11-24T12:32:15.241+0000",118,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","2016-11-22T00:00:00",980,0,"Paraná",2016,10,29,"2016-10-29T00:00:00","2018-12-09T07:19:23.959+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000022368","9545","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Castro","PCH do Rio Iapó, Fazenda Marumbi","pt","HCF",1455391086,"BRA:UTFPR:HCF:0000022368","Collection","J.M. Silva","22368","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","árvore com 6 m de altura; flor de cor alva. Floresta Ombrófila Mista, em margem de rio.","M.L. Brotto","","2018-10-30T18:03:34.000+0000",NA,"","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","Castro","Paraná","brazil",947,"Castro",4104907,-49.841581,-24.799901,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.737222,-50.12,"original coordinates","original coordinates OK"
"7","Callisthene minor",1438022651,-20.244167,-43.857222,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:45.861+0000","2018-02-15T05:17:52.361+0000",121,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","none",1340,0,"Minas Gerais",2016,11,15,"2016-11-15T00:00:00","2018-12-06T19:16:30.287+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000183739","20","BHCB - Herbário da Universidade Federal de Minas Gerais","Itabirito","RPPN Córrego Seco","pt","BHCB",1438022651,"BRA:UFMG:BHCB:0000183739","Collection","Souza, JAM; Tomich, S; Avelar, R","183739","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","SOUTH_AMERICA","2018-01-16T21:15:10.000+0000",NA,"","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","Itabirito","Minas Gerais","brazil",2344,"Itabirito",3131901,-43.810659,-20.254054,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.244167,-43.857222,"original coordinates","original coordinates OK"
"8","Callisthene minor",1094797457,-8.033611,-39.145556,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:18:36.809+0000","2018-09-10T18:26:31.658+0000",124,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","none",636,0,"Pernambuco",2015,1,29,"2015-01-29T00:00:00","2018-09-10T18:26:42.514+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000079516","2087","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Salgueiro","Serra próxima ao cruzamento da Ferrovia Transnordestina com o Canal de Integração do Rio São Francisco, ca. de 4 Km ao N da sede municipal de Salgueiro, margem esquerda da rodovia BR-116 sentido Salgueiro-Penaforte","pt","HUEFS",1094797457,"BRA:UEFS:HUEFS:0000079516","Collection","Costa-Lima, J.L.","79516","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Savana Estépica. Neossolo Litólico Eutrófico","","","",NA,"","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","Salgueiro","Pernambuco","brazil",4246,"Salgueiro",2612208,-39.085041,-8.130201,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.033611,-39.145556,"original coordinates","original coordinates OK"
"9","Callisthene minor",1226939555,-20.021389,-43.686667,"gass84,preswcd","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:44.787+0000","2018-02-15T05:17:50.316+0000",121,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","2015-05-06T00:00:00",1468,0,"Minas Gerais",2015,3,4,"2015-03-04T00:00:00","2018-12-07T20:00:35.498+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000178003","2531","BHCB - Herbário da Universidade Federal de Minas Gerais","Caeté","","pt","BHCB",1226939555,"BRA:UFMG:BHCB:0000178003","Collection","Barros, AM","178003","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","SOUTH_AMERICA","2018-01-16T21:15:10.000+0000",NA,"","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","Caeté","Minas Gerais","brazil",2461,"Caeté",3110004,-43.637744,-19.86804,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.021389,-43.686667,"original coordinates","original coordinates OK"
"10","Callisthene minor",1587327132,-9.060833,-44.001111,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:40.048+0000","2018-11-23T18:21:40.190+0000",123,"none","PRESERVED_SPECIMEN",4030793,6,7707728,220,690,3231623,7288309,4030793,4030793,"Callisthene minor Mart.","Callisthene minor Mart.","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Callisthene","Callisthene minor","Callisthene","minor","SPECIES","ACCEPTED","none",532,0,"Piauí",2015,6,24,"2015-06-24T00:00:00","2018-11-23T18:22:57.177+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000095630","1790","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","SANTA LUZ","Piauí. Expedição Parque Nacional Serra das Confusões - Coleta de dados de flora para tese de Ricardo Haidar e Gabriel Damasco. Fuso: 23L. - E:609776,116 - N:609776,116. Alt: 531,73.","pt","CEN",1587327132,"BRA:Cenargen:CEN:0000095630","Collection","Ricardo Flores Haidar","95630","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Doação.","B. M. T. Walter","","",2,"Exsicatas","","","","","","","","","","","","","","",NA,"","","",NA,"",NA,"","","","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"",NA,"","","SANTA LUZ","Piauí","brazil",4084,"Santa Luz",2209302,-44.105492,-9.045114,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-9.060833,-44.001111,"original coordinates","original coordinates OK"
