"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","continent","otherCatalogNumbers","fieldNotes","coordinateUncertaintyInMeters","references","habitat","institutionID","county","preparations","verbatimElevation","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","nomenclaturalStatus","taxonID","bibliographicCitation","individualCount","higherGeography","higherClassification","georeferencedDate","depth","depthAccuracy","scientificNameID","dynamicProperties","fieldNumber","eventTime","acceptedNameUsage","verbatimCoordinateSystem","locationID","datasetID","accessRights","identificationID","parentNameUsage","identificationRemarks","organismID","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Byrsonima lancifolia",1840928884,-11.566806,-41.176556,"gass84","3f6a3304-f66f-4ba8-be57-92a70f3aac3f","3f41d988-faf2-4a9f-811e-8dac728c05d4","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:02.461+0000","2018-10-25T12:34:59.812+0000",140,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","2017-11-10T00:00:00",1054,0,"Bahia",2017,11,10,"2017-11-10T00:00:00","2018-10-09T13:42:17.000+0000","2018-12-08T19:50:39.279+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFSJ - Herbário da Universidade Federal de São João Del Rei","BRA:UFSJ:HUFSJ:0000009543","223","HUFSJ - Herbário da Universidade Federal de São João Del Rei","Morro do Chapéu","Estrada de terra para o Morrão.","pt","HUFSJ",1840928884,"BRA:UFSJ:HUFSJ:0000009543","Collection","Alves, LL; Almeida, RF de; Costa, MTR","9543","UFSJ","Universidade Federal de São João Del Rei (UFSJ)","Arbusto, ca. 2 m de altura. Pétalas amarelas e laranjas. Botões verdes com elaióforos acastanhados passando a amarelos com elaióforos laranjas.","Almeida, RF d","","","",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.566806,-41.176556,"original coordinates","original coordinates OK"
"2","Byrsonima lancifolia",1801097510,-18.4175,-43.811944,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.693+0000","2017-12-29T14:08:07.018+0000",136,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","2017-04-01T00:00:00",1065,0,"Minas Gerais",2016,12,7,"2016-12-07T00:00:00","2017-12-15T12:55:27.000+0000","2018-12-08T01:46:24.746+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000005145","202","HDJF - Herbário Dendrológico Jeanine Felfili","Gouveia","Voçoroca na margem da estrada para o distrito de Cuiabá","pt","HDJF",1801097510,"BRA:UFVJM:HDJF:0000005145","Collection","Custodio, ST; França, L; Santos, A","5145","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Árvore, estéril; Ambiente interno da voçoroca","Faria, JEQ","SOUTH_AMERICA","","",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","Gouveia","Minas Gerais","brazil",2712,"Gouveia",3127602,-43.834033,-18.523648,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.4175,-43.811944,"original coordinates","original coordinates OK"
"3","Byrsonima lancifolia",1077484739,-10.250833,-43.615833,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:02.105+0000","2017-12-29T14:08:05.036+0000",136,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","2013-07-05T00:00:00",NA,NA,"Minas Gerais",2013,5,24,"2013-05-24T00:00:00","2017-12-16T14:11:26.000+0000","2018-12-06T14:18:29.027+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000002945","LEG 79","HDJF - Herbário Dendrológico Jeanine Felfili","Diamantina","Estrada para o Condomínio do Japão.","pt","HDJF",1077484739,"BRA:UFVJM:HDJF:0000002945","Collection","Gregório, LE; Ribeiro, GJG","2945","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","DUPLICATA n° 2944. Projeto financiado pelo CNPq (processo n° 476367/2011-5).; Cerrado/Campo rupestre","Goulart, JP","SOUTH_AMERICA","","",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-10.250833,-43.615833,"original coordinates","original coordinates outside municipality original in diamantina falls in pilao arcado"
"4","Byrsonima lancifolia",1094897155,-12.438056,-41.486389,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:41.053+0000","2018-09-10T18:27:23.536+0000",124,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","2013-12-01T00:00:00",NA,NA,"Bahia",2012,3,13,"2012-03-13T00:00:00","","2018-09-10T18:27:49.485+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000180091","15","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Palmeiras","Barranco.","pt","HUEFS",1094897155,"BRA:UEFS:HUEFS:0000180091","Collection","Lua, S.","180091","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","A.Francener","","","",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","Palmeiras","Bahia","brazil",3525,"Palmeiras",2923506,-41.55815,-12.545926,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.438056,-41.486389,"original coordinates","original coordinates OK"
"5","Byrsonima lancifolia",1090893663,-2.746944,-42.826389,"gass84","86aea6d0-e340-4745-a596-3fc20f90a021","eae63642-6f0d-45b9-a079-6ecd34406631","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:29.048+0000","2018-11-23T18:22:29.190+0000",122,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","none",NA,NA,"Maranhão",2011,11,28,"2011-11-28T00:00:00","2018-11-01T18:57:54.000+0000","2018-12-09T06:15:04.986+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MAR - Herbário do Maranhão","BRA:UFMA:MAR:0000006610","","MAR - Herbário do Maranhão","Barreirinhas","","pt","MAR",1090893663,"BRA:UFMA:MAR:0000006610","Collection","Santos, S.M.","6610","UFMA","Universidade Federal do Maranhão (UFMA)","","","","","",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","Barreirinhas","Maranhão","brazil",5391,"Barreirinhas",2101707,-42.91045,-2.839903,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-2.746944,-42.826389,"original coordinates","original coordinates OK"
"6","Byrsonima lancifolia",1094936488,-7.288083,-39.560944,"gass84","aed35888-68cb-4574-8a98-d13b89cf0f38","5b30feaf-824b-4cb9-b256-293a106f45bc","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:22.722+0000","2018-09-24T19:23:44.259+0000",137,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","2012-04-13T00:00:00",920,0,"Ceará",2011,12,6,"2011-12-06T00:00:00","","2018-09-24T19:23:44.302+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCDAL - Herbário Caririense Dárdano de Andrade-Lima","BRA:URCA:HCDAL:0000006966","HCDAL6966","HCDAL - Herbário Caririense Dárdano de Andrade-Lima","Crato","Estrada velha do cajueiro","pt","HCDAL",1094936488,"BRA:URCA:HCDAL:0000006966","Collection","Seixas, E.N.C.; et al.","6966","Universidade Regional do Cariri (URCA)","Universidade Regional do Cariri (URCA)","Árvore ca. 12 m de altura, flor amarela em cacho, presença de botão.","Amorim, A.M.","","","",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","Crato","Ceará","brazil",4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.61556123,-5.09311398,"Ceará","ce",-7.288083,-39.560944,"original coordinates","original coordinates OK"
"7","Byrsonima lancifolia",1424477909,-12.454444,-41.471389,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:45.722+0000","2018-09-24T20:03:59.022+0000",207,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2010,4,23,"2010-04-23T00:00:00","","2018-12-06T17:00:46.125+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:846128","4358","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Palmeiras","Base do Pai Inácio.","","RB",1424477909,"urn:catalog:JBRJ:RB:846128","PhysicalObject","E.P. Queiroz","RB00846128","JBRJ","","Arbusto 2,5m. Folhas carnosas, vilosas abaxialmente flores amarelas; frutos verdes e amarelos maduros","E.P. Queiroz","","RB 595840","Campo rupestre; solo arenoso com cascalho",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","Palmeiras","Bahia","brazil",3525,"Palmeiras",2923506,-41.55815,-12.545926,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.454444,-41.471389,"original coordinates","original coordinates OK"
"8","Byrsonima lancifolia",1213619906,-17.779444,-43.617778,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:10.794+0000","2018-01-05T18:34:41.495+0000",114,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","2010-01-01T00:00:00",9999,0,"Minas Gerais",2010,5,6,"2010-05-06T00:00:00","","2018-07-08T01:32:01.934+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000163360","7344","UB - Herbário da Universidade de Brasília","Diamantina","Inhaí. Próximo ao rio Inhacica","pt","UB",1213619906,"BRA:UnB:UB:0000163360","Collection","Munhoz, CBR; Emmert, P; Mello, TRB","163360","UnB","Universidade de Brasília (UnB)","Arbusto, 2,0m. Sépalas e pétalas amarelas; Mata de Galeria estreita","Fernandes, MS","SOUTH_AMERICA","","",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-17.779444,-43.617778,"original coordinates","original coordinates OK"
"9","Byrsonima lancifolia",1087640457,-20.248489,-43.587039,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:35.607+0000","2017-12-29T14:10:08.236+0000",121,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","2008-01-29T00:00:00",1158,0,"Minas Gerais",2007,10,13,"2007-10-13T00:00:00","2017-03-31T17:55:23.000+0000","2018-12-08T13:05:38.668+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000115758","4929","BHCB - Herbário da Universidade Federal de Minas Gerais","Ouro Preto","Floresta Estadual do Uaimii","pt","BHCB",1087640457,"BRA:UFMG:BHCB:0000115758","Collection","Stehmann, JR; Garcia, S; Giacomin, LL; Machado, G; Martins, C; Pena, F; Ribeiro, R; Trancoso","115758","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","Arbusto de 1,5 m","","SOUTH_AMERICA","","",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","Ouro Preto","Minas Gerais","brazil",2297,"Ouro Preto",3146107,-43.611642,-20.391209,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.248489,-43.587039,"original coordinates","original coordinates OK"
"10","Byrsonima lancifolia",1801151078,-14.811111,-47.5575,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:46.958+0000","2018-09-25T14:05:32.651+0000",126,"none","PRESERVED_SPECIMEN",7285620,6,7707728,220,1414,6676,3191347,7285620,7285620,"Byrsonima lancifolia A.Juss.","Byrsonima lancifolia A.Juss.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima lancifolia","Byrsonima","lancifolia","SPECIES","ACCEPTED","2013-09-12T00:00:00",NA,NA,"Goiás",2007,10,3,"2007-10-03T00:00:00","2018-08-21T18:35:38.000+0000","2018-12-08T01:46:34.404+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000195931","8806","SPF - Herbário da Universidade de São Paulo","","Rod. GO 118, km 85. Cerrado degradado em beira de estrada.","pt","SPF",1801151078,"BRA:USP:SPF:0000195931","Collection","Paula-Souza, J","195931","USP","Universidade de São Paulo, USP","Arbusto, ca. 2.5 m alt. Flores alaranjadas, frutos imaturos verdes.","Queiroz, EP","","","",NA,"","","","","","","","","",NA,NA,"","","","","",NA,"","","",NA,NA,NA,"",NA,"","","",NA,"","",NA,"","",NA,"","","","Goiás","brazil",NA,"",NA,NA,NA,"","","Goiás",-49.62349059,-16.04162242,"Goiás","go",-14.811111,-47.5575,"original coordinates","original coordinates outside municipality original in  falls in agua fria de goias"
