"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","references","habitat","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","individualCount","higherGeography","higherClassification","nomenclaturalStatus","taxonID","bibliographicCitation","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","identificationRemarks","georeferencedDate","organismID","datasetID","accessRights","typeStatus","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Byrsonima arctostaphyloides",1087648917,-19.831944,-44.051389,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:38.580+0000","2017-12-29T14:10:11.966+0000",121,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","none",863,0,"SOUTH_AMERICA","Minas Gerais",2010,1,7,"2010-01-07T00:00:00","2017-03-31T17:55:18.000+0000","2018-12-08T13:05:42.323+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000139014","136","BHCB - Herbário da Universidade Federal de Minas Gerais","Ribeirão das Neves","Condomínio Luar da Mata","pt","BHCB",1087648917,"BRA:UFMG:BHCB:0000139014","Collection","Moreira, NC","139014","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","Arbustivo; beira da estrada; flores amarelas","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","Ribeirão das Neves","Minas Gerais","brazil",2479,"Ribeirão das Neves",3154606,-44.072151,-19.779759,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.831944,-44.051389,"original coordinates","original coordinates OK"
"2","Byrsonima arctostaphyloides",1090630557,-19.004627,-43.753077,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:50.298+0000","2018-09-25T14:05:43.597+0000",126,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","2010-06-01T00:00:00",NA,NA,"","Minas Gerais",2009,11,18,"2009-11-18T00:00:00","2018-08-21T18:35:29.000+0000","2018-12-08T04:43:55.545+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000210572","2429","SPF - Herbário da Universidade de São Paulo","Santana de Pirapama","Serra do Cipó, Fazenda Toucan Cipó. Subida da Captação de água","pt","SPF",1090630557,"BRA:USP:SPF:0000210572","Collection","Zappi, DC","210572","USP","Universidade de São Paulo, USP","Arbusto 80 cm alt., pétalas rosa-claras.; Campo com Vellozia.","Zappi, DC","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","Santana de Pirapama","Minas Gerais","brazil",2648,"Santana de Pirapama",3158508,-43.904348,-18.918993,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.004627,-43.753077,"original coordinates","original coordinates OK"
"3","Byrsonima arctostaphyloides",1424414634,-20.139167,-44.236944,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:09.543+0000","2018-09-24T20:03:26.226+0000",207,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","2008-01-01T00:00:00",870,NA,"","Minas Gerais",2008,1,22,"2008-01-22T00:00:00","2017-10-14T10:03:51.795+0000","2018-12-06T17:00:09.460+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:714304","62","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Brumadinho","Inhotim.","","RB",1424414634,"urn:catalog:JBRJ:RB:714304","PhysicalObject","J.G. Oliveira; F.M. Rodrigues","RB00714304","JBRJ","","Arbusto com inflorescências amarelas e frutos imaturos verdes","R.C. Mota","RB 548677","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","Brumadinho","Minas Gerais","brazil",2367,"Brumadinho",3109006,-44.123298,-20.178103,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.139167,-44.236944,"original coordinates","original coordinates OK"
"4","Byrsonima arctostaphyloides",1801150672,-19.005556,-43.756944,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:44.835+0000","2018-09-25T14:05:26.566+0000",126,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","2013-09-12T00:00:00",680,0,"","Minas Gerais",2007,2,17,"2007-02-17T00:00:00","2018-08-21T18:35:29.000+0000","2018-12-08T01:46:34.224+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000182571","32534","SPF - Herbário da Universidade de São Paulo","Santana de Pirapama","Serra do Cipó, (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Captação da Fazenda Toucan Cipó. Campo rupestre com afloramentos e árvores esparsas.","pt","SPF",1801150672,"BRA:USP:SPF:0000182571","Collection","Souza, VC","182571","USP","Universidade de São Paulo, USP","Arbusto, ca. 1.5 m alt., frutos laranja. Beira do córrego.","Queiroz, EP","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","Santana de Pirapama","Minas Gerais","brazil",2648,"Santana de Pirapama",3158508,-43.904348,-18.918993,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.005556,-43.756944,"original coordinates","original coordinates OK"
"5","Byrsonima arctostaphyloides",1929773183,-17.1194,-42.7794,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T15:25:54.824+0000","2018-11-18T15:25:54.872+0000",96,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","none",834,0,"SOUTH_AMERICA","Minas Gerais",2004,1,24,"2004-01-24T00:00:00","","2018-12-07T18:54:59.976+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","8dfaaaae-d4b0-42f6-a6f4-d8eb90daab97","5267","Vascular plants","","prÃ³ximo a AcauÃ£ na estrada para Posses.","en","NY",1929773183,"8dfaaaae-d4b0-42f6-a6f4-d8eb90daab97","PhysicalObject","J. R. Pirani","00998246","NY","","","","","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205313","Cerrado de chapada denso, perturbado.","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","24 Jan 2004",24,"Turmalina","sheet",24,"2736 ft","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-17.1194,-42.7794,"original coordinates","original coordinates outside municipality original in  falls in leme do prado"
"6","Byrsonima arctostaphyloides",1424439457,-18.404444,-43.683056,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:23.894+0000","2018-09-24T20:03:39.276+0000",207,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","2002-01-01T00:00:00",NA,NA,"","Minas Gerais",2002,2,25,"2002-02-25T00:00:00","2014-07-08T00:49:41.646+0000","2018-12-06T17:00:25.472+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:758376","28410","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Diamantina","Estrada para Curvelo, ca. 12 Km de Diamantina. Campo rupestre.","","RB",1424439457,"urn:catalog:JBRJ:RB:758376","PhysicalObject","V.C. Souza; et.al","RB00758376","JBRJ","","Arbusto, 40-170 cm alt; flores alvas com unha rosa clara, mais intenso no labelo; frutos imaturos verdes, maduros alaranjados; elaióforos róseos, estames amarelos, pedicelo vermelho. Campo arenoso","S.I. Elias","RB 567735","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.404444,-43.683056,"original coordinates","original coordinates outside municipality original in diamantina falls in datas"
"7","Byrsonima arctostaphyloides",1213604045,-18.833333,-43.833333,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:00.199+0000","2018-01-05T18:34:34.603+0000",114,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","1995-01-01T00:00:00",9999,0,"SOUTH_AMERICA","Minas Gerais",1995,3,11,"1995-03-11T00:00:00","","2018-07-08T01:32:01.822+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000147453","869","UB - Herbário da Universidade de Brasília","Penha da França","Ca. de 100km ao nordeste de DIamantina; Alt. ca. 1000m.","pt","UB",1213604045,"BRA:UnB:UB:0000147453","Collection","Splett, S","147453","UnB","Universidade de Brasília (UnB)","Arbusto de ca. 1,5m de alt. com frutos amarelos (diam. ca. 1cm).","Mamede, MCH","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","Penha da França","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.833333,-43.833333,"original coordinates","original coordinates outside municipality original in penha da franca falls in santana de pirapama"
"8","Byrsonima arctostaphyloides",1801148100,-14.534444,-42.530833,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:29.197+0000","2018-09-25T14:04:42.435+0000",126,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","2013-09-12T00:00:00",850,50,"","Bahia",1994,3,12,"1994-03-12T00:00:00","2018-08-21T18:35:29.000+0000","2018-12-08T01:46:32.839+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000096754","CFCR15025","SPF - Herbário da Universidade de São Paulo","Licínio de Almeida","Ca. 12 km da cidade em direção a Brejinho das Ametistas. Localidade conhecida como ""garimpo"". Campo rupestre com campo arenoso adjacente, perturbado por garimpo.","pt","SPF",1801148100,"BRA:USP:SPF:0000096754","Collection","Roque, N","96754","USP","Universidade de São Paulo, USP","Arbusto; elaióforos vermelhos; sépalas creme; pétalas passando de alvas pra róseas; estames amarelos.","Queiroz, EP","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","Licínio de Almeida","Bahia","brazil",3272,"Licínio de Almeida",2919405,-42.466395,-14.591223,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.534444,-42.530833,"original coordinates","original coordinates OK"
"9","Byrsonima arctostaphyloides",1213603995,-12.083333,-45.366667,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:00.202+0000","2018-01-05T18:34:34.607+0000",114,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","2002-01-01T00:00:00",9999,0,"SOUTH_AMERICA","Bahia",1994,10,12,"1994-10-12T00:00:00","","2018-07-08T01:32:01.933+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000147463","4108","UB - Herbário da Universidade de Brasília","Barreiras","Ca 40km W de Barreiras na BR-242.","pt","UB",1213603995,"BRA:UnB:UB:0000147463","Collection","Queiroz, LP","147463","UnB","Universidade de Brasília (UnB)","Arbusto ramificado de ca. 2,0m .Folhas cartáceas. Flores com glândulas, sépalas e pétalas brancas. Pouco frequente.; Cerrado","Elias-Rolim, SI","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","Barreiras","Bahia","brazil",3594,"Barreiras",2903201,-45.522683,-12.018207,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.083333,-45.366667,"original coordinates","original coordinates OK"
"10","Byrsonima arctostaphyloides",1090488932,-10.866667,-38.65,"gass84,txmatfuz","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:11.072+0000","2018-11-24T12:34:11.167+0000",122,"none","PRESERVED_SPECIMEN",3982750,6,7707728,220,1414,6676,3191347,3982750,3982750,"Byrsonima arctostaphyloides Nied.","Byrsonima arctostaphyloides Nied.","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima arctostaphyloides","Byrsonima","arctostaphyloides","SPECIES","ACCEPTED","none",NA,NA,"","Bahia",1993,12,18,"1993-12-18T00:00:00","2018-11-14T17:46:36.000+0000","2018-12-08T04:42:48.897+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000096987","3714","CEPEC - Herbário do Centro de Pesquisas do Cacau","tucano","7Km ao NE de Tucano na estrada para Ribeira do Pombal (Br-410).","pt","CEPEC",1090488932,"BRA:CEPLAC:CEPEC:0000096987","Collection","L. P. de Queiroz","96987","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","Sem Informação","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,NA,NA,"","","","",NA,"","","","tucano","Bahia","brazil",3747,"Tucano",2931905,-38.787914,-10.98809,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.866667,-38.65,"original coordinates","original coordinates outside municipality original in tucano falls in ribeira do pombal"
