"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","continent","fieldNotes","individualCount","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","collectionID","identificationRemarks","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","higherGeography","higherClassification","verbatimElevation","nomenclaturalStatus","fieldNumber","taxonID","bibliographicCitation","typeStatus","typifiedName","georeferencedDate","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Bactris setosa",1585202480,-25.5861,-48.5386,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:23.876+0000","2018-11-24T12:35:23.890+0000",123,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","2017-03-23T00:00:00",15,0,"Paraná",2017,3,23,"2017-03-23T00:00:00","2018-11-19T18:52:19.000+0000","2018-12-07T01:13:53.475+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000015481","1228","EFC - Herbário Escola de Florestas Curitiba","Paranaguá","Floresta Estadual do Palmito","pt","EFC",1585202480,"BRA:UFPR:EFC:0000015481","Collection","Völtz, R.R.; et al.","15481","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Palmeira 2,5 m alt.; armada; frutos verdes; interior de Floresta Ombrófila Densa das Terras Baixas. __COMMOM_NAME__: Tucum","Völtz, R.R.","","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Paranaguá","Paraná","brazil",869,"Paranaguá",4118204,-48.524241,-25.525413,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.5861,-48.5386,"original coordinates","original coordinates OK"
"2","Bactris setosa",1931783762,-27.006111,-48.595555,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:47.011+0000","2018-11-24T12:32:47.052+0000",128,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","2018-03-21T00:00:00",NA,NA,"Santa Catarina",2017,9,28,"2017-09-28T00:00:00","2018-11-06T18:48:44.000+0000","2018-12-07T06:15:07.269+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000012897","745","CRI - Herbário Pe. Dr. Raulino Reitz","Balneário Camboriú","Barra","pt","CRI",1931783762,"BRA:UNESC:CRI:0000012897","Collection","Alexandre Medeiros","12897","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","","Renato Colares & Aline Votri Guislon","","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Balneário Camboriú","Santa Catarina","brazil",662,"Balneário Camboriú",4202008,-48.620501,-27.005573,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.006111,-48.595555,"original coordinates","original coordinates OK"
"3","Bactris setosa",1801099136,-28.89,-49.32,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:27.293+0000","2018-10-24T15:38:18.969+0000",121,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","2017-10-23T00:00:00",13,0,"Santa Catarina",2017,10,23,"2017-10-23T00:00:00","2018-10-11T17:15:42.000+0000","2018-12-08T01:46:26.134+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000055407","1294","FURB - Herbário Dr. Roberto Miguel Klein","Araranguá","","pt","FURB",1801099136,"BRA:FURB:FURB:0000055407","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","55407","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Kassner-Filho, A.","","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Araranguá","Santa Catarina","brazil",263,"Araranguá",4201406,-49.471158,-28.942354,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.89,-49.32,"original coordinates","original coordinates OK"
"4","Bactris setosa",1829094607,-28.678333,-49.370278,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:45.839+0000","2018-10-25T12:34:37.502+0000",128,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","2016-02-05T00:00:00",40,0,"Santa Catarina",2016,1,22,"2016-01-22T00:00:00","","2018-10-25T12:34:55.270+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000011458","17","CRI - Herbário Pe. Dr. Raulino Reitz","Criciúma","Fragmento do Horto Unesc.","pt","CRI",1829094607,"BRA:UNESC:CRI:0000011458","Collection","Guilherme Alves Elias","11458","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","Floresta Ombrófila Densa","Guilherme Alves Elias","","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Criciúma","Santa Catarina","brazil",295,"Criciúma",4204608,-49.380319,-28.717484,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.678333,-49.370278,"original coordinates","original coordinates OK"
"5","Bactris setosa",1829094483,-28.678333,-49.370278,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:45.834+0000","2018-10-25T12:34:37.572+0000",128,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","2016-02-05T00:00:00",40,0,"Santa Catarina",2016,1,22,"2016-01-22T00:00:00","","2018-10-25T12:34:55.465+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000011459","16","CRI - Herbário Pe. Dr. Raulino Reitz","Criciúma","Fragmento do Horto Unesc.","pt","CRI",1829094483,"BRA:UNESC:CRI:0000011459","Collection","Guilherme Alves Elias","11459","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","Floresta Ombrófila Densa","Guilherme Alves Elias","","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Criciúma","Santa Catarina","brazil",295,"Criciúma",4204608,-49.380319,-28.717484,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.678333,-49.370278,"original coordinates","original coordinates OK"
"6","Bactris setosa",1829094537,-28.158889,-49.392222,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:45.829+0000","2018-10-25T12:34:37.684+0000",128,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","2016-02-05T00:00:00",400,0,"Santa Catarina",2016,2,3,"2016-02-03T00:00:00","","2018-10-25T12:34:55.642+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000011460","14","CRI - Herbário Pe. Dr. Raulino Reitz","Orleans","Parque Estadual da Serra Furada.","pt","CRI",1829094537,"BRA:UNESC:CRI:0000011460","Collection","Guilherme Alves Elias; Peterson T. Padilha","11460","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","","Guilherme Alves Elias","","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Orleans","Santa Catarina","brazil",372,"Orleans",4211702,-49.372507,-28.280894,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.158889,-49.392222,"original coordinates","original coordinates outside municipality original in orleans falls in grao para"
"7","Bactris setosa",1270106274,-23.591944,-48.477222,"gass84,iddatunl","08a179fe-9cd1-4d33-afef-266dd55c59cf","6cfcf69e-9ec1-48e1-be34-5201bdb63bd7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:47.540+0000","2018-06-04T12:01:15.222+0000",131,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","2016-01-01T00:00:00",NA,NA,"São Paulo",2016,3,7,"2016-03-07T00:00:00","","2018-07-07T10:21:55.577+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","HUEM - Herbário UEM","BRA:UEM:HUEM:0000030023","01","HUEM - Herbário UEM","Campina do Monte Alegre","","pt","HUEM",1270106274,"BRA:UEM:HUEM:0000030023","Collection","Boeing, J. .S.","30023","UEM","Universidade Estadual de Maringá, UEM","Palmeira cespitosa; aproximadamente 2-2,5m de alt.; fruto de coloração roxo-escuro; semente de coloração preta. Coletada em solo do tipo latossolo.","Paula Leitman","","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Campina do Monte Alegre","São Paulo","brazil",1146,"Campina do Monte Alegre",3509452,-48.441891,-23.606282,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.591944,-48.477222,"original coordinates","original coordinates OK"
"8","Bactris setosa",1840930254,-29.185,-49.392222,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:46.239+0000","2018-11-24T12:32:46.252+0000",128,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","none",488,0,"",2016,4,4,"2016-04-04T00:00:00","2018-11-23T16:24:54.000+0000","2018-12-08T19:50:40.039+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000011803","","CRI - Herbário Pe. Dr. Raulino Reitz","Grão","Parque Estadual Serra Furada.","pt","CRI",1840930254,"BRA:UNESC:CRI:0000011803","Collection","Guilherme Alves Elias; Robson dos Santos, Peterson T. Padilha & Guilherme Lodetti","11803","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","Floresta Ombrófila Densa Montana","Guilherme Lodetti","","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Grão","","brazil",NA,"",NA,NA,NA,"","","",NA,NA,NA,"",-29.185,-49.392222,"original coordinates","original coordinates outside Brazil"
"9","Bactris setosa",1423916837,-22.579167,-43.4375,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:11.106+0000","2018-09-24T19:57:57.003+0000",207,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","none",134,NA,"Rio de Janeiro",2016,7,6,"2016-07-06T00:00:00","2017-10-15T11:35:36.436+0000","2018-12-06T16:55:29.151+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1142478","8277","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Nova Iguaçu","Tinguá, Macuco, Brejo do Macuco. Floresta de baixada inundada. Reserva Biológica do Tinguá","","RB",1423916837,"urn:catalog:JBRJ:RB:1142478","PhysicalObject","Haroldo C. de Lima; Sebastião J. da Silva Neto e Walter da Silva","RB01142478","JBRJ","","Arborescente com 4-5 m alt. cespitoso, formando touceiras com 3 -5 perfilhos. Caule cilíndrico com espinhos. Folhas pinadas com espinhos, pinas irregularmente distribuídas. Frutos nigrescentes. Muito frequente nas áreas inundadas. Fotos HCL. Nome vulgar: tucum.","H.C. de Lima","RB 654347","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Nova Iguaçu","Rio de Janeiro","brazil",1460,"Nova Iguaçu",3303500,-43.503733,-22.689201,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.579167,-43.4375,"original coordinates","original coordinates OK"
"10","Bactris setosa",1657213081,-10.4559,-37.2027,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:04.806+0000","2018-09-24T19:50:18.275+0000",132,"none","PRESERVED_SPECIMEN",2733377,6,7707728,196,552,7681,2732906,2733377,2733377,"Bactris setosa Mart.","Bactris setosa Mart.","Plantae","Tracheophyta","Arecales","Arecaceae","Bactris","Bactris setosa","Bactris","setosa","SPECIES","ACCEPTED","2016-08-09T00:00:00",NA,NA,"Sergipe",2016,7,18,"2016-07-18T00:00:00","2018-08-31T18:21:41.000+0000","2018-12-10T06:05:05.625+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000038356","3","ASE - Herbário da Universidade Federal de Sergipe","Areia Branca","PARNASI, Ambiente ripário de Mata Atlântica em fase intermediaria de sucessão ecológica. Sombreado, úmido e muita serapilheira.","pt","ASE",1657213081,"BRA:UFS:ASE:0000038356","Collection","Santos, MEO; Fabricante, JR","38356","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Arbórea. 3 m. Inflorescência em espiga. Infrustescência capsoide com frutos roxos imaturos e marrons maduros. Presença de espinhos. Folhas verdes lineares paralelinérvea.; Mata Atlântica","Santos, JL","","SOUTH_AMERICA","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","","",NA,"","","","",NA,"","","Areia Branca","Sergipe","brazil",3769,"Areia Branca",2800506,-37.331991,-10.788646,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.4559,-37.2027,"original coordinates","original coordinates outside municipality original in areia branca falls in nossa senhora das dores"
