"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","modified","otherCatalogNumbers","fieldNotes","individualCount","preparations","institutionID","higherGeography","endDayOfYear","county","startDayOfYear","higherClassification","references","habitat","nomenclaturalCode","verbatimEventDate","verbatimElevation","collectionID","georeferenceProtocol","georeferenceSources","coordinateUncertaintyInMeters","georeferencedDate","georeferencedBy","verbatimSRS","disposition","datasetID","accessRights","bibliographicCitation","typeStatus","typifiedName","organismID","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Allagoptera caudescens",1275054546,-10.4716,-36.5812,"gass84,preswcd","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:04.269+0000","2018-09-24T19:50:17.605+0000",132,"none","PRESERVED_SPECIMEN",2732046,6,7707728,196,552,7681,2732026,2732046,2732046,"Allagoptera caudescens Kuntze","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Allagoptera","caudescens","SPECIES","ACCEPTED","2016-01-30T00:00:00",55,0,"SOUTH_AMERICA","Sergipe",2016,1,18,"2016-01-18T00:00:00","2018-09-24T19:50:21.240+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000036627",64,"ASE - Herbário da Universidade Federal de Sergipe","Santo Amaro das Brotas","PA Celso Furtado, Área de reserva legal do assentamento Celso Furtado.","pt","ASE",1275054546,"BRA:UFS:ASE:0000036627","Collection","Santos Neto, AM; Souza, JO; Nunes, SS","36627","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Árvore, 1 metro de altura, folhas com cerca de 7 metros de tamanho.; Mata Atlântica","Santos Neto, AM","","","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Santo Amaro das Brotas","Sergipe","brazil",3775,"Santo Amaro das Brotas",2806602,-36.979729,-10.770663,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.4716,-36.5812,"original coordinates","original coordinates outside municipality original in santo amaro das brotas falls in ilha das flores"
"2","Allagoptera caudescens",1264695916,-11.0429,-37.1944,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:03.873+0000","2018-09-24T19:50:16.814+0000",132,"none","PRESERVED_SPECIMEN",2732046,6,7707728,196,552,7681,2732026,2732046,2732046,"Allagoptera caudescens Kuntze","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Allagoptera","caudescens","SPECIES","ACCEPTED","2016-07-01T00:00:00",NA,NA,"SOUTH_AMERICA","Sergipe",2015,3,7,"2015-03-07T00:00:00","2018-12-08T13:34:52.251+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000035139",400,"ASE - Herbário da Universidade Federal de Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","pt","ASE",1264695916,"BRA:UFS:ASE:0000035139","Collection","Santana, JP","35139","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Árbusto, 3m, frutos imaturos verdes.; Mata Atlântica.","Santana, JP","2018-08-31T18:21:40.000+0000","","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Itaporanga d'Ajuda","Sergipe","brazil",3733,"Itaporanga D'ajuda",2803203,-37.318178,-11.05724,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-11.0429,-37.1944,"original coordinates","original coordinates outside municipality original in itaporanga d'ajuda falls in sao cristovao"
"3","Allagoptera caudescens",1893216413,-18.066944,-39.6675,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:28.730+0000","2018-09-24T19:59:09.007+0000",207,"none","PRESERVED_SPECIMEN",2732046,6,7707728,196,552,7681,2732026,2732046,2732046,"Allagoptera caudescens Kuntze","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Allagoptera","caudescens","SPECIES","ACCEPTED","none",NA,NA,"","Bahia",2014,1,31,"2014-01-31T00:00:00","2018-12-08T04:47:58.736+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1395832",46,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","Mucuri","Assentamento Paulo Freire. Núcleo Sapucaia, Matriz 46.","","RB",1893216413,"urn:catalog:JBRJ:RB:1395832","PhysicalObject","Grupo de Coletores do Núcleo Sapucaia","RB01395832","JBRJ","","árvore, terrícola, dominada subosque, de acesso difícil","","2018-08-13T11:51:41.450+0000","RB 773157","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Mucuri","Bahia","brazil",2791,"Mucuri",2922003,-39.867195,-18.058631,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-18.066944,-39.6675,"original coordinates","original coordinates OK"
"4","Allagoptera caudescens",1893216478,-16.835833,-39.629444,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:28.770+0000","2018-09-24T19:59:09.059+0000",207,"none","PRESERVED_SPECIMEN",2732049,6,7707728,196,552,7681,2732026,2732046,2732046,"Polyandrococos caudescens (Mart.) Barb.Rodr.","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Polyandrococos","caudescens","SPECIES","SYNONYM","none",NA,NA,"","Bahia",2014,2,21,"2014-02-21T00:00:00","2018-12-08T04:47:58.912+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1395880",37,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","Itamaraju","Assentamento Pedra Bonita. Núcleo Jequitibá, Matriz 37.","","RB",1893216478,"urn:catalog:JBRJ:RB:1395880","PhysicalObject","Grupo de Coletores do Núcleo Jequitibá","RB01395880","JBRJ","","árvore","","2018-08-14T16:05:50.378+0000","RB 773203","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Itamaraju","Bahia","brazil",2906,"Itamaraju",2915601,-39.763009,-17.00471,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-16.835833,-39.629444,"original coordinates","original coordinates OK"
"5","Allagoptera caudescens",1213517500,-10.5118,-37.0733,"gass84,iddatunl","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:03.182+0000","2018-09-24T19:50:15.923+0000",132,"none","PRESERVED_SPECIMEN",2732046,6,7707728,196,552,7681,2732026,2732046,2732046,"Allagoptera caudescens Kuntze","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Allagoptera","caudescens","SPECIES","ACCEPTED","2016-07-01T00:00:00",NA,NA,"SOUTH_AMERICA","Sergipe",2014,10,2,"2014-10-02T00:00:00","2018-09-24T19:50:19.873+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000033414",283,"ASE - Herbário da Universidade Federal de Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","pt","ASE",1213517500,"BRA:UFS:ASE:0000033414","Collection","Santana, JP","33414","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Árvore, 3m. Frutos imaturos verdes.; Mata Atlântica.","Santana, JP","","","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Nossa Senhora do Socorro","Sergipe","brazil",3763,"Nossa Senhora do Socorro",2804805,-37.143775,-10.862084,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.5118,-37.0733,"original coordinates","original coordinates outside municipality original in nossa senhora do socorro falls in capela"
"6","Allagoptera caudescens",1094930876,-12.778333,-38.919444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:56.057+0000","2018-09-10T18:27:42.549+0000",124,"none","PRESERVED_SPECIMEN",2732049,6,7707728,196,552,7681,2732026,2732046,2732046,"Polyandrococos caudescens (Mart.) Barb.Rodr.","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Polyandrococos","caudescens","SPECIES","SYNONYM","none",NA,NA,"","Bahia",2014,10,14,"2014-10-14T00:00:00","2018-09-10T18:28:09.027+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000214762",274,"HUEFS - Herbario da Universidade Estadual de Feira de Santana","Maragojipe","Quintal de morador da comunidade Salamina Putumuju e trilha dos vilarejos.","pt","HUEFS",1094930876,"BRA:UEFS:HUEFS:0000214762","Collection","Santana, B.F.","214762","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Floresta ombrófila","","","","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Maragojipe","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.778333,-38.919444,"original coordinates","original coordinates outside municipality original in maragojipe falls in maragogipe"
"7","Allagoptera caudescens",1077476960,-19.152639,-40.073278,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:07.686+0000","2018-11-24T12:32:07.723+0000",118,"none","PRESERVED_SPECIMEN",2732046,6,7707728,196,552,7681,2732026,2732046,2732046,"Allagoptera caudescens Kuntze","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Allagoptera","caudescens","SPECIES","ACCEPTED","2013-02-04T00:00:00",54,0,"","Espírito Santo",2013,2,3,"2013-02-03T00:00:00","2018-12-06T14:18:25.429+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000011694",4566,"HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Sooretama","Reserva Natural da Vale - RNV","pt","HCF",1077476960,"BRA:UTFPR:HCF:0000011694","Collection","M.G. Caxambu","11694","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","arbusto ca. 1 m, heliófito. Frutos imaturos verdes. na Mussununga.","G.S. Siqueira","2018-10-30T17:58:34.000+0000","","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Sooretama","Espírito Santo","brazil",2620,"Sooretama",3205010,-40.147841,-19.071247,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.152639,-40.073278,"original coordinates","original coordinates outside municipality original in sooretama falls in linhares"
"8","Allagoptera caudescens",1077476945,-19.148389,-40.064611,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:07.671+0000","2018-11-24T12:32:07.726+0000",118,"none","PRESERVED_SPECIMEN",2732046,6,7707728,196,552,7681,2732026,2732046,2732046,"Allagoptera caudescens Kuntze","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Allagoptera","caudescens","SPECIES","ACCEPTED","2013-02-04T00:00:00",70,0,"","Espírito Santo",2013,2,2,"2013-02-02T00:00:00","2018-12-06T14:18:25.462+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000011670",4542,"HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Sooretama","Reserva Natural da Vale - RNV","pt","HCF",1077476945,"BRA:UTFPR:HCF:0000011670","Collection","M.G. Caxambu","11670","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","porte arbóreo, ca. 11 m. Frutos imaturos verdes (Na carpoteca).","G.S. Siqueira","2018-10-30T17:58:34.000+0000","","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Sooretama","Espírito Santo","brazil",2620,"Sooretama",3205010,-40.147841,-19.071247,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.148389,-40.064611,"original coordinates","original coordinates outside municipality original in sooretama falls in linhares"
"9","Allagoptera caudescens",1090631258,-18.379722,-40.138528,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:50.489+0000","2018-09-25T14:05:44.168+0000",126,"none","PRESERVED_SPECIMEN",2732046,6,7707728,196,552,7681,2732026,2732046,2732046,"Allagoptera caudescens Kuntze","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Allagoptera","caudescens","SPECIES","ACCEPTED","2013-07-12T00:00:00",76,0,"","Espírito Santo",2013,7,12,"2013-07-12T00:00:00","2018-12-08T04:43:55.899+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000211254",555,"SPF - Herbário da Universidade de São Paulo","Pinheiros","Reserva Biológica do Córrego do Veado, Na estrada de contorno da reserva. Após a ponte do Córrego d'Água Limpa. Leste da reserva. Em pasto aberto na fazenda limítrofe à Reserva.","pt","SPF",1090631258,"BRA:USP:SPF:0000211254","Collection","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","211254","USP","Universidade de São Paulo, USP","Palmeira 5,5 m alt. Estipe ca. 3 m alt. Copa 2,5 m alt. Folhas em número de 16. Bráctea 118 cm compr. Infrutescência 84 cm. Frutos creme, 1,5x1 cm.","Martins, EGA","2018-08-21T18:23:35.000+0000","","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Pinheiros","Espírito Santo","brazil",2744,"Pinheiros",3204104,-40.200327,-18.369494,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.379722,-40.138528,"original coordinates","original coordinates OK"
"10","Allagoptera caudescens",1090631243,-18.379722,-40.138528,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:50.477+0000","2018-09-25T14:05:44.160+0000",126,"none","PRESERVED_SPECIMEN",2732046,6,7707728,196,552,7681,2732026,2732046,2732046,"Allagoptera caudescens Kuntze","Allagoptera caudescens Kuntze","Plantae","Tracheophyta","Arecales","Arecaceae","Allagoptera","Allagoptera caudescens","Allagoptera","caudescens","SPECIES","ACCEPTED","2013-07-12T00:00:00",76,0,"","Espírito Santo",2013,7,12,"2013-07-12T00:00:00","2018-12-08T04:43:55.909+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000211257",553,"SPF - Herbário da Universidade de São Paulo","Pinheiros","Reserva Biológica do Córrego do Veado, Na estrada de contorno da reserva. Após a ponte do Córrego d'Água Limpa. Leste da reserva. Borda da estrada.","pt","SPF",1090631243,"BRA:USP:SPF:0000211257","Collection","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","211257","USP","Universidade de São Paulo, USP","Palmeira ca. 9 m alt. Estipe ca. 6 m alt., DAP 12,73 cm, espaço entre os anéis 13 cm. Copa ca. 3 m alt. Folhas 15, ca. 3 m compr., ca. 92 pares de folíolos. Folíolos na base 74x5 cm, folíolo mediano 70x4,5 cm, folíolo no ápice 38x2,5","Martins, EGA","2018-08-21T18:23:35.000+0000","","",NA,"","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,NA,NA,"","",NA,"","",NA,"Pinheiros","Espírito Santo","brazil",2744,"Pinheiros",3204104,-40.200327,-18.369494,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.379722,-40.138528,"original coordinates","original coordinates OK"
