"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","language","collectionCode","gbifID","occurrenceID","type","preparations","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","modified","locality","continent","otherCatalogNumbers","identificationQualifier","fieldNotes","infraspecificEpithet","typeStatus","institutionID","nomenclaturalCode","higherGeography","organismID","datasetID","accessRights","collectionID","higherClassification","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Ouratea ovalis",1944854450,-12.939722,-47.825,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:44.754+0000","2018-11-23T18:21:44.804+0000",123,"none","PRESERVED_SPECIMEN",1,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","none",391,0,"Tocantins",2018,1,3,"2018-01-03T00:00:00","2018-11-23T18:23:03.507+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000104937",11,"CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","PARANA","pt","CEN",1944854450,"BRA:Cenargen:CEN:0000104937","Collection","Exsicatas","Matheus Santos Martins","104937","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Área de cerrado típico com cascalho e rochas no solo. Doação da Flora do Brasil - Tocantins.","M. S. Martins","","","","","","","","",NA,"","",NA,"","","","","","PARANA","Tocantins","brazil",3504,"Paranã",1716208,-47.81372,-12.696852,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-12.939722,-47.825,"original coordinates","original coordinates OK"
"2","Ouratea ovalis",1848113119,-11.359444,-47.547778,"gass84","965b5ae5-7b2d-4155-a7ff-e9e496d70f90","605d693a-f335-44fb-b6cf-3ac49842358e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:34.184+0000","2018-07-04T12:05:37.513+0000",129,"none","PRESERVED_SPECIMEN",NA,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","none",9999,0,"Tocantins",2017,8,21,"2017-08-21T00:00:00","2018-12-08T15:07:37.191+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUTO - Herbário da Universidade de Tocantins","BRA:UNITINS:HUTO:0000007128",124,"HUTO - Herbário da Universidade de Tocantins","Pindorama do Tocantins","pt","HUTO",1848113119,"BRA:UNITINS:HUTO:0000007128","Collection","","Lemos, H.L.","7128","UNITINS","Fundação Universidade de Tocantins (UNITINS)","Árvore com cerca de 3,50 m de altura. Flores e estames amarelos; Cerrado s.s. típico em latossolo.","","2018-06-20T11:37:49.000+0000","Bacia do rio Tocantins. Sub-bacia do rio Bagagem","","","","","","",NA,"","",NA,"","","","","","Pindorama do Tocantins","Tocantins","brazil",3718,"Pindorama do Tocantins",1717008,-47.55928,-11.159387,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-11.359444,-47.547778,"original coordinates","original coordinates OK"
"3","Ouratea ovalis",1213670678,-14.198333,-49.292222,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:42.750+0000","2018-01-05T18:35:04.565+0000",114,"none","PRESERVED_SPECIMEN",NA,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","2015-08-01T00:00:00",404,0,"Goiás",2015,8,24,"2015-08-24T00:00:00","2018-07-08T01:35:01.661+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000214580",5095,"UB - Herbário da Universidade de Brasília","Alto Horizonte","pt","UB",1213670678,"BRA:UnB:UB:0000214580","Collection","","Faria, JEQ","214580","UnB","Universidade de Brasília (UnB)","Arvoreta ca. 3 m de altura, botões florais amarelos pálidos, flores amarelas com odor adocicado; Cerrado sensu stricto","Chacon, RG","","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio","SOUTH_AMERICA","","","","","",NA,"","",NA,"","","","","","Alto Horizonte","Goiás","brazil",3325,"Alto Horizonte",5200555,-49.428812,-14.170302,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-14.198333,-49.292222,"original coordinates","original coordinates OK"
"4","Ouratea ovalis",1272064017,-14.198333,-49.292222,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:08.137+0000","2018-10-09T15:48:47.971+0000",135,"none","PRESERVED_SPECIMEN",NA,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","2018-08-20T00:00:00",404,0,"Goiás",2015,9,26,"2015-09-26T00:00:00","2018-12-07T13:04:20.645+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000032067",5147,"HEPH - Herbário Ezechias Paulo Heringer","Alto Horizonte","pt","HEPH",1272064017,"BRA:JBB:HEPH:0000032067","Collection","","Faria, JEQ","32067","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)","Subarbusto ca. 0,8 m de altura, frutos e receptáculos vináceos; Cerrado sensu stricto","Chacon, RG","2018-09-21T17:27:16.000+0000","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio","SOUTH_AMERICA","","","","","",NA,"","",NA,"","","","","","Alto Horizonte","Goiás","brazil",3325,"Alto Horizonte",5200555,-49.428812,-14.170302,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-14.198333,-49.292222,"original coordinates","original coordinates OK"
"5","Ouratea ovalis",1213526298,-10.263611,-48.145,"gass84,iddatunl","965b5ae5-7b2d-4155-a7ff-e9e496d70f90","605d693a-f335-44fb-b6cf-3ac49842358e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:32.547+0000","2017-12-29T14:52:59.127+0000",129,"none","PRESERVED_SPECIMEN",NA,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","2013-04-01T00:00:00",671,0,"Tocantins",2011,2,17,"2011-02-17T00:00:00","2018-07-08T01:35:01.666+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUTO - Herbário da Universidade de Tocantins","BRA:UNITINS:HUTO:0000002738",2313,"HUTO - Herbário da Universidade de Tocantins","Palmas","pt","HUTO",1213526298,"BRA:UNITINS:HUTO:0000002738","Collection","","Santos, E.R.","2738","UNITINS","Fundação Universidade de Tocantins (UNITINS)","Arbusto com cerca de 3 m de altura. Frutos jovens de cor verde e roxo quando madurosne receptáculo floral amarelo/ alaranjado.; Cerrado stricto sensu sobre solo pedregoso","Chacon, R.G.","","Fazenda Ecológica, Centro Ecotropical (Serra do Lajeado)","","","","","","",NA,"","",NA,"","","","","","Palmas","Tocantins","brazil",3877,"Palmas",1721000,-48.15252,-10.220926,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.263611,-48.145,"original coordinates","original coordinates OK"
"6","Ouratea ovalis",1291822280,-13.852778,-48.330556,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:06.226+0000","2018-09-10T18:28:49.421+0000",135,"none","PRESERVED_SPECIMEN",NA,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","2013-01-01T00:00:00",NA,NA,"Goiás",2011,6,1,"2011-06-01T00:00:00","2018-12-09T13:00:38.250+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000029379",18,"HEPH - Herbário Ezechias Paulo Heringer","Minaçu","pt","HEPH",1291822280,"BRA:JBB:HEPH:0000029379","Collection","","Françoso, RD","29379","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)","Arbusto; Cerrado típico","Chacon, RG","2018-08-17T14:56:11.000+0000","Ilha do Reservatório de Serra da Mesa","SOUTH_AMERICA","","","","","",NA,"","",NA,"","","","","","Minaçu","Goiás","brazil",3403,"Minaçu",5213087,-48.347964,-13.498189,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-13.852778,-48.330556,"original coordinates","original coordinates outside municipality original in minacu falls in colinas do sul"
"7","Ouratea ovalis",1424416595,-21.666667,-44.45,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:10.667+0000","2018-09-24T20:03:27.412+0000",207,"none","PRESERVED_SPECIMEN",NA,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","none",1024,NA,"Minas Gerais",2011,8,21,"2011-08-21T00:00:00","2018-12-06T17:00:10.542+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:717367",14179,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","Minas Gerais","","RB",1424416595,"urn:catalog:JBRJ:RB:717367","PhysicalObject","","M. Sobral","RB00717367","JBRJ","","Arbusto de 1,8 m. alt.; Flores amarelas.","F.O. Silva","2017-10-18T14:20:11.440+0000","BR-383, trecho sem asfalto entre Minduri e trevo para São Vicente de Minas.","","RB 550371","cf.","Campo alterado com elementos de cerrado.","","",NA,"","",NA,"","","","","","Minas Gerais","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.666667,-44.45,"original coordinates","original coordinates outside municipality original in minas gerais falls in sao vicente de minas"
"8","Ouratea ovalis",1095250581,-14.450555,-48.326944,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:30.231+0000","2018-11-23T18:21:30.300+0000",123,"none","PRESERVED_SPECIMEN",2,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","none",NA,NA,"Goiás",2010,3,30,"2010-03-30T00:00:00","2018-11-23T18:22:43.412+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000075446",611,"CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","NIQUELANDIA","pt","CEN",1095250581,"BRA:Cenargen:CEN:0000075446","Collection","Exsicatas","Roberta Gomes Chacon","75446","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","","","","Cerca de 20 km do trevo de Niquelândia em direção à Colinas do Sul, lado direito da pista.","","","","","","",NA,"","",NA,"","","","","","NIQUELANDIA","Goiás","brazil",3284,"Niquelândia",5214606,-48.401433,-14.498918,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-14.450555,-48.326944,"original coordinates","original coordinates OK"
"9","Ouratea ovalis",1213617287,-14.450556,-48.326944,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:09.262+0000","2018-01-05T18:34:40.396+0000",114,"none","PRESERVED_SPECIMEN",NA,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","none",9999,0,"Goiás",2010,3,30,"2010-03-30T00:00:00","2018-07-08T01:35:01.664+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000160766",611,"UB - Herbário da Universidade de Brasília","Niquelândia","pt","UB",1213617287,"BRA:UnB:UB:0000160766","Collection","","Chacon, RG; Oliveira, RC","160766","UnB","Universidade de Brasília (UnB)","Árvore 9m.; Cerrado","","","Ca. 20km do trevo de Niquelândia em direção a Colinas do Sul, lado direito da pista","SOUTH_AMERICA","","","","","",NA,"","",NA,"","","","","","Niquelândia","Goiás","brazil",3284,"Niquelândia",5214606,-48.401433,-14.498918,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-14.450556,-48.326944,"original coordinates","original coordinates OK"
"10","Ouratea ovalis",1089097853,-13.4419,-46.5638,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:41.848+0000","2018-12-03T16:41:19.896+0000",122,"none","PRESERVED_SPECIMEN",NA,7326829,6,7707728,220,1414,6642,3189667,7326829,7326829,"Ouratea ovalis Engl.","Ouratea ovalis Engl.","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","Ouratea ovalis","Ouratea","ovalis","SPECIES","ACCEPTED","2014-05-01T00:00:00",622,0,"Goiás",2010,11,1,"2010-11-01T00:00:00","2018-12-08T04:38:18.318+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000159154",1518,"UEC - Herbário da Universidade Estadual de Campinas","Nova Roma","pt","UEC",1089097853,"BRA:UNICAMP:UEC:0000159154","Collection","","Queiroz, L.P.; Conceição, A.S.; Carvalho-Sobrinho, J.G.; Machado, R.","159154","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Arbusto ca. 2m alt.; ramificado. Folhas coriáceas. Frutos verdes imaturos com receptáculo carnoso vermelho.; Floresta estacional semidecídua de encosta passando a cerrado rupestre no topo.","Silva, F.O.","2018-11-21T16:36:17.000+0000","8-10km de Nova Roma na Estrada para Ouro de Minas.","","","","","","",NA,"","",NA,"","","","","","Nova Roma","Goiás","brazil",3372,"Nova Roma",5214903,-47.01036,-13.800418,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-13.4419,-46.5638,"original coordinates","original coordinates outside municipality original in nova roma falls in sao domingos"
