"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","modified","individualCount","preparations","continent","otherCatalogNumbers","habitat","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","institutionID","county","rights","nomenclaturalStatus","nomenclaturalCode","taxonID","bibliographicCitation","collectionID","identificationQualifier","verbatimEventDate","verbatimTaxonRank","coordinateUncertaintyInMeters","references","verbatimElevation","endDayOfYear","startDayOfYear","georeferenceSources","fieldNumber","organismID","datasetID","accessRights","verbatimCoordinateSystem","fieldNotes","identificationRemarks","georeferencedDate","typeStatus","typifiedName","dynamicProperties","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Aspidosperma multiflorum",1835179426,-8.416667,-42.333333,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.724+0000","2018-09-10T18:27:56.852+0000",124,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","2018-08-01T00:00:00","Piauí",2017,12,8,"2017-12-08T00:00:00","2018-09-10T18:28:21.616+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000238821","229","HUEFS - Herbario da Universidade Estadual de Feira de Santana","São Raimundo Nonato","Parque Nacional Serra da Capivara","pt","HUEFS",1835179426,"BRA:UEFS:HUEFS:0000238821","Collection","Rodrigues, P.","238821","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga","A.C.D.Castello",NA,NA,"",NA,"","","","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"São Raimundo Nonato","Piauí","brazil",4095,"São Raimundo Nonato",2210607,-42.715282,-8.96647,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-8.416667,-42.333333,"original coordinates","original coordinates outside municipality original in sao raimundo nonato falls in joao costa"
"2","Aspidosperma multiflorum",1840925185,-9.852119,-58.220422,"gass84","c3cf0200-8818-40cc-bec3-039aad7625c6","ea79c3f0-78b4-4614-9c17-b991662bd18d","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:49.575+0000","2018-11-24T12:22:49.593+0000",125,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","2015-02-23T00:00:00","Mato Grosso",2015,2,NA,"2015-02-01T00:00:00","2018-12-08T19:50:37.024+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CNMT - Herbário Centro Norte Mato Grossense","BRA:UFMT:CNMT:0000005016","353","CNMT - Herbário Centro Norte Mato Grossense","Cotriguaçu","FazendaSão Nicolau","pt","CNMT",1840925185,"BRA:UFMT:CNMT:0000005016","Collection","Santos, J.P.; França, A.L.; Giacoppini, D.R.;Silva, G.M.X.","5016","Universidade Federal de Mato Grosso (UFMT)","Universidade Federal de Mato Grosso (UFMT)","Ritidoma fissurado,Suberoso, de coloração acastanhado. <ll>dwc_commonname:</ll> Perobinha","França, A. L.",193,0,"2018-11-16T16:26:14.000+0000",NA,"","","","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"Cotriguaçu","Mato Grosso","brazil",3992,"Cotriguaçu",5103379,-58.678555,-9.536859,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-9.852119,-58.220422,"original coordinates","original coordinates OK"
"3","Aspidosperma multiflorum",1587327121,-9.340833,-43.874722,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:40.056+0000","2018-11-23T18:21:40.228+0000",123,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","none","Piauí",2015,6,28,"2015-06-28T00:00:00","2018-11-23T18:22:57.238+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000095650","1810","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BOM JESUS","Piauí. Expedição Parque Nacional Serra das Confusões - Coleta de dados de flora para tese de Ricardo Haidar e Gabriel Damasco. Fuso: 23L. - E:623562,988 - N:8967277,421. Alt: 660,787","pt","CEN",1587327121,"BRA:Cenargen:CEN:0000095650","Collection","Ricardo Flores Haidar","95650","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Doação.","",661,0,"",3,"Exsicatas","","","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"BOM JESUS","Piauí","brazil",4042,"Bom Jesus",2201903,-44.539486,-9.245765,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-9.340833,-43.874722,"original coordinates","original coordinates OK"
"4","Aspidosperma multiflorum",1848245726,-11.015278,-55.390833,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:39.785+0000","2018-06-04T19:36:11.164+0000",118,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","2017-06-01T00:00:00","Mato Grosso",2015,8,11,"2015-08-11T00:00:00","2018-12-08T15:08:32.716+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000403137","3513","MBM - Herbário do Museu Botânico Municipal","Itaúba","Resgate da Flora da UHE Colíder, Lote F de supressão","pt","MBM",1848245726,"BRA:MBM:MBM:0000403137","Collection","Engels, ME","403137","MBM","Museu Botânico Municipal de Curitiba, MBM","Árvore, ca. 4m de altura. Folhas jovens verdes, membranáceas. Fruto imaturo verde, com pintas alvacentas.; Floresta do ""Planalto dos Parecís"", região de ecótono entre a Floresta Amazônica e Cerrado. Em mata seca.","Castello, ACD",266,0,"2018-05-10T18:37:54.000+0000",NA,"","SOUTH_AMERICA","","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"Itaúba","Mato Grosso","brazil",3728,"Itaúba",5104559,-55.5855,-11.107591,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-11.015278,-55.390833,"original coordinates","original coordinates OK"
"5","Aspidosperma multiflorum",1252590607,-6.333333,-38.477222,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:58.514+0000","2018-09-10T18:27:45.268+0000",124,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","none","Rio Grande do Norte",2014,6,24,"2014-06-24T00:00:00","2018-12-08T15:43:23.691+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000220477","1341","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Venha-Ver","Serra na localidade dos Cocos, após o açude da cidade","pt","HUEFS",1252590607,"BRA:UEFS:HUEFS:0000220477","Collection","Costa-Lima, J.L.","220477","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Savana Estépica","",540,0,"2018-09-06T19:21:51.000+0000",NA,"","","","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"Venha-Ver","Rio Grande do Norte","brazil",4796,"Venha-Ver",2414753,-38.526893,-6.320682,"RIO GRANDE DO NORTE","RN","Rio Grande do Norte",-36.67312218,-5.83926444,"Rio Grande do Norte","rn",-6.333333,-38.477222,"original coordinates","original coordinates OK"
"6","Aspidosperma multiflorum",1423929807,-8.163611,-40.187778,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:33.999+0000","2018-09-24T19:58:03.371+0000",207,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","2015-08-20T00:00:00","Pernambuco",2014,6,16,"2014-06-16T00:00:00","2018-12-06T16:55:36.637+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1181602","8143","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Parnamirim","Serra da Inveja, Pedreira Vermelha.","","RB",1423929807,"urn:catalog:JBRJ:RB:1181602","PhysicalObject","A.P. Fontana; L. Coelho; D. Souza; A.N. Silva","RB01181602","JBRJ","","","D.P. Souza",733,NA,"2017-10-15T11:58:03.994+0000",NA,"","","RB 660987","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"Parnamirim","Pernambuco","brazil",4238,"Parnamirim",2610400,-39.771598,-8.160164,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.163611,-40.187778,"original coordinates","original coordinates OK"
"7","Aspidosperma multiflorum",1252590761,-7.400556,-38.586111,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:58.505+0000","2018-09-10T18:27:45.347+0000",124,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","none","Paraíba",2014,10,1,"2014-10-01T00:00:00","2018-12-08T15:43:23.754+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000220621","8614","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Conceição","Lobo. Serra Vermelha de solo arenítico.","pt","HUEFS",1252590761,"BRA:UEFS:HUEFS:0000220621","Collection","Fontana, A.P.","220621","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Savana Estépica","",740,0,"2018-09-06T19:21:51.000+0000",NA,"","","","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"Conceição","Paraíba","brazil",4405,"Conceição",2504405,-38.529479,-7.505738,"PARAIBA","PB","Paraíba",-36.83226341,-7.12079672,"Paraíba","pb",-7.400556,-38.586111,"original coordinates","original coordinates OK"
"8","Aspidosperma multiflorum",1252590819,-7.7125,-39.014444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:58.643+0000","2018-09-10T18:27:45.340+0000",124,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","none","Ceará",2014,10,29,"2014-10-29T00:00:00","2018-12-08T15:43:23.785+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000220645","8738","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Jati","VPR Ipê","pt","HUEFS",1252590819,"BRA:UEFS:HUEFS:0000220645","Collection","Fontana, A.P.","220645","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Savana Estépica","",503,0,"2018-09-06T19:21:51.000+0000",NA,"","","","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"Jati","Ceará","brazil",4351,"Jati",2307205,-38.989708,-7.694552,"CEARA","CE","Ceará",-39.61556123,-5.09311398,"Ceará","ce",-7.7125,-39.014444,"original coordinates","original coordinates OK"
"9","Aspidosperma multiflorum",1252590797,-7.033333,-38.309444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:58.623+0000","2018-09-10T18:27:45.384+0000",124,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","none","Paraíba",2014,11,27,"2014-11-27T00:00:00","2018-12-08T15:43:23.766+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000220657","8886","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Carrapateira","Guaribas","pt","HUEFS",1252590797,"BRA:UEFS:HUEFS:0000220657","Collection","Fontana, A.P.","220657","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Savana Estépica","",658,0,"2018-09-06T19:21:51.000+0000",NA,"","","","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"Carrapateira","Paraíba","brazil",4562,"Carrapateira",2504108,-38.328846,-7.031993,"PARAIBA","PB","Paraíba",-36.83226341,-7.12079672,"Paraíba","pb",-7.033333,-38.309444,"original coordinates","original coordinates OK"
"10","Aspidosperma multiflorum",1213656303,-13.735556,-42.329444,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:33.876+0000","2018-01-05T18:34:58.098+0000",114,"none","PRESERVED_SPECIMEN",3617828,6,7707728,220,412,6701,7316607,3617828,3617828,"Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Aspidosperma","Aspidosperma multiflorum","Aspidosperma","multiflorum","SPECIES","ACCEPTED","2016-11-01T00:00:00","Mato Grosso",2012,3,20,"2012-03-20T00:00:00","2018-07-08T01:31:49.942+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000199866","58","UB - Herbário da Universidade de Brasília","Comodoro","","pt","UB",1213656303,"BRA:UnB:UB:0000199866","Collection","Antunes, EC; Antunes, LL","199866","UnB","Universidade de Brasília (UnB)","Flores brancas; Mata seca e cerrado","Castello, ACD",0,0,"",NA,"","SOUTH_AMERICA","","","","","","","","","","","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,"Comodoro","Mato Grosso","brazil",3435,"Comodoro",5103304,-59.75384,-13.191261,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-13.735556,-42.329444,"original coordinates","original coordinates outside municipality original in comodoro falls in livramento de nossa senhora"
