"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","individualCount","elevation","elevationAccuracy","preparations","otherCatalogNumbers","fieldNotes","institutionID","county","rights","references","habitat","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","verbatimElevation","collectionID","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","verbatimTaxonRank","georeferencedDate","nomenclaturalStatus","taxonID","bibliographicCitation","organismID","datasetID","accessRights","fieldNumber","identificationRemarks","coordinateUncertaintyInMeters","georeferenceSources","verbatimLocality","typeStatus","typifiedName","taxonRemarks","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Himatanthus drasticus",1889188989,-12.75,-41.766667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:56.642+0000","2018-12-03T16:16:30.547+0000",122,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","2018-03-01T00:00:00","SOUTH_AMERICA","Bahia",2018,2,17,"2018-02-17T00:00:00","2018-08-28T18:56:16.000+0000","2018-12-03T16:17:57.925+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000132354","30284","ALCB - Herbário Alexandre Leal Costa","Palmeiras","Vale do Crecado.","pt","ALCB",1889188989,"BRA:UFBA:ALCB:0000132354","Collection","Guedes, ML; Guaré, F; Rocha, E","132354","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","látex leitoso. Folhas cartáceas, discolores. Inflorescência com flores alvas.","Guedes, ML",NA,NA,NA,"","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","Palmeiras","Bahia","brazil",3525,"Palmeiras",2923506,-41.55815,-12.545926,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.75,-41.766667,"original coordinates","original coordinates outside municipality original in palmeiras falls in boninal"
"2","Himatanthus drasticus",1913577856,-3.746,-38.577444,"gass84","ca7f81ae-ebf9-43a8-947c-535a87fe5aec","4d653db1-17d5-4565-99a5-d88643e240ce","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:20:35.530+0000","2018-09-24T19:20:47.353+0000",128,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","2018-03-16T00:00:00","SOUTH_AMERICA","Ceará",2018,2,27,"2018-02-27T00:00:00","2018-08-13T19:37:20.000+0000","2018-12-10T13:35:45.528+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EAC - Herbário Prisco Bezerra","BRA:UFC:EAC:0000061194","s.n.","EAC - Herbário Prisco Bezerra","Fortaleza","Horto de Plantas Medicinais - UFC.","pt","EAC",1913577856,"BRA:UFC:EAC:0000061194","Collection","Santos, V.M.B.","61194","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Flor branca.","Lima-Verde, L.W.",NA,NA,NA,"","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","Fortaleza","Ceará","brazil",5256,"Fortaleza",2304400,-38.527959,-3.785769,"CEARA","CE","Ceará",-39.61556123,-5.09311398,"Ceará","ce",-3.746,-38.577444,"original coordinates","original coordinates OK"
"3","Himatanthus drasticus",1936707521,-12.566667,-41.383333,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:06.897+0000","2018-11-14T17:20:06.932+0000",124,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","none","","Bahia",2018,9,29,"2018-09-29T00:00:00","","2018-11-14T17:20:06.955+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000244391","92","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Lençóis","","pt","HUEFS",1936707521,"BRA:UEFS:HUEFS:0000244391","Collection","Santos, M.G.M.","244391","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Floresta ciliar.","",NA,NA,NA,"","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","Lençóis","Bahia","brazil",3540,"Lençóis",2919306,-41.334774,-12.419573,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.566667,-41.383333,"original coordinates","original coordinates OK"
"4","Himatanthus drasticus",1657213123,-10.4537,-37.2155,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:04.845+0000","2018-09-24T19:50:18.489+0000",132,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","2017-03-11T00:00:00","SOUTH_AMERICA","Sergipe",2017,2,23,"2017-02-23T00:00:00","2018-08-31T18:21:24.000+0000","2018-12-10T06:05:05.662+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000038445","45","ASE - Herbário da Universidade Federal de Sergipe","Areia Branca","PARNASI, Ambiente seco, umidade baixa, alta incidência solar, predominância de gramíneas e arbusto, solo rochoso. Presença de serrapilheira.","pt","ASE",1657213123,"BRA:UFS:ASE:0000038445","Collection","Silva, FO; Fabricante, JR","38445","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Arbórea. 4 m. Flores alvas com pétalas separadas. Folhas verdes em disposição de roseta com nervuras secundárias perpendicular bem aparentes e verde claro na parte abaxial. Caule marrom tortuoso e rugoso. Raizes subterrâneas. Halofita","Silva, FO",NA,NA,NA,"","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","Areia Branca","Sergipe","brazil",3769,"Areia Branca",2800506,-37.331991,-10.788646,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.4537,-37.2155,"original coordinates","original coordinates outside municipality original in areia branca falls in nossa senhora das dores"
"5","Himatanthus drasticus",1705511693,-4.099722,-41.713889,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.076+0000","2018-09-10T18:27:55.998+0000",124,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","none","","Piauí",2017,4,14,"2017-04-14T00:00:00","2018-09-06T19:22:23.000+0000","2018-12-09T16:22:35.262+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000235584","112","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Sete Cidades","","pt","HUEFS",1705511693,"BRA:UEFS:HUEFS:0000235584","Collection","Mizushima, M.","235584","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga","",NA,NA,NA,"","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","Sete Cidades","Piauí","brazil",NA,"",NA,NA,NA,"","","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-4.099722,-41.713889,"original coordinates","original coordinates outside municipality original in sete cidades falls in piracuruca"
"6","Himatanthus drasticus",1944855367,-15.495,-42.465555,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:45.813+0000","2018-11-23T18:21:45.846+0000",123,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","none","","Minas Gerais",2017,6,23,"2017-06-23T00:00:00","","2018-11-23T18:23:04.073+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000105909","7032","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","RIO PARDO DE MINAS","Areião. Sítio 26. Ponto 3.","pt","CEN",1944855367,"BRA:Cenargen:CEN:0000105909","Collection","Anderson Cássio Sevilha","105909","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Projeto Bem Diverso.","B. M. T. Walter",4,982,0,"Exsicatas","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","RIO PARDO DE MINAS","Minas Gerais","brazil",3112,"Rio Pardo de Minas",3155603,-42.551348,-15.709272,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-15.495,-42.465555,"original coordinates","original coordinates OK"
"7","Himatanthus drasticus",1913583460,-11.7,-46.44,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:43.941+0000","2018-11-23T18:21:43.974+0000",123,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","none","","Tocantins",2017,7,31,"2017-07-31T00:00:00","2018-10-26T13:40:27.000+0000","2018-12-10T13:35:48.469+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000103313","594","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","NOVO JARDIM","Conglomerado: TO-538. Subunidade 2. Coleta Extra","pt","CEN",1913583460,"BRA:Cenargen:CEN:0000103313","Collection","Natália Rodrigues Bijos","103313","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Projeto Inventário Florestal Nacional (IFN). Fuste de casca externa cinza, grossa e do tipo fissurada. Possui exsudato do tipo látex, de cor branca, pouco abundante, textura Líquida e ausência de odor.","L. M. Brauner",3,NA,NA,"Exsicatas","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","NOVO JARDIM","Tocantins","brazil",3631,"Novo Jardim",1715259,-46.549189,-11.770632,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-11.7,-46.44,"original coordinates","original coordinates OK"
"8","Himatanthus drasticus",1913583354,-7.56,-47.7,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:43.959+0000","2018-11-23T18:21:44.000+0000",123,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","none","","Tocantins",2017,8,16,"2017-08-16T00:00:00","2018-10-26T13:40:27.000+0000","2018-12-10T13:35:48.571+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000103326","3506","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","FILADELFIA","Conglomerado:TO-88. Subunidade 1, subparcela 10, indivíduo 4 RN.","pt","CEN",1913583354,"BRA:Cenargen:CEN:0000103326","Collection","Luiz Aquino Silva Santos","103326","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Inventário Florestal Nacional (IFN). Arbusto com 1,35 m de altura, base reta. Fruto imaturo, 0,5 X 0,3 cm de dimensão, forma de chifre, consistência e","L. M. Brauner",5,NA,NA,"Exsicatas","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","FILADELFIA","Tocantins","brazil",4410,"Filadélfia",1707702,-47.793017,-7.497985,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-7.56,-47.7,"original coordinates","original coordinates OK"
"9","Himatanthus drasticus",1837383813,-7.190306,-39.530222,"gass84","aed35888-68cb-4574-8a98-d13b89cf0f38","5b30feaf-824b-4cb9-b256-293a106f45bc","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:24.028+0000","2018-09-24T19:23:45.620+0000",137,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","2017-12-20T00:00:00","","Ceará",2017,11,10,"2017-11-10T00:00:00","2018-08-16T12:49:21.000+0000","2018-12-08T03:39:43.262+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCDAL - Herbário Caririense Dárdano de Andrade-Lima","BRA:URCA:HCDAL:0000013349","s.n.","HCDAL - Herbário Caririense Dárdano de Andrade-Lima","Crato","Baixa do Maracujá, Chapada do Araripe","pt","HCDAL",1837383813,"BRA:URCA:HCDAL:0000013349","Collection","Fernandes, P A S; Gusmão, A. .F.; Silva, R. .B.","13349","Universidade Regional do Cariri (URCA)","Universidade Regional do Cariri (URCA)","Árvore ca. 5m; flor de cor branca.","Linhares, K. .V.",NA,856,0,"","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","Crato","Ceará","brazil",4489,"Crato",2304202,-39.490026,-7.232947,"CEARA","CE","Ceará",-39.61556123,-5.09311398,"Ceará","ce",-7.190306,-39.530222,"original coordinates","original coordinates OK"
"10","Himatanthus drasticus",1901019220,-10.342778,-41.462222,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:06.022+0000","2018-09-10T18:28:00.762+0000",124,"none","PRESERVED_SPECIMEN",3621592,6,7707728,220,412,6701,7971295,3621592,3621592,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus (Mart.) Plumel","Plantae","Tracheophyta","Gentianales","Apocynaceae","Himatanthus","Himatanthus drasticus","Himatanthus","drasticus","SPECIES","ACCEPTED","none","","Bahia",2017,12,15,"2017-12-15T00:00:00","2018-09-06T19:22:23.000+0000","2018-12-09T13:08:43.468+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000242360","158","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Sento Sé","Povoado do Alegre, estrada para a cachoeira Zé do Leite.","pt","HUEFS",1901019220,"BRA:UEFS:HUEFS:0000242360","Collection","Almeida, E.D.S.","242360","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Fitofisionomia Savana. Solo Neossolo Litólico Eutrófico.","",NA,1056,0,"","","","","","","","","","",NA,NA,"","","","","","","","","",NA,"",NA,"","",NA,"",NA,"","","","","","Sento Sé","Bahia","brazil",3892,"Sento Sé",2930204,-41.658076,-10.134058,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.342778,-41.462222,"original coordinates","original coordinates OK"
