"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","elevation","elevationAccuracy","continent","occurrenceRemarks","identifiedBy","otherCatalogNumbers","fieldNotes","references","created","associatedSequences","taxonID","higherClassification","coordinateUncertaintyInMeters","georeferenceProtocol","eventRemarks","preparations","county","fieldNumber","verbatimLocality","habitat","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","higherGeography","verbatimElevation","organismID","datasetID","accessRights","rights","nomenclaturalStatus","bibliographicCitation","individualCount","typeStatus","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Eugenia cuprea",1135945842,-24.16651,-47.55755,"gass84","cbf8c968-37d6-45be-bf5c-e22914a384dc","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:43.048+0000","2018-01-05T16:39:51.169+0000",81,"none","PRESERVED_SPECIMEN",8427626,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Mattos","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","ACCEPTED","none","São Paulo",2013,3,28,"2013-03-28T00:00:00","2015-08-18T19:40:03.000+0000","2018-12-06T21:48:29.315+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","BRA:ESALQ:ESA:0ESA128280","1847","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","Tapirai","Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.","pt","ESA",1135945842,"BRA:ESALQ:ESA:0ESA128280","Collection","Flores, T.B.","ESA128280","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ",NA,NA,"","","","","","","","",NA,"",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","Tapirai","São Paulo","brazil",1050,"Tapiraí",3553500,-47.619531,-24.008322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.16651,-47.55755,"original coordinates","original coordinates outside municipality original in tapirai falls in juquia"
"2","Eugenia cuprea",1213675780,-24.80825,-47.861639,"gass84,iddatunl","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:36.617+0000","2018-06-04T19:36:09.523+0000",118,"none","PRESERVED_SPECIMEN",8427626,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Mattos","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","ACCEPTED","2014-01-01T00:00:00","São Paulo",2013,10,31,"2013-10-31T00:00:00","","2018-07-08T01:33:21.115+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000397319","4860","MBM - Herbário do Museu Botânico Municipal","Cananéia","Propriedade do Sr. Flávio","pt","MBM",1213675780,"BRA:MBM:MBM:0000397319","Collection","Caxambu, MG","397319","MBM","Museu Botânico Municipal de Curitiba, MBM",33,0,"SOUTH_AMERICA","Árvore ca. 10, heliófita, ripária. Flores alvas.; Floresta Ombrófila Densa Submontana. Relevo ondulado.","Cordeiro, J","","","","","",NA,"",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","Cananéia","São Paulo","brazil",925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.80825,-47.861639,"original coordinates","original coordinates OK"
"3","Eugenia cuprea",1424479870,-25.021667,-47.925,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:46.883+0000","2018-09-24T20:04:00.084+0000",207,"none","PRESERVED_SPECIMEN",5416668,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Nied.","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","SYNONYM","none","São Paulo",2013,10,7,"2013-10-07T00:00:00","2017-10-19T21:31:26.944+0000","2018-12-06T17:00:47.146+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:853100","10114","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Cananéia","Morro São João, da entrada da SABESP até o mirante.","","RB",1424479870,"urn:catalog:JBRJ:RB:853100","PhysicalObject","J.A. Lombardi; L.S.B. Calazans; R.T. Valadares","RB00853100","JBRJ","",NA,NA,"","Arvoreta ca. 5m, folhas papiráceas, cálice verde, pétalas brancas","M.Sobral","RB 596936","Mata atlântica perturbada","","","",NA,"",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","Cananéia","São Paulo","brazil",925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-25.021667,-47.925,"original coordinates","original coordinates OK"
"4","Eugenia cuprea",1213640076,-25.070658,-47.924211,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:23.842+0000","2018-01-05T18:34:50.801+0000",114,"none","PRESERVED_SPECIMEN",5416668,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Nied.","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","SYNONYM","2012-06-09T00:00:00","São Paulo",2012,6,8,"2012-06-08T00:00:00","","2018-07-08T01:33:21.095+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000183571","821","UB - Herbário da Universidade de Brasília","Cananéia","Parque Estadual da Ilha do Cardoso, Cananéia/SP.","pt","UB",1213640076,"BRA:UnB:UB:0000183571","Collection","Staggemeier, VG; Camargo, MGG","183571","UnB","Universidade de Brasília (UnB)",0,0,"SOUTH_AMERICA","Arvoreta de 4m. Próxima ao píer. Fruto verde em incício de desenvolvumento.; Na beira da estrada, mata alta, solo argiloso.","Staggemeier, VG","","","","","",NA,"",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","Cananéia","São Paulo","brazil",925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-25.070658,-47.924211,"original coordinates","original coordinates OK"
"5","Eugenia cuprea",1944367185,-24.18,-47.92,"cudc,gass84","ad43e954-dd79-4986-ae34-9ccdbd8bf568","ada9d123-ddb4-467d-8891-806ea8d94230","none","9e4f3516-2b98-4700-a39a-3f109252508c","GB","DWC_ARCHIVE","2018-12-11T20:39:27.316+0000","2018-11-19T17:32:49.970+0000",95,"none","PRESERVED_SPECIMEN",8427626,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Mattos","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","ACCEPTED","none","",2012,6,1,"2012-06-01T00:00:00","2018-10-04T00:00:00.000+0000","2018-11-19T17:38:57.266+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","MG718102","","","","Brazil:Parcela permanente 10.24ha, Parque Estadual Carlos Botelho, Sete Barras county, Sao Paulo State","","",1944367185,"MG718102","","R.A.F. Lima",NA,"","",400,NA,"","","","","","http://www.ebi.ac.uk/ena/data/view/MG718102","2018-10-04","MG718102",1453376,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Myrtales;Myrtaceae;Myrtoideae;Myrteae;Eugenia group;Eugenia",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","","","brazil",NA,"",NA,NA,NA,"","","",NA,NA,NA,"",-24.18,-47.92,"original coordinates","original coordinates outside municipality original in  falls in sete barras"
"6","Eugenia cuprea",1090580777,-23.4339,-45.0711,"gass84","1064b787-c882-493e-b17d-4ffba363b776","c47cd3b0-2178-4a4b-87a6-740b482970a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:20:30.569+0000","2018-06-04T12:02:26.737+0000",129,"none","PRESERVED_SPECIMEN",8427626,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Mattos","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","ACCEPTED","2013-01-20T00:00:00","São Paulo",2012,10,20,"2012-10-20T00:00:00","2018-05-22T12:54:10.000+0000","2018-12-08T04:43:31.525+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IAC - Herbário do Instituto Agronômico de Campinas","BRA:IAC:IAC:0000053943","s/nº","IAC - Herbário do Instituto Agronômico de Campinas","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Pinciguaba, parcela I","pt","IAC",1090580777,"BRA:IAC:IAC:0000053943","Collection","J.A.M.A. Gomes","53943","IAC","Instituto Agronômico de Campinas, IAC",NA,NA,"","sp. 06, coordenadas do material: 23º22#?#01""S, 45º05#?#01""W, 350 m s.n.m.","J.A.M.A. Gomes","","","","","",NA,"",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","Ubatuba","São Paulo","brazil",1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.4339,-45.0711,"original coordinates","original coordinates OK"
"7","Eugenia cuprea",1890644297,-25.096389,-47.929722,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:09.344+0000","2018-11-14T17:16:09.354+0000",135,"none","PRESERVED_SPECIMEN",5416668,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Nied.","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","SYNONYM","2012-10-28T00:00:00","São Paulo",2012,10,28,"2012-10-28T00:00:00","2018-10-04T14:42:44.000+0000","2018-12-08T13:12:41.020+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000034136","625","HEPH - Herbário Ezechias Paulo Heringer","Cananéia","Parque Estadual da Ilha do Cardoso","pt","HEPH",1890644297,"BRA:JBB:HEPH:0000034136","Collection","Bünger, MO; Moura-Júnior, EG","34136","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)",8,0,"SOUTH_AMERICA","Arvoreta ca. 4m. Flores brancas, frutos imaturos verdes; Mata de encosta, próxima a captação de água","Bünger, MO","","","","","",NA,"",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","Cananéia","São Paulo","brazil",925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-25.096389,-47.929722,"original coordinates","original coordinates OK"
"8","Eugenia cuprea",1890644290,-22.942778,-43.293611,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:09.389+0000","2018-11-14T17:16:09.398+0000",135,"none","PRESERVED_SPECIMEN",5416668,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Nied.","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","SYNONYM","2012-11-30T00:00:00","Rio de Janeiro",2012,11,30,"2012-11-30T00:00:00","2018-10-04T14:42:44.000+0000","2018-12-08T13:12:40.920+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000034133","634","HEPH - Herbário Ezechias Paulo Heringer","Rio de Janeiro","Floresta Nacional da Tijuca, trilha do Bico de Papagaio","pt","HEPH",1890644290,"BRA:JBB:HEPH:0000034133","Collection","Bünger, MO; Souza, MC","34133","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)",NA,NA,"SOUTH_AMERICA","Árvore ca. 12m. Flores com sépalas e bractéolas verde-claro; Floresta Atlântica","Bünger, MO","","","","","",NA,"",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","Rio de Janeiro","Rio de Janeiro","brazil",1360,"Rio de Janeiro",3304557,-43.45231,-22.924471,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.942778,-43.293611,"original coordinates","original coordinates OK"
"9","Eugenia cuprea",1089098937,-23.19492,-45.5643,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:42.393+0000","2018-12-03T16:41:20.269+0000",122,"none","PRESERVED_SPECIMEN",8427626,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Mattos","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","ACCEPTED","2011-05-01T00:00:00","São Paulo",2011,1,5,"2011-01-05T00:00:00","2018-11-21T16:35:12.000+0000","2018-12-08T04:38:18.868+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000160372","54","UEC - Herbário da Universidade Estadual de Campinas","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","pt","UEC",1089098937,"BRA:UNICAMP:UEC:0000160372","Collection","Marchiori, N.M.; Toledo, W.; Munhoz, I.; Cano, G.B.; Santos, F.C.","160372","UNICAMP","Universidade Estadual de Campinas, UNICAMP",999,0,"","Material vegetativo. Cerca de 5 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.","Marchiori, N.M.","","","","","",NA,"",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","São Luiz do Paraitinga","São Paulo","brazil",NA,"",NA,NA,NA,"","","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.19492,-45.5643,"original coordinates","original coordinates outside municipality original in sao luiz do paraitinga falls in redencao da serra"
"10","Eugenia cuprea",1089103795,-23.352,-45.32,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:44.925+0000","2018-12-03T16:41:22.348+0000",122,"none","PRESERVED_SPECIMEN",8427626,6,7707728,220,690,5014,3177662,8427626,8427626,"Eugenia cuprea (O.Berg) Mattos","Eugenia cuprea (O.Berg) Mattos","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia cuprea","Eugenia","cuprea","SPECIES","ACCEPTED","2011-11-01T00:00:00","São Paulo",2011,7,1,"2011-07-01T00:00:00","2018-11-21T16:35:12.000+0000","2018-12-08T04:38:21.262+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000166966","283","UEC - Herbário da Universidade Estadual de Campinas","Paraibuna","Parque Estadual da Serra do Mar.","pt","UEC",1089103795,"BRA:UNICAMP:UEC:0000166966","Collection","Stefani, E.J.F.; Belinello, R.; Galvão, J.C.","166966","UNICAMP","Universidade Estadual de Campinas, UNICAMP",850,50,"","Árvore com 8 m.; Mata Atlântica.","Stefani, E.J.F.","","","","","",NA,"",NA,"","","","","","","","","","",NA,NA,"","","",NA,NA,"","",NA,"","",NA,"","Paraibuna","São Paulo","brazil",1180,"Paraibuna",3535606,-45.642423,-23.478827,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.352,-45.32,"original coordinates","original coordinates outside municipality original in paraibuna falls in natividade da serra"
