"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","individualCount","elevation","elevationAccuracy","preparations","otherCatalogNumbers","fieldNotes","fieldNumber","verbatimLocality","habitat","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","references","institutionID","county","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","coordinateUncertaintyInMeters","nomenclaturalStatus","taxonID","bibliographicCitation","identificationRemarks","verbatimElevation","taxonRemarks","typeStatus","organismID","datasetID","accessRights","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Eugenia vetula",1585967497,-13.983333,-42.35,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:54.843+0000","2018-12-03T16:16:32.461+0000",122,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","2017-04-01T00:00:00","SOUTH_AMERICA","Bahia",2017,2,4,"2017-02-04T00:00:00","2018-08-28T19:13:54.000+0000","2018-12-07T01:21:40.951+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000127228","25474","ALCB - Herbário Alexandre Leal Costa","Rio de Contas","Chapada Diamantina, Cachoeira do Fraga.","pt","ALCB",1585967497,"BRA:UFBA:ALCB:0000127228","Collection","Guedes, ML; Alunos de Sistemática Evolução de Espermatófitas","127228","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de ca 2 m de altura. Folhas coriáceas, discolores, margens revolutas. Inflorescência cauliflora, flores pequenas, passadas.","Stadnik, A",NA,NA,NA,"","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"Rio de Contas","Bahia","brazil",3389,"Rio de Contas",2926707,-41.741571,-13.586451,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.983333,-42.35,"original coordinates","original coordinates outside municipality original in rio de contas falls in lagoa real"
"2","Eugenia vetula",1913583445,-15.375555,-42.671944,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:44.008+0000","2018-11-23T18:21:44.145+0000",123,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","none","","Minas Gerais",2017,3,16,"2017-03-16T00:00:00","2018-10-26T13:59:16.000+0000","2018-12-10T13:35:48.594+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000103382","6455","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","SANTO ANTÔNIO DO RETIRO","Sítio 11. Ponto 1.","pt","CEN",1913583445,"BRA:Cenargen:CEN:0000103382","Collection","Anderson Cássio Sevilha","103382","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Botões florais vináceos. Projeto Bem Diverso.","J. E. Q. Faria Júnior",2,1094,0,"Exsicatas","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"SANTO ANTÔNIO DO RETIRO","Minas Gerais","brazil",3175,"Santo Antônio do Retiro",3160454,-42.661615,-15.288357,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-15.375555,-42.671944,"original coordinates","original coordinates OK"
"3","Eugenia vetula",1913580598,-13.295277,-41.541666,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:42.387+0000","2018-11-23T18:21:42.412+0000",123,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","none","","Bahia",2016,5,15,"2016-05-15T00:00:00","2018-10-26T13:59:24.000+0000","2018-12-10T13:35:47.091+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000100528","64","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","MUCUGE","Estrada de terra para Abaíra, 19,5 km.","pt","CEN",1913580598,"BRA:Cenargen:CEN:0000100528","Collection","Laiana Moraes Braunner","100528","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Folhas opostas, sésseis.","J. E. Q. Faria Júnior",1,NA,NA,"Unicata","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"MUCUGE","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.295277,-41.541666,"original coordinates","original coordinates OK"
"4","Eugenia vetula",1802837241,-14.75,-42.566667,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:02.459+0000","2018-09-10T18:27:50.372+0000",124,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","none","","Bahia",2015,1,20,"2015-01-20T00:00:00","2018-09-06T20:10:23.000+0000","2018-12-08T07:12:37.613+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000230987","256","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Licínio de Almeida","Riacho de Areia","pt","HUEFS",1802837241,"BRA:UEFS:HUEFS:0000230987","Collection","Stadnik,A.","230987","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","",NA,1167,0,"","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"Licínio de Almeida","Bahia","brazil",3272,"Licínio de Almeida",2919405,-42.466395,-14.591223,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.75,-42.566667,"original coordinates","original coordinates OK"
"5","Eugenia vetula",1802837260,-14.653056,-42.559444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:02.376+0000","2018-09-10T18:27:50.457+0000",124,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","none","","Bahia",2015,1,21,"2015-01-21T00:00:00","2018-09-06T20:10:23.000+0000","2018-12-08T07:12:37.663+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000230994","266","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Licínio de Almeida","Xaxa","pt","HUEFS",1802837260,"BRA:UEFS:HUEFS:0000230994","Collection","Stadnik,A.","230994","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","",NA,944,0,"","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"Licínio de Almeida","Bahia","brazil",3272,"Licínio de Almeida",2919405,-42.466395,-14.591223,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.653056,-42.559444,"original coordinates","original coordinates outside municipality original in licinio de almeida falls in urandi"
"6","Eugenia vetula",1802837242,-14.766667,-42.580278,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:02.427+0000","2018-09-10T18:27:50.461+0000",124,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","none","","Bahia",2015,1,20,"2015-01-20T00:00:00","2018-09-06T20:10:23.000+0000","2018-12-08T07:12:37.598+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000230990","259","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Licínio de Almeida","Riacho de Areia","pt","HUEFS",1802837242,"BRA:UEFS:HUEFS:0000230990","Collection","Stadnik,A.","230990","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","",NA,995,0,"","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"Licínio de Almeida","Bahia","brazil",3272,"Licínio de Almeida",2919405,-42.466395,-14.591223,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.766667,-42.580278,"original coordinates","original coordinates outside municipality original in licinio de almeida falls in urandi"
"7","Eugenia vetula",1213665754,-13.218889,-41.753611,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:39.799+0000","2018-01-05T18:35:02.334+0000",114,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","2015-04-01T00:00:00","SOUTH_AMERICA","Bahia",2015,4,20,"2015-04-20T00:00:00","","2018-07-08T01:33:21.523+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000209324","4426","UB - Herbário da Universidade de Brasília","Piatã","Chapada Diamantina, margem da estrada de Abaíra para Piatã","pt","UB",1213665754,"BRA:UnB:UB:0000209324","Collection","Faria, JEQ; Ribeiro, ARO","209324","UnB","Universidade de Brasília (UnB)","Arbusto ca. 1 m de altura, botões florais verdes; Cerrado rupestre","Faria, JEQ",NA,1069,0,"","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"Piatã","Bahia","brazil",3453,"Piatã",2924306,-41.879255,-13.04974,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.218889,-41.753611,"original coordinates","original coordinates OK"
"8","Eugenia vetula",1632856425,-14,-42,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.446+0000","2018-12-03T16:16:30.602+0000",122,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","2015-05-01T00:00:00","SOUTH_AMERICA","Bahia",2015,5,12,"2015-05-12T00:00:00","2018-08-28T19:13:54.000+0000","2018-12-08T04:36:23.251+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000128248","311","ALCB - Herbário Alexandre Leal Costa","Licínio de Almeida","Riacho de Areia","pt","ALCB",1632856425,"BRA:UFBA:ALCB:0000128248","Collection","Stadnik, A; Lopes, R; Coelho, J; Santana, A","128248","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","ca. 1,7m alt. Folhas com lâmina revoluta, indumento creme. botões com cálice verde rosados.","Stadnik, A",NA,NA,NA,"","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"Licínio de Almeida","Bahia","brazil",3272,"Licínio de Almeida",2919405,-42.466395,-14.591223,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14,-42,"original coordinates","original coordinates outside municipality original in licinio de almeida falls in livramento de nossa senhora"
"9","Eugenia vetula",1632856433,-14,-42,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.429+0000","2018-12-03T16:16:30.568+0000",122,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","2015-05-01T00:00:00","SOUTH_AMERICA","Bahia",2015,5,12,"2015-05-12T00:00:00","2018-08-28T19:13:54.000+0000","2018-12-08T04:36:23.356+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000128247","310","ALCB - Herbário Alexandre Leal Costa","Licínio de Almeida","Riacho de Areia","pt","ALCB",1632856433,"BRA:UFBA:ALCB:0000128247","Collection","Stadnik, A; Lopes, R; Coelho, J; Santana, A","128247","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","ca. 0,5m alt. Folhas com lâmina plana, discolores, com indumento creme. Botões com cálice verde rosados, pétalas alva rosadas, estames alvos.","Stadnik, A",NA,NA,NA,"","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"Licínio de Almeida","Bahia","brazil",3272,"Licínio de Almeida",2919405,-42.466395,-14.591223,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14,-42,"original coordinates","original coordinates outside municipality original in licinio de almeida falls in livramento de nossa senhora"
"10","Eugenia vetula",1632856427,-14,-42,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.360+0000","2018-12-03T16:16:30.601+0000",122,"none","PRESERVED_SPECIMEN",5417156,6,7707728,220,690,5014,3177662,5417156,5417156,"Eugenia vetula DC.","Eugenia vetula DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia vetula","Eugenia","vetula","SPECIES","ACCEPTED","2015-05-01T00:00:00","SOUTH_AMERICA","Bahia",2015,5,12,"2015-05-12T00:00:00","2018-08-28T19:13:54.000+0000","2018-12-08T04:36:23.324+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000128249","312","ALCB - Herbário Alexandre Leal Costa","Licínio de Almeida","Riacho de Areia","pt","ALCB",1632856427,"BRA:UFBA:ALCB:0000128249","Collection","Stadnik, A; Lopes, R; Coelho, J; Santana, A","128249","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","ca. 2m alt. Folhas revolutas, discolores, glabras. Botões com cálice verde rosados, pétalas alva rosadas, estames alvos.","Stadnik, A",NA,NA,NA,"","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"",NA,"",NA,NA,"","",NA,"","",NA,"Licínio de Almeida","Bahia","brazil",3272,"Licínio de Almeida",2919405,-42.466395,-14.591223,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14,-42,"original coordinates","original coordinates outside municipality original in licinio de almeida falls in livramento de nossa senhora"
