"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","continent","otherCatalogNumbers","fieldNotes","references","habitat","institutionID","county","preparations","identificationRemarks","verbatimElevation","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","coordinateUncertaintyInMeters","georeferencedDate","nomenclaturalStatus","taxonID","bibliographicCitation","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Myrcia obversa",1949967646,-12.166667,-37.966667,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-14T17:02:32.457+0000","2018-12-14T17:02:32.485+0000",129,"none","PRESERVED_SPECIMEN",8848033,6,7707728,220,690,5014,7395601,8848033,8848033,"Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Myrcia","obversa","SPECIES","ACCEPTED","none",120,0,"Bahia",2018,7,31,"2018-07-31T00:00:00","2018-11-30T19:36:08.000+0000","2018-12-14T17:02:32.532+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000244976","2035","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Entre Rios","Algodão","pt","HUEFS",1949967646,"BRA:UEFS:HUEFS:0000244976","Collection","Popovkin, A.V.","244976","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Entre Rios","Bahia","brazil",3584,"Entre Rios",2910503,-38.042945,-12.073204,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.166667,-37.966667,"original coordinates","original coordinates OK"
"2","Myrcia obversa",1265910354,-18.606111,-40.6375,"gass84,iddatunl","3f6a3304-f66f-4ba8-be57-92a70f3aac3f","3f41d988-faf2-4a9f-811e-8dac728c05d4","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-24T12:33:07.819+0000","2017-12-29T14:12:34.888+0000",144,"none","PRESERVED_SPECIMEN",3186273,6,7707728,220,690,5014,7395601,8848033,8848033,"Marlierea obversa C.D.Legrand","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Marlierea","obversa","SPECIES","SYNONYM","2014-11-01T00:00:00",141,0,"Espirito Santo",2014,11,1,"2014-11-01T00:00:00","","2018-07-07T10:15:13.635+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFSJ - Herbário da Universidade Federal de São João Del Rei","BRA:UFSJ:HUFSJ:0000008341","4245","HUFSJ - Herbário da Universidade Federal de São João Del Rei","Vila Pavão","Margem da estrada entre Vila Pavão em direção à Minas Gerais. Floresta ombrófila.","pt","HUFSJ",1265910354,"BRA:UFSJ:HUFSJ:0000008341","Collection","Faria, JEQ; Vasconcelos, TNC","8341","UFSJ","Universidade Federal de São João Del Rei (UFSJ)","Arvoreta, ca. 3m de altura, caule liso descamando dinas flacas de ritodoma, flores creme. Fruto maduro vináceo.","Lucas, EJ","","","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Vila Pavão","Espirito Santo","brazil",2699,"Vila Pavão",3205150,-40.627082,-18.614215,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.606111,-40.6375,"original coordinates","original coordinates OK"
"3","Myrcia obversa",1899818431,-15.281944,-39.181667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:52.984+0000","2018-12-03T16:15:52.177+0000",122,"none","PRESERVED_SPECIMEN",8848033,6,7707728,220,690,5014,7395601,8848033,8848033,"Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Myrcia","obversa","SPECIES","ACCEPTED","2013-11-01T00:00:00",NA,NA,"Bahia",2013,4,15,"2013-04-15T00:00:00","2018-08-28T19:14:10.000+0000","2018-12-03T16:16:08.914+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000121159","1378","ALCB - Herbário Alexandre Leal Costa","Una","","pt","ALCB",1899818431,"BRA:UFBA:ALCB:0000121159","Collection","Gomes, FS","121159","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Material Estéril.","Gomes, FS","SOUTH_AMERICA","","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Una","Bahia","brazil",3186,"Una",2932507,-39.154571,-15.224128,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.281944,-39.181667,"original coordinates","original coordinates OK"
"4","Myrcia obversa",1899818660,-15.728056,-39.3825,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:53.069+0000","2018-12-03T16:15:52.717+0000",122,"none","PRESERVED_SPECIMEN",8848033,6,7707728,220,690,5014,7395601,8848033,8848033,"Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Myrcia","obversa","SPECIES","ACCEPTED","2013-12-01T00:00:00",NA,NA,"Bahia",2013,5,15,"2013-05-15T00:00:00","2018-08-28T19:14:10.000+0000","2018-12-03T16:16:10.982+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000121435","1653","ALCB - Herbário Alexandre Leal Costa","Mascote","","pt","ALCB",1899818660,"BRA:UFBA:ALCB:0000121435","Collection","Gomes, FS","121435","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas coriáceas, Material estéril. 120.1, parcela 01","Gomes, FS","SOUTH_AMERICA","","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Mascote","Bahia","brazil",3125,"Mascote",2920908,-39.421708,-15.657048,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.728056,-39.3825,"original coordinates","original coordinates OK"
"5","Myrcia obversa",1899818669,-15.248056,-39.159444,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:53.014+0000","2018-12-03T16:15:52.699+0000",122,"none","PRESERVED_SPECIMEN",8848033,6,7707728,220,690,5014,7395601,8848033,8848033,"Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Myrcia","obversa","SPECIES","ACCEPTED","2013-11-01T00:00:00",NA,NA,"Bahia",2013,5,13,"2013-05-13T00:00:00","2018-08-28T19:14:10.000+0000","2018-12-03T16:16:10.921+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000121350","1568","ALCB - Herbário Alexandre Leal Costa","Una","","pt","ALCB",1899818669,"BRA:UFBA:ALCB:0000121350","Collection","Gomes, FS","121350","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas coriáceas, discolores. 50.2, parcela 02","Gomes, FS","SOUTH_AMERICA","","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Una","Bahia","brazil",3186,"Una",2932507,-39.154571,-15.224128,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.248056,-39.159444,"original coordinates","original coordinates OK"
"6","Myrcia obversa",1424430877,-18.423889,-39.718889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:18.743+0000","2018-09-24T20:03:34.684+0000",207,"none","PRESERVED_SPECIMEN",3186273,6,7707728,220,690,5014,7395601,8848033,8848033,"Marlierea obversa C.D.Legrand","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Marlierea","obversa","SPECIES","SYNONYM","none",NA,NA,"Espírito Santo",2012,1,17,"2012-01-17T00:00:00","2017-10-17T18:57:22.581+0000","2018-12-06T17:00:20.888+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:740367","1159","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Espírito Santo","Conceição da Barra. Fazenda Jequitaia. Mata seca de restinga sobre cordão arenoso.","","RB",1424430877,"urn:catalog:JBRJ:RB:740367","PhysicalObject","Giaretta, A.","RB00740367","JBRJ","","Árvore de 10m. Frutos passados.","","","RB 561324","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Espírito Santo","Espírito Santo","brazil",NA,"",NA,NA,NA,"","","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.423889,-39.718889,"original coordinates","original coordinates outside municipality original in espirito santo falls in conceicao da barra"
"7","Myrcia obversa",1424430804,-18.556389,-39.738333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:18.720+0000","2018-09-24T20:03:34.707+0000",207,"none","PRESERVED_SPECIMEN",3186273,6,7707728,220,690,5014,7395601,8848033,8848033,"Marlierea obversa C.D.Legrand","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Marlierea","obversa","SPECIES","SYNONYM","none",NA,NA,"Espírito Santo",2012,10,24,"2012-10-24T00:00:00","2017-10-04T12:47:44.843+0000","2018-12-06T17:00:18.344+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:740366","1351","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Espírito Santo","Conceição da Barra. Floresta de restinga seca próximo à foz natural do rio Itaúnas.","","RB",1424430804,"urn:catalog:JBRJ:RB:740366","PhysicalObject","Giaretta, A.","RB00740366","JBRJ","","Árvore de 9m. Frutos verdes.","","","RB 561323","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Espírito Santo","Espírito Santo","brazil",NA,"",NA,NA,NA,"","","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.556389,-39.738333,"original coordinates","original coordinates outside municipality original in espirito santo falls in conceicao da barra"
"8","Myrcia obversa",1094908071,-12.166667,-37.966667,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-14T17:02:18.636+0000","2018-09-10T18:27:29.374+0000",129,"none","PRESERVED_SPECIMEN",8848033,6,7707728,220,690,5014,7395601,8848033,8848033,"Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Myrcia","obversa","SPECIES","ACCEPTED","2017-02-01T00:00:00",NA,NA,"Bahia",2012,12,31,"2012-12-31T00:00:00","","2018-09-10T18:27:55.504+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000191335","1326","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Entre Rios","Algodão.","pt","HUEFS",1094908071,"BRA:UEFS:HUEFS:0000191335","Collection","Popovkin, A.V.","191335","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","A.V.Popovkin","","","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Entre Rios","Bahia","brazil",3584,"Entre Rios",2910503,-38.042945,-12.073204,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.166667,-37.966667,"original coordinates","original coordinates OK"
"9","Myrcia obversa",1094908066,-12.166667,-37.966667,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-14T17:02:18.580+0000","2018-09-10T18:27:29.334+0000",129,"none","PRESERVED_SPECIMEN",8848033,6,7707728,220,690,5014,7395601,8848033,8848033,"Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Myrcia","obversa","SPECIES","ACCEPTED","2017-02-01T00:00:00",NA,NA,"Bahia",2012,12,26,"2012-12-26T00:00:00","","2018-09-10T18:27:55.277+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000191333","1325","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Entre Rios","Algodão.","pt","HUEFS",1094908066,"BRA:UEFS:HUEFS:0000191333","Collection","Popovkin, A.V.","191333","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","A.V.Popovkin","","","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Entre Rios","Bahia","brazil",3584,"Entre Rios",2910503,-38.042945,-12.073204,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.166667,-37.966667,"original coordinates","original coordinates OK"
"10","Myrcia obversa",1094905680,-15.338889,-39.002778,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-14T17:02:18.037+0000","2018-09-10T18:27:28.291+0000",129,"none","PRESERVED_SPECIMEN",8848033,6,7707728,220,690,5014,7395601,8848033,8848033,"Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Myrcia obversa (D.Legrand) E.Lucas & C.E.Wilson","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia obversa","Myrcia","obversa","SPECIES","ACCEPTED","2017-02-01T00:00:00",NA,NA,"Bahia",2011,10,20,"2011-10-20T00:00:00","","2018-09-10T18:27:54.318+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000188816","1199","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Una","Fazenda Bolandeira","pt","HUEFS",1094905680,"BRA:UEFS:HUEFS:0000188816","Collection","Matos, E.N.de","188816","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Restinga. Floresta.","A.V.Popovkin","","","","","","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","Una","Bahia","brazil",3186,"Una",2932507,-39.154571,-15.224128,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.338889,-39.002778,"original coordinates","original coordinates OK"
