"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","preparations","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","modified","continent","otherCatalogNumbers","fieldNotes","nomenclaturalStatus","nomenclaturalCode","county","taxonID","bibliographicCitation","collectionID","habitat","georeferenceProtocol","eventRemarks","higherClassification","coordinateUncertaintyInMeters","references","institutionID","identificationRemarks","verbatimEventDate","endDayOfYear","startDayOfYear","georeferenceSources","higherGeography","rights","verbatimElevation","typeStatus","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Myrcia linearifolia",1944856197,-15.739722,-47.956666,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:46.774+0000","2018-11-23T18:21:46.817+0000",123,"none","PRESERVED_SPECIMEN",1,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","none",1053,0,"Distrito Federal",2018,7,14,"2018-07-14T00:00:00","2018-11-23T18:23:04.557+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000106766","729","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRASILIA","Parque Ecológico Burle Marx, Asa Norte.","pt","CEN",1944856197,"BRA:Cenargen:CEN:0000106766","Collection","Exsicatas","Francisco Ferreira de Miranda Santos","106766","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Botões florais com tonalidade púrpura. Doação. Flora do Parque Ecológico Burle Marx (subsídio ao plano de manejo).","F. F. M. Santos","","","","","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","BRASILIA","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.739722,-47.956666,"original coordinates","original coordinates OK"
"2","Myrcia linearifolia",1944854726,-14.180277,-47.768888,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:45.114+0000","2018-11-23T18:21:45.140+0000",123,"none","PRESERVED_SPECIMEN",2,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","none",1030,0,"Goiás",2017,7,8,"2017-07-08T00:00:00","2018-11-23T18:23:03.627+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000105305","3141","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","ALTO PARAISO DE GOIAS","Fazenda Volta da Serra, trilha para cachoeira Esmeralda. 10 km E de São Jorge.","pt","CEN",1944854726,"BRA:Cenargen:CEN:0000105305","Collection","Exsicatas","Marcelo Fragomeni Simon","105305","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Subarbusto delgado crescendo de xilopódio. Flores alvas. Frequente.","M. Simon","","","","","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","ALTO PARAISO DE GOIAS","Goiás","brazil",3323,"Alto Paraíso de Goiás",5200605,-47.53585,-14.183117,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-14.180277,-47.768888,"original coordinates","original coordinates OK"
"3","Myrcia linearifolia",1275070780,-15.479,-48.4928,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:56.705+0000","2018-12-03T16:40:36.161+0000",122,"none","PRESERVED_SPECIMEN",NA,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","2014-12-01T00:00:00",1280,0,"Goiás",2014,9,12,"2014-09-12T00:00:00","2018-12-03T16:40:37.314+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000189277","507","UEC - Herbário da Universidade Estadual de Campinas","Pirenópolis","Alto da Serra dos Pirineus. Campo sujo próximo a afloramento rochoso, na base dos Três Picos.","pt","UEC",1275070780,"BRA:UNICAMP:UEC:0000189277","Collection","","Lima, D.F.; Rosa, P.O.; Vasconcelos, T.N.","189277","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Subarbusto 1 m. Pedúnculo e cálice vináceos; corola branca.","Lima, D.F.","2018-11-21T16:35:40.000+0000","","","","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","Pirenópolis","Goiás","brazil",3099,"Pirenópolis",5217302,-49.011284,-15.808451,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-15.479,-48.4928,"original coordinates","original coordinates outside municipality original in pirenopolis falls in padre bernardo"
"4","Myrcia linearifolia",1086684402,-15.783,-48.824,"gass84","a51fa32f-831d-49d6-8b8a-c7b52ae65b3b","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:51.677+0000","2018-08-03T12:05:44.615+0000",125,"none","PRESERVED_SPECIMEN",NA,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","2016-01-01T00:00:00",NA,NA,"Goiás",2014,9,12,"2014-09-12T00:00:00","2018-12-06T13:38:57.758+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UPCB - Herbário do Departamento de Botânica","BRA:UFPR:UPCB:0000081073","506B","UPCB - Herbário do Departamento de Botânica","Pirenópolis","1280m. Alto da Serra dos Pirineus. Campo sujo próximo a afloramento rochoso, na base dos Três Picos.","pt","UPCB",1086684402,"BRA:UFPR:UPCB:0000081073","Collection","","Lima, D.F.","81073","UFPR","Universidade Federal do Paraná, UFPR","Subarbusto 0,5m. Cálice vináceo e corola branca; frutos vináceos..","Lima, D.F.","2018-07-31T17:23:35.000+0000","","","","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","Pirenópolis","Goiás","brazil",3099,"Pirenópolis",5217302,-49.011284,-15.808451,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-15.783,-48.824,"original coordinates","original coordinates outside municipality original in pirenopolis falls in cocalzinho de goias"
"5","Myrcia linearifolia",1213658729,-15.783333,-48.816667,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:35.283+0000","2018-01-05T18:34:59.200+0000",114,"none","PRESERVED_SPECIMEN",NA,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","2014-09-01T00:00:00",1280,0,"Goiás",2014,9,12,"2014-09-12T00:00:00","2018-07-08T01:34:54.546+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000202263","1402","UB - Herbário da Universidade de Brasília","Pirenópolis","Estrada Pirenópolis a Cocalzinho de Goiás passando dentro do Parque Estadual dos Pirineus. Campo rupestre perto de Três Picos.","pt","UB",1213658729,"BRA:UnB:UB:0000202263","Collection","","Rosa, PO; Nogales, T; Lima, DF","202263","UnB","Universidade de Brasília (UnB)","Subarbusto ca. de 0,8m. Botões florais e flores róseas.","Rosa, PO","","SOUTH_AMERICA","","","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","Pirenópolis","Goiás","brazil",3099,"Pirenópolis",5217302,-49.011284,-15.808451,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-15.783333,-48.816667,"original coordinates","original coordinates outside municipality original in pirenopolis falls in cocalzinho de goias"
"6","Myrcia linearifolia",1213658711,-15.783333,-48.816667,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:35.301+0000","2018-01-05T18:34:59.148+0000",114,"none","PRESERVED_SPECIMEN",NA,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","2014-10-01T00:00:00",1280,0,"Goiás",2014,9,12,"2014-09-12T00:00:00","2018-07-08T01:34:54.528+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000202262","1401","UB - Herbário da Universidade de Brasília","Pirenópolis","Estrada Pirenópolis a Cocalzinho de Goiás passando dentro do Parque Estadual dos Pirineus. Campo rupestre perto de Três Picos.","pt","UB",1213658711,"BRA:UnB:UB:0000202262","Collection","","Rosa, PO; Nogales, T; Lima, DF","202262","UnB","Universidade de Brasília (UnB)","Subarbusto, ca. de 1m. Botões florais e flores róseas.","Rosa, PO","","SOUTH_AMERICA","","","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","Pirenópolis","Goiás","brazil",3099,"Pirenópolis",5217302,-49.011284,-15.808451,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-15.783333,-48.816667,"original coordinates","original coordinates outside municipality original in pirenopolis falls in cocalzinho de goias"
"7","Myrcia linearifolia",1086684434,-15.783,-48.824,"gass84","a51fa32f-831d-49d6-8b8a-c7b52ae65b3b","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:51.683+0000","2018-08-03T12:05:44.618+0000",125,"none","PRESERVED_SPECIMEN",NA,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","2014-12-01T00:00:00",NA,NA,"Goiás",2014,9,12,"2014-09-12T00:00:00","2018-12-06T13:38:57.829+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UPCB - Herbário do Departamento de Botânica","BRA:UFPR:UPCB:0000081074","506A","UPCB - Herbário do Departamento de Botânica","Pirenópolis","1280m. Alto da Serra dos Pirineus. Campo sujo próximo a afloramento rochoso, na base dos Três Picos.","pt","UPCB",1086684434,"BRA:UFPR:UPCB:0000081074","Collection","","Lima, D.F.","81074","UFPR","Universidade Federal do Paraná, UFPR","Subarbusto 0,5m. Cálice vináceo e corola branca; frutos vináceos..","Lima, D.F.","2018-07-31T17:23:42.000+0000","","","","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","Pirenópolis","Goiás","brazil",3099,"Pirenópolis",5217302,-49.011284,-15.808451,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-15.783,-48.824,"original coordinates","original coordinates outside municipality original in pirenopolis falls in cocalzinho de goias"
"8","Myrcia linearifolia",1571706192,-15.783333,-48.816667,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:02.932+0000","2018-09-24T19:58:44.580+0000",207,"none","PRESERVED_SPECIMEN",NA,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","2015-01-01T00:00:00",1280,NA,"Goiás",2014,9,12,"2014-09-12T00:00:00","2018-12-08T17:22:58.602+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1331764","506 B","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Pirenópolis","Alto da Serra dos Pirineus","","RB",1571706192,"urn:catalog:JBRJ:RB:1331764","PhysicalObject","","D.F. Lima; P.O. Rosa; T.N. Vasconcelos","RB01331764","JBRJ","","","D.F. Lima","2017-10-15T13:06:05.868+0000","","RB 733570","Campo sujo próximo a afloramento rochoso, na base dos três picos","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","Pirenópolis","Goiás","brazil",3099,"Pirenópolis",5217302,-49.011284,-15.808451,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-15.783333,-48.816667,"original coordinates","original coordinates outside municipality original in pirenopolis falls in cocalzinho de goias"
"9","Myrcia linearifolia",1424515609,-14.164167,-47.834722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:12.663+0000","2018-09-24T20:04:21.161+0000",207,"none","PRESERVED_SPECIMEN",NA,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","none",893,NA,"Goiás",2014,11,24,"2014-11-24T00:00:00","2018-12-06T17:01:10.298+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:996116","7268","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, São Jorge, Trilha dos Saltos.","","RB",1424515609,"urn:catalog:JBRJ:RB:996116","PhysicalObject","","M. Verdi; E. P. Fernandes, J. A. Oliveira, N. Pougy, E. Martins","RB00996116","JBRJ","","Folhas verdes; fruto imaturo amarelo-avermelhado; pouco frequente; encontrado em solo areno-pedregoso; área com históricos de mineração e incêndios, trilha de acesso aos Saltos do Rio Preto, um dos principais atrativos locais muito visitados por turistas","J.E.Q.Faria","2018-06-20T11:01:24.207+0000","","RB 630771","","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","Alto Paraíso de Goiás","Goiás","brazil",3323,"Alto Paraíso de Goiás",5200605,-47.53585,-14.183117,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-14.164167,-47.834722,"original coordinates","original coordinates OK"
"10","Myrcia linearifolia",1213664948,-15.633333,-47.716667,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:39.217+0000","2018-01-05T18:35:02.025+0000",114,"none","PRESERVED_SPECIMEN",NA,3174392,6,7707728,220,690,5014,7395601,3174392,3174392,"Myrcia linearifolia Cambess.","Myrcia linearifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia linearifolia","Myrcia","linearifolia","SPECIES","ACCEPTED","none",9999,0,"Distrito Federal",2013,7,28,"2013-07-28T00:00:00","2018-07-08T01:34:54.528+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000208508","144","UB - Herbário da Universidade de Brasília","Planaltina","Reserva da Embrapa Cerrados","pt","UB",1213664948,"BRA:UnB:UB:0000208508","Collection","","Rios, MNS","208508","UnB","Universidade de Brasília (UnB)","Projeto Década; Subarbusto ca. de 1,2m; folhas simples, lineares, coriáceas; flores com estames brancos; botões avermelhados; Cerrado sentido restrito","","","SOUTH_AMERICA","","","","","",NA,"","","","","","",NA,"","","","",NA,NA,"","","","","",NA,"","","Planaltina","Distrito Federal","brazil",NA,"",NA,NA,NA,"","","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.633333,-47.716667,"original coordinates","original coordinates outside municipality original in planaltina falls in brasilia"
