"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","fieldNotes","identificationQualifier","individualCount","nomenclaturalStatus","nomenclaturalCode","county","taxonID","bibliographicCitation","collectionID","establishmentMeans","references","informationWithheld","institutionID","verbatimEventDate","verbatimLocality","preparations","previousIdentifications","rights","reproductiveCondition","habitat","endDayOfYear","startDayOfYear","verbatimElevation","coordinateUncertaintyInMeters","occurrenceStatus","vernacularName","georeferencedDate","georeferencedBy","georeferenceProtocol","verbatimCoordinateSystem","disposition","georeferenceSources","taxonConceptID","identificationRemarks","fieldNumber","samplingProtocol","associatedOccurrences","higherGeography","organismID","datasetID","accessRights","higherClassification","dynamicProperties","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Plinia cauliflora",1848111197,-23.833889,-49.1425,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.575+0000","2018-11-24T08:57:00.606+0000",126,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","2017-04-20T00:00:00",700,0,"SOUTH_AMERICA","São Paulo",2017,3,14,"2017-03-14T00:00:00","2018-11-05T15:58:09.000+0000","2018-12-08T15:07:35.981+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000052125","39","SPSF - Herbário Dom Bento José Pickel","Itaberá","Estação Ecológica","pt","SPSF",1848111197,"BRA:IF:SPSF:0000052125","Collection","I.Toffoli et al.","52125","IF","Instituto Florestal, IF","COLETA: Árvore 4m, estéril, indivíduo 1673 da fito; GEOGRAFIA: Floresta Ombrófila Mista;","O.T.Aguiar","","","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","Itaberá","São Paulo","brazil",1074,"Itaberá",3521705,-49.143617,-23.874002,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.833889,-49.1425,"original coordinates","original coordinates OK"
"2","Plinia cauliflora",1889168128,-25.460556,-48.691944,"gass84,iddatunl","a51fa32f-831d-49d6-8b8a-c7b52ae65b3b","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:57.075+0000","2018-08-03T12:05:47.879+0000",125,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","2017-04-01T00:00:00",26,0,"","Paraná",2017,4,4,"2017-04-04T00:00:00","","2018-08-03T12:05:47.893+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UPCB - Herbário do Departamento de Botânica","BRA:UFPR:UPCB:0000091078","15","UPCB - Herbário do Departamento de Botânica","Antonina","Ponta da Pita","pt","UPCB",1889168128,"BRA:UFPR:UPCB:0000091078","Collection","Quisberth, R.E.","91078","UFPR","Universidade Federal do Paraná, UFPR","Árvore com 3-4 m de altura, frutos arroxeados, produzidos no tronco. Nome comum: jabuticaba..","Matos, F.B.","","","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","Antonina","Paraná","brazil",896,"Antonina",4101200,-48.722189,-25.304979,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.460556,-48.691944,"original coordinates","original coordinates OK"
"3","Plinia cauliflora",1587332193,-22.815,-50.791389,"gass84,iddatunl","78dcee36-b0a2-4679-802d-bc0b5016518b","eec37c7c-2dce-440e-8de1-966214931e74","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:56.208+0000","2018-09-14T17:57:12.285+0000",126,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","2017-07-01T00:00:00",9999,0,"","São Paulo",2017,7,25,"2017-07-25T00:00:00","","2018-09-14T17:57:15.460+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FUEL - Herbário da Universidade Estadual de Londrina","BRA:UEL:FUEL:0000055179","1","FUEL - Herbário da Universidade Estadual de Londrina","Pedrinhas Paulista","","pt","FUEL",1587332193,"BRA:UEL:FUEL:0000055179","Collection","Lucchetta, NR","55179","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Cultivada. Altura 6m","Lucchetta, NR","","","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","Pedrinhas Paulista","São Paulo","brazil",1400,"Pedrinhas Paulista",3537156,-50.799523,-22.817548,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.815,-50.791389,"original coordinates","original coordinates OK"
"4","Plinia cauliflora",1837383841,-7.4,-39.383333,"gass84","aed35888-68cb-4574-8a98-d13b89cf0f38","5b30feaf-824b-4cb9-b256-293a106f45bc","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:24.008+0000","2018-07-04T12:05:40.204+0000",137,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","2017-12-20T00:00:00",NA,NA,"","Ceará",2017,9,14,"2017-09-14T00:00:00","2018-06-07T12:40:09.000+0000","2018-12-08T03:39:43.252+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCDAL - Herbário Caririense Dárdano de Andrade-Lima","BRA:URCA:HCDAL:0000013332","s.n.","HCDAL - Herbário Caririense Dárdano de Andrade-Lima","Barbalha","","pt","HCDAL",1837383841,"BRA:URCA:HCDAL:0000013332","Collection","Saraiva, M D C","13332","Universidade Regional do Cariri (URCA)","Universidade Regional do Cariri (URCA)","Árvore; fruto arroxeado.","Linhares, K. .V.","","","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","Barbalha","Ceará","brazil",4437,"Barbalha",2301901,-39.35014,-7.403732,"CEARA","CE","Ceará",-39.61556123,-5.09311398,"Ceará","ce",-7.4,-39.383333,"original coordinates","original coordinates OK"
"5","Plinia cauliflora",1889166151,-24.544444,-52.394167,"gass84","08a179fe-9cd1-4d33-afef-266dd55c59cf","6cfcf69e-9ec1-48e1-be34-5201bdb63bd7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:48.749+0000","2018-08-03T12:04:33.620+0000",131,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","none",572,0,"","Paraná",2017,10,16,"2017-10-16T00:00:00","","2018-08-03T12:04:33.626+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEM - Herbário UEM","BRA:UEM:HUEM:0000031844","s.n.","HUEM - Herbário UEM","Campo Mourão","Rua Jurema Pompeu Miguel, 420 (frente)","pt","HUEM",1889166151,"BRA:UEM:HUEM:0000031844","Collection","Galan, A.T.O.F.","31844","UEM","Universidade Estadual de Maringá, UEM","Árvore de aproximadamente 4 metros, com caule escamoso, botões brancos, flores brancas (caulinares). Os frutos são globosos, quando imaturos são verdes e maturos são negros.","","","","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","Campo Mourão","Paraná","brazil",1033,"Campo Mourão",4104303,-52.379917,-24.103737,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.544444,-52.394167,"original coordinates","original coordinates outside municipality original in campo mourao falls in roncador"
"6","Plinia cauliflora",1803516776,-23.326639,-51.196872,"gass84","78dcee36-b0a2-4679-802d-bc0b5016518b","eec37c7c-2dce-440e-8de1-966214931e74","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:56.457+0000","2018-09-14T17:57:12.405+0000",126,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","2017-12-20T00:00:00",9999,0,"","Paraná",2017,11,29,"2017-11-29T00:00:00","2018-09-12T15:54:56.000+0000","2018-12-08T07:17:57.689+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FUEL - Herbário da Universidade Estadual de Londrina","BRA:UEL:FUEL:0000055485","196B","FUEL - Herbário da Universidade Estadual de Londrina","Londrina","Campus Universitário Perobal","pt","FUEL",1803516776,"BRA:UEL:FUEL:0000055485","Collection","Silva, WJ da","55485","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Árvore ca 4.5m, vegetativa, cultivada","Andreas. I.R.","","","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","Londrina","Paraná","brazil",1175,"Londrina",4113700,-51.110175,-23.515282,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-23.326639,-51.196872,"original coordinates","original coordinates OK"
"7","Plinia cauliflora",1457569173,-18.268333,-43.612222,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:36:58.026+0000","2018-09-24T19:58:40.426+0000",207,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","none",1127,NA,"","Minas Gerais",2016,7,7,"2016-07-07T00:00:00","2017-10-15T12:36:23.105+0000","2018-12-08T14:37:11.318+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1306889","6224","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Diamantina","Estrada para a Formação","","RB",1457569173,"urn:catalog:JBRJ:RB:1306889","PhysicalObject","J.E.Q. Faria; M. Carvalho-Silva; V.C. Mendes","RB01306889","JBRJ","","","M.SOBRAL","RB 727721","","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.268333,-43.612222,"original coordinates","original coordinates OK"
"8","Plinia cauliflora",1455395501,-23.247222,-45.063611,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.200+0000","2018-11-24T08:57:00.321+0000",126,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","2016-09-06T00:00:00",1090,0,"SOUTH_AMERICA","São Paulo",2016,9,6,"2016-09-06T00:00:00","2018-11-05T15:58:09.000+0000","2018-12-09T07:19:26.995+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000051176","542","SPSF - Herbário Dom Bento José Pickel","Cunha","","pt","SPSF",1455395501,"BRA:IF:SPSF:0000051176","Collection","A. Maruyama & L. Cicco","51176","IF","Instituto Florestal, IF","COLETA: Árvore ca. 5,0 m alt. Flores brancas com odor agradável.; GEOGRAFIA: Floresta Ombrófila Densa;","A. Maruyama","","","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","Cunha","São Paulo","brazil",1322,"Cunha",3513603,-44.939787,-23.050544,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.247222,-45.063611,"original coordinates","original coordinates OK"
"9","Plinia cauliflora",1585336073,-18.571389,-43.344167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:05.707+0000","2018-09-24T19:58:46.770+0000",207,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","2017-08-29T00:00:00",802,NA,"","Minas Gerais",2016,10,11,"2016-10-11T00:00:00","2017-10-15T13:27:57.248+0000","2018-12-07T01:15:11.612+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1340162","6676","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Serro","Fazenda na margem da rodovia entre Serro e Santo Antônio do Itambé, próximo à Serro","","RB",1585336073,"urn:catalog:JBRJ:RB:1340162","PhysicalObject","J.E.Q. Faria; T.J.O. Otoni","RB01340162","JBRJ","","","STADNIK,A.","RB 737473","Pasto","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","Serro","Minas Gerais","brazil",2710,"Serro",3167103,-43.402461,-18.536962,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.571389,-43.344167,"original coordinates","original coordinates OK"
"10","Plinia cauliflora",1426661041,-26.217803,-48.573228,"gass84","f6a922c4-d0ca-4f9c-bba2-7b1939996439","efe6e324-c6aa-4ed0-9693-80e7ba5bab12","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:50.707+0000","2017-12-29T14:06:18.555+0000",129,"none","PRESERVED_SPECIMEN",5415571,6,7707728,220,690,5014,3173680,5415571,5415571,"Plinia cauliflora (Mart.) Kausel","Plinia cauliflora (Mart.) Kausel","Plantae","Tracheophyta","Myrtales","Myrtaceae","Plinia","Plinia cauliflora","Plinia","cauliflora","SPECIES","ACCEPTED","none",11,0,"","Santa Catarina",2016,11,1,"2016-11-01T00:00:00","2017-01-06T12:09:55.000+0000","2018-12-09T23:21:25.120+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","JOIw - Xiloteca Joinvillea","BRA:UNIVILLE:JOIW:0000001116","1384","JOIw - Xiloteca Joinvillea","São Francisco do Sul","Campus Univille - Unidade Iperoba","pt","JOIW",1426661041,"BRA:UNIVILLE:JOIW:0000001116","Collection","J.C.F.Melo Jr.","1116","UNIVILLE","Universidade da Região de Joinville (UNIVILLE)","Árvore, Ø 24 cm - Ramo principal","J.C.F.Melo Jr.","","","",NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","","São Francisco do Sul","Santa Catarina","brazil",789,"São Francisco do Sul",4216206,-48.63917,-26.261705,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.217803,-48.573228,"original coordinates","original coordinates OK"
