"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","locality","modified","otherCatalogNumbers","continent","fieldNotes","coordinateUncertaintyInMeters","references","habitat","institutionID","county","preparations","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","identificationRemarks","verbatimElevation","establishmentMeans","typeStatus","typifiedName","higherGeography","fieldNumber","organismID","datasetID","accessRights","higherClassification","georeferencedDate","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Eugenia kleinii",1889165541,-27.54,-48.96,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:30.253+0000","2018-10-24T15:38:20.594+0000",121,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","2018-07-28T00:00:00","Santa Catarina",2018,7,28,"2018-07-28T00:00:00","2018-10-24T15:39:04.169+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000059183","3201","FURB - Herbário Dr. Roberto Miguel Klein","Angelina","pt","FURB",1889165541,"BRA:FURB:FURB:0000059183","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","59183","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","flor branca","Kassner-Filho, A.",NA,NA,"","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","Angelina","Santa Catarina","brazil",533,"Angelina",4200903,-49.067556,-27.543148,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.54,-48.96,"original coordinates","original coordinates OK"
"2","Eugenia kleinii",1944851550,-26.293611,-49.388889,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:32.006+0000","2018-11-23T15:39:32.034+0000",121,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","2018-08-11T00:00:00","Santa Catarina",2018,8,11,"2018-08-11T00:00:00","2018-11-23T15:39:34.321+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000061093","2976","FURB - Herbário Dr. Roberto Miguel Klein","São Bento do Sul","pt","FURB",1944851550,"BRA:FURB:FURB:0000061093","Collection","Schwirkowski, P.","61093","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","FOM. Caíva. Heliófita. Cálice amarelo-avermelhado, corola branca","Schwirkowski, P.",850,0,"Serra Alta. Atrás da Implantec.","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","São Bento do Sul","Santa Catarina","brazil",787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.293611,-49.388889,"original coordinates","original coordinates OK"
"3","Eugenia kleinii",1931784795,-26.999167,-48.602778,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:47.697+0000","2018-10-25T12:34:38.499+0000",128,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","2018-09-09T00:00:00","Santa Catarina",2018,9,9,"2018-09-09T00:00:00","2018-12-07T06:15:07.898+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000013812","1031","CRI - Herbário Pe. Dr. Raulino Reitz","Balneário Camboriú","pt","CRI",1931784795,"BRA:UNESC:CRI:0000013812","Collection","Alexandre Medeiros","13812","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","Flores brancas.","Fabio Speck",NA,NA,"Laranjeiras.","2018-10-01T12:58:56.000+0000","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","Balneário Camboriú","Santa Catarina","brazil",662,"Balneário Camboriú",4202008,-48.620501,-27.005573,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.999167,-48.602778,"original coordinates","original coordinates outside Brazil"
"4","Eugenia kleinii",1931785157,-26.999167,-48.602778,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:47.707+0000","2018-10-25T12:34:38.557+0000",128,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","2018-09-13T00:00:00","Santa Catarina",2018,9,13,"2018-09-13T00:00:00","2018-12-07T06:15:08.162+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000013821","1028","CRI - Herbário Pe. Dr. Raulino Reitz","Balneário Camboriú","pt","CRI",1931785157,"BRA:UNESC:CRI:0000013821","Collection","Alexandre Medeiros","13821","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","Flores brancas","Fabio Longen",NA,NA,"Laranjeiras","2018-10-01T12:58:56.000+0000","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","Balneário Camboriú","Santa Catarina","brazil",662,"Balneário Camboriú",4202008,-48.620501,-27.005573,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.999167,-48.602778,"original coordinates","original coordinates outside Brazil"
"5","Eugenia kleinii",1587298458,-26.908333,-49.677778,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.524+0000","2018-10-24T15:38:18.514+0000",121,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","2017-08-18T00:00:00","Santa Catarina",2017,8,7,"2017-08-07T00:00:00","2018-10-24T15:38:59.825+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000054431","787","FURB - Herbário Dr. Roberto Miguel Klein","José Boiteux","pt","FURB",1587298458,"BRA:FURB:FURB:0000054431","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","54431","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","flor branca","Farias, D.M.",652,0,"","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","José Boiteux","Santa Catarina","brazil",695,"José Boiteux",4209151,-49.646426,-26.859394,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.908333,-49.677778,"original coordinates","original coordinates OK"
"6","Eugenia kleinii",1829132597,-23.232088,-46.94939,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:59.256+0000","2018-12-03T16:41:23.554+0000",122,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","2016-10-11T00:00:00","São Paulo",2016,10,11,"2016-10-11T00:00:00","2018-12-03T16:42:39.561+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000194509","82","UEC - Herbário da Universidade Estadual de Campinas","Jundiaí","pt","UEC",1829132597,"BRA:UNICAMP:UEC:0000194509","Collection","Pires, T.P.; Silva, B.G.","194509","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Hábito arbóreo, 3 m de altura, sem látex, hábitat iluminado e seco.; Floresta Estacional Semidecidual","Pires, T.P.",1165,0,"Serra do Japi","2018-11-21T16:35:13.000+0000","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","Jundiaí","São Paulo","brazil",1271,"Jundiaí",3525904,-46.912706,-23.194593,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.232088,-46.94939,"original coordinates","original coordinates OK"
"7","Eugenia kleinii",1135076199,-27.059444,-49.080833,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:21.765+0000","2018-10-24T15:38:16.187+0000",121,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","2015-08-03T00:00:00","Santa Catarina",2015,7,27,"2015-07-27T00:00:00","2018-10-24T15:38:52.307+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000047456","49","FURB - Herbário Dr. Roberto Miguel Klein","Blumenau","pt","FURB",1135076199,"BRA:FURB:FURB:0000047456","Collection","Pastório, F.F.","47456","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Pastório, FF",419,0,"Parque Nacioanl da Serra do Itajaí - Trilha da chuva.","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","Blumenau","Santa Catarina","brazil",690,"Blumenau",4202404,-49.097426,-26.884746,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.059444,-49.080833,"original coordinates","original coordinates OK"
"8","Eugenia kleinii",1840912249,-26.241111,-49.383889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:22.813+0000","2018-09-24T19:59:03.977+0000",207,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","none","Santa Catarina",2015,8,2,"2015-08-02T00:00:00","2018-12-08T19:50:28.838+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1385868","1156","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Bento do Sul","","RB",1840912249,"urn:catalog:JBRJ:RB:1385868","PhysicalObject","Schwirkowski, P.","RB01385868","JBRJ","","","Marcos Eduardo Guerra Sobral",NA,NA,"","2018-06-19T08:43:34.275+0000","RB 763457","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","São Bento do Sul","Santa Catarina","brazil",787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.241111,-49.383889,"original coordinates","original coordinates OK"
"9","Eugenia kleinii",1931783891,-26.819722,-49.049444,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:47.109+0000","2018-10-25T12:34:38.075+0000",128,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","2015-09-09T00:00:00","Santa Catarina",2015,9,1,"2015-09-01T00:00:00","2018-12-07T06:15:07.285+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000013033","3716","CRI - Herbário Pe. Dr. Raulino Reitz","Blumenau","pt","CRI",1931783891,"BRA:UNESC:CRI:0000013033","Collection","Gasper, A.L. de; Uller, H.F. & Vibrans, A.C.","13033","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","","Pastório, FF",264,0,"Fidélis. Fidélis.","2018-10-01T12:58:56.000+0000","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","Blumenau","Santa Catarina","brazil",690,"Blumenau",4202404,-49.097426,-26.884746,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.819722,-49.049444,"original coordinates","original coordinates OK"
"10","Eugenia kleinii",1252588982,-27.449722,-49.23,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:22.639+0000","2018-10-24T15:38:16.776+0000",121,"none","PRESERVED_SPECIMEN",5417447,6,7707728,220,690,5014,3177662,5417447,5417447,"Eugenia kleinii D.Legrand","Eugenia kleinii D.Legrand","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia kleinii","Eugenia","kleinii","SPECIES","ACCEPTED","2016-02-24T00:00:00","Santa Catarina",2015,12,8,"2015-12-08T00:00:00","2018-12-08T15:43:22.342+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000049115","2848","FURB - Herbário Dr. Roberto Miguel Klein","Leoberto Leal","pt","FURB",1252588982,"BRA:FURB:FURB:0000049115","Collection","Oliveira, A.A. de","49115","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Pastório, FF",849,0,"Rei do Feijão.","2018-10-11T17:23:21.000+0000","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,"","","","","Leoberto Leal","Santa Catarina","brazil",549,"Leoberto Leal",4209805,-49.257122,-27.471866,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.449722,-49.23,"original coordinates","original coordinates OK"
