"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","otherCatalogNumbers","occurrenceRemarks","identifiedBy","continent","fieldNotes","individualCount","preparations","coordinateUncertaintyInMeters","references","nomenclaturalCode","institutionID","verbatimEventDate","georeferenceProtocol","endDayOfYear","county","startDayOfYear","identificationRemarks","collectionID","georeferenceSources","higherGeography","eventRemarks","higherClassification","habitat","rights","verbatimElevation","organismID","datasetID","accessRights","typeStatus","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Myrcia mutabilis",1901019630,-12.563333,-41.4,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:06.138+0000","2018-09-10T18:28:01.281+0000",124,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","none",480,0,"Bahia",2018,2,24,"2018-02-24T00:00:00","2018-09-06T20:10:47.000+0000","2018-12-09T13:08:43.727+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000242958","2855","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Lençóis","Mata de galeria depois do Rio Lençóis, depois do Serrano.","pt","HUEFS",1901019630,"BRA:UEFS:HUEFS:0000242958","Collection","Costa-Lima, J.L.","242958","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Lençóis","Bahia","brazil",3540,"Lençóis",2919306,-41.334774,-12.419573,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.563333,-41.4,"original coordinates","original coordinates OK"
"2","Myrcia mutabilis",1913950184,-18.239444,-43.588889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:30.988+0000","2018-10-02T15:37:31.017+0000",207,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","none",NA,NA,"Minas Gerais",2018,9,5,"2018-09-05T00:00:00","2018-09-27T15:01:21.994+0000","2018-12-10T13:39:19.591+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1398856","310","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Diamantina","Mendanha, área próxima ao Cruzeiro, campo rupestre.","","RB",1913950184,"urn:catalog:JBRJ:RB:1398856","PhysicalObject","T. Fernandes, J.E.Q. Faria & T.N.C. Vasconcelos","RB01398856","JBRJ","","RB 776009","Arbusto, 1,5 m. Folhas glabras, discolores, inflorescência verde, glabra. Material prensado em álcool.","T. Fernandes, J.E.Q. Faria & T.N.C. Vasconcelos","","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.239444,-43.588889,"original coordinates","original coordinates OK"
"3","Myrcia mutabilis",1913566269,-18.91228,-43.419236,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.805+0000","2018-09-24T16:33:41.095+0000",136,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","2016-01-01T00:00:00",719,0,"Minas Gerais",2016,1,13,"2016-01-13T00:00:00","2018-08-03T12:39:30.000+0000","2018-12-10T13:35:39.167+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000005367","1873","HDJF - Herbário Dendrológico Jeanine Felfili","Conceição do Mato Dentro","Cava Sul - Anglo American","pt","HDJF",1913566269,"BRA:UFVJM:HDJF:0000005367","Collection","Moreira, SN; Pereira, E","5367","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","","Arbusto 1.7m de altura. Fruto Amarelo avermelhao; Campo Rupestre Ferruginoso com predomínio de Vellozia ramozissima","Bunger, MO","SOUTH_AMERICA","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Conceição do Mato Dentro","Minas Gerais","brazil",2645,"Conceição do Mato Dentro",3117504,-43.504683,-18.942492,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.91228,-43.419236,"original coordinates","original coordinates OK"
"4","Myrcia mutabilis",1585334093,-18.126667,-43.379167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:04.430+0000","2018-09-24T19:58:45.599+0000",207,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","none",1060,NA,"Minas Gerais",2016,3,21,"2016-03-21T00:00:00","2018-06-19T09:55:52.707+0000","2018-12-07T01:15:09.902+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1337957","19204","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Diamantina","Cerrado, estrada do Rodrigues para Serraria. cerrado. Parque Estadual do Rio Preto","","RB",1585334093,"urn:catalog:JBRJ:RB:1337957","PhysicalObject","G.Martinelli; T.Lima, L.Moraes","RB01337957","JBRJ","","RB 735402","arbusto, 3m, heliófila; foljas verdes, discolores; flors com calice vinoso, corola e estames alvacentos; botões vinosos.","Marcos Eduardo Guerra Sobral","","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.126667,-43.379167,"original coordinates","original coordinates outside municipality original in diamantina falls in sao goncalo do rio preto"
"5","Myrcia mutabilis",1801097080,-18.909722,-43.423611,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.432+0000","2017-12-29T14:08:06.605+0000",136,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","2016-11-01T00:00:00",774,0,"Minas Gerais",2016,5,14,"2016-05-14T00:00:00","2017-12-15T12:55:34.000+0000","2018-12-08T01:46:24.234+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000004726","111","HDJF - Herbário Dendrológico Jeanine Felfili","Conceição do Mato Dentro","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.","pt","HDJF",1801097080,"BRA:UFVJM:HDJF:0000004726","Collection","Soares, CCC; Gomes, RR; Rabelo, LC; Pereira, TKR","4726","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","","Tronco retilíneo, base cilindrica, súber de tonalidade cinza. CAP 33,5 cm.; Floresta Estacional Semidecidual","Faria, JEQ","SOUTH_AMERICA","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Conceição do Mato Dentro","Minas Gerais","brazil",2645,"Conceição do Mato Dentro",3117504,-43.504683,-18.942492,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.909722,-43.423611,"original coordinates","original coordinates OK"
"6","Myrcia mutabilis",1801096846,-18.195278,-43.587778,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.341+0000","2017-12-29T14:08:06.404+0000",136,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","2016-09-01T00:00:00",1388,0,"Minas Gerais",2016,9,22,"2016-09-22T00:00:00","2017-12-15T12:55:34.000+0000","2018-12-08T01:46:24.103+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000004523","6577","HDJF - Herbário Dendrológico Jeanine Felfili","Diamantina","Alto da Jacuba, chácara dentro o Parque Estadual do Biribiri","pt","HDJF",1801096846,"BRA:UFVJM:HDJF:0000004523","Collection","Faria, JEQ","4523","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","","Arvoreta ca. 2,5 m de altura, botões florais castanhos e flores alvas; Ambiente arbustivo arbóreo","Faria, JEQ","SOUTH_AMERICA","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.195278,-43.587778,"original coordinates","original coordinates OK"
"7","Myrcia mutabilis",1427600795,-17.96,-43.788333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:36:08.737+0000","2018-09-24T19:58:13.085+0000",207,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","none",1240,NA,"Minas Gerais",2016,11,4,"2016-11-04T00:00:00","2018-06-19T10:33:51.748+0000","2018-12-09T23:27:22.958+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1219122","19748","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Diamantina","trilha ntre a Pedra Redonda e Serra do Galho. campos rupestres. Parque Nacional Sempre Vivas","","RB",1427600795,"urn:catalog:JBRJ:RB:1219122","PhysicalObject","G.Martinelli; T.Lima, D.Maurenza","RB01219122","JBRJ","","RB 674248","arbusto, 1,60m, saxícola, heliófila; folhas na face ventral verde, face dorsal ferrugínea; flores com calice ferrugíneo, corola alva, estames alvos; frutos imaturos de cor verde.","Marcos Eduardo Guerra Sobral","","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-17.96,-43.788333,"original coordinates","original coordinates OK"
"8","Myrcia mutabilis",1423895033,-21.966667,-43.898055,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:25.110+0000","2018-09-24T19:57:46.014+0000",207,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","none",1344,NA,"Minas Gerais",2015,9,30,"2015-09-30T00:00:00","2017-10-15T10:48:56.825+0000","2018-12-06T16:55:15.537+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1021525","1694","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio Preto","Vila do Funil. trilha para Buraco da Égua.","","RB",1423895033,"urn:catalog:JBRJ:RB:1021525","PhysicalObject","M.S.Wängler; M.F.Bocayuva-Cunha; T.Gomes-Veloso & C.A.Vieira","RB01021525","JBRJ","","RB 633537","Floresta Ombrófila Densa. Flores brancas, estames brancos; cálice, pedúnculo e face abaxial das folhas ferrugíneas.","DFLIMA","","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Rio Preto","Minas Gerais","brazil",1691,"Rio Preto",3155900,-43.879212,-22.04123,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.966667,-43.898055,"original coordinates","original coordinates outside municipality original in rio preto falls in olaria"
"9","Myrcia mutabilis",1213664370,-18.72,-43.3055,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:38.879+0000","2018-01-05T18:35:01.654+0000",114,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","2014-12-01T00:00:00",0,0,"Minas Gerais",2013,5,16,"2013-05-16T00:00:00","","2018-07-08T01:34:54.562+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000207939","s.n.","UB - Herbário da Universidade de Brasília","Diamantina","Distrito de Mendanha, próximo da Cachoeira Santa Polônia","pt","UB",1213664370,"BRA:UnB:UB:0000207939","Collection","Otoni, TJO; Santana, BDI; Pereira, IM","207939","UnB","Universidade de Brasília (UnB)","","Frutos com cheiro de Eucalipto; Cerrado","Faria, JEQ","SOUTH_AMERICA","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.72,-43.3055,"original coordinates","original coordinates outside municipality original in diamantina falls in alvorada de minas"
"10","Myrcia mutabilis",1094917395,-12.993333,-41.390278,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:50.299+0000","2018-09-10T18:27:33.710+0000",124,"none","PRESERVED_SPECIMEN",3174530,6,7707728,220,690,5014,7395601,3174530,3174530,"Myrcia mutabilis (O.Berg) N.Silveira","Myrcia mutabilis (O.Berg) N.Silveira","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia mutabilis","Myrcia","mutabilis","SPECIES","ACCEPTED","2018-01-01T00:00:00",975,0,"Bahia",2013,11,2,"2013-11-02T00:00:00","","2018-09-10T18:28:01.531+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000200809","12308","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Mucugê","Rio Paraguaçu, próximo AABB.","pt","HUEFS",1094917395,"BRA:UEFS:HUEFS:0000200809","Collection","Melo, E.","200809","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","Mata Ciliar e Cerrado adjacente ao Rio Paraguaçu.","A.Stadnik","","",NA,"",NA,"","","","","",NA,"",NA,"","","","","","","","","",NA,"","","","Mucugê","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.993333,-41.390278,"original coordinates","original coordinates OK"
