"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","modified","continent","locality","identifiedBy","elevation","elevationAccuracy","individualCount","preparations","otherCatalogNumbers","fieldNotes","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","startDayOfYear","verbatimElevation","collectionID","coordinateUncertaintyInMeters","identificationRemarks","georeferenceProtocol","georeferenceSources","identificationQualifier","higherGeography","eventRemarks","higherClassification","typeStatus","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Psidium schenckianum",1829088485,-11.600278,-39.27,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:03.362+0000","2018-09-25T14:54:00.037+0000",121,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","none","Bahia",2018,1,13,"2018-01-13T00:00:00","2018-09-25T14:54:00.055+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000018157","3235","HURB - Herbário do Recôncavo da Bahia","Conceição do Coité","pt","HURB",1829088485,"BRA:UFRB:HURB:0000018157","Collection","Costa, G.; Mendes, E.D.M.","18157","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arbusto","","","","",NA,NA,NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","Conceição do Coité","Bahia","brazil",3665,"Conceição do Coité",2908408,-39.266626,-11.522486,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.600278,-39.27,"original coordinates","original coordinates OK"
"2","Psidium schenckianum",1837392813,-12.7275,-39.569722,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:03.496+0000","2018-09-25T14:54:01.764+0000",121,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","none","Bahia",2018,2,15,"2018-02-15T00:00:00","2018-12-08T03:39:48.972+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000018295","3288","HURB - Herbário do Recôncavo da Bahia","Santa Terezinha","pt","HURB",1837392813,"BRA:UFRB:HURB:0000018295","Collection","Costa, G.; Correia, F.; Fonseca, G.V. & Silva, L.V.P.","18295","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arbusto","2018-09-12T14:30:41.000+0000","","","",NA,NA,NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","Santa Terezinha","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.7275,-39.569722,"original coordinates","original coordinates outside municipality original in santa terezinha falls in santa teresinha"
"3","Psidium schenckianum",1913591582,-10.5733,-37.0976,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:05.299+0000","2018-09-24T19:50:19.146+0000",132,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","2018-07-25T00:00:00","Sergipe",2018,3,22,"2018-03-22T00:00:00","2018-12-10T13:35:52.391+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000039916","32","ASE - Herbário da Universidade Federal de Sergipe","Siriri","pt","ASE",1913591582,"BRA:UFS:ASE:0000039916","Collection","Dantas, FS; Ibrahim, M; Coutinho, K","39916","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Arbusto, 2m. Folhas verdes, membranáceas. Botões verdes.; Mata Atlântica","2018-08-31T18:28:55.000+0000","SOUTH_AMERICA","Estrada de terra às margens da mata.","Dantas, FS",NA,NA,NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","Siriri","Sergipe","brazil",3816,"Siriri",2807204,-37.125769,-10.575071,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.5733,-37.0976,"original coordinates","original coordinates OK"
"4","Psidium schenckianum",1699901581,-8.81,-36.406111,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.359+0000","2018-09-10T18:27:51.835+0000",124,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","2017-11-01T00:00:00","Pernambuco",2017,3,22,"2017-03-22T00:00:00","2018-12-05T23:54:03.858+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000233487","534","HUEFS - Herbario da Universidade Estadual de Feira de Santana","São João","pt","HUEFS",1699901581,"BRA:UEFS:HUEFS:0000233487","Collection","Moonlight, P.W.","233487","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga with canopy ca. 3.5m high with abundant arboreal cacti. Abundant shrubs (mainly Mimosa spp.), mostly branching from the base. Heavily grazed (cows and horses) with little to no ground cover. Signs of possible felling. Sand over sandstone substate","2018-09-06T20:11:13.000+0000","","Nordeste Project Supersite 3.","P.W.Moonlight",680,0,NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","São João","Pernambuco","brazil",4117,"São João",2613206,-36.377658,-8.880145,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.81,-36.406111,"original coordinates","original coordinates OK"
"5","Psidium schenckianum",1913583712,-15.345,-42.503888,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:44.112+0000","2018-11-23T18:21:44.258+0000",123,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","none","Minas Gerais",2017,3,21,"2017-03-21T00:00:00","2018-12-10T13:35:48.599+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000103693","6745","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","SANTO ANTÔNIO DO RETIRO","pt","CEN",1913583712,"BRA:Cenargen:CEN:0000103693","Collection","Anderson Cássio Sevilha","103693","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Projeto Bem Diverso.","2018-10-26T13:59:51.000+0000","","Sítio 16. Ponto 1.","J. E. Q. Faria Júnior",881,0,4,"Exsicatas","","","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","SANTO ANTÔNIO DO RETIRO","Minas Gerais","brazil",3175,"Santo Antônio do Retiro",3160454,-42.661615,-15.288357,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-15.345,-42.503888,"original coordinates","original coordinates outside municipality original in santo antonio do retiro falls in montezuma"
"6","Psidium schenckianum",1902144012,-8.28,-36.18,"gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:29.457+0000","2018-09-24T19:59:09.664+0000",207,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","2017-05-15T00:00:00","Pernambuco",2017,4,24,"2017-04-24T00:00:00","2018-12-06T11:56:04.370+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1396996","342","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Pernambuco","","RB",1902144012,"urn:catalog:JBRJ:RB:1396996","PhysicalObject","I. S. Nascimento","RB01396996","JBRJ","","Flor verde","","","São Caetano. Conglomerado do Inventário Florestal Nacional PE_124, 2-10-1RN","M. A. Oliveira",NA,NA,NA,"","RB 774270","Solo compactado. Relevo ondulado","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","Pernambuco","Pernambuco","brazil",NA,"",NA,NA,NA,"","","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.28,-36.18,"original coordinates","original coordinates outside municipality original in pernambuco falls in sao caitano"
"7","Psidium schenckianum",1587321760,-12.945278,-39.545556,"gass84,iddatunl","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:01.257+0000","2018-08-03T12:12:43.632+0000",121,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","2018-03-01T00:00:00","Bahia",2017,6,20,"2017-06-20T00:00:00","2018-08-03T12:12:47.907+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000015529","2527","HURB - Herbário do Recôncavo da Bahia","Elisio Medrado","pt","HURB",1587321760,"BRA:UFRB:HURB:0000015529","Collection","Costa, G.; Alves,T.; Vieira, G. & Souza, J.","15529","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arbusto","","","Lajedo da Igreja;","G.Costa",NA,NA,NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","Elisio Medrado","Bahia","brazil",3466,"Elísio Medrado",2910305,-39.534903,-12.931389,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.945278,-39.545556,"original coordinates","original coordinates OK"
"8","Psidium schenckianum",1802516767,-12.945278,-39.545556,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:56.123+0000","2018-12-03T16:15:48.792+0000",122,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","2018-04-16T00:00:00","Bahia",2017,6,20,"2017-06-20T00:00:00","2018-12-08T03:53:09.273+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000129673","2549","ALCB - Herbário Alexandre Leal Costa","Elísio Medrado","pt","ALCB",1802516767,"BRA:UFBA:ALCB:0000129673","Collection","Costa, G; Alves, T; Vieira, G; Souza, J","129673","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Frutos verdes.; Afloramento rochoso.","2018-08-28T19:14:28.000+0000","SOUTH_AMERICA","Lajedo da Igreja.","Stadnik, A",NA,NA,NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","Elísio Medrado","Bahia","brazil",3466,"Elísio Medrado",2910305,-39.534903,-12.931389,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.945278,-39.545556,"original coordinates","original coordinates OK"
"9","Psidium schenckianum",1587321812,-12.944722,-39.546389,"gass84,iddatunl","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:01.288+0000","2018-08-03T12:12:43.733+0000",121,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","2018-03-01T00:00:00","Bahia",2017,6,20,"2017-06-20T00:00:00","2018-08-03T12:12:48.090+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000015581","2578","HURB - Herbário do Recôncavo da Bahia","Elisio Medrado","pt","HURB",1587321812,"BRA:UFRB:HURB:0000015581","Collection","Costa, G.; Alves,T.; Vieira, G. & Souza, J.","15581","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","","","","Barro Preto/Bilandia;","G.Costa",NA,NA,NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","Elisio Medrado","Bahia","brazil",3466,"Elísio Medrado",2910305,-39.534903,-12.931389,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.944722,-39.546389,"original coordinates","original coordinates OK"
"10","Psidium schenckianum",1699426000,-12.683333,-41.166667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.119+0000","2018-12-03T16:16:31.428+0000",122,"none","PRESERVED_SPECIMEN",5420373,6,7707728,220,690,5014,3187232,5420373,5420373,"Psidium schenckianum Kiaersk.","Psidium schenckianum Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Psidium","Psidium schenckianum","Psidium","schenckianum","SPECIES","ACCEPTED","2017-07-01T00:00:00","Bahia",2017,6,16,"2017-06-16T00:00:00","2018-12-05T23:49:33.722+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000127967","25649","ALCB - Herbário Alexandre Leal Costa","Wagner","pt","ALCB",1699426000,"BRA:UFBA:ALCB:0000127967","Collection","Guedes, ML; Xavier, BIA; Amaral, ECA do; Santos, JJ dos; et al.","127967","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de ca 2 m de altura, ramos jovens achatados, puberulentos, com tricomas ferrugíneos, lâmina foliar pequena, discolores, glabra, cálice cristado, hipanto prolongado acima do ovário, fruto com duas a três sementes.","2018-08-28T19:14:28.000+0000","SOUTH_AMERICA","Chapada Diamantina, Mata do CETEP.","Guedes, ML; Stadnik, A",NA,NA,NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","","","","",NA,"","","Wagner","Bahia","brazil",3562,"Wagner",2933406,-41.164712,-12.235036,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.683333,-41.166667,"original coordinates","original coordinates outside municipality original in wagner falls in andarai"
