"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","modified","individualCount","preparations","otherCatalogNumbers","fieldNotes","identificationQualifier","habitat","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","nomenclaturalStatus","nomenclaturalCode","taxonID","bibliographicCitation","collectionID","references","institutionID","verbatimEventDate","endDayOfYear","county","startDayOfYear","verbatimElevation","infraspecificEpithet","identificationRemarks","fieldNumber","coordinateUncertaintyInMeters","georeferenceSources","verbatimTaxonRank","verbatimLocality","typeStatus","organismID","datasetID","accessRights","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Eugenia modesta",1829083465,-19.840556,-43.519167,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:46.933+0000","2018-03-06T11:57:34.431+0000",121,"none","PRESERVED_SPECIMEN",7485851,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia bella Cambess.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","bella","SPECIES","SYNONYM","none",1171,0,"SOUTH_AMERICA","Minas Gerais",2017,4,5,"2017-04-05T00:00:00","2018-07-07T03:32:40.579+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000188616","103","BHCB - Herbário da Universidade Federal de Minas Gerais","Barão de Cocais","Fazenda Sapatinho","pt","BHCB",1829083465,"BRA:UFMG:BHCB:0000188616","Collection","Pereira, AFS; Souza, JAM; Silva, E","188616","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","",NA,"","","","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"Barão de Cocais","Minas Gerais","brazil",2452,"Barão de Cocais",3105400,-43.496196,-19.892185,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.840556,-43.519167,"original coordinates","original coordinates OK"
"2","Eugenia modesta",1835181344,-15.72,-48.939444,"gass84,iddatunl","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:08.782+0000","2018-09-10T18:28:52.673+0000",135,"none","PRESERVED_SPECIMEN",5416622,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia modesta DC.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","modesta","SPECIES","ACCEPTED","2018-06-01T00:00:00",1110,0,"SOUTH_AMERICA","Goiás",2017,10,3,"2017-10-03T00:00:00","2018-09-10T18:28:52.755+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000033225","1954","HEPH - Herbário Ezechias Paulo Heringer","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji","pt","HEPH",1835181344,"BRA:JBB:HEPH:0000033225","Collection","Rosa, PO; Soares, ACA; Tinti, BV; Santos, D","33225","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)","Subarbusto ca. 0,6m, cálice vinho, corola alva e botões florais verdes; Campo rupestre. Área queimada há 3 semanas","Faria, JEQ","",NA,"","","","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"Pirenópolis","Goiás","brazil",3099,"Pirenópolis",5217302,-49.011284,-15.808451,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-15.72,-48.939444,"original coordinates","original coordinates OK"
"3","Eugenia modesta",1801096334,-18.939167,-43.411944,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:02.983+0000","2017-12-29T14:08:05.844+0000",136,"none","PRESERVED_SPECIMEN",5416622,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia modesta DC.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","modesta","SPECIES","ACCEPTED","2016-06-01T00:00:00",906,0,"SOUTH_AMERICA","Minas Gerais",2016,6,28,"2016-06-28T00:00:00","2018-12-08T01:46:23.867+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000004008","6046","HDJF - Herbário Dendrológico Jeanine Felfili","Conceição do Mato Dentro","Gondó, Fazenda Água Limpa, propriedade da Anglo American","pt","HDJF",1801096334,"BRA:UFVJM:HDJF:0000004008","Collection","Faria, JEQ; Batista, DS; Takahashi, RS","4008","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Arvoreta ca. 2,3 m de altura, botões florais verdes; Campo rupestre ferruginoso","Faria, JEQ","2017-12-15T12:55:31.000+0000",NA,"","","","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"Conceição do Mato Dentro","Minas Gerais","brazil",2645,"Conceição do Mato Dentro",3117504,-43.504683,-18.942492,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.939167,-43.411944,"original coordinates","original coordinates OK"
"4","Eugenia modesta",1913582710,-16.410833,-42.448333,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:43.363+0000","2018-11-23T18:21:43.411+0000",123,"none","PRESERVED_SPECIMEN",5416622,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia modesta DC.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","modesta","SPECIES","ACCEPTED","none",756,0,"","Minas Gerais",2016,12,1,"2016-12-01T00:00:00","2018-12-10T13:35:48.156+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000102748","5986","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","RUBELITA","Sítio 3 - Ponto 2.","pt","CEN",1913582710,"BRA:Cenargen:CEN:0000102748","Collection","Anderson Cássio Sevilha","102748","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Botão floral esverdeado. Projeto Bem Diverso.","J. E. Q. Faria Júnior","2018-10-26T13:59:19.000+0000",4,"Exsicatas","","","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"RUBELITA","Minas Gerais","brazil",3011,"Rubelita",3156502,-42.234507,-16.368376,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-16.410833,-42.448333,"original coordinates","original coordinates OK"
"5","Eugenia modesta",1291012905,-20.163889,-43.408611,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:45.376+0000","2018-03-06T11:57:32.779+0000",121,"none","PRESERVED_SPECIMEN",5416622,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia modesta DC.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","modesta","SPECIES","ACCEPTED","2016-06-08T00:00:00",872,0,"SOUTH_AMERICA","Minas Gerais",2015,11,22,"2015-11-22T00:00:00","2018-12-09T19:42:12.195+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000180802","3576","BHCB - Herbário da Universidade Federal de Minas Gerais","Catas Altas","Chapada de Canga","pt","BHCB",1291012905,"BRA:UFMG:BHCB:0000180802","Collection","Mota, RC da","180802","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","2018-02-19T21:55:36.000+0000",NA,"","","","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"Catas Altas","Minas Gerais","brazil",2396,"Catas Altas",3115359,-43.408175,-20.07551,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.163889,-43.408611,"original coordinates","original coordinates outside municipality original in catas altas falls in mariana"
"6","Eugenia modesta",1423906851,-12.495555,-41.315278,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:51.841+0000","2018-09-24T19:57:52.020+0000",207,"none","PRESERVED_SPECIMEN",5416622,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia modesta DC.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","modesta","SPECIES","ACCEPTED","none",455,NA,"","Bahia",2014,10,26,"2014-10-26T00:00:00","2018-12-06T16:55:23.330+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1110975","4176","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Lençóis","Margem da rodovia entre Lençóis e Itaberaba. próximo a Lençóis.","","RB",1423906851,"urn:catalog:JBRJ:RB:1110975","PhysicalObject","J.E.Q. Faria; T.N.C. Vasconcelos; E.J. Lucas.","RB01110975","JBRJ","","Arbusto a ca. de 3 m de lt. Caule liso castanho, botões verdes e frutos velho.","J.E.Q. Faria","2017-10-15T11:11:21.979+0000",NA,"","RB 646351","Cerrado Antropizado","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"Lençóis","Bahia","brazil",3540,"Lençóis",2919306,-41.334774,-12.419573,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.495555,-41.315278,"original coordinates","original coordinates OK"
"7","Eugenia modesta",1587292293,-19.376656,-43.281019,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:46.284+0000","2018-02-15T05:17:53.085+0000",121,"none","PRESERVED_SPECIMEN",5416622,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia modesta DC.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","modesta","SPECIES","ACCEPTED","none",0,0,"SOUTH_AMERICA","Minas Gerais",2014,10,31,"2014-10-31T00:00:00","2018-07-07T03:32:40.658+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000186077","457","BHCB - Herbário da Universidade Federal de Minas Gerais","Itambé do Mato Dentro","","pt","BHCB",1587292293,"BRA:UFMG:BHCB:0000186077","Collection","Gontijo, FD","186077","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","",NA,"","","","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"Itambé do Mato Dentro","Minas Gerais","brazil",2561,"Itambé do Mato Dentro",3132800,-43.351088,-19.397162,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.376656,-43.281019,"original coordinates","original coordinates OK"
"8","Eugenia modesta",1587292246,-19.322831,-43.294178,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:46.309+0000","2018-02-15T05:17:53.273+0000",121,"none","PRESERVED_SPECIMEN",5416622,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia modesta DC.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","modesta","SPECIES","ACCEPTED","2015-05-18T00:00:00",0,0,"SOUTH_AMERICA","Minas Gerais",2014,11,4,"2014-11-04T00:00:00","2018-07-07T03:32:40.625+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000186096","476","BHCB - Herbário da Universidade Federal de Minas Gerais","São Sebastião do Rio Preto","","pt","BHCB",1587292246,"BRA:UFMG:BHCB:0000186096","Collection","Gontijo, FD","186096","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","",NA,"","","","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"São Sebastião do Rio Preto","Minas Gerais","brazil",2579,"São Sebastião do Rio Preto",3164803,-43.219946,-19.300951,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.322831,-43.294178,"original coordinates","original coordinates OK"
"9","Eugenia modesta",1094917408,-12.993333,-41.390278,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:50.313+0000","2018-09-10T18:27:33.731+0000",124,"none","PRESERVED_SPECIMEN",5416622,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia modesta DC.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","modesta","SPECIES","ACCEPTED","2018-01-01T00:00:00",975,0,"","Bahia",2013,11,2,"2013-11-02T00:00:00","2018-09-10T18:28:01.536+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000200815","12314","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Mucugê","Rio Paraguaçu, próximo AABB.","pt","HUEFS",1094917408,"BRA:UEFS:HUEFS:0000200815","Collection","Melo, E.","200815","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata Ciliar e Cerrado adjacente ao Rio Paraguaçu.","A.Stadnik","",NA,"","","","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"Mucugê","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.993333,-41.390278,"original coordinates","original coordinates OK"
"10","Eugenia modesta",1587291864,-19.105442,-43.332753,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:46.180+0000","2018-02-15T05:17:53.045+0000",121,"none","PRESERVED_SPECIMEN",5416622,6,7707728,220,690,5014,3177662,5416622,5416622,"Eugenia modesta DC.","Eugenia modesta DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia modesta","Eugenia","modesta","SPECIES","ACCEPTED","2015-05-18T00:00:00",0,0,"SOUTH_AMERICA","Minas Gerais",2013,12,3,"2013-12-03T00:00:00","2018-07-07T03:32:40.617+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000185625","5531","BHCB - Herbário da Universidade Federal de Minas Gerais","Conceição do Mato Dentro","","pt","BHCB",1587291864,"BRA:UFMG:BHCB:0000185625","Collection","Tameirão Neto, E; Vidal, CV","185625","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","",NA,"","","","","","","","","","","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","",NA,"","",NA,"Conceição do Mato Dentro","Minas Gerais","brazil",2645,"Conceição do Mato Dentro",3117504,-43.504683,-18.942492,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.105442,-43.332753,"original coordinates","original coordinates OK"
