"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","elevationAccuracy","language","ownerInstitutionCode","fieldNotes","references","created","associatedSequences","taxonID","higherClassification","continent","habitat","institutionID","county","preparations","identificationRemarks","verbatimElevation","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","individualCount","nomenclaturalStatus","fieldNumber","bibliographicCitation","coordinateUncertaintyInMeters","georeferencedDate","georeferenceProtocol","georeferenceSources","verbatimLocality","higherGeography","organismID","datasetID","accessRights","eventRemarks","identificationQualifier","typifiedName","typeStatus","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Eugenia neoglomerata",1423908824,-22.956389,-43.285278,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:55.474+0000","2018-09-24T19:57:52.928+0000",207,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","none",465,"Rio de Janeiro",2016,3,2,"2016-03-02T00:00:00","2017-10-15T11:15:39.147+0000","2018-12-06T16:55:24.959+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1119269","513","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio de Janeiro","Trilha Cova da Onça. Parque Nacional da Tijuca","RB",1423908824,"urn:catalog:JBRJ:RB:1119269","PhysicalObject","C. Baez; Thalis Lima e Patrícia da Rosa","RB01119269","RB 648266","JBRJ","Terrícola, semi-heliófila. Pecíolo verde, folhas glabras discolores. Cálice, corola, gineceu e filetes alvos. Anteras castanhas. Caulifloria.","Marcelo da Costa Souza",NA,"","","","","","",NA,"","","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","Rio de Janeiro","Rio de Janeiro","brazil",1360,"Rio de Janeiro",3304557,-43.45231,-22.924471,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.956389,-43.285278,"original coordinates","original coordinates OK"
"2","Eugenia neoglomerata",1087386997,-23.6425,-46.615,"gass84","17efa320-7312-4b55-bf0a-a4cfc4613169","2437c128-bf8c-4f53-b668-da95fb2e40b7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:43.604+0000","2018-09-25T13:57:08.384+0000",120,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","none",826,"São Paulo",2013,9,25,"2013-09-25T00:00:00","2018-09-10T11:17:42.000+0000","2018-12-08T13:04:29.416+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","BRA:IBt:SP:0000454686","165","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","São Paulo","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 8, espécime nº 337","SP",1087386997,"BRA:IBt:SP:0000454686","Collection","Kondrat, H","454686","","Instituto de Botânica, IBT","","Kondrat, H",0,"pt","Instituto de Botânica, IBT","","","","",NA,"","","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","São Paulo","São Paulo","brazil",1130,"São Paulo",3550308,-46.647014,-23.64989,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.6425,-46.615,"original coordinates","original coordinates OK"
"3","Eugenia neoglomerata",1424512858,-24,-47,"gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:10.621+0000","2018-09-24T20:04:19.759+0000",207,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","none",600,"São Paulo",2012,1,3,"2012-01-03T00:00:00","2017-10-14T08:23:08.278+0000","2018-12-06T17:01:08.971+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:981876","36151","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Miracatu","Serra do Cafezal. Área da futura duplicação da BR-116 (km 352).","RB",1424512858,"urn:catalog:JBRJ:RB:981876","PhysicalObject","V.C. Souza; et al","RB00981876","RB 627640","JBRJ","Árvore, 8,5m alt.; frutos imaturos verdes. 1B-24","V.C. Souza",NA,"","","Floresta ombrófila densa","","","",NA,"","","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","Miracatu","São Paulo","brazil",1019,"Miracatu",3529906,-47.394869,-24.194935,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24,-47,"original coordinates","original coordinates outside municipality original in miracatu falls in juquitiba"
"4","Eugenia neoglomerata",1944270516,-24.18,-47.92,"cudc,gass84","ad43e954-dd79-4986-ae34-9ccdbd8bf568","ada9d123-ddb4-467d-8891-806ea8d94230","none","9e4f3516-2b98-4700-a39a-3f109252508c","GB","DWC_ARCHIVE","2018-12-11T20:39:08.114+0000","2018-11-19T17:31:48.926+0000",95,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","none",400,"",2012,6,1,"2012-06-01T00:00:00","2018-10-04T00:00:00.000+0000","2018-11-19T17:37:29.830+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","MG718653","","","","Brazil:Parcela permanente 10.24ha, Parque Estadual Carlos Botelho, Sete Barras county, Sao Paulo State","",1944270516,"MG718653","","R.A.F. Lima",NA,"","","","",NA,"","","","http://www.ebi.ac.uk/ena/data/view/MG718653","2018-10-04","MG718653",1453381,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Myrtales;Myrtaceae;Myrtoideae;Myrteae;Eugenia group;Eugenia","","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","","brazil",NA,"",NA,NA,NA,"","","",NA,NA,NA,"",-24.18,-47.92,"original coordinates","original coordinates outside municipality original in  falls in sete barras"
"5","Eugenia neoglomerata",1077413905,-26.100278,-48.960556,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:14.060+0000","2018-10-24T15:38:10.960+0000",121,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","1905-07-02T00:00:00",800,"Santa Catarina",2010,11,24,"2010-11-24T00:00:00","2018-10-11T17:23:22.000+0000","2018-12-06T14:18:02.153+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000034838","6237","FURB - Herbário Dr. Roberto Miguel Klein","Garuva","Estrada Bonita (Serra do Quiriri).","FURB",1077413905,"BRA:FURB:FURB:0000034838","Collection","Korte, A.","34838","","Universidade Regional de Blumenau, FURB","Voucher estéril IFFSC 1066 (Fitossociologia)","Oliveira, AA de",0,"pt","Universidade Regional de Blumenau, FURB","","","","",NA,"","","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","Garuva","Santa Catarina","brazil",815,"Garuva",4205803,-48.868811,-26.057411,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.100278,-48.960556,"original coordinates","original coordinates OK"
"6","Eugenia neoglomerata",1086909286,-23.975556,-47.090278,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:55.681+0000","2018-11-24T08:56:55.714+0000",126,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","2011-04-15T00:00:00",700,"São Paulo",2008,4,18,"2008-04-18T00:00:00","2018-11-05T15:57:38.000+0000","2018-12-08T13:01:16.832+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000040692","701","SPSF - Herbário Dom Bento José Pickel","Juquitiba","Fazenda do Sr. Wilson","SPSF",1086909286,"BRA:IF:SPSF:0000040692","Collection","R.T.Polisel","40692","","IF","COLETA: Árvore de 8m. Frutos imaturos verdes.; GEOGRAFIA: Estrada da Palestina( BR 116, Km 330), km 4, no topo de morro, área de vegetação conservada.;","F.F.Mazine",0,"pt","Instituto Florestal, IF","","","","",NA,"","SOUTH_AMERICA","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","Juquitiba","São Paulo","brazil",1055,"Juquitiba",3526209,-47.024742,-23.955226,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.975556,-47.090278,"original coordinates","original coordinates OK"
"7","Eugenia neoglomerata",1090518093,-22.466667,-44.75,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:38.223+0000","2018-11-24T12:34:38.230+0000",122,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","none",NA,"Rio de Janeiro",2008,12,9,"2008-12-09T00:00:00","2018-11-14T18:12:38.000+0000","2018-12-08T04:43:01.121+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000132407","3089","CEPEC - Herbário do Centro de Pesquisas do Cacau","ITATIAIA","Parque Nacional de Itatiaia. Trilha do Hotel Simon para os Três Picos.","CEPEC",1090518093,"BRA:CEPLAC:CEPEC:0000132407","Collection","J. M. A. Braga","132407","30/12/2004","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","M. Sobral",NA,"pt","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","","","",NA,"","","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","ITATIAIA","Rio de Janeiro","brazil",1561,"Itatiaia",3302254,-44.580977,-22.439525,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.466667,-44.75,"original coordinates","original coordinates outside municipality original in itatiaia falls in queluz"
"8","Eugenia neoglomerata",1213658586,-24.885278,-47.931944,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:35.219+0000","2018-01-05T18:34:59.120+0000",114,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","none",9999,"São Paulo",2007,NA,NA,"2007-01-01T00:00:00","","2018-07-08T01:33:21.275+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000202129","430","UB - Herbário da Universidade de Brasília","Cananéia","Km 31 da rodovia SP-226, Fazenda Folha Larga","UB",1213658586,"BRA:UnB:UB:0000202129","Collection","Urbanetz, C","202129","","UnB","Árvore de 16 m; Floresta Ombrófila Densa","Sobral, M",0,"pt","Universidade de Brasília (UnB)","","","","",NA,"","SOUTH_AMERICA","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","Cananéia","São Paulo","brazil",925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.885278,-47.931944,"original coordinates","original coordinates OK"
"9","Eugenia neoglomerata",1213658604,-24.885278,-47.931944,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:35.210+0000","2018-01-05T18:34:59.104+0000",114,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","none",9999,"São Paulo",2006,7,25,"2006-07-25T00:00:00","","2018-07-08T01:33:21.275+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000202126","432","UB - Herbário da Universidade de Brasília","Cananéia","Km 31 da rodovia SP-226, Fazenda Folha Larga","UB",1213658604,"BRA:UnB:UB:0000202126","Collection","Urbanetz, C","202126","","UnB","Árvore de 5 m de altura; Floresta Ombrófila Densa","Sobral, M",0,"pt","Universidade de Brasília (UnB)","","","","",NA,"","SOUTH_AMERICA","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","Cananéia","São Paulo","brazil",925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.885278,-47.931944,"original coordinates","original coordinates OK"
"10","Eugenia neoglomerata",1089090239,-24.5307,-47.5555,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:37.606+0000","2018-12-03T16:41:30.512+0000",122,"none","PRESERVED_SPECIMEN",5417972,6,7707728,220,690,5014,3177662,5417972,5417972,"Eugenia neoglomerata Sobral","Eugenia neoglomerata Sobral","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia neoglomerata","Eugenia","neoglomerata","SPECIES","ACCEPTED","none",NA,"São Paulo",2006,7,25,"2006-07-25T00:00:00","2018-11-21T16:35:19.000+0000","2018-12-08T04:38:14.410+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000149928","431","UEC - Herbário da Universidade Estadual de Campinas","Cananéia","Fazenda Folha Larga, km 31 da rodovia SP-226.","UEC",1089090239,"BRA:UNICAMP:UEC:0000149928","Collection","Urbanetz, C.","149928","","UNICAMP","ÁRvore de 10m de altura.; Floresta Ombrófila Densa","Sobral, M.",NA,"pt","Universidade Estadual de Campinas, UNICAMP","","","","",NA,"","","","","","","","","","",NA,NA,"",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","Cananéia","São Paulo","brazil",925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.5307,-47.5555,"original coordinates","original coordinates outside municipality original in cananeia falls in iguape"
