"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","fieldNotes","individualCount","habitat","georeferenceProtocol","eventRemarks","higherClassification","references","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","identificationRemarks","verbatimElevation","collectionID","higherGeography","fieldNumber","verbatimLocality","previousIdentifications","identificationQualifier","coordinateUncertaintyInMeters","georeferenceSources","georeferencedDate","organismID","datasetID","accessRights","typeStatus","typifiedName","infraspecificEpithet","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Myrcia hebepetala",1913577710,-23.0975,-48.896667,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.703+0000","2018-11-24T08:57:00.718+0000",126,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2018-02-09T00:00:00",777,0,"SOUTH_AMERICA","São Paulo",2018,1,18,"2018-01-18T00:00:00","2018-11-05T15:57:57.000+0000","2018-12-10T13:35:45.440+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000052611","96","SPSF - Herbário Dom Bento José Pickel","Avaré","Floresta Estadual de Avaré I","pt","SPSF",1913577710,"BRA:IF:SPSF:0000052611","Collection","Z. Valério & R. Cielo-Filho","52611","IF","Instituto Florestal, IF","COLETA: Árvore de 4m de altura. Flor em botão cor creme.; GEOGRAFIA: Próximo a Bica d'água.;","R. Cielo-Filho","","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"Avaré","São Paulo","brazil",1313,"Avaré",3504503,-48.893958,-23.074488,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.0975,-48.896667,"original coordinates","original coordinates OK"
"2","Myrcia hebepetala",1902144137,-27.993889,-49.161111,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:29.568+0000","2018-09-24T19:59:09.751+0000",207,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2018-07-21T00:00:00",NA,NA,"","Santa Catarina",2018,7,14,"2018-07-14T00:00:00","2018-08-30T16:26:47.513+0000","2018-12-06T11:56:04.497+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1397180","504","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Santa Rosa de Lima","Rio do Meio. Propriedade de Adir Külkamp. Beira de mata.","","RB",1902144137,"urn:catalog:JBRJ:RB:1397180","PhysicalObject","J.Külkamp","RB01397180","JBRJ","","","T.Fernandes","RB 774410","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"Santa Rosa de Lima","Santa Catarina","brazil",422,"Santa Rosa de Lima",4215604,-49.183032,-28.011515,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.993889,-49.161111,"original coordinates","original coordinates OK"
"3","Myrcia hebepetala",1931777295,-25.92075,-51.85975,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:19.067+0000","2018-11-24T12:32:19.089+0000",118,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2018-10-03T00:00:00",1046,0,"","Paraná",2018,9,13,"2018-09-13T00:00:00","2018-10-30T18:01:42.000+0000","2018-12-07T06:15:02.983+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000026463","8509","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Reserva do Iguaçu","Estação Ecológica Municipal Francisco","pt","HCF",1931777295,"BRA:UTFPR:HCF:0000026463","Collection","M.G. Caxambu","26463","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","arvoreta ca. 5 m. Frutos imaturos variando do verde ao amarelo e os maduros do vermelho ao roxo. Ocasional.","M.G. Caxambu","","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"Reserva do Iguaçu","Paraná","brazil",835,"Reserva do Iguaçu",4121752,-51.963641,-25.867697,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.92075,-51.85975,"original coordinates","original coordinates OK"
"4","Myrcia hebepetala",1801099472,-26.296111,-49.389722,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:27.502+0000","2018-10-24T15:38:19.092+0000",121,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2017-01-21T00:00:00",850,0,"","Santa Catarina",2017,1,21,"2017-01-21T00:00:00","2018-10-11T17:23:37.000+0000","2018-12-08T01:46:26.443+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000055727","2193","FURB - Herbário Dr. Roberto Miguel Klein","São Bento do Sul","Serra Alta. Atrás da Implantec.","pt","FURB",1801099472,"BRA:FURB:FURB:0000055727","Collection","Schwirkowski, P.","55727","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Flores brancas","Schwirkowski, P.","","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"São Bento do Sul","Santa Catarina","brazil",787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.296111,-49.389722,"original coordinates","original coordinates OK"
"5","Myrcia hebepetala",1587298408,-26.957222,-49.087222,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.477+0000","2018-10-24T15:38:18.475+0000",121,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2017-07-11T00:00:00",100,0,"","Santa Catarina",2017,4,21,"2017-04-21T00:00:00","","2018-10-24T15:38:59.744+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000054332","26","FURB - Herbário Dr. Roberto Miguel Klein","Blumenau","Rua Antônio Zendrom. Beira do caminho do fragmento.","pt","FURB",1587298408,"BRA:FURB:FURB:0000054332","Collection","Gebien, W.","54332","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Gebien, W.","","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"Blumenau","Santa Catarina","brazil",690,"Blumenau",4202404,-49.097426,-26.884746,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.957222,-49.087222,"original coordinates","original coordinates OK"
"6","Myrcia hebepetala",1570750546,-27.050278,-49.366667,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.242+0000","2018-10-24T15:38:18.568+0000",121,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2017-05-31T00:00:00",171,0,"","Santa Catarina",2017,5,1,"2017-05-01T00:00:00","2018-10-11T17:23:37.000+0000","2018-12-08T17:16:16.722+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000054065","6398","FURB - Herbário Dr. Roberto Miguel Klein","Apiúna","Morro Dom Bosco.","pt","FURB",1570750546,"BRA:FURB:FURB:0000054065","Collection","Funez, L.A.","54065","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Frutos roxos","Funez, L.A.","","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"Apiúna","Santa Catarina","brazil",636,"Apiúna",4201257,-49.364272,-27.12418,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.050278,-49.366667,"original coordinates","original coordinates OK"
"7","Myrcia hebepetala",1853943163,-19.003333,-43.392778,"gass84,iddatunl","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:47.114+0000","2018-07-04T12:04:35.112+0000",121,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2017-08-01T00:00:00",864,0,"SOUTH_AMERICA","Minas Gerais",2017,8,8,"2017-08-08T00:00:00","","2018-07-07T02:10:59.008+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000189727","624","BHCB - Herbário da Universidade Federal de Minas Gerais","Mariana","Fazenda Itacolomy","pt","BHCB",1853943163,"BRA:UFMG:BHCB:0000189727","Collection","Quaresma, AS; Brina, AE; Oliveira, CT","189727","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"Mariana","Minas Gerais","brazil",2315,"Mariana",3140001,-43.332093,-20.329725,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.003333,-43.392778,"original coordinates","original coordinates outside municipality original in mariana falls in conceicao do mato dentro"
"8","Myrcia hebepetala",1944963769,-23.543278,-47.20775,"gass84,iddatunl","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:54.800+0000","2018-11-24T12:30:54.827+0000",126,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2016-01-01T00:00:00",830,0,"","São Paulo",2016,1,20,"2016-01-20T00:00:00","","2018-11-24T12:30:54.847+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000224095","942","SPF - Herbário da Universidade de São Paulo","Mairinque","Chácara localizada após aproximadamente 3 km em estrada viscinal, partindo de entrada no km 72 da rodovia Raposo Tavares.","pt","SPF",1944963769,"BRA:USP:SPF:0000224095","Collection","Antar, GM","224095","USP","Universidade de São Paulo, USP","Árvore ca. 6 m alt. Folhas discolores, com a face abaxial mais clara. Botões florais verdes.","Santos, MF","","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"Mairinque","São Paulo","brazil",1176,"Mairinque",3528403,-47.229252,-23.507841,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.543278,-47.20775,"original coordinates","original coordinates OK"
"9","Myrcia hebepetala",1570743904,-23.078611,-46.871944,"gass84","1064b787-c882-493e-b17d-4ffba363b776","c47cd3b0-2178-4a4b-87a6-740b482970a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:20:31.831+0000","2018-06-04T12:02:27.424+0000",129,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2015-02-25T00:00:00",NA,NA,"","São Paulo",2015,2,25,"2015-02-25T00:00:00","2018-05-22T12:54:19.000+0000","2018-12-08T17:16:12.876+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IAC - Herbário do Instituto Agronômico de Campinas","BRA:IAC:IAC:0000056117","238","IAC - Herbário do Instituto Agronômico de Campinas","Louveira","Fragmento A","pt","IAC",1570743904,"BRA:IAC:IAC:0000056117","Collection","C.F. Nardin; J.F. Benedito & L.C. Bernacci","56117","IAC","Instituto Agronômico de Campinas, IAC","coordenadas originais: 23°04#?#43""S, 46°52#?#19""W","O.T. Aguiar","","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"Louveira","São Paulo","brazil",1310,"Louveira",3527306,-46.937132,-23.084175,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.078611,-46.871944,"original coordinates","original coordinates OK"
"10","Myrcia hebepetala",1077425824,-26.279444,-49.681389,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:21.378+0000","2018-10-24T15:38:15.979+0000",121,"none","PRESERVED_SPECIMEN",3174205,6,7707728,220,690,5014,7395601,3174205,3174205,"Myrcia hebepetala DC.","Myrcia hebepetala DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hebepetala","Myrcia","hebepetala","SPECIES","ACCEPTED","2015-03-24T00:00:00",903,0,"","Santa Catarina",2015,3,24,"2015-03-24T00:00:00","2018-10-11T17:23:37.000+0000","2018-12-06T14:18:07.740+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000046754","1380","FURB - Herbário Dr. Roberto Miguel Klein","Mafra","Rio da Areia de Baixo / Avencal Mato Preto.","pt","FURB",1077425824,"BRA:FURB:FURB:0000046754","Collection","Oliveira, A.A. de","46754","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Fito IFFSC 1019 /O/1","Oliveira, AA de","","",NA,"","","","","","","","",NA,"","",NA,"","","","",NA,"","","",NA,"","",NA,"","","","",NA,"Mafra","Santa Catarina","brazil",797,"Mafra",4210100,-49.88983,-26.20035,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.279444,-49.681389,"original coordinates","original coordinates OK"
