"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","continent","otherCatalogNumbers","fieldNotes","individualCount","nomenclaturalStatus","nomenclaturalCode","county","taxonID","bibliographicCitation","collectionID","references","institutionID","verbatimEventDate","endDayOfYear","preparations","startDayOfYear","identificationRemarks","verbatimElevation","habitat","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","datasetID","coordinateUncertaintyInMeters","georeferenceSources","identificationQualifier","georeferencedDate","depth","depthAccuracy","scientificNameID","dynamicProperties","fieldNumber","vernacularName","eventTime","acceptedNameUsage","verbatimCoordinateSystem","locationID","accessRights","identificationID","parentNameUsage","verbatimLocality","organismID","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Myrcia hartwegiana",1848112842,-23.0744,-44.9597,"gass84","1064b787-c882-493e-b17d-4ffba363b776","c47cd3b0-2178-4a4b-87a6-740b482970a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:20:30.600+0000","2018-06-04T12:02:26.757+0000",129,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","2017-02-17T00:00:00","São Paulo",2017,2,17,"2017-02-17T00:00:00","2018-05-22T12:54:19.000+0000","2018-12-08T15:07:36.990+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IAC - Herbário do Instituto Agronômico de Campinas","BRA:IAC:IAC:0000053995","52","IAC - Herbário do Instituto Agronômico de Campinas","Cunha","Parque Estadual da Serra do Mar","pt","IAC",1848112842,"BRA:IAC:IAC:0000053995","Collection","A.C.O. Souza & L.C. Bernacci","53995","IAC","Instituto Agronômico de Campinas, IAC","Parcela NUC 01. Indivíduo 2381. Corte raso, seguido de fogo e pastagem","A.C.O. Souza",NA,NA,"","","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"Cunha","São Paulo","brazil",1322,"Cunha",3513603,-44.939787,-23.050544,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.0744,-44.9597,"original coordinates","original coordinates OK"
"2","Myrcia hartwegiana",1848248907,-25.913333,-48.985278,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:41.755+0000","2018-06-04T19:36:12.026+0000",118,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","2016-02-25T00:00:00","Paraná",2016,2,6,"2016-02-06T00:00:00","2018-05-10T19:06:28.000+0000","2018-12-08T15:08:34.466+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000406209","82","MBM - Herbário do Museu Botânico Municipal","Tijucas do Sul","Serra do Araçatuba, Entre Confloresta e Moréia","pt","MBM",1848248907,"BRA:MBM:MBM:0000406209","Collection","Ferreira, PC; Ariati, V; Pfeffer, RA","406209","MBM","Museu Botânico Municipal de Curitiba, MBM","Arbusto, 2,00m; flores alvas.; Em afloramento rochoso.","Ferreira, PC",1490,0,"SOUTH_AMERICA","","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"Tijucas do Sul","Paraná","brazil",830,"Tijucas do Sul",4127601,-49.112272,-25.901697,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.913333,-48.985278,"original coordinates","original coordinates outside municipality original in tijucas do sul falls in guaratuba"
"3","Myrcia hartwegiana",1840911900,-26.284722,-49.221389,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:22.694+0000","2018-09-24T19:59:03.836+0000",207,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","none","Santa Catarina",2016,2,7,"2016-02-07T00:00:00","2018-06-18T15:42:27.523+0000","2018-12-08T19:50:28.559+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1385591","1560","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Bento do Sul","Minas de caulin. Minas de caulin.","","RB",1840911900,"urn:catalog:JBRJ:RB:1385591","PhysicalObject","Schwirkowski, P.","RB01385591","JBRJ","","","M.Sobral",NA,NA,"","RB 763180","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"São Bento do Sul","Santa Catarina","brazil",787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.284722,-49.221389,"original coordinates","original coordinates OK"
"4","Myrcia hartwegiana",1931784259,-26.284722,-49.221389,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:47.218+0000","2018-10-25T12:34:38.138+0000",128,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","2016-02-07T00:00:00","Santa Catarina",2016,2,7,"2016-02-07T00:00:00","2018-10-01T12:58:59.000+0000","2018-12-07T06:15:07.567+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000013216","1558","CRI - Herbário Pe. Dr. Raulino Reitz","São Bento do Sul","Minas de caulin. Minas de caulin.","pt","CRI",1931784259,"BRA:UNESC:CRI:0000013216","Collection","Schwirkowski, P.","13216","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","","Schwirkowski, P",1000,0,"","","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"São Bento do Sul","Santa Catarina","brazil",787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.284722,-49.221389,"original coordinates","original coordinates OK"
"5","Myrcia hartwegiana",1423926847,-18.247778,-43.337222,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:28.004+0000","2018-09-24T19:58:02.002+0000",207,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","none","Minas Gerais",2016,3,19,"2016-03-19T00:00:00","2018-08-24T13:11:29.426+0000","2018-12-06T16:55:34.746+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1174502","19087","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Diamantina","Campos Rupestres, próximo da divisa com APA Águas Vertentes. campos rupestres. Parque Estadual do Rio Preto","","RB",1423926847,"urn:catalog:JBRJ:RB:1174502","PhysicalObject","G.Martinelli; T.Lima, L.Moraes","RB01174502","JBRJ","","arbusto, 1m, saxícola, heliófila; folhas verdes, discolores; flores alvas, perfumadas; botões florais verde-alvacento.","D. F. Lima",1610,NA,"","RB 659337","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.247778,-43.337222,"original coordinates","original coordinates outside municipality original in diamantina falls in couto de magalhaes de minas"
"6","Myrcia hartwegiana",1658213956,-22.691667,-45.464444,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.593+0000","2018-11-24T08:57:00.619+0000",126,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","2016-08-29T00:00:00","São Paulo",2016,8,29,"2016-08-29T00:00:00","","2018-11-24T08:57:25.010+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000052009","6800","SPSF - Herbário Dom Bento José Pickel","Campos do Jordão","P.E. de Campos do Jordão","pt","SPSF",1658213956,"BRA:IF:SPSF:0000052009","Collection","N.M.Ivanauskas e R.Esteves","52009","IF","Instituto Florestal, IF","COLETA: Árvore de 5m. Flores velhas.; GEOGRAFIA: Trilha do córrego Galharada, Floresta Ombrófila Mista.;","N.M.Ivanauskas",1467,0,"SOUTH_AMERICA","","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"Campos do Jordão","São Paulo","brazil",1455,"Campos do Jordão",3509700,-45.532846,-22.701675,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.691667,-45.464444,"original coordinates","original coordinates OK"
"7","Myrcia hartwegiana",1423927460,-21.899722,-41.911111,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:29.151+0000","2018-09-24T19:58:02.269+0000",207,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","none","Rio de Janeiro",2016,8,25,"2016-08-25T00:00:00","2018-06-19T10:53:12.510+0000","2018-12-06T16:55:35.332+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1176334","1254","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Santa Maria Madalena","Pico do Desengano, cume. Parque Estadual do Desengano","","RB",1423927460,"urn:catalog:JBRJ:RB:1176334","PhysicalObject","P. Rosa; C. Baez, T. Lima, D. Maurenza","RB01176334","JBRJ","","Saxícola, heliófila. Caule acinzentado, folhas rígidas, ascendetes, cartáceas e brilhantes. Face adaxial verde-escura e face abaxial verde-clara. As folhas apresentam a margem levemente revoluta. Frutos imaturos verde-claros na base e avermelhados no ápice. Visto outros três indivíduos próximos.","Marcos Eduardo Guerra Sobral",1764,NA,"","RB 659610","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"Santa Maria Madalena","Rio de Janeiro","brazil",1716,"Santa Maria Madalena",3304607,-41.912957,-21.969462,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.899722,-41.911111,"original coordinates","original coordinates OK"
"8","Myrcia hartwegiana",1801188737,-22.6825,-45.453056,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.532+0000","2018-11-24T08:57:00.574+0000",126,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","2016-08-30T00:00:00","São Paulo",2016,8,30,"2016-08-30T00:00:00","2018-11-05T15:57:56.000+0000","2018-12-08T01:46:36.352+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000052021","6811","SPSF - Herbário Dom Bento José Pickel","Campos do Jordão","P.E. de Campos do Jordão","pt","SPSF",1801188737,"BRA:IF:SPSF:0000052021","Collection","N.M.Ivanauskas & R.Esteves","52021","IF","Instituto Florestal, IF","COLETA: Árvore 5m de altura, frutos jovens.; GEOGRAFIA: Floresta Ombrófila Mista.(WGS84, Zona 23K). Trilha do córrego Galharada, parcela de fitossociologia.;","N.M.Ivanauskas",1467,0,"SOUTH_AMERICA","","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"Campos do Jordão","São Paulo","brazil",1455,"Campos do Jordão",3509700,-45.532846,-22.701675,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.6825,-45.453056,"original coordinates","original coordinates OK"
"9","Myrcia hartwegiana",1801096857,-18.204722,-43.583611,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.284+0000","2017-12-29T14:08:06.410+0000",136,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","2016-09-01T00:00:00","Minas Gerais",2016,9,22,"2016-09-22T00:00:00","2017-12-15T12:55:32.000+0000","2018-12-08T01:46:24.139+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000004526","6580","HDJF - Herbário Dendrológico Jeanine Felfili","Diamantina","Alto da Jacuba, chácara dentro o Parque Estadual do Biribiri","pt","HDJF",1801096857,"BRA:UFVJM:HDJF:0000004526","Collection","Faria, JEQ","4526","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Arvoreta ca. 2,5 m de altura, botões florais verdes, flores com cálices verdes e corolas brancas; Campo sujo","Faria, JEQ",1396,0,"SOUTH_AMERICA","","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.204722,-43.583611,"original coordinates","original coordinates OK"
"10","Myrcia hartwegiana",1434686017,-18.263611,-43.609167,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:08.371+0000","2018-11-14T17:16:08.381+0000",135,"none","PRESERVED_SPECIMEN",3174015,6,7707728,220,690,5014,7395601,3174015,3174015,"Myrcia hartwegiana Kiaersk.","Myrcia hartwegiana Kiaersk.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia hartwegiana","Myrcia","hartwegiana","SPECIES","ACCEPTED","2017-01-01T00:00:00","Minas Gerais",2016,9,24,"2016-09-24T00:00:00","2018-10-04T14:42:50.000+0000","2018-12-08T00:09:14.224+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000032476","6605","HEPH - Herbário Ezechias Paulo Heringer","Diamantina","Margem da estrada para a Formação","pt","HEPH",1434686017,"BRA:JBB:HEPH:0000032476","Collection","Faria, JEQ","32476","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)","Árvore ca. 5 m de altura, botões florais verdes e flores brancas; Floresta estacional semidecidual antropizada","Rosa, PO",1195,0,"SOUTH_AMERICA","","",NA,"","","","","","","","","",NA,"",NA,"","","","","","","","",NA,"","","",NA,NA,NA,"",NA,"","","","",NA,"",NA,"","",NA,"",NA,"Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.263611,-43.609167,"original coordinates","original coordinates OK"
