"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","day","otherCatalogNumbers","fieldNotes","continent","identificationQualifier","preparations","county","fieldNumber","verbatimLocality","references","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","habitat","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","coordinateUncertaintyInMeters","georeferenceSources","verbatimElevation","organismID","datasetID","accessRights","identificationRemarks","georeferencedDate","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Calyptranthes strigipes",1801349769,-26.29416,-49.00819,"gass84","c525b217-2f59-4b71-a173-68d13da5e8a7","f9357933-83d3-4548-803c-4cae52ebff40","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:29:41.661+0000","2018-11-24T12:29:41.689+0000",124,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","2017-01-01T00:00:00",118,0,"Santa Catarina",2017,1,"2017-01-01T00:00:00","2018-11-12T19:23:04.000+0000","2018-12-08T01:46:37.397+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HAS - Herbário Alarich Rudolf Holger Schultz","BRA:MCN/FZBRS:HAS:0000094658","s.n.","HAS - Herbário Alarich Rudolf Holger Schultz","Joinville","Piraí","pt","HAS",1801349769,"BRA:MCN/FZBRS:HAS:0000094658","Collection","Molz, M.; G.D.S. Seger & F. Longen","94658","Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)","Museu de Ciências Naturais - Fundação Zoobotânica do Rio Grande do Sul (MCN-FZBRS)","Árvore com aprox. 12 metros de altura. Datum WGS84.","Molz, M.",NA,"","","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","Joinville","Santa Catarina","brazil",793,"Joinville",4209102,-48.955158,-26.24552,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.29416,-49.00819,"original coordinates","original coordinates OK"
"2","Calyptranthes strigipes",1563170966,-26.933889,-49.38,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:24.887+0000","2018-10-24T15:38:17.802+0000",121,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","2017-05-02T00:00:00",127,0,"Santa Catarina",2017,1,"2017-01-17T00:00:00","2018-10-11T17:23:14.000+0000","2018-12-07T14:50:39.854+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000052306","5807","FURB - Herbário Dr. Roberto Miguel Klein","Rodeio","Centro, propriedade dos Feler.","pt","FURB",1563170966,"BRA:FURB:FURB:0000052306","Collection","Funez, L.A.","52306","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","flores velhas","M. Sobral",17,"","","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","Rodeio","Santa Catarina","brazil",688,"Rodeio",4215109,-49.351857,-26.89489,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.933889,-49.38,"original coordinates","original coordinates OK"
"3","Calyptranthes strigipes",1658203067,-27.36,-48.96,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.743+0000","2018-10-24T15:38:18.782+0000",121,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","2017-08-26T00:00:00",258,0,"Santa Catarina",2017,8,"2017-08-26T00:00:00","","2018-10-24T15:39:00.562+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000054702","921","FURB - Herbário Dr. Roberto Miguel Klein","Major Gercino","Cachoeira Amâncio.","pt","FURB",1658203067,"BRA:FURB:FURB:0000054702","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","54702","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","fruto imaturo","Kassner-Filho, A.",26,"","","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","Major Gercino","Santa Catarina","brazil",559,"Major Gercino",4210209,-49.052705,-27.427677,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.36,-48.96,"original coordinates","original coordinates OK"
"4","Calyptranthes strigipes",1423921826,-22.5425,-43.424167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:19.548+0000","2018-09-24T19:57:59.424+0000",207,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","none",848,NA,"Rio de Janeiro",2016,8,"2016-08-03T00:00:00","2017-10-08T20:55:41.870+0000","2018-12-06T16:55:31.939+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1156937","8318","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Miguel Pereira","Estrada do Orbel II. Reserva Biológica do Tinguá","","RB",1423921826,"urn:catalog:JBRJ:RB:1156937","PhysicalObject","Haroldo C. de Lima; Pablo J.F.P. Rodrigues, Fernanda F. Negreiros e Ivo P.L. de Souza","RB01156937","JBRJ","","Árvore com 15 m alt. Tronco com casca fina e escamosa, pardacenta, DAP ca. 20 cm. Frutos amarelo-esverdeados. Ocasional. Material DNA e fotos HCL.","M.SOBRAL",3,"RB 657154","","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","Miguel Pereira","Rio de Janeiro","brazil",1525,"Miguel Pereira",3302908,-43.474103,-22.510859,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.5425,-43.424167,"original coordinates","original coordinates outside municipality original in miguel pereira falls in nova iguacu"
"5","Calyptranthes strigipes",1077424837,-26.8225,-48.778611,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:20.904+0000","2018-10-24T15:38:15.678+0000",121,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","2015-02-10T00:00:00",178,0,"Santa Catarina",2015,2,"2015-02-10T00:00:00","2018-10-11T17:23:14.000+0000","2018-12-06T14:18:07.293+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000045815","1169","FURB - Herbário Dr. Roberto Miguel Klein","Navegantes","Leiteiro.","pt","FURB",1077424837,"BRA:FURB:FURB:0000045815","Collection","Oliveira, A.A. de","45815","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Regeneração IFFSC 753 /L/87","Oliveira, AA de",10,"","","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","Navegantes","Santa Catarina","brazil",705,"Navegantes",4211306,-48.725507,-26.828953,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.8225,-48.778611,"original coordinates","original coordinates OK"
"6","Calyptranthes strigipes",1423893928,-25.164444,-48.278889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:22.146+0000","2018-09-24T19:57:45.316+0000",207,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","2013-07-30T00:00:00",205,NA,"Paraná",2013,7,"2013-07-17T00:00:00","","2018-12-06T16:55:14.584+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1012315","3971","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Guaraqueçaba","RPPN Salto Morato, trilha da cachoeira do bracinho.","","RB",1423893928,"urn:catalog:JBRJ:RB:1012315","PhysicalObject","E. Barboza; M.L. Brotto; J.M. Silva","RB01012315","JBRJ","","Árvore de 15m, frutos imaturos verdes","E. Barboza",17,"RB 632303","Floresta Ombrófila Densa Submontana","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","Guaraqueçaba","Paraná","brazil",905,"Guaraqueçaba",4109500,-48.367204,-25.234919,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.164444,-48.278889,"original coordinates","original coordinates OK"
"7","Calyptranthes strigipes",1424477059,-22.848889,-44.003889,"cdround,gass84,muluriiv","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:45.268+0000","2018-09-24T20:03:58.665+0000",207,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","none",NA,NA,"Rio de Janeiro",2013,8,"2013-08-06T00:00:00","2018-06-20T13:46:20.594+0000","2018-12-06T17:00:45.120+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:843896","3848","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio Claro","P.E.Cunhambebe, fazenda Rio da Prata, estrada de chão. 430m. P.E.Cunhambebe","","RB",1424477059,"urn:catalog:JBRJ:RB:843896","PhysicalObject","M.G.Bovini; J.F.Baumgratz; B.C.Bandeira; D.S.Pereira","RB00843896","JBRJ","","Árvore ca. 4,5m, semi-heliófila. Folhas discolores, cartáceas. Frutos imaturos verdes.","M.Sobral",6,"RB 595259","","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","Rio Claro","Rio de Janeiro","brazil",1419,"Rio Claro",3304409,-44.080244,-22.78214,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.848889,-44.003889,"original coordinates","original coordinates OK"
"8","Calyptranthes strigipes",1089103773,-23.3528,-45.3258,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:44.966+0000","2018-12-03T16:41:22.313+0000",122,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","2011-10-01T00:00:00",850,50,"São Paulo",2011,6,"2011-06-29T00:00:00","2018-11-21T16:35:04.000+0000","2018-12-08T04:38:21.346+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000166962","227","UEC - Herbário da Universidade Estadual de Campinas","Paraibuna","Parque Estadual da Serra do Mar. Mata Atlântica.","pt","UEC",1089103773,"BRA:UNICAMP:UEC:0000166962","Collection","Stefani, E.J.F.; Belinello, R.; Galvão, J.C.","166962","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Árvore com 12 m.","Stefani, E.J.F.",29,"","","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","Paraibuna","São Paulo","brazil",1180,"Paraibuna",3535606,-45.642423,-23.478827,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.3528,-45.3258,"original coordinates","original coordinates outside municipality original in paraibuna falls in natividade da serra"
"9","Calyptranthes strigipes",1089098928,-23.19492,-45.5643,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:42.449+0000","2018-12-03T16:41:20.313+0000",122,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","2011-05-01T00:00:00",999,0,"São Paulo",2011,7,"2011-07-16T00:00:00","2018-11-21T16:35:04.000+0000","2018-12-08T04:38:18.836+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000160365","514","UEC - Herbário da Universidade Estadual de Campinas","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","pt","UEC",1089098928,"BRA:UNICAMP:UEC:0000160365","Collection","Marchiori, N.M.; Toledo, W.; Munhoz, I.; Cano, G.B.; Santos, F.C.","160365","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Material vegetativo. Cerca de 23 m de altura e 11 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","Marchiori, N.M.",16,"","","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","São Luiz do Paraitinga","São Paulo","brazil",NA,"",NA,NA,NA,"","","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.19492,-45.5643,"original coordinates","original coordinates outside municipality original in sao luiz do paraitinga falls in redencao da serra"
"10","Calyptranthes strigipes",1089098929,-23.19492,-45.5643,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:42.444+0000","2018-12-03T16:41:20.301+0000",122,"none","PRESERVED_SPECIMEN",3181420,6,7707728,220,690,5014,3181245,3181420,3181420,"Calyptranthes strigipes O.Berg","Calyptranthes strigipes O.Berg","Plantae","Tracheophyta","Myrtales","Myrtaceae","Calyptranthes","Calyptranthes strigipes","Calyptranthes","strigipes","SPECIES","ACCEPTED","2011-05-01T00:00:00",999,0,"São Paulo",2011,7,"2011-07-16T00:00:00","2018-11-21T16:35:04.000+0000","2018-12-08T04:38:18.815+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000160364","485","UEC - Herbário da Universidade Estadual de Campinas","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","pt","UEC",1089098929,"BRA:UNICAMP:UEC:0000160364","Collection","Marchiori, N.M.; Toledo, W.; Munhoz, I.; Cano, G.B.; Santos, F.C.","160364","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Material vegetativo. Cerca de 17 m de altura e 11 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","Marchiori, N.M.",16,"","","",NA,"","","","","","","","",NA,NA,"","","","","","",NA,"","",NA,"","","","","","","São Luiz do Paraitinga","São Paulo","brazil",NA,"",NA,NA,NA,"","","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.19492,-45.5643,"original coordinates","original coordinates outside municipality original in sao luiz do paraitinga falls in redencao da serra"
