"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","locality","modified","otherCatalogNumbers","continent","individualCount","fieldNotes","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","collectionID","georeferenceSources","created","associatedSequences","taxonID","higherClassification","nomenclaturalStatus","bibliographicCitation","verbatimElevation","fieldNumber","verbatimLocality","higherGeography","georeferenceProtocol","eventRemarks","identificationQualifier","identificationRemarks","previousIdentifications","coordinateUncertaintyInMeters","rights","organismID","datasetID","accessRights","georeferencedDate","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Myrcia spectabilis",1889165971,-28.17,-49.41,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:30.528+0000","2018-10-24T15:38:20.963+0000",121,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","2018-06-30T00:00:00","Santa Catarina",2018,6,30,"2018-06-30T00:00:00","2018-10-24T15:39:04.445+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000059640","2951","FURB - Herbário Dr. Roberto Miguel Klein","Orleans","pt","FURB",1889165971,"BRA:FURB:FURB:0000059640","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","59640","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","fruto imaturo","Kassner-Filho, A.",NA,NA,"","","","",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","Orleans","Santa Catarina","brazil",372,"Orleans",4211702,-49.372507,-28.280894,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.17,-49.41,"original coordinates","original coordinates OK"
"2","Myrcia spectabilis",1587298436,-26.957222,-49.087222,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.450+0000","2018-10-24T15:38:18.668+0000",121,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","2017-07-11T00:00:00","Santa Catarina",2017,4,21,"2017-04-21T00:00:00","2018-10-24T15:39:00.257+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000054333","23","FURB - Herbário Dr. Roberto Miguel Klein","Blumenau","pt","FURB",1587298436,"BRA:FURB:FURB:0000054333","Collection","Gebien, W.","54333","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Gebien, W.",100,0,"Rua Antônio Zendrom. Final do caminho próximo à nascente.","","","",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","Blumenau","Santa Catarina","brazil",690,"Blumenau",4202404,-49.097426,-26.884746,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.957222,-49.087222,"original coordinates","original coordinates OK"
"3","Myrcia spectabilis",1851288946,-22.449167,-42.983056,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:25.878+0000","2018-09-24T19:59:07.100+0000",207,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","none","Rio de Janeiro",2017,6,15,"2017-06-15T00:00:00","2018-09-24T19:59:28.430+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1390967","437","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Teresópolis","","RB",1851288946,"urn:catalog:JBRJ:RB:1390967","PhysicalObject","L.F.Gonçalves","RB01390967","JBRJ","","Árvore aprox. 7m. Frutos imaturos verdes, caule não descamante.","L.F. Gonçalves",NA,NA,"Parque Nacional da Serra dos Órgãos. Próximo a Portaria. Parque Nacional da Serra dos Órgãos","2018-06-20T13:09:43.000+0000","RB 768411","",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","Teresópolis","Rio de Janeiro","brazil",1600,"Teresópolis",3305802,-42.874637,-22.313566,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.449167,-42.983056,"original coordinates","original coordinates OK"
"4","Myrcia spectabilis",1882902557,-26.363056,-49.276667,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:27.958+0000","2018-09-24T19:59:08.495+0000",207,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","2017-08-26T00:00:00","Santa Catarina",2017,8,26,"2017-08-26T00:00:00","2018-09-24T19:59:30.232+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1394539","2338","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Bento do Sul","","RB",1882902557,"urn:catalog:JBRJ:RB:1394539","PhysicalObject","P. Schwirkowski","RB01394539","JBRJ","","Heliófita. Frutos amarelos","P. Schwirkowski",NA,NA,"Rio Natal. Parque das Aves. Descendo o rio sentido corupá","2018-07-23T14:40:12.000+0000","RB 771950","",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","São Bento do Sul","Santa Catarina","brazil",787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.363056,-49.276667,"original coordinates","original coordinates OK"
"5","Myrcia spectabilis",1853943176,-20.430833,-43.370556,"gass84,iddatunl","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:47.147+0000","2018-07-04T12:04:35.112+0000",121,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","2017-08-01T00:00:00","Minas Gerais",2017,8,17,"2017-08-17T00:00:00","2018-07-07T02:10:58.987+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000189767","664","BHCB - Herbário da Universidade Federal de Minas Gerais","Mariana","pt","BHCB",1853943176,"BRA:UFMG:BHCB:0000189767","Collection","Quaresma, AS; Brina, AE; Oliveira, CT","189767","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","",842,0,"Fazenda Itacolomy","","","SOUTH_AMERICA",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","Mariana","Minas Gerais","brazil",2315,"Mariana",3140001,-43.332093,-20.329725,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.430833,-43.370556,"original coordinates","original coordinates OK"
"6","Myrcia spectabilis",1658203029,-26.806944,-48.943333,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.692+0000","2018-10-24T15:38:18.746+0000",121,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","2017-08-25T00:00:00","Santa Catarina",2017,8,19,"2017-08-19T00:00:00","2018-10-24T15:39:00.526+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000054611","28","FURB - Herbário Dr. Roberto Miguel Klein","Ilhota","pt","FURB",1658203029,"BRA:FURB:FURB:0000054611","Collection","Farias, D.M.","54611","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","fruto amarelo","Farias, D.M.",NA,NA,"Morro do Baú.","","","",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","Ilhota","Santa Catarina","brazil",696,"Ilhota",4207106,-48.857186,-26.858938,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.806944,-48.943333,"original coordinates","original coordinates OK"
"7","Myrcia spectabilis",1676469273,-26.773333,-49.036944,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:27.170+0000","2018-10-24T15:38:18.837+0000",121,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","2017-10-18T00:00:00","Santa Catarina",2017,9,11,"2017-09-11T00:00:00","2018-12-10T07:36:48.204+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000055209","6569","FURB - Herbário Dr. Roberto Miguel Klein","Blumenau","pt","FURB",1676469273,"BRA:FURB:FURB:0000055209","Collection","Funez, L.A.; Maraschalchi, M.N., Farias, D.M., Schneiders, A.","55209","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Frutos amarelos","Funez, L.A.",330,0,"Morro do Cachorro.","2018-10-11T17:23:43.000+0000","","",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","Blumenau","Santa Catarina","brazil",690,"Blumenau",4202404,-49.097426,-26.884746,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.773333,-49.036944,"original coordinates","original coordinates OK"
"8","Myrcia spectabilis",1324597098,-25.925833,-48.892778,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:14.226+0000","2018-11-24T12:32:14.265+0000",118,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","2016-02-01T00:00:00","Paraná",2016,1,16,"2016-01-16T00:00:00","2018-12-06T08:55:11.993+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000021413","67","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Guaratuba","pt","HCF",1324597098,"BRA:UTFPR:HCF:0000021413","Collection","P.C. Ferreira","21413","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","árvore, 4 m de altura, botões e flores alvos.","P.C. Ferreira",321,0,"Serra do Araraquara, Estrada para o Morr","2018-10-30T18:01:43.000+0000","","",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","Guaratuba","Paraná","brazil",838,"Guaratuba",4109609,-48.768272,-25.817781,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.925833,-48.892778,"original coordinates","original coordinates OK"
"9","Myrcia spectabilis",1848248369,-25.925833,-48.892778,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:41.779+0000","2018-06-04T19:36:11.937+0000",118,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","2016-02-01T00:00:00","Paraná",2016,1,16,"2016-01-16T00:00:00","2018-12-08T15:08:34.021+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000406194","67","MBM - Herbário do Museu Botânico Municipal","Guaratuba","pt","MBM",1848248369,"BRA:MBM:MBM:0000406194","Collection","Ferreira, PC; Ariati, V; Pfeffer, RA","406194","MBM","Museu Botânico Municipal de Curitiba, MBM","Árvore, 4m de altura; botões e flores alvos.; Floresta Ombrófila Densa Submontana.","Ferreira, PC",321,0,"Serra do Araraquara, Estrada para o Morro Pedra Branca do Araraquara","2018-05-10T19:06:42.000+0000","","SOUTH_AMERICA",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","Guaratuba","Paraná","brazil",838,"Guaratuba",4109609,-48.768272,-25.817781,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.925833,-48.892778,"original coordinates","original coordinates OK"
"10","Myrcia spectabilis",1585201697,-26.3135,-48.9155,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:23.314+0000","2018-11-24T12:35:23.429+0000",123,"none","PRESERVED_SPECIMEN",3175158,6,7707728,220,690,5014,7395601,3175158,3175158,"Myrcia spectabilis DC.","Myrcia spectabilis DC.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","Myrcia spectabilis","Myrcia","spectabilis","SPECIES","ACCEPTED","2018-07-12T00:00:00","Santa Catarina",2016,2,3,"2016-02-03T00:00:00","2018-12-07T01:13:52.842+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000014688","830","EFC - Herbário Escola de Florestas Curitiba","Joinvile","pt","EFC",1585201697,"BRA:UFPR:EFC:0000014688","Collection","Vieira, R.S.","14688","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Árvore com 10 m de alt. Com botões florais.","Lima, D.F. & Lannoy, L.C.",20,0,"Estrada do Barbante","2018-11-19T18:53:07.000+0000","","",NA,"","","","","","",NA,"","",NA,"","","","",NA,"","","","","",NA,"","","","","",NA,NA,NA,NA,"","","","","","Joinvile","Santa Catarina","brazil",NA,"",NA,NA,NA,"","","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.3135,-48.9155,"original coordinates","original coordinates outside municipality original in joinvile falls in joinville"
