"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","locality","modified","otherCatalogNumbers","fieldNotes","references","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","identificationRemarks","verbatimElevation","collectionID","habitat","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","fieldNumber","nomenclaturalStatus","taxonID","bibliographicCitation","individualCount","coordinateUncertaintyInMeters","georeferencedDate","georeferenceSources","typeStatus","typifiedName","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Eugenia dodonaeifolia",1889169307,-23.230833,-45.012778,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.701+0000","2018-11-24T08:57:00.712+0000",126,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","2018-02-11T00:00:00",1123,0,"SOUTH_AMERICA","São Paulo",2018,2,11,"2018-02-11T00:00:00","2018-11-24T08:57:25.264+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000052637","1021","SPSF - Herbário Dom Bento José Pickel","Cunha","pt","SPSF",1889169307,"BRA:IF:SPSF:0000052637","Collection","A.Maruyama & L.Cicco","52637","IF","Instituto Florestal, IF","COLETA: Árvore com aprox. 7m de altura. Frutos verdes.; GEOGRAFIA: Floresta Aluvial. Sítio Vivenda das Meninas, próximo à estrada do Paraibuna. Zona de amortecimento do PESM - Núcleo Cunha.;","A.Maruyama","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"Cunha","São Paulo","brazil",1322,"Cunha",3513603,-44.939787,-23.050544,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.230833,-45.012778,"original coordinates","original coordinates OK"
"2","Eugenia dodonaeifolia",1829084145,-23.833889,-49.144167,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.516+0000","2018-11-24T08:57:00.541+0000",126,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","2017-06-02T00:00:00",700,0,"SOUTH_AMERICA","São Paulo",2017,3,15,"2017-03-15T00:00:00","2018-11-24T08:57:24.832+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000052090","28","SPSF - Herbário Dom Bento José Pickel","Itaberá","pt","SPSF",1829084145,"BRA:IF:SPSF:0000052090","Collection","I. Toffoli & N.M.Ivanauskas & R.Esteves","52090","IF","Instituto Florestal, IF","COLETA: Árvore de 6m de altura. Fruto imaturo verde. Indivíduo 1682 da fitossociologia.; GEOGRAFIA: Floresta Ombrófila Mista.;","N.M.Ivanauskas","Estação Ecológica","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"Itaberá","São Paulo","brazil",1074,"Itaberá",3521705,-49.143617,-23.874002,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.833889,-49.144167,"original coordinates","original coordinates OK"
"3","Eugenia dodonaeifolia",1434685863,-22.67,-45.543056,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:08.319+0000","2018-10-09T15:48:48.071+0000",135,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","2016-02-23T00:00:00",1400,0,"SOUTH_AMERICA","São Paulo",2016,2,23,"2016-02-23T00:00:00","2018-12-08T00:09:14.177+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000032412","316","HEPH - Herbário Ezechias Paulo Heringer","Campos do Jordão","pt","HEPH",1434685863,"BRA:JBB:HEPH:0000032412","Collection","Maruyama, A; Cicco, L","32412","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)","Árvore ca. 7,0 m alt. Frutos imaturos de coloração verde.Folhas discolores; Floresta Ombrófila","Maruyama, A","","2018-09-21T17:27:29.000+0000","","","","","","",NA,"","",NA,"","","","","","","","",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"Campos do Jordão","São Paulo","brazil",1455,"Campos do Jordão",3509700,-45.532846,-22.701675,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.67,-45.543056,"original coordinates","original coordinates OK"
"4","Eugenia dodonaeifolia",1086915723,-23.333333,-45.816667,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:58.534+0000","2018-11-24T08:56:58.625+0000",126,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","2017-09-05T00:00:00",NA,NA,"SOUTH_AMERICA","São Paulo",2013,2,17,"2013-02-17T00:00:00","2018-12-08T13:01:19.909+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000047523","61","SPSF - Herbário Dom Bento José Pickel","Campos do Jordão","pt","SPSF",1086915723,"BRA:IF:SPSF:0000047523","Collection","T.E.Barreto","47523","IF","Instituto Florestal, IF","COLETA: Árvore.; GEOGRAFIA: FOM - Canhambora;","Osny T. Aguiar","PECJ","2018-11-05T15:57:33.000+0000","","","","","","",NA,"","",NA,"","","","","","","","",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"Campos do Jordão","São Paulo","brazil",1455,"Campos do Jordão",3509700,-45.532846,-22.701675,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.333333,-45.816667,"original coordinates","original coordinates outside municipality original in campos do jordao falls in jacarei"
"5","Eugenia dodonaeifolia",1424377723,-22.364444,-42.443889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:41:47.731+0000","2018-09-24T20:02:55.348+0000",207,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","2014-01-01T00:00:00",930,NA,"","Rio de Janeiro",2011,12,15,"2011-12-15T00:00:00","2018-12-06T16:59:47.946+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:673567","1219","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Nova Friburgo","","RB",1424377723,"urn:catalog:JBRJ:RB:673567","PhysicalObject","R. Borges; D. Judice, F. Sodré, D. Kutschenko, M. Santos & P.V. Prieto","RB00673567","JBRJ","","Arvoreta, folhas e ramos com indumento ferrugíneo, flores creme.","M. Sobral","Distrito de Lumiar, sítio do Cedro.","2017-10-07T00:36:46.660+0000","RB 526135","Floresta ombrófila densa secundária em encosta de morro, com áreas de floresta nebular no topo.","","","","",NA,"","",NA,"","","","","","","","",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"Nova Friburgo","Rio de Janeiro","brazil",1598,"Nova Friburgo",3303401,-42.501539,-22.319613,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.364444,-42.443889,"original coordinates","original coordinates OK"
"6","Eugenia dodonaeifolia",1928514739,-18.21581,-43.60792,"elmms,gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T14:50:03.220+0000","2018-11-18T14:50:03.358+0000",96,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","2014-01-01T00:00:00",613.5,613.5,"SOUTH_AMERICA","Minas Gerais",2010,11,18,"2010-11-18T00:00:00","2018-12-08T19:26:34.259+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","34a6245d-833f-47b8-b8d7-17bae1d89126","590","Vascular plants","","en","NY",1928514739,"34a6245d-833f-47b8-b8d7-17bae1d89126","PhysicalObject","M. F. d. Santos","02532158","NY","","","M. Sobral","Parque Estadual do Biribiri. Trilha para o alto da Cachoeira da Sentinela, na beira da trilha. Campo rupestre, proximo ao curso d'agua.","","","","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2823135","ICN","http://biocol.org/urn:lsid:biocol.org:col:15556","18 Nov 2010",322,"Diamantina","sheet",322,"Duplicate specimen at herb. RB barcode 697072   identified as such, verified Jan 2017.","4026 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","","","","","",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.21581,-43.60792,"original coordinates","original coordinates outside municipality original in  falls in diamantina"
"7","Eugenia dodonaeifolia",1086959710,-24.143083,-50.308417,"gass84","78dcee36-b0a2-4679-802d-bc0b5016518b","eec37c7c-2dce-440e-8de1-966214931e74","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:49.920+0000","2018-09-14T17:57:07.294+0000",126,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","2006-01-01T00:00:00",0,0,"","Paraná",2005,7,6,"2005-07-06T00:00:00","2018-12-08T13:01:39.297+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FUEL - Herbário da Universidade Estadual de Londrina","BRA:UEL:FUEL:0000044034","1140","FUEL - Herbário da Universidade Estadual de Londrina","Ventania","pt","FUEL",1086959710,"BRA:UEL:FUEL:0000044034","Collection","Estevan, DA; et al.","44034","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Árvore n°.20, 9m, vegetativa.","Estevan, DA","Fazenda Califórnia de Henrique Sato","2018-09-12T15:54:34.000+0000","","","","","","",NA,"","",NA,"","","","","","","","",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"Ventania","Paraná","brazil",1024,"Ventania",4128534,-50.245328,-24.176615,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.143083,-50.308417,"original coordinates","original coordinates OK"
"8","Eugenia dodonaeifolia",1252641918,-21.43,-42.96,"gass84","cd6e21c8-9e8a-493a-8a76-fbf7862069e5","061b4f20-f241-11da-a328-b8a03c50a862","none","996e30f8-f762-11e1-a439-00145eb45e9a","GB","DWC_ARCHIVE","2018-06-12T07:05:07.146+0000","2018-04-09T11:04:37.576+0000",96,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","none",NA,NA,"","",2004,3,6,"2004-03-06T00:00:00","2018-12-08T15:43:49.170+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","K001024014","237","","Coribe","","Herbarium",1252641918,"http://specimens.kew.org/herbarium/K001024014","","Zappi, D.C.; Edwards, S.; Jardim, J.G.; Sobral, M.; Lucas, E.J.; Forzza, R.C.; Assis, L.C.S.; Silva, B.R.","K001024014","K","","02/fev","","Reserva Biológica da Represa do Grama, trilha principal partindo da casa de Seu Luiz.","2014-10-10T00:00:00.000+0000","","","","","","",NA,"","",NA,"","","","Data not transcribed.","Coribe","Label","Data not transcribed.","MYRTACEAE",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"Coribe","","brazil",NA,"",NA,NA,NA,"","","",NA,NA,NA,"",-21.43,-42.96,"original coordinates","original coordinates outside municipality original in coribe falls in descoberto"
"9","Eugenia dodonaeifolia",1089105912,-22.55,-46.52,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:45.990+0000","2018-12-03T16:41:23.070+0000",122,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","none",717,0,"","São Paulo",2001,1,23,"2001-01-23T00:00:00","2018-12-08T04:38:22.362+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000169343","3954","UEC - Herbário da Universidade Estadual de Campinas","Itatiba","pt","UEC",1089105912,"BRA:UNICAMP:UEC:0000169343","Collection","Santos, K.; Belinello, R.","169343","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Árvore perenifólia; zoocórica; altura total: 16 m; altura do fuste: 14 m; PAP: 33 cm.&nf;01-25% da copa infestada por lianas.; Floresta Estacional semidecidual.","Santos, K.","Mata da Fazenda Malabar (Fragmento M3); área total: 20 ha.","2018-11-21T16:35:12.000+0000","","","","","","",NA,"","",NA,"","","","","","","","",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"Itatiba","São Paulo","brazil",1337,"Itatiba",3523404,-46.814257,-23.006578,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.55,-46.52,"original coordinates","original coordinates outside municipality original in itatiba falls in socorro"
"10","Eugenia dodonaeifolia",1135895818,-17.7,-44.341389,"gass84,txmatfuz","cbf8c968-37d6-45be-bf5c-e22914a384dc","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:07.779+0000","2018-01-05T16:39:29.843+0000",81,"none","PRESERVED_SPECIMEN",5417555,6,7707728,220,690,5014,3177662,5417555,5417555,"Eugenia dodonaeifolia Cambess.","Eugenia dodonaeifolia Cambess.","Plantae","Tracheophyta","Myrtales","Myrtaceae","Eugenia","Eugenia dodonaeifolia","Eugenia","dodonaeifolia","SPECIES","ACCEPTED","none",1030,0,"","Minas Gerais",2001,7,10,"2001-07-10T00:00:00","2018-12-06T21:47:56.770+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","BRA:ESALQ:ESA:0ESA073840","25589","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","Joaquim Felício","pt","ESA",1135895818,"BRA:ESALQ:ESA:0ESA073840","Collection","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","ESA073840","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","","Mazine, F.F.","Serra do Cabral. Estrada Joaquim Felício - Várzea da Palma, ca. 29 km de Joaquim Felício. 17o42'00""S, 44o20'29""W. 1030 m.s.m. Cerrado sobre latossolo.","2015-08-18T19:40:04.000+0000","","","","","","",NA,"","",NA,"","","","","","","","",NA,"",NA,"",NA,NA,"","","","",NA,NA,NA,"Joaquim Felício","Minas Gerais","brazil",2831,"Joaquim Felício",3136405,-44.111974,-17.676272,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-17.7,-44.341389,"original coordinates","original coordinates outside municipality original in joaquim felicio falls in francisco dumont"
