"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","continent","otherCatalogNumbers","fieldNotes","individualCount","verbatimEventDate","datasetID","coordinatePrecision","nomenclaturalCode","verbatimTaxonRank","higherClassification","preparations","coordinateUncertaintyInMeters","references","habitat","institutionID","county","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","infraspecificEpithet","identificationRemarks","nomenclaturalStatus","taxonID","bibliographicCitation","verbatimElevation","georeferencedDate","georeferencedBy","verbatimSRS","disposition","accessRights","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Duranta vestita",1840921853,-28.899936,-50.833914,"gass84","52b78a58-c84a-4370-bb14-b27a007d5da6","7cf67ac2-f2f2-42bd-92e4-c2eac0b21039","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:07.804+0000","2018-05-05T11:59:17.607+0000",128,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","2018-03-01T00:00:00",738,0,"Rio Grande do Sul",2018,3,7,"2018-03-07T00:00:00","2018-05-03T17:53:54.000+0000","2018-12-08T19:50:34.762+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUCS - Herbário da Universidade de Caxias do Sul","BRA:UCS:HUCS:0000047153","4236","HUCS - Herbário da Universidade de Caxias do Sul","Caxias do Sul","Cânion dos Palanquinhos e imediações","pt","HUCS",1840921853,"BRA:UCS:HUCS:0000047153","Collection","Gonzatti, F.; Pessi, F.; Panisson, F.; Krieger, V.","47153","UCS","Universidade de Caxias do Sul (UCS)","Solo rochoso, frutos abundantes amarelo-alaranjados, arvoreta ramosa ca. 2,5m.; em bordo de mata, junto ao cânion","Gonzatti, F.","",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","Caxias do Sul","Rio Grande do Sul","brazil",235,"Caxias do Sul",4305108,-51.024681,-29.102391,"RIO GRANDE DO SUL","RS","Rio Grande do Sul",-53.24495754,-29.78635099,"Rio Grande do Sul","rs",-28.899936,-50.833914,"original coordinates","original coordinates OK"
"2","Duranta vestita",1585201896,-25.4757,-49.3218,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:23.460+0000","2018-11-24T12:35:23.515+0000",123,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","2016-04-22T00:00:00",920,0,"Paraná",2016,4,21,"2016-04-21T00:00:00","2018-11-19T18:53:32.000+0000","2018-12-07T01:13:53.048+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000014920","937","EFC - Herbário Escola de Florestas Curitiba","Colombo","Bosque da Fazendinha","pt","EFC",1585201896,"BRA:UFPR:EFC:0000014920","Collection","Vieira, R.S.","14920","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Arbusto com 1,5 m, em área alterada. Frutos alaranjados. __COMMOM_NAME__: Esporão-de-galo","Vieira, R.S.","",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","Colombo","Paraná","brazil",895,"Colombo",4105805,-49.187997,-25.306242,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.4757,-49.3218,"original coordinates","original coordinates outside municipality original in colombo falls in curitiba"
"3","Duranta vestita",1077424622,-27.900278,-50.399722,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:20.729+0000","2018-10-24T15:38:15.519+0000",121,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","2015-01-24T00:00:00",870,0,"Santa Catarina",2015,1,24,"2015-01-24T00:00:00","2018-10-11T17:29:11.000+0000","2018-12-06T14:18:06.975+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000045565","1005","FURB - Herbário Dr. Roberto Miguel Klein","Capão Alto","km 14.","pt","FURB",1077424622,"BRA:FURB:FURB:0000045565","Collection","Oliveira, A.A. de","45565","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Regeneração IFFSC 208 /L/46","Oliveira, AA de","",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","Capão Alto","Santa Catarina","brazil",410,"Capão Alto",4203253,-50.606677,-28.06236,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.900278,-50.399722,"original coordinates","original coordinates OK"
"4","Duranta vestita",1272063248,-26.818889,-51.303333,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:07.594+0000","2018-09-10T18:28:51.584+0000",135,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","2015-03-05T00:00:00",931,0,"Santa Catarina",2015,3,5,"2015-03-05T00:00:00","2018-08-17T14:54:38.000+0000","2018-12-07T13:04:20.303+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000031247","1264","HEPH - Herbário Ezechias Paulo Heringer","Macieira","Paiol da Pedra-Macieira","pt","HEPH",1272063248,"BRA:JBB:HEPH:0000031247","Collection","Oliveira, AA de","31247","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)","Arbustiva; Floresta Ombrófila Mista, estágio avançado - explorado, borda da estrada","Oliveira, AA de","SOUTH_AMERICA",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","Macieira","Santa Catarina","brazil",710,"Macieira",4210050,-51.354105,-26.803212,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.818889,-51.303333,"original coordinates","original coordinates OK"
"5","Duranta vestita",1499623665,-28.748333,-50.433611,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:15.870+0000","2018-11-24T12:32:15.909+0000",118,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","2015-04-30T00:00:00",797,0,"Rio Grande do Sul",2015,3,25,"2015-03-25T00:00:00","2018-10-30T18:03:29.000+0000","2018-12-06T10:30:42.701+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000022665","1682","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Bom Jesus","Boca da Serra","pt","HCF",1499623665,"BRA:UTFPR:HCF:0000022665","Collection","F. Gonzatti","22665","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","arvoreta em bordo de mata. Frutos de coloração alaranjada.","F. Gonzatti","",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","Bom Jesus","Rio Grande do Sul","brazil",318,"Bom Jesus",4302303,-50.423283,-28.597987,"RIO GRANDE DO SUL","RS","Rio Grande do Sul",-53.24495754,-29.78635099,"Rio Grande do Sul","rs",-28.748333,-50.433611,"original coordinates","original coordinates OK"
"6","Duranta vestita",1840922307,-28.748333,-50.433611,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:29.037+0000","2018-10-24T15:38:19.927+0000",121,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","2015-04-30T00:00:00",797,0,"Rio Grande do Sul",2015,3,25,"2015-03-25T00:00:00","2018-10-11T17:29:11.000+0000","2018-12-08T19:50:35.117+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000057697","1682","FURB - Herbário Dr. Roberto Miguel Klein","Bom Jesus","Boca da serra.","pt","FURB",1840922307,"BRA:FURB:FURB:0000057697","Collection","Gonzatti, F.; Sartori, V.C.","57697","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Frutos de coloração alaranjada","Gonzatti, F.","",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","Bom Jesus","Rio Grande do Sul","brazil",318,"Bom Jesus",4302303,-50.423283,-28.597987,"RIO GRANDE DO SUL","RS","Rio Grande do Sul",-53.24495754,-29.78635099,"Rio Grande do Sul","rs",-28.748333,-50.433611,"original coordinates","original coordinates OK"
"7","Duranta vestita",1848245755,-25.545,-49.236111,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:39.994+0000","2018-06-04T19:36:11.231+0000",118,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","2016-05-05T00:00:00",900,0,"Paraná",2015,10,8,"2015-10-08T00:00:00","2018-05-10T19:15:04.000+0000","2018-12-08T15:08:32.777+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000403358","4614","MBM - Herbário do Museu Botânico Municipal","Curitiba","Alto Boqueirão","pt","MBM",1848245755,"BRA:MBM:MBM:0000403358","Collection","Motta, JT; Brotto, ML","403358","MBM","Museu Botânico Municipal de Curitiba, MBM","Arvoreta com 2,5m de altura; flores lilás claro.; Borda da Floresta Ombrófila Mista.","Motta, JT","SOUTH_AMERICA",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","Curitiba","Paraná","brazil",875,"Curitiba",4106902,-49.288236,-25.478163,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.545,-49.236111,"original coordinates","original coordinates OK"
"8","Duranta vestita",1275058812,-26.278889,-49.366111,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:23.728+0000","2018-10-24T15:38:17.356+0000",121,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","1905-07-08T00:00:00",817,0,"Santa Catarina",2015,11,16,"2015-11-16T00:00:00","","2018-10-24T15:38:56.522+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000050823","5069","FURB - Herbário Dr. Roberto Miguel Klein","São Bento do Sul","Linha férrea em Serra Alta.","pt","FURB",1275058812,"BRA:FURB:FURB:0000050823","Collection","Funez, L.A.; Schwirkowski, P.","50823","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Funez, L.A.","",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","São Bento do Sul","Santa Catarina","brazil",787,"São Bento do Sul",4215802,-49.34941,-26.295148,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.278889,-49.366111,"original coordinates","original coordinates OK"
"9","Duranta vestita",1086604710,-25.4481,-49.2404,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:20.993+0000","2018-04-05T12:08:10.500+0000",123,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","2013-11-12T00:00:00",920,0,"Paraná",2013,11,12,"2013-11-12T00:00:00","2018-03-23T20:53:53.000+0000","2018-12-06T13:38:19.579+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000011835","1107","EFC - Herbário Escola de Florestas Curitiba","Curitiba","Capão do Cifloma","pt","EFC",1086604710,"BRA:UFPR:EFC:0000011835","Collection","Blum, C.T.","11835","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","arvoreta com 3 m, flores azuis, borda de floresta em estágio médio","Blum, C.T.","",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","Curitiba","Paraná","brazil",875,"Curitiba",4106902,-49.288236,-25.478163,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.4481,-49.2404,"original coordinates","original coordinates OK"
"10","Duranta vestita",1500373092,-28.481667,-50.073333,"gass84","2273e40d-26c2-4959-aea2-b6abcce16d09","04481953-6112-489f-bb8d-9703d787e3ea","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:50:26.430+0000","2018-12-03T15:53:01.100+0000",122,"none","PRESERVED_SPECIMEN",7297701,6,7707728,220,408,6689,2925654,7297701,7297701,"Duranta vestita Cham.","Duranta vestita Cham.","Plantae","Tracheophyta","Lamiales","Verbenaceae","Duranta","Duranta vestita","Duranta","vestita","SPECIES","ACCEPTED","2014-04-01T00:00:00",872,0,"Rio Grande do Sul",2013,12,1,"2013-12-01T00:00:00","2018-10-15T19:31:11.000+0000","2018-12-08T21:27:05.945+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ICN - Herbário do Instituto de Ciências Naturais","BRA:UFRGS:ICN:0000193001","765","ICN - Herbário do Instituto de Ciências Naturais","Bom Jesus","Ponte da Goiabeira,Divisa de Estado SC/RS","pt","ICN",1500373092,"BRA:UFRGS:ICN:0000193001","Collection","Felitto, G; Bianchin, JE; Dutra, M","193001","UFRGS","Universidade Federal do Rio Grande do Sul (UFRGS)","","Cordeiro, J","SOUTH_AMERICA",NA,NA,NA,"","",NA,"",NA,NA,"",NA,"","","","","",NA,NA,"","","","","",NA,"","","","","","","","","","Bom Jesus","Rio Grande do Sul","brazil",318,"Bom Jesus",4302303,-50.423283,-28.597987,"RIO GRANDE DO SUL","RS","Rio Grande do Sul",-53.24495754,-29.78635099,"Rio Grande do Sul","rs",-28.481667,-50.073333,"original coordinates","original coordinates OK"
