"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","otherCatalogNumbers","preparations","fieldNumber","verbatimLocality","elevationAccuracy","fieldNotes","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","startDayOfYear","verbatimElevation","collectionID","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","typeStatus","individualCount","rights","identificationRemarks","higherGeography","organismID","datasetID","accessRights","higherClassification","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Clusia obdeltifolia",1899819413,-13.659167,-41.650556,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:56.632+0000","2018-12-03T16:15:48.995+0000",122,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","2018-07-01T00:00:00","SOUTH_AMERICA","Bahia",2018,2,18,"2018-02-18T00:00:00","2018-08-28T19:01:58.000+0000","2018-12-03T16:15:57.415+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000132395","30327","ALCB - Herbário Alexandre Leal Costa","Mucugê","Mucugezinho.","pt","ALCB",1899819413,"BRA:UFBA:ALCB:0000132395","Collection","Guedes, ML","132395","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas crassas. Flores com sépalas verde e pétalas cremes.","Guedes, ML",NA,"","",NA,"",NA,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","Mucugê","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.659167,-41.650556,"original coordinates","original coordinates outside municipality original in mucuge falls in rio de contas"
"2","Clusia obdeltifolia",1503030100,-16.831389,-43.045833,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:01.587+0000","2018-09-10T18:27:49.537+0000",124,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","2017-12-01T00:00:00","","Minas Gerais",2016,1,7,"2016-01-07T00:00:00","2018-09-06T20:00:45.000+0000","2018-12-08T12:54:58.311+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000229228","169","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Botumirim","Serra da Canastra, Campina do Bananal, Campo rupestre, topo do morro subindo pela casa do Sr Afonso (pé de mangueira na frente), estrada de terra que liga Botumirim à Itacambira.","pt","HUEFS",1503030100,"BRA:UEFS:HUEFS:0000229228","Collection","Queiroz-Lima, A.","229228","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","L.C.Marinho",NA,"","",NA,"",NA,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","Botumirim","Minas Gerais","brazil",2913,"Botumirim",3108503,-43.005814,-16.938512,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-16.831389,-43.045833,"original coordinates","original coordinates OK"
"3","Clusia obdeltifolia",1424503649,-16.723333,-42.926667,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:03.032+0000","2018-09-24T20:04:15.080+0000",207,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","2015-01-01T00:00:00","","Minas Gerais",2014,6,26,"2014-06-26T00:00:00","2017-10-18T18:14:04.420+0000","2018-12-06T17:01:03.682+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:929337","18371","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Cristália","Morro do Chapéu.","","RB",1424503649,"urn:catalog:JBRJ:RB:929337","PhysicalObject","G.Martinelli; N.Pougy, E.Martins, M.Verdi, D.Maurenza","RB00929337","JBRJ","","arbusto, 2m, heliófila, saxícola; folhas verdes, discolores; botões florais de cor verde.","R. C. Forzza",1225,"RB 618091","",NA,"",NA,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","Cristália","Minas Gerais","brazil",2945,"Cristália",3120300,-42.82104,-16.71925,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-16.723333,-42.926667,"original coordinates","original coordinates OK"
"4","Clusia obdeltifolia",1316261185,-11.5825,-41.09944,"gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","none","86c2834b-fcd6-418d-9b32-aca45110a0fe","FR","DWC_ARCHIVE","2018-12-05T15:49:02.347+0000","2018-05-04T09:00:09.212+0000",189,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","none","","Bahia",2014,8,9,"2014-08-09T00:00:00","2014-01-10T15:42:34.000+0000","2018-12-09T14:26:50.460+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167395","","","","","","P",1316261185,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167395","","Queiroz, L.P.|Wood, J.|Huaylla, H.","P01167395","MNHN","","","Queiroz",97,"","hb",15934,"Bahia, Morro do Chapéu: 7km E de Morro do Chapéu na estrada do Feijão",NA,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.5825,-41.09944,"original coordinates","original coordinates outside municipality original in  falls in morro do chapeu"
"5","Clusia obdeltifolia",1094926366,-11.5825,-41.099444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:53.954+0000","2018-09-10T18:27:38.727+0000",124,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","none","","Bahia",2014,8,9,"2014-08-09T00:00:00","","2018-09-10T18:28:05.978+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000209768","15934","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Morro do Chapéu","7 Km E de Morro do Chapéu, na estrada do Feijão.","pt","HUEFS",1094926366,"BRA:UEFS:HUEFS:0000209768","Collection","Queiroz, L.P.de","209768","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Campo rupestre, solo arenoso raso entre rochas de arenito/quartzito.","",97,"","",NA,"",0,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.5825,-41.099444,"original coordinates","original coordinates OK"
"6","Clusia obdeltifolia",1087689360,-12.528889,-41.558611,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:01.135+0000","2018-09-24T19:50:12.894+0000",132,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","2013-01-10T00:00:00","SOUTH_AMERICA","Bahia",2013,1,10,"2013-01-10T00:00:00","2018-08-31T18:23:14.000+0000","2018-12-08T13:06:00.229+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000026418","1128","ASE - Herbário da Universidade Federal de Sergipe","Palmeiras","Vale do Capão, Parque Nacional da Chapada Diamantina, Serra da Larguinha.","pt","ASE",1087689360,"BRA:UFS:ASE:0000026418","Collection","Nascimento - Júnior, JE","26418","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","planta masculina, flores amarelas, arbusto.; Afloramento rochoso em campo rupestre, Ca. 1350m de alt.","Nascimento - Júnior, JE",NA,"","",NA,"",NA,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","Palmeiras","Bahia","brazil",3525,"Palmeiras",2923506,-41.55815,-12.545926,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.528889,-41.558611,"original coordinates","original coordinates OK"
"7","Clusia obdeltifolia",1087689371,-12.528889,-41.558611,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:01.108+0000","2018-09-24T19:50:12.917+0000",132,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","2013-01-10T00:00:00","SOUTH_AMERICA","Bahia",2013,1,10,"2013-01-10T00:00:00","2018-08-31T18:23:14.000+0000","2018-12-08T13:06:00.297+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000026419","1129","ASE - Herbário da Universidade Federal de Sergipe","Palmeiras","Vale do Capão, Parque Nacional da Chapada Diamantina, Serra da Larguinha.","pt","ASE",1087689371,"BRA:UFS:ASE:0000026419","Collection","Nascimento - Júnior, JE","26419","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Planta feminina, flores amarelas, arbusto.; Afloramento rochoso em campo rupestre, Ca. 1350m de alt.","Nascimento - Júnior, JE",NA,"","",NA,"",NA,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","Palmeiras","Bahia","brazil",3525,"Palmeiras",2923506,-41.55815,-12.545926,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.528889,-41.558611,"original coordinates","original coordinates OK"
"8","Clusia obdeltifolia",1077243249,-12.7,-41.333333,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:48.099+0000","2018-12-03T16:16:07.812+0000",122,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","2013-09-01T00:00:00","SOUTH_AMERICA","Bahia",2013,1,28,"2013-01-28T00:00:00","2018-08-28T19:01:58.000+0000","2018-12-06T14:16:39.443+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000107661","20358","ALCB - Herbário Alexandre Leal Costa","Lençóis/Andaraí","Chapada Diamantina, Caminho para o Cruzeiro","pt","ALCB",1077243249,"BRA:UFBA:ALCB:0000107661","Collection","Guedes, ML; Alunos de Microbiologia de Adriana","107661","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","dioico, latescente. Folhas obovadas, sésseis. Flores com pétalas brancas, estames numerosos.","Guedes, ML",NA,"","",NA,"",NA,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","Lençóis/Andaraí","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.7,-41.333333,"original coordinates","original coordinates outside municipality original in lencois/andarai falls in andarai"
"9","Clusia obdeltifolia",1087689378,-12.528889,-41.558611,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:01.124+0000","2018-09-24T19:50:12.926+0000",132,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","2013-01-10T00:00:00","SOUTH_AMERICA","Bahia",2013,1,10,"2013-01-10T00:00:00","2018-08-31T18:23:14.000+0000","2018-12-08T13:06:00.288+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000026420","1130","ASE - Herbário da Universidade Federal de Sergipe","Palmeiras","Vale do Capão, Parque Nacional da Chapada Diamantina, Serra da Larguinha.","pt","ASE",1087689378,"BRA:UFS:ASE:0000026420","Collection","Nascimento - Júnior, JE","26420","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Planta feminina, frutos imaturos, arbusto.; Afloramento rochoso em campo rupestre, Ca. 1350m de alt.","Nascimento - Júnior, JE",NA,"","",NA,"",NA,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","Palmeiras","Bahia","brazil",3525,"Palmeiras",2923506,-41.55815,-12.545926,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.528889,-41.558611,"original coordinates","original coordinates OK"
"10","Clusia obdeltifolia",1087692898,-13.005278,-41.370833,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:02.304+0000","2018-09-24T19:50:14.485+0000",132,"none","PRESERVED_SPECIMEN",5556196,6,7707728,220,1414,6646,3189424,5556196,5556196,"Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich","Plantae","Tracheophyta","Malpighiales","Clusiaceae","Clusia","Clusia obdeltifolia","Clusia","obdeltifolia","SPECIES","ACCEPTED","none","SOUTH_AMERICA","Bahia",2013,2,13,"2013-02-13T00:00:00","2018-08-31T18:23:14.000+0000","2018-12-08T13:06:01.719+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000030150","1138","ASE - Herbário da Universidade Federal de Sergipe","Mucugê","Serra do Capa Bode","pt","ASE",1087692898,"BRA:UFS:ASE:0000030150","Collection","Nascimento - Júnior, JE","30150","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","campo rupestre","Nascimento - Júnior, JE",NA,"","",NA,"",NA,"","","","","","",NA,"",NA,"","",NA,"","","",NA,NA,"","",NA,NA,NA,"","Mucugê","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.005278,-41.370833,"original coordinates","original coordinates OK"
