"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","continent","identifiedBy","individualCount","institutionID","higherGeography","endDayOfYear","startDayOfYear","higherClassification","otherCatalogNumbers","preparations","county","fieldNumber","verbatimLocality","references","nomenclaturalCode","verbatimEventDate","collectionID","habitat","verbatimElevation","georeferenceSources","coordinateUncertaintyInMeters","georeferenceProtocol","nomenclaturalStatus","taxonID","bibliographicCitation","fieldNotes","identificationRemarks","georeferencedDate","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Aegiphila fluminensis",1316168484,-9.320739,-36.710847,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:12.557+0000","2018-11-23T18:21:12.829+0000",125,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","none",830,0,"Pernambuco",2015,11,15,"2015-11-15T00:00:00","2018-11-22T16:49:03.000+0000","2018-12-09T14:25:58.743+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","BRA:IMA:MAC:0000058347","4797","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","Lagoa do Ouro","Reserva Biológica Federal da Pedra Talhada.","pt","MAC",1316168484,"BRA:IMA:MAC:0000058347","Collection","L.Nusbaumer","58347","IMA","Instituto do Meio Ambiente do Estado de Alagoas, IMA","Liana ca. 6 m. Flor bege em tubo.; Mata Atlântica.","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"","",NA,"","","","","","","Lagoa do Ouro","Pernambuco","brazil",4064,"Lagoa do Ouro",2608602,-36.46502,-9.161989,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-9.320739,-36.710847,"original coordinates","original coordinates outside municipality original in lagoa do ouro falls in palmeira dos indios"
"2","Aegiphila fluminensis",1086732591,-7.3,-35.926667,"gass84","afae313d-2283-49fc-97fd-6825da4cb49b","903d4412-04a3-47c7-8584-7911a3d7e2d1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:04.681+0000","2017-12-29T15:08:10.544+0000",133,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","none",190,0,"Paraíba",2011,12,11,"2011-12-11T00:00:00","2012-10-04T19:09:15.000+0000","2018-12-06T13:39:06.278+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HTSA - Herbário do Trópico Semiárido","BRA:CPATSA:HTSA:0000004745","10834","HTSA - Herbário do Trópico Semiárido","Bananeiras","Brejo Paraibano, APA do Roncador. Cachoeira do Roncador.","pt","HTSA",1086732591,"BRA:CPATSA:HTSA:0000004745","Collection","Melo, E.; Marques da Silva, B. & Jardim, J.","4745","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Árvore ou arbusto escandente. Frutos passados. (PPBio 558317/2009). #?#; Vegetação aquática e Mata Ciliar.; HABITAT: Vegetação aquática e Mata Ciliar.","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"","",NA,"","","","","","","Bananeiras","Paraíba","brazil",4679,"Bananeiras",2501500,-35.595963,-6.700003,"PARAIBA","PB","Paraíba",-36.83226341,-7.12079672,"Paraíba","pb",-7.3,-35.926667,"original coordinates","original coordinates outside municipality original in bananeiras falls in queimadas"
"3","Aegiphila fluminensis",1094895309,-7.841111,-35.000278,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:40.021+0000","2018-09-10T18:27:21.462+0000",124,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","none",75,0,"Pernambuco",2010,3,19,"2010-03-19T00:00:00","","2018-09-10T18:27:46.833+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000178249","1471","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Igarassu","Mata de Piedade.","pt","HUEFS",1094895309,"BRA:UEFS:HUEFS:0000178249","Collection","García G, J.D.","178249","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata Atlântica Semidecidual.","","",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"","",NA,"","","","","","","Igarassu","Pernambuco","brazil",4313,"Igarassu",2606804,-34.960275,-7.817322,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-7.841111,-35.000278,"original coordinates","original coordinates OK"
"4","Aegiphila fluminensis",1090514016,-16.5,-39.25,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:32.976+0000","2018-11-24T12:34:33.001+0000",122,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","none",100,0,"Bahia",2009,6,14,"2009-06-14T00:00:00","2018-11-14T17:54:39.000+0000","2018-12-08T04:42:59.364+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000126108","1776","CEPEC - Herbário do Centro de Pesquisas do Cacau","PORTO SEGURO","Parque Nacional do Pau Brasil. Borda da mata.","pt","CEPEC",1090514016,"BRA:CEPLAC:CEPEC:0000126108","Collection","Matos, F. B.","126108","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","","G. M. Carvalho",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"","",NA,"","","","","","","PORTO SEGURO","Bahia","brazil",2962,"Porto Seguro",2925303,-39.278757,-16.625586,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-16.5,-39.25,"original coordinates","original coordinates OK"
"5","Aegiphila fluminensis",1843520370,-14.1767,-39.73,"gass84","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","none","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2018-07-02T13:16:33.400+0000","2018-05-09T10:24:06.033+0000",58,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2009,7,13,"2009-07-13T00:00:00","","2018-12-09T18:46:20.415+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","http://n2t.net/ark:/65665/308ca2314-0bf5-474c-8511-f1b0072681a7","16359","NMNH Extant Biology","","Litoral Sul, Itagibá, Mata do Laterítico","","Botany",1843520370,"http://n2t.net/ark:/65665/308ca2314-0bf5-474c-8511-f1b0072681a7","PhysicalObject","M. L. Guedes, L. J. Alves, D. Loureiro, A. Oliveira & et al.","3584656","US","","","","",1,"http://biocol.org/urn:lsid:biocol.org:col:34871","South America - Neotropics, Brazil, Bahia",194,194,"Plantae, Dicotyledonae, Lamiales, Lamiaceae","","","",NA,"","","","","","","","",NA,"","",NA,"","","","","","","","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.1767,-39.73,"original coordinates","original coordinates outside municipality original in  falls in itagiba"
"6","Aegiphila fluminensis",1094888747,-12.017778,-38.048889,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:35.721+0000","2018-09-10T18:27:17.518+0000",124,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","2016-12-01T00:00:00",143,0,"Bahia",2009,7,4,"2009-07-04T00:00:00","","2018-09-10T18:27:43.110+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000171685","932","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Entre Rios","Fazenda do rio Negro. Floresta tabuleiro costeiro, área antropizada, próximo ao plantio de eucalipto.","pt","HUEFS",1094888747,"BRA:UEFS:HUEFS:0000171685","Collection","Saavedra, M.M.","171685","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Floresta.","","F.França",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"","",NA,"","","","","","","Entre Rios","Bahia","brazil",3584,"Entre Rios",2910503,-38.042945,-12.073204,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.017778,-38.048889,"original coordinates","original coordinates OK"
"7","Aegiphila fluminensis",1090514500,-15.178333,-39.335833,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:33.160+0000","2018-11-24T12:34:33.264+0000",122,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2009,9,12,"2009-09-12T00:00:00","2018-11-14T14:34:55.000+0000","2018-12-08T04:42:59.642+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000126567","98","CEPEC - Herbário do Centro de Pesquisas do Cacau","arataca","Serra Novo Javi , RPPN do Iesb. Rod. Una/Arataca, entrada 9,5Km N, mais 8,9Km até a sede da RPPN. Trilha da Serra , acesso ca. 1,5Km NE da sede. Topo da serra.","pt","CEPEC",1090514500,"BRA:CEPLAC:CEPEC:0000126567","Collection","L. Daneu","126567","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","","P. Fiaschi",NA,"","",NA,NA,"","28/02/2010","","",NA,"","","","","","","","",NA,"","",NA,"","","","","","","arataca","Bahia","brazil",3183,"Arataca",2902252,-39.412334,-15.243448,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.178333,-39.335833,"original coordinates","original coordinates OK"
"8","Aegiphila fluminensis",1077229650,-14.176389,-39.731944,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:39.305+0000","2018-12-03T16:16:19.697+0000",122,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","2008-12-01T00:00:00",NA,NA,"Bahia",2008,3,22,"2008-03-22T00:00:00","2018-08-28T19:09:00.000+0000","2018-12-06T14:16:34.185+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000085389","139","ALCB - Herbário Alexandre Leal Costa","Itagibá","Litoral Sul, Mata do Laterítico","pt","ALCB",1077229650,"BRA:UFBA:ALCB:0000085389","Collection","Ramos, C.H.A.; Guedes, ML; Alves, L. de J.","85389","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de ca 3 m de altura. Folhas cartáceas, discolores. Inflorescência axilar com flores passadas, brácteas foláceas verdes. Frutos verdes. Ocasional.","SOUTH_AMERICA","Guedes, ML",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"","",NA,"","","","","","","Itagibá","Bahia","brazil",3318,"Itagibá",2915205,-39.829682,-14.251932,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.176389,-39.731944,"original coordinates","original coordinates OK"
"9","Aegiphila fluminensis",1087384344,-23.758253,-46.344314,"gass84","17efa320-7312-4b55-bf0a-a4cfc4613169","2437c128-bf8c-4f53-b668-da95fb2e40b7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:42.396+0000","2018-09-25T13:56:46.696+0000",120,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","2011-03-03T00:00:00",NA,NA,"São Paulo",2008,6,19,"2008-06-19T00:00:00","2018-09-10T11:10:05.000+0000","2018-12-08T13:04:28.176+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","BRA:IBt:SP:0000429362","120","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","Santo André","Subprefeitura de Paranapiacaba e Parque Andreense, Rua Araçaúva","pt","SP",1087384344,"BRA:IBt:SP:0000429362","Collection","Pelissari, G; Zanuto, ARA; Silva, AH; Almeida Scabbia, RJ","429362","Instituto de Botânica, IBT","Instituto de Botânica, IBT","","","Almeida Scabbia, RJ",NA,"","",NA,NA,"","","","",NA,"","","","","","","","",NA,"","",NA,"","","","","","","Santo André","São Paulo","brazil",1110,"Santo André",3547809,-46.443939,-23.726284,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.758253,-46.344314,"original coordinates","original coordinates OK"
"10","Aegiphila fluminensis",731721937,-23.75806,-46.34417,"gass84","b5cdf794-8fa4-4a85-8b26-755d087bf531","2cd829bb-b713-433d-99cf-64bef11e5b3e","none","86c2834b-fcd6-418d-9b32-aca45110a0fe","FR","DWC_ARCHIVE","2018-12-05T16:04:41.303+0000","2018-05-04T10:45:11.018+0000",189,"none","PRESERVED_SPECIMEN",3892707,6,7707728,220,408,2497,9156446,3892707,3892707,"Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Aegiphila","Aegiphila fluminensis","Aegiphila","fluminensis","SPECIES","ACCEPTED","none",NA,NA,"São Paulo",2008,6,19,"2008-06-19T00:00:00","2016-03-17T11:55:38.000+0000","2018-12-08T05:22:39.291+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","http://coldb.mnhn.fr/catalognumber/mnhn/p/p06773373","","","","","","P",731721937,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p06773373","","Pelissari, G.|Almeida-Scabia, R.J.|da Silva, A.H.|Zanuto, A.R.A.","P06773373","MNHN","","","","",NA,"","",NA,NA,"","","hb","Santo André",120,"Subprefeitura de Parabapiacaba e Parque Andreense, Rua Araçaúva.","","","","","","","",NA,"","",NA,"","","","","","","","São Paulo","brazil",NA,"",NA,NA,NA,"","","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.75806,-46.34417,"original coordinates","original coordinates outside municipality original in  falls in santo andre"
