"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","otherCatalogNumbers","individualCount","elevationAccuracy","preparations","references","habitat","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","nomenclaturalStatus","county","taxonID","bibliographicCitation","fieldNotes","verbatimElevation","higherGeography","georeferenceProtocol","higherClassification","coordinateUncertaintyInMeters","rights","identificationQualifier","fieldNumber","infraspecificEpithet","typeStatus","identificationRemarks","georeferencedDate","georeferenceSources","typifiedName","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Vitex rufescens",1699426133,-12.683333,-41.166667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.542+0000","2018-12-03T16:16:31.295+0000",122,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","2017-07-01T00:00:00","SOUTH_AMERICA","Bahia",2017,6,17,"2017-06-17T00:00:00","2018-08-28T19:09:27.000+0000","2018-12-05T23:49:33.889+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000128498","25737","ALCB - Herbário Alexandre Leal Costa","Wagner","Chapada Diamantina, Caminho para o Rio Bonito.","pt","ALCB",1699426133,"BRA:UFBA:ALCB:0000128498","Collection","Guedes, ML; Andrade, IAQ de; Silva, LS; Costa, IM de O da; et al.","128498","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas composta trifolioladas, folíolos discolores, face abaxial com indumento ferrugíneo. Fruto drupa vinácea.","Guedes, ML",NA,"",NA,NA,"","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","Wagner","Bahia","brazil",3562,"Wagner",2933406,-41.164712,-12.235036,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.683333,-41.166667,"original coordinates","original coordinates outside municipality original in wagner falls in andarai"
"2","Vitex rufescens",1264695906,-10.1519,-36.3821,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:03.868+0000","2018-09-24T19:50:16.766+0000",132,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","2016-01-12T00:00:00","SOUTH_AMERICA","Sergipe",2016,1,7,"2016-01-07T00:00:00","2018-08-31T18:27:06.000+0000","2018-12-08T13:34:52.130+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000035171","519","ASE - Herbário da Universidade Federal de Sergipe","Santana do São Francisco","Povoado Saúde, Fazenda Mãe Natureza.","pt","ASE",1264695906,"BRA:UFS:ASE:0000035171","Collection","Matos, GMA; Santos, E; Freire, GS; Silva, BD","35171","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Arbusto. Flores com pétala lilás.; Ecótono: Caatinga e Mata Atlântica.","Matos, GMA",NA,"",NA,NA,"","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","Santana do São Francisco","Sergipe","brazil",3867,"Santana do São Francisco",2806404,-36.636243,-10.287096,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.1519,-36.3821,"original coordinates","original coordinates outside municipality original in santana do sao francisco falls in penedo"
"3","Vitex rufescens",1275054398,-10.2758,-36.2907,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:04.231+0000","2018-09-24T19:50:17.476+0000",132,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","none","SOUTH_AMERICA","Sergipe",2016,2,17,"2016-02-17T00:00:00","","2018-09-24T19:50:21.286+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000036477","117","ASE - Herbário da Universidade Federal de Sergipe","Brejo Grande","Brejo dos Negros, Mata da Batateira.","pt","ASE",1275054398,"BRA:UFS:ASE:0000036477","Collection","Figueiredo, MA; Farias, MCV","36477","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Árvore. Ca. de 5 m. Flores liláses.; Restinga.","Andrade, RS",NA,"",NA,NA,"","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","Brejo Grande","Sergipe","brazil",3830,"Brejo Grande",2800704,-36.474874,-10.478016,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.2758,-36.2907,"original coordinates","original coordinates outside municipality original in brejo grande falls in feliz deserto"
"4","Vitex rufescens",1839115875,-10.7396,-36.9996,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:05.231+0000","2018-09-24T19:50:19.073+0000",132,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","2017-02-14T00:00:00","SOUTH_AMERICA","Sergipe",2016,3,18,"2016-03-18T00:00:00","","2018-09-24T19:50:22.683+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000039650","120","ASE - Herbário da Universidade Federal de Sergipe","Santo Amaro das Brotas","Projeto de Assentamento Celso Furtado, Área de Reserva Legal do projeto de Assentamento Celso Furtado.","pt","ASE",1839115875,"BRA:UFS:ASE:0000039650","Collection","Santos-Neto, AM; Felix, GS; Souza, JO; Nunes, SS; Landim, MF","39650","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Mata Atlântica","Santos-Neto, AM",NA,"",NA,NA,"","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","Santo Amaro das Brotas","Sergipe","brazil",3775,"Santo Amaro das Brotas",2806602,-36.979729,-10.770663,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.7396,-36.9996,"original coordinates","original coordinates OK"
"5","Vitex rufescens",1639432556,-5.813056,-35.191944,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:11.511+0000","2018-09-24T19:58:51.449+0000",207,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","none","","Rio Grande do Norte",2016,11,8,"2016-11-08T00:00:00","2017-10-15T14:28:17.358+0000","2018-12-07T09:22:41.871+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1363244","1877","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Natal","Parque Estadual Dunas de Natal. Bosque dos Namorados. Início da Trilha da Perobinha","","RB",1639432556,"urn:catalog:JBRJ:RB:1363244","PhysicalObject","A.A. Roque","RB01363244","JBRJ","","","A.A. Roque",54,"RB 745631",NA,NA,"","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","Natal","Rio Grande do Norte","brazil",4933,"Natal",2408102,-35.228798,-5.803114,"RIO GRANDE DO NORTE","RN","Rio Grande do Norte",-36.67312218,-5.83926444,"Rio Grande do Norte","rn",-5.813056,-35.191944,"original coordinates","original coordinates OK"
"6","Vitex rufescens",1913582599,-16.043333,-42.3525,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:43.285+0000","2018-11-23T18:21:43.322+0000",123,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","none","","Minas Gerais",2016,12,2,"2016-12-02T00:00:00","2018-10-26T13:54:19.000+0000","2018-12-10T13:35:48.176+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000102555","6051","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","NOVORIZONTE","Sítio 5 - Ponto 4.","pt","CEN",1913582599,"BRA:Cenargen:CEN:0000102555","Collection","Anderson Cássio Sevilha","102555","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Projeto Bem Diverso.","B. M. T. Walter",657,"",4,0,"Exsicatas","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","NOVORIZONTE","Minas Gerais","brazil",3070,"Novorizonte",3145372,-42.401607,-16.009524,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-16.043333,-42.3525,"original coordinates","original coordinates OK"
"7","Vitex rufescens",1252598938,-11.8,-37.6,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:52.876+0000","2018-12-03T16:16:18.290+0000",122,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","2015-06-01T00:00:00","SOUTH_AMERICA","Bahia",2015,5,2,"2015-05-02T00:00:00","2018-08-28T19:09:27.000+0000","2018-12-08T15:43:27.900+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000120949","23422","ALCB - Herbário Alexandre Leal Costa","Conde","Litoral Norte, Cavalo Russo.","pt","ALCB",1252598938,"BRA:UFBA:ALCB:0000120949","Collection","Guedes, ML; Costa, MA; Costa, TF","120949","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas compostas, digitadas, discolores, face abaxial com indumento ferrugíneo. Frutos quando maduros vináceos.","Guedes, ML",NA,"",NA,NA,"","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","Conde","Bahia","brazil",3622,"Conde",2908606,-37.67734,-11.827324,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.8,-37.6,"original coordinates","original coordinates OK"
"8","Vitex rufescens",1424513502,-22.922778,-42.319722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:10.979+0000","2018-09-24T20:04:20.123+0000",207,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","2015-06-15T00:00:00","","Rio de Janeiro",2015,6,13,"2015-06-13T00:00:00","2017-10-19T13:22:40.469+0000","2018-12-06T17:01:09.227+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:984606","1658","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Araruama","Praia Seca. APA Massambaba","","RB",1424513502,"urn:catalog:JBRJ:RB:984606","PhysicalObject","M.S.Wängler","RB00984606","JBRJ","","Restinga. Frutos negros.","Arthur Soares, via foto",1,"RB 628656",NA,NA,"","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","Araruama","Rio de Janeiro","brazil",1427,"Araruama",3300209,-42.296121,-22.756538,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.922778,-42.319722,"original coordinates","original coordinates OK"
"9","Vitex rufescens",1913585343,-10.255278,-36.639167,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:16.203+0000","2018-11-23T18:21:16.213+0000",125,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","2015-12-21T00:00:00","","Sergipe",2015,12,15,"2015-12-15T00:00:00","2018-11-22T16:49:26.000+0000","2018-12-10T13:35:49.571+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","BRA:IMA:MAC:0000064299","247","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","Santana do São Francisco","Povoado Saúde, Fazenda Mãe Natureza.","pt","MAC",1913585343,"BRA:IMA:MAC:0000064299","Collection","G.S.Freire; E.Santos; G.M.A.Matos; B.D.Silva","64299","IMA","Instituto do Meio Ambiente do Estado de Alagoas, IMA","Arbusto ca. 6,2 m. Flores liláses; botões ferrugíneos. Frutos imaturos verdes.; Caatinga e Mata Atlântica.","G.S.Freire",NA,"",NA,NA,"","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","Santana do São Francisco","Sergipe","brazil",3867,"Santana do São Francisco",2806404,-36.636243,-10.287096,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.255278,-36.639167,"original coordinates","original coordinates OK"
"10","Vitex rufescens",1213519975,-9.238333,-36.433333,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:11.703+0000","2018-11-23T18:21:11.752+0000",125,"none","PRESERVED_SPECIMEN",7784419,6,7707728,220,408,2497,2925556,7784419,7784419,"Vitex rufescens A.Juss.","Vitex rufescens A.Juss.","Plantae","Tracheophyta","Lamiales","Lamiaceae","Vitex","Vitex rufescens","Vitex","rufescens","SPECIES","ACCEPTED","none","","Alagoas",2014,2,20,"2014-02-20T00:00:00","","2018-11-23T18:22:06.269+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","BRA:IMA:MAC:0000057039","100","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada, Três Lagoas.","pt","MAC",1213519975,"BRA:IMA:MAC:0000057039","Collection","J.S.Correia; A.Santos; R.L.Silva","57039","IMA","Instituto do Meio Ambiente do Estado de Alagoas, IMA","Árvore ca. 7 m. Flor roxa. Frutos verdes.; Mata Atlântica.","",NA,"",NA,NA,"","","","","","",NA,NA,"","","",NA,"",NA,"","","","",NA,"",NA,"","","","","","","",NA,"","","Quebrangulo","Alagoas","brazil",4031,"Quebrangulo",2707602,-36.468669,-9.311118,"ALAGOAS","AL","Alagoas",-36.62362821,-9.51494324,"Alagoas","al",-9.238333,-36.433333,"original coordinates","original coordinates OK"
