"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","locality","elevation","elevationAccuracy","references","institutionID","county","collectionID","modified","habitat","preparations","verbatimElevation","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","georeferenceSources","individualCount","nomenclaturalStatus","fieldNumber","taxonID","bibliographicCitation","rights","organismQuantity","organismQuantityType","higherGeography","higherClassification","otherCatalogNumbers","locationRemarks","coordinateUncertaintyInMeters","occurrenceStatus","fieldNotes","reproductiveCondition","georeferencedDate","georeferencedBy","georeferenceProtocol","verbatimCoordinateSystem","verbatimLocality","disposition","identificationRemarks","organismID","datasetID","accessRights","verbatimTaxonRank","typeStatus","dynamicProperties","typifiedName","coordinatePrecision","eventID","higherGeographyID","locationID","identificationID","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Amanoa oblongifolia",1889163595,-12.127783,-45.021107,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.715+0000","2018-08-03T12:01:43.241+0000",136,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","2018-01-03T00:00:00","SOUTH_AMERICA","Bahia",2017,12,28,"2017-12-28T00:00:00","2018-08-03T12:01:43.275+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000005248","08","HDJF - Herbário Dendrológico Jeanine Felfili","Barreiras","pt","HDJF",1889163595,"BRA:UFVJM:HDJF:0000005248","Collection","Machado, ELM","5248","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Mata ciliar","Machado, ELM","",NA,NA,"","","","","","","","","","",NA,NA,"",NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"Barreiras","Bahia","brazil",3594,"Barreiras",2903201,-45.522683,-12.018207,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.127783,-45.021107,"original coordinates","original coordinates OK"
"2","Amanoa oblongifolia",1853945799,-11.315083,-55.965,"gass84","c3cf0200-8818-40cc-bec3-039aad7625c6","ea79c3f0-78b4-4614-9c17-b991662bd18d","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:50.440+0000","2018-11-24T12:22:50.571+0000",125,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","2016-07-03T00:00:00","","Mato Grosso",2016,6,26,"2016-06-26T00:00:00","2018-11-24T12:22:53.151+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CNMT - Herbário Centro Norte Mato Grossense","BRA:UFMT:CNMT:0000006275","","CNMT - Herbário Centro Norte Mato Grossense","Tabaporã","pt","CNMT",1853945799,"BRA:UFMT:CNMT:0000006275","Collection","Silva, C.C.","6275","Universidade Federal de Mato Grosso (UFMT)","Universidade Federal de Mato Grosso (UFMT)","Folhas discolor, Frutos tricoca, com porte arbóreo médio. <ll>dwc_commonname:</ll> Macucu","Santos, J.P.","Fazenda Crestani",NA,NA,"","","","","","","","","","",NA,NA,"",NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"Tabaporã","Mato Grosso","brazil",3711,"Tabaporã",5107941,-56.491057,-11.211928,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-11.315083,-55.965,"original coordinates","original coordinates OK"
"3","Amanoa oblongifolia",1095271100,-1.339728,-61.939797,"gass84","7aeb3ded-7443-4512-95f7-2ec7ab0f308c","a8d26b9b-a0c0-42b3-a479-b575f9b60793","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:11.547+0000","2018-08-03T12:06:29.600+0000",127,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","none","","Roraima",2012,9,29,"2012-09-29T00:00:00","2018-08-03T12:06:30.617+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EAFM - Herbário do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","BRA:IFAM - CMZL:EAFM:0000010351","177","EAFM - Herbário do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","Rorainópolis","pt","EAFM",1095271100,"BRA:IFAM - CMZL:EAFM:0000010351","Collection","Ammann, S.; Marinho, T.","10351","Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","Arvoreta 8m. Ritidoma rugoso. Casca viva alaranjada. Raizes adventicias.; Igapó, várzea&nf; ; HA","Ramos, J.F.","Xixuaú, Frente da comunidade, várzea",33,0,"","","","","","","","","","",NA,NA,"",NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"Rorainópolis","Roraima","brazil",5538,"Rorainópolis",1400472,-61.012044,0.037437,"RORAIMA","RR","Roraima",-61.38936422,2.08232311,"Roraima","rr",-1.339728,-61.939797,"original coordinates","original coordinates outside municipality original in rorainopolis falls in barcelos"
"4","Amanoa oblongifolia",1042682941,-4.252083,-62.49,"gass84,gdativ","3cc6171e-8c52-4f65-ad7a-32c74e395f29","c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b","none","ada4205f-679c-4a86-9759-ff652ac467b3","BR","DWC_ARCHIVE","2017-10-08T07:25:20.461+0000","2014-11-24T14:45:41.266+0000",50,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","2010-05-04T00:00:00","SOUTH_AMERICA","Amazonas",2009,12,2,"2009-12-02T00:00:00","2018-07-07T16:20:58.828+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Instituto Nacional de Pesquisas da Amazônia (INPA)","urn:catalog:inpa:herbarium:216770","246","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","","pt","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",1042682941,"urn:catalog:inpa:herbarium:216770","Collection","Luize, BG","234457","Instituto Nacional de Pesquisas da Amazônia (INPA)","","","Luize, B.G.","""Divisa de municipio Beruri; RDS Piagaçú-Purus; Setor  Cuiuana, Parana do Ipixuna, terraço, Igarapé careta. Baixo rio Purus; Floresta de várzea; parcela 3a placa 403.""",0,0,"","01.263.896/0015-60","Anorí","","2014-09-26T00:00:00.000+0000","","","","","",NA,NA,"",NA,"",NA,NA,"","License Elements",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"","Amazonas","brazil",NA,"",NA,NA,NA,"","","Amazonas",-64.65219948,-4.15548242,"Amazonas","am",-4.252083,-62.49,"original coordinates","original coordinates outside municipality original in  falls in coari"
"5","Amanoa oblongifolia",1042682444,-4.465242,-62.36,"gass84,gdativ","3cc6171e-8c52-4f65-ad7a-32c74e395f29","c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b","none","ada4205f-679c-4a86-9759-ff652ac467b3","BR","DWC_ARCHIVE","2017-10-08T07:25:20.482+0000","2014-11-24T14:45:40.663+0000",50,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","2010-05-04T00:00:00","SOUTH_AMERICA","Amazonas",2009,12,7,"2009-12-07T00:00:00","2018-07-07T16:20:58.840+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Instituto Nacional de Pesquisas da Amazônia (INPA)","urn:catalog:inpa:herbarium:216789","265","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","","pt","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",1042682444,"urn:catalog:inpa:herbarium:216789","Collection","Luize, BG","234476","Instituto Nacional de Pesquisas da Amazônia (INPA)","","","Luize, B.G.","""Divisa de municipio Beruri; RDS Piagaçú-Purus; Setor Itapuru, Parana Itapuru.  Baixo rio Purus; Floresta de várzea; parcela 21B,  placa 3829.""",0,0,"","01.263.896/0015-60","Anorí","","2014-09-26T00:00:00.000+0000","","","","","",NA,NA,"",NA,"",NA,NA,"","License Elements",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"","Amazonas","brazil",NA,"",NA,NA,NA,"","","Amazonas",-64.65219948,-4.15548242,"Amazonas","am",-4.465242,-62.36,"original coordinates","original coordinates outside municipality original in  falls in anori"
"6","Amanoa oblongifolia",1042672714,-1.848417,-61.59,"cudc,gass84,gdativ,iddatunl","3cc6171e-8c52-4f65-ad7a-32c74e395f29","c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b","none","ada4205f-679c-4a86-9759-ff652ac467b3","BR","DWC_ARCHIVE","2017-10-08T07:25:18.186+0000","2014-11-24T14:45:28.221+0000",50,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","2008-04-01T00:00:00","","",2008,2,NA,"2008-02-01T00:00:00","2018-07-07T16:20:58.917+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Instituto Nacional de Pesquisas da Amazônia (INPA)","urn:catalog:inpa:herbarium:206747","7238","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","","pt","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",1042672714,"urn:catalog:inpa:herbarium:206747","Collection","Zartman, CE","224202","Instituto Nacional de Pesquisas da Amazônia (INPA)","","","Cangani, K.G.","Reserva Biológica Parque do Jaú.",0,0,"","01.263.896/0015-60","","","2014-09-26T00:00:00.000+0000","","","","","",NA,NA,"",NA,"",NA,NA,"","License Elements",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"","","brazil",NA,"",NA,NA,NA,"","","",NA,NA,NA,"",-1.848417,-61.59,"original coordinates","original coordinates outside municipality original in  falls in barcelos"
"7","Amanoa oblongifolia",1090503603,-10.906111,-44.942778,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:22.990+0000","2018-11-24T12:34:23.038+0000",122,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","none","","Bahia",2005,2,21,"2005-02-21T00:00:00","2018-12-08T04:42:55.006+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000113080","273","CEPEC - Herbário do Centro de Pesquisas do Cacau","FORMOSA DO RIO PRETO","pt","CEPEC",1090503603,"BRA:CEPLAC:CEPEC:0000113080","Collection","A. B. Xavier","113080","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","M. L. Guedes","Oeste da Bahia. Estação.",NA,NA,"","","","","2018-11-14T14:14:07.000+0000","","","","","",NA,NA,"",NA,"",NA,NA,"","",NA,NA,"","","30/10/2005",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"FORMOSA DO RIO PRETO","Bahia","brazil",3741,"Formosa do Rio Preto",2911105,-45.761366,-11.020387,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.906111,-44.942778,"original coordinates","original coordinates outside municipality original in formosa do rio preto falls in cristalandia do piaui"
"8","Amanoa oblongifolia",1042497756,-2.883333,-59.97,"gass84,gdativ,iddatunl","3cc6171e-8c52-4f65-ad7a-32c74e395f29","c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b","none","ada4205f-679c-4a86-9759-ff652ac467b3","BR","DWC_ARCHIVE","2017-10-08T07:24:36.937+0000","2014-11-24T14:40:59.328+0000",50,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","2010-01-01T00:00:00","SOUTH_AMERICA","Amazonas",1995,5,5,"1995-05-05T00:00:00","2018-07-07T16:20:58.911+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Instituto Nacional de Pesquisas da Amazônia (INPA)","urn:catalog:inpa:herbarium:32727","1538","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","","pt","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",1042497756,"urn:catalog:inpa:herbarium:32727","Collection","Cordeiro, I dos R.","177633","Instituto Nacional de Pesquisas da Amazônia (INPA)","","","Ramos, J.F.","Reserva Florestal Adolfo Ducke, Na entrada da Reserva.",0,0,"","01.263.896/0015-60","Manaus","","2014-09-26T00:00:00.000+0000","","","","","",NA,NA,"",NA,"",NA,NA,"","License Elements",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"","Amazonas","brazil",NA,"",NA,NA,NA,"","","Amazonas",-64.65219948,-4.15548242,"Amazonas","am",-2.883333,-59.97,"original coordinates","original coordinates outside municipality original in  falls in manaus"
"9","Amanoa oblongifolia",1090450716,-14.416667,-39.016667,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:33:41.007+0000","2018-11-24T12:33:41.023+0000",122,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","none","","Bahia",1994,1,1,"1994-01-01T00:00:00","2018-12-08T04:42:32.596+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000053113","7438","CEPEC - Herbário do Centro de Pesquisas do Cacau","URUÇUCA","pt","CEPEC",1090450716,"BRA:CEPLAC:CEPEC:0000053113","Collection","W. W. Thomas","53113","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","I. Cordeiro","7.3Km ao N Serra Grande Rod. Para Itacaré. Faz. Lagoa do Conj. Sta. Cruz.. Parcela 20. Árvore 842.",NA,NA,"","","","","2018-11-14T17:53:06.000+0000","","","","","",NA,NA,"",NA,"",NA,NA,"","",NA,NA,"","","28/02/1994",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"URUÇUCA","Bahia","brazil",3281,"Uruçuca",2932705,-39.232321,-14.527691,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.416667,-39.016667,"original coordinates","original coordinates outside Brazil"
"10","Amanoa oblongifolia",1087362054,-11.866667,-45.483333,"gass84","17efa320-7312-4b55-bf0a-a4cfc4613169","2437c128-bf8c-4f53-b668-da95fb2e40b7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:28.725+0000","2018-09-25T13:53:31.587+0000",120,"none","PRESERVED_SPECIMEN",3080043,6,7707728,220,1414,8807,3080039,3080043,3080043,"Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.","Plantae","Tracheophyta","Malpighiales","Phyllanthaceae","Amanoa","Amanoa oblongifolia","Amanoa","oblongifolia","SPECIES","ACCEPTED","none","","Bahia",1994,10,11,"1994-10-11T00:00:00","2018-12-08T13:04:17.703+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","BRA:IBt:SP:0000318484","4090","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","Barreiras","pt","SP",1087362054,"BRA:IBt:SP:0000318484","Collection","Queiróz, LP; Nascimento, NS","318484","Instituto de Botânica, IBT","Instituto de Botânica, IBT","Árvore copada de ca. 7m de altura. Folhas cartáceas a face adaxial verde-escura, l·cida, a abaxial glauca. Flores com tépalas cremes, filetes verdes, anteras amarelas e pistilo verde. Pouco frequente, em floração.","Cordeiro, I","Rio de Janeiro, próximo à Cachoeira do Acaba-vida, a ca. 19 Km da BR-242 na estrada para Cotias, entrando na BR-242 a ca. 70 Km W de Barreiras. &nf;Mata ciliar.",NA,NA,"","","","","2018-09-10T11:21:40.000+0000","","","","","",NA,NA,"",NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,"Barreiras","Bahia","brazil",3594,"Barreiras",2903201,-45.522683,-12.018207,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.866667,-45.483333,"original coordinates","original coordinates OK"
