"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","continent","modified","identifiedBy","otherCatalogNumbers","individualCount","nomenclaturalStatus","nomenclaturalCode","county","taxonID","identificationQualifier","bibliographicCitation","collectionID","references","habitat","institutionID","verbatimEventDate","endDayOfYear","preparations","startDayOfYear","verbatimElevation","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","higherGeography","higherClassification","fieldNotes","typeStatus","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Cupania rigida",1835178290,-11.8225,-41.134167,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.235+0000","2018-09-10T18:27:56.225+0000",124,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","none",919,0,"Bahia",2017,10,12,"2017-10-12T00:00:00","2018-09-10T18:28:20.504+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000236348","13609","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Morro de Chapéu","Chapada Diamantina. Estrada Duas Barras para Bonito.","pt","HUEFS",1835178290,"BRA:UEFS:HUEFS:0000236348","Collection","Melo, E.","236348","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata na beira da estrada.","","","","",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","Morro de Chapéu","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.8225,-41.134167,"original coordinates","original coordinates outside municipality original in morro de chapeu falls in morro do chapeu"
"2","Cupania rigida",1889188615,-13.602222,-39.750833,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:56.145+0000","2018-12-03T16:16:30.303+0000",122,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","2018-03-01T00:00:00",NA,NA,"Bahia",2017,12,7,"2017-12-07T00:00:00","2018-12-03T16:17:57.367+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000130235","30089","ALCB - Herbário Alexandre Leal Costa","Varzedo","Recôncavo Sul, Rio Camarão.","pt","ALCB",1889188615,"BRA:UFBA:ALCB:0000130235","Collection","Guedes, ML; Junior, ES de A","130235","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas com folíolos coriáceos, discolores. Frutos cápsulas .","SOUTH_AMERICA","2018-08-28T19:18:48.000+0000","Guedes, ML","",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","Varzedo","Bahia","brazil",3464,"Varzedo",2933174,-39.380386,-12.976374,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.602222,-39.750833,"original coordinates","original coordinates outside municipality original in varzedo falls in wenceslau guimaraes"
"3","Cupania rigida",1316181006,-11.643889,-41.154167,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:59.844+0000","2018-09-10T18:27:47.479+0000",124,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","none",1120,0,"Bahia",2015,10,18,"2015-10-18T00:00:00","2018-12-09T14:26:05.732+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000224182","13162","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Morro do Chapéu","Chapada Diamantina. Entrocamento para Utinga, ca. 8 Km a partir do Entrocamento. Fazenda Alto Bonito, próximo a Torre Eólica.","pt","HUEFS",1316181006,"BRA:UEFS:HUEFS:0000224182","Collection","Melo, E.","224182","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata e cerrado.","","2018-09-06T20:13:32.000+0000","","",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.643889,-41.154167,"original coordinates","original coordinates OK"
"4","Cupania rigida",1944982327,-15.839722,-39.779444,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:53.698+0000","2018-11-24T12:34:53.724+0000",122,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2014,11,26,"2014-11-26T00:00:00","2018-11-24T12:36:01.219+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000151061","16","CEPEC - Herbário do Centro de Pesquisas do Cacau","POTIRAGUÁ","Conglomerado BA_1366-2-6-31","pt","CEPEC",1944982327,"BRA:CEPLAC:CEPEC:0000151061","Collection","Paulino, R.C.","151061","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","<ll>dwc_commonname:</ll>","","","R. Asprino","10/1/2017",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","POTIRAGUÁ","Bahia","brazil",3119,"Potiraguá",2925402,-39.772091,-15.682091,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.839722,-39.779444,"original coordinates","original coordinates outside municipality original in potiragua falls in itapebi"
"5","Cupania rigida",1563895171,-14.939444,-40.320278,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:01.752+0000","2018-09-24T19:58:43.742+0000",207,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2014,11,5,"2014-11-05T00:00:00","2018-12-07T14:56:02.852+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1325391","46","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Caatiba","Conglomerado BA_1296","","RB",1563895171,"urn:catalog:JBRJ:RB:1325391","PhysicalObject","Fernandes, M. H.","RB01325391","JBRJ","","Árvore, exsudado não observado. Casca externa alaranjada e fina, casca interna amarelada, tipo: estriada, desprendimento: esfoliante. Frutos com 15 x1 cm, secos, forma irregular, cor externa vinácea e  interna marrom, consistência em arilo","","2017-06-12T10:48:32.064+0000","R. Asprino","RB 732107",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","Caatiba","Bahia","brazil",3214,"Caatiba",2904803,-40.336255,-15.003582,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.939444,-40.320278,"original coordinates","original coordinates OK"
"6","Cupania rigida",1944982299,-16.02,-39.24,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:53.657+0000","2018-11-24T12:34:53.675+0000",122,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2014,11,25,"2014-11-25T00:00:00","2018-11-24T12:36:01.248+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000151057","11","CEPEC - Herbário do Centro de Pesquisas do Cacau","ITAPEBÍ","Conglomerado BA_1374","pt","CEPEC",1944982299,"BRA:CEPLAC:CEPEC:0000151057","Collection","Paulino, R.C.","151057","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","<ll>dwc_commonname:</ll>","","","R. Asprino","10/1/2017",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","ITAPEBÍ","Bahia","brazil",3085,"Itapebi",2916302,-39.667055,-15.906971,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-16.02,-39.24,"original coordinates","original coordinates outside municipality original in itapebi falls in belmonte"
"7","Cupania rigida",1094914155,-11.808611,-41.189167,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:48.963+0000","2018-09-10T18:27:32.348+0000",124,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","none",980,0,"Bahia",2013,8,8,"2013-08-08T00:00:00","2018-09-10T18:27:58.134+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000197562","12116","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Morro do Chapéu","Estrada para Bonito. Beira da estrada.","pt","HUEFS",1094914155,"BRA:UEFS:HUEFS:0000197562","Collection","Melo, E.","197562","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Cerrado.","","","","",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.808611,-41.189167,"original coordinates","original coordinates OK"
"8","Cupania rigida",1094924087,-13.5,-41.216667,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:52.841+0000","2018-09-10T18:27:37.638+0000",124,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","none",787,0,"Bahia",2013,10,22,"2013-10-22T00:00:00","2018-09-10T18:28:04.846+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000207503","1085","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Barra da Estiva","Divisa se Iramaia, localidade de Sincorá da Serra.","pt","HUEFS",1094924087,"BRA:UEFS:HUEFS:0000207503","Collection","Carneiro-Torres, D.S.","207503","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Cerrado.","","","","",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","Barra da Estiva","Bahia","brazil",3383,"Barra da Estiva",2902807,-41.139815,-13.647719,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.5,-41.216667,"original coordinates","original coordinates OK"
"9","Cupania rigida",1077241298,-12.966667,-38.5,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:46.397+0000","2018-12-03T16:16:06.686+0000",122,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","2012-09-01T00:00:00",NA,NA,"Bahia",2012,6,19,"2012-06-19T00:00:00","2018-12-06T14:16:38.810+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000105227","57","ALCB - Herbário Alexandre Leal Costa","Salvador","Região Metropolitana Salvador, Base Naval","pt","ALCB",1077241298,"BRA:UFBA:ALCB:0000105227","Collection","Oliveira, D; Queiroz, EP; Teixeira, SR; Guedes, ML","105227","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de ca 13 m de altura. Folhas com folíolos coriáceos, discolores. Inflorescência panícula axilar com flores cremes.","SOUTH_AMERICA","2018-08-28T19:18:48.000+0000","Guedes, ML","",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","Salvador","Bahia","brazil",3474,"Salvador",2927408,-38.51033,-12.871185,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.966667,-38.5,"original coordinates","original coordinates OK"
"10","Cupania rigida",1094903482,-13.413056,-40.4075,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:44.842+0000","2018-09-10T18:27:26.775+0000",124,"none","PRESERVED_SPECIMEN",3784774,6,7707728,220,933,6657,3189959,3784774,3784774,"Cupania rigida Radlk.","Cupania rigida Radlk.","Plantae","Tracheophyta","Sapindales","Sapindaceae","Cupania","Cupania rigida","Cupania","rigida","SPECIES","ACCEPTED","none",982,0,"Bahia",2012,7,19,"2012-07-19T00:00:00","2018-09-10T18:27:53.025+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000186578","11310","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Maracás","Estrada para o Cruzeiro, ca. 1,5 Km após Cruzeiro.","pt","HUEFS",1094903482,"BRA:UEFS:HUEFS:0000186578","Collection","Melo, E.","186578","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata na base do rochedo.","","","","",NA,"","","",NA,"","","","","","","",NA,"",NA,"",NA,"","","","",NA,"",NA,"","","Maracás","Bahia","brazil",3404,"Maracás",2920502,-40.553066,-13.497374,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.413056,-40.4075,"original coordinates","original coordinates OK"
