"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","modified","individualCount","preparations","identifiedBy","otherCatalogNumbers","continent","fieldNotes","coordinateUncertaintyInMeters","typeStatus","typifiedName","institutionID","nomenclaturalCode","higherGeography","organismID","datasetID","accessRights","collectionID","higherClassification","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Bredemeyera hebeclada",1936707310,-11.641111,-41.940556,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:06.561+0000","2018-11-14T17:20:06.583+0000",124,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","none",729,0,"Bahia",2018,4,20,"2018-04-20T00:00:00","2018-11-14T17:20:06.643+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000243865","13747","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Morro do Chapéu","Chapada Diamantina. BA-052, estrada para Feira de Santana, 27 Km, entrada a direita, área antropica, beira da estrada.","pt","HUEFS",1936707310,"BRA:UEFS:HUEFS:0000243865","Collection","Melo, E.","243865","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga.","",NA,"","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.641111,-41.940556,"original coordinates","original coordinates outside municipality original in morro do chapeu falls in ibitita"
"2","Bredemeyera hebeclada",1901020792,-20.139444,-40.513333,"gass84","4d0fa690-1551-46f0-9a22-acfec0e00dd0","503e9b26-09b5-4c40-b42a-bb476319a8ad","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:17:08.835+0000","2018-10-09T15:49:01.795+0000",142,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","none",90,0,"Espírito Santo",2018,7,24,"2018-07-24T00:00:00","2018-12-09T13:08:44.364+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","BRA:UFES:VIES:0000028153","4426","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","Santa Leopoldina","Estrada Santa Leopoldina x Crubixá - fragmento de floresta secundária.","pt","VIES",1901020792,"BRA:UFES:VIES:0000028153","Collection","Assis, A.M.; Cribari, R.S.","28153","UFES","Universidade Federal do Espírito Santo, UFES","Liana. Frutos amarelos. Borda de mata.","2018-10-03T13:55:22.000+0000",NA,"","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Leopoldina","Espírito Santo","brazil",2380,"Santa Leopoldina",3204500,-40.540501,-20.123027,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-20.139444,-40.513333,"original coordinates","original coordinates OK"
"3","Bredemeyera hebeclada",1913583402,-15.317777,-42.313611,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:43.948+0000","2018-11-23T18:21:43.990+0000",123,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","none",887,0,"Minas Gerais",2017,3,15,"2017-03-15T00:00:00","2018-12-10T13:35:48.433+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000103347","6420","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","SANTO ANTÔNIO DO RETIRO","Sítio 10. Ponto 5.","pt","CEN",1913583402,"BRA:Cenargen:CEN:0000103347","Collection","Anderson Cássio Sevilha","103347","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Projeto Bem Diverso.","2018-10-26T14:05:54.000+0000",4,"Exsicatas","A. C. Servilha","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"SANTO ANTÔNIO DO RETIRO","Minas Gerais","brazil",3175,"Santo Antônio do Retiro",3160454,-42.661615,-15.288357,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-15.317777,-42.313611,"original coordinates","original coordinates outside municipality original in santo antonio do retiro falls in vargem grande do rio pardo"
"4","Bredemeyera hebeclada",1638342246,-11.557778,-40.905833,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:02.899+0000","2018-09-10T18:27:51.091+0000",124,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","none",660,0,"Bahia",2017,4,13,"2017-04-13T00:00:00","2018-12-06T03:12:49.714+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000232199","13450","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Morro do Chapéu","Chapada Diamantina, Cachoeira Domingos Lopes.","pt","HUEFS",1638342246,"BRA:UEFS:HUEFS:0000232199","Collection","Melo, E.","232199","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata ciliar.","2018-09-06T19:59:47.000+0000",NA,"","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.557778,-40.905833,"original coordinates","original coordinates OK"
"5","Bredemeyera hebeclada",1851288167,-21.833333,-41.864722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:25.619+0000","2018-09-24T19:59:06.835+0000",207,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","2018-05-16T00:00:00",NA,NA,"Rio de Janeiro",2017,5,21,"2017-05-21T00:00:00","2018-09-24T19:59:28.141+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1390430","1998","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Santa Maria Madalena","estrada para Morumbeca dos Marreiros. Parque Estadual do Desengano","","RB",1851288167,"urn:catalog:JBRJ:RB:1390430","PhysicalObject","M.S.Wängler; J.F.A.Baumgratz; M.Nadruz; B.Valente & T.Lorenzetti","RB01390430","JBRJ","","folhas velutinas discolores, frutos verdes","2018-06-18T18:52:47.000+0000",NA,"","M.S.Wängler","RB 767874","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Maria Madalena","Rio de Janeiro","brazil",1716,"Santa Maria Madalena",3304607,-41.912957,-21.969462,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.833333,-41.864722,"original coordinates","original coordinates outside municipality original in santa maria madalena falls in sao fidelis"
"6","Bredemeyera hebeclada",1587319990,-10.080195,-36.361812,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:15.408+0000","2018-11-23T18:21:15.506+0000",125,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","2016-06-28T00:00:00",NA,NA,"Alagoas",2016,5,4,"2016-05-04T00:00:00","2018-11-23T18:22:14.661+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","BRA:IMA:MAC:0000063263","s.n.","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","Coruripe","AL-65","pt","MAC",1587319990,"BRA:IMA:MAC:0000063263","Collection","A.A.S.Mascarenhas","63263","IMA","Instituto do Meio Ambiente do Estado de Alagoas, IMA","Árvore, ca. de 3 m de alt., em área de canavial e regeneração. Espécime coletado no conglomerado AL65, subunidade 1, subparcela 10, código 4RN. Caatinga","",NA,"","M.Figueira; B.Schindler","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Coruripe","Alagoas","brazil",3899,"Coruripe",2702306,-36.229105,-10.082243,"ALAGOAS","AL","Alagoas",-36.62362821,-9.51494324,"Alagoas","al",-10.080195,-36.361812,"original coordinates","original coordinates OK"
"7","Bredemeyera hebeclada",1455707417,-10.080278,-36.361944,"cdround,gass84,rdatm","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:36:56.874+0000","2018-09-24T19:58:39.409+0000",207,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","none",NA,NA,"Alagoas",2016,5,4,"2016-05-04T00:00:00","2018-09-24T19:58:52.331+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1300809","","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Coruripe","Espécime coletada no conglomerado AL65, subunidade 1, subparcela 10, código 4RN.","","RB",1455707417,"urn:catalog:JBRJ:RB:1300809","PhysicalObject","A. A. S. Mascarenhas","RB01300809","JBRJ","","Árvore, ca. 3 m de altura.","2017-03-30T08:15:13.000+0000",NA,"","M. Figueira; B. Schindler","RB 684288","","Em área de canavial e regeneração. Mata Atlântica.",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Coruripe","Alagoas","brazil",3899,"Coruripe",2702306,-36.229105,-10.082243,"ALAGOAS","AL","Alagoas",-36.62362821,-9.51494324,"Alagoas","al",-10.080278,-36.361944,"original coordinates","original coordinates OK"
"8","Bredemeyera hebeclada",1587320154,-9.438494,-35.624094,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:15.494+0000","2018-11-23T18:21:15.586+0000",125,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","2016-09-01T00:00:00",NA,NA,"Alagoas",2016,9,1,"2016-09-01T00:00:00","2018-11-23T18:22:14.929+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","BRA:IMA:MAC:0000063366","483","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","Paripueira","no entorno da RPPN Placas","pt","MAC",1587320154,"BRA:IMA:MAC:0000063366","Collection","M.Figueira; B.Schindler","63366","IMA","Instituto do Meio Ambiente do Estado de Alagoas, IMA","Arbusto, na borda de fragmento florestal, com ramos apoiando-se nas plantas vizinhas, fruto marrom; Floresta Pluvial do Domínio Atlântico, aprox. 60 m de altitude, solo arenoso, relevo suave-ondulado a ondulado","",NA,"","M.Figueira; B.Schindler","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Paripueira","Alagoas","brazil",4010,"Paripueira",2706448,-35.593852,-9.435154,"ALAGOAS","AL","Alagoas",-36.62362821,-9.51494324,"Alagoas","al",-9.438494,-35.624094,"original coordinates","original coordinates OK"
"9","Bredemeyera hebeclada",1440657787,-10.478333,-40.264444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:00.108+0000","2018-09-10T18:27:47.545+0000",124,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","2018-02-01T00:00:00",677,0,"Bahia",2016,9,9,"2016-09-09T00:00:00","2018-12-09T10:45:53.855+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000224635","16311","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Campo Formoso","Estrada Campo Formoso para Missão, ca. 8 Km NW de Campo Formoso.","pt","HUEFS",1440657787,"BRA:UEFS:HUEFS:0000224635","Collection","Queiroz, L.P.de","224635","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata Ciliar.","2018-09-06T19:59:47.000+0000",NA,"","M.Mota","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Campo Formoso","Bahia","brazil",3873,"Campo Formoso",2906006,-40.721299,-10.250389,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.478333,-40.264444,"original coordinates","original coordinates OK"
"10","Bredemeyera hebeclada",1440658162,-21.528611,-41.890278,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:00.552+0000","2018-09-10T18:27:48.083+0000",124,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","none",708,0,"Rio de Janeiro",2015,5,23,"2015-05-23T00:00:00","2018-12-09T10:45:54.081+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000226323","615","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Cambuci","Serra de São Caetano, em mata no topo da Serra, à margem da estrada próximo à rampa de voo livre.","pt","HUEFS",1440658162,"BRA:UEFS:HUEFS:0000226323","Collection","Costa, I.G.","226323","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Floresta Estacional Semidecidual Montana.","2018-09-06T19:59:47.000+0000",NA,"","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Cambuci","Rio de Janeiro","brazil",1883,"Cambuci",3300902,-41.913727,-21.495839,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.528611,-41.890278,"original coordinates","original coordinates OK"
"11","Bredemeyera hebeclada",1837840576,-18.463889,-40.274722,"gass84","4d0fa690-1551-46f0-9a22-acfec0e00dd0","503e9b26-09b5-4c40-b42a-bb476319a8ad","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:17:13.257+0000","2018-10-09T15:49:05.582+0000",142,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","2016-10-10T00:00:00",NA,NA,"Espírito Santo",2015,6,23,"2015-06-23T00:00:00","2018-12-08T03:44:07.934+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","BRA:UFES:VIES:0000038904","336","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","Nova Venécia","APA Pedra do Elefante.","pt","VIES",1837840576,"BRA:UFES:VIES:0000038904","Collection","Pena, N.T.L.; Alves-Araújo, A.; Luber, J.; Sossai, B.G. & Souza, W.O.","38904","UFES","Universidade Federal do Espírito Santo, UFES","","2018-10-03T13:55:22.000+0000",NA,"","Pena, N.T.L.","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Nova Venécia","Espírito Santo","brazil",2688,"Nova Venécia",3203908,-40.523444,-18.698823,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.463889,-40.274722,"original coordinates","original coordinates outside municipality original in nova venecia falls in pinheiros"
"12","Bredemeyera hebeclada",1094918895,-5.917222,-35.200556,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:50.816+0000","2018-09-10T18:27:35.235+0000",124,"none","PRESERVED_SPECIMEN",7459931,6,7707728,220,1370,2417,7293318,7459931,7459931,"Bredemeyera hebeclada (DC.) J.F.B.Pastore","Bredemeyera hebeclada (DC.) J.F.B.Pastore","Plantae","Tracheophyta","Fabales","Polygalaceae","Bredemeyera","Bredemeyera hebeclada","Bredemeyera","hebeclada","SPECIES","ACCEPTED","2018-02-01T00:00:00",27,0,"Rio Grande do Norte",2013,4,11,"2013-04-11T00:00:00","2018-09-10T18:28:01.687+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000202288","3506","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Parnamirim","Mata do Jiqui: Loteamento.","pt","HUEFS",1094918895,"BRA:UEFS:HUEFS:0000202288","Collection","Gadelha Neto, P.C.","202288","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Floresta Estacional Semidecidual das Terras Baixas.","",NA,"","M.Mota","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Parnamirim","Rio Grande do Norte","brazil",4907,"Parnamirim",2403251,-35.229896,-5.914352,"RIO GRANDE DO NORTE","RN","Rio Grande do Norte",-36.67312218,-5.83926444,"Rio Grande do Norte","rn",-5.917222,-35.200556,"original coordinates","original coordinates OK"
