"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","continent","elevation","elevationAccuracy","otherCatalogNumbers","fieldNotes","nomenclaturalCode","verbatimEventDate","higherGeography","verbatimCoordinateSystem","county","preparations","startDayOfYear","verbatimElevation","collectionID","institutionID","rights","references","habitat","endDayOfYear","georeferenceSources","individualCount","nomenclaturalStatus","taxonID","bibliographicCitation","georeferencedDate","georeferenceProtocol","identificationRemarks","higherClassification","coordinateUncertaintyInMeters","eventRemarks","taxonRemarks","typeStatus","organismID","datasetID","accessRights","typifiedName","dynamicProperties","fieldNumber","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Andira nitida",1090877605,-20.587778,-40.420556,"gass84","4d0fa690-1551-46f0-9a22-acfec0e00dd0","503e9b26-09b5-4c40-b42a-bb476319a8ad","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:17:06.638+0000","2018-10-09T15:48:59.971+0000",142,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","2018-02-01T00:00:00","Espírito Santo",2018,1,8,"2018-01-08T00:00:00","2018-10-03T13:51:34.000+0000","2018-12-09T06:14:59.509+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","BRA:UFES:VIES:0000024093","30","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","Guarapari","Parque Estadual Paulo César Vinha. Restinga próxima às antenas da Rodovia do Sol.","pt","VIES",1090877605,"BRA:UFES:VIES:0000024093","Collection","Guarnier, J.C.; Caitano, H.A.; Cardoso, W.C. & Pereira, W.C","24093","UFES","Universidade Federal do Espírito Santo, UFES","Flor rosa. Arbusto, 2m de altura.","Gomes, J.M.L.","",NA,NA,"","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","Guarapari","Espírito Santo","brazil",2230,"Guarapari",3202405,-40.547524,-20.585141,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-20.587778,-40.420556,"original coordinates","original coordinates OK"
"2","Andira nitida",1883786120,-10.4951,-37.2658,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:05.264+0000","2018-09-24T19:50:19.121+0000",132,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","2018-01-25T00:00:00","Sergipe",2017,12,6,"2017-12-06T00:00:00","2018-08-31T18:25:31.000+0000","2018-12-07T12:54:34.464+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000039816","191","ASE - Herbário da Universidade Federal de Sergipe","Campo do Brito","Povoado Poções da Ribeira, Ambiente aberto, com presença de paredões e curos d'água, radiação solar direta.","pt","ASE",1883786120,"BRA:UFS:ASE:0000039816","Collection","Silva, FO; Fabricante, JR","39816","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Árvore - aprox. 5 m. inflorescência do tipo racemo com Flores papilionacea de coloração rosea, apresentam odor agradável. Folhas opostas de coloração verde e forma lanceolada, não apresenta pilosidade, margm inteira e nervura peninerv","Silva, FO","SOUTH_AMERICA",NA,NA,"","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","Campo do Brito","Sergipe","brazil",3777,"Campo do Brito",2801009,-37.501382,-10.765996,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.4951,-37.2658,"original coordinates","original coordinates outside municipality original in campo do brito falls in nossa senhora das dores"
"3","Andira nitida",1324589755,-10.283,-36.3613,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:04.427+0000","2018-09-24T19:50:17.757+0000",132,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","2016-04-28T00:00:00","Sergipe",2016,4,19,"2016-04-19T00:00:00","2018-08-31T18:25:31.000+0000","2018-12-06T08:55:06.846+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000037099","122","ASE - Herbário da Universidade Federal de Sergipe","Pacatuba","Povoado Poção","pt","ASE",1324589755,"BRA:UFS:ASE:0000037099","Collection","Santos, E; Farias, MCV; Figueiredo, MAM","37099","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Arbusto. Ca. de 4 m. Frutos maduros verdes.; Restinga","Santana-Júnior, JA","SOUTH_AMERICA",NA,NA,"","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","Pacatuba","Sergipe","brazil",3825,"Pacatuba",2804904,-36.64641,-10.518438,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.283,-36.3613,"original coordinates","original coordinates outside municipality original in pacatuba falls in feliz deserto"
"4","Andira nitida",1657213140,-10.5738,-37.0312,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:04.857+0000","2018-09-24T19:50:18.257+0000",132,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","2016-11-03T00:00:00","Sergipe",2016,10,20,"2016-10-20T00:00:00","2018-08-31T18:25:31.000+0000","2018-12-10T06:05:05.623+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000038461","36","ASE - Herbário da Universidade Federal de Sergipe","Aracaju","Manguezal próximo ao Parque dos Cajueiros, Ambiente antropizado com esgoto, lixo e crescente urbanização","pt","ASE",1657213140,"BRA:UFS:ASE:0000038461","Collection","Santos, JPB; Fabricante, JR","38461","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Arbórea. 15 m. Inflorescência em cachos de cor rosa. Folhas opostas simples lineares com ápice acuminado de cor verde.&nf;; Manguezal","Santos, JPB","SOUTH_AMERICA",NA,NA,"","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","Aracaju","Sergipe","brazil",3746,"Aracaju",2800308,-37.093231,-10.989493,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.5738,-37.0312,"original coordinates","original coordinates outside municipality original in aracaju falls in capela"
"5","Andira nitida",1837839673,-12.917222,-38.319722,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.882+0000","2018-11-14T17:20:04.930+0000",124,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","none","Bahia",2016,11,17,"2016-11-17T00:00:00","2018-11-09T19:15:57.000+0000","2018-12-08T03:44:07.317+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000239347","4167","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Salvador","Praia do Flamengo, UNIDUNAS.","pt","HUEFS",1837839673,"BRA:UEFS:HUEFS:0000239347","Collection","Cardoso, D.","239347","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","",13,0,"","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","Salvador","Bahia","brazil",3474,"Salvador",2927408,-38.51033,-12.871185,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.917222,-38.319722,"original coordinates","original coordinates OK"
"6","Andira nitida",1848739813,-19.122222,-39.883611,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:05.389+0000","2018-11-14T17:20:05.514+0000",124,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","none","Espírito Santo",2015,4,10,"2015-04-10T00:00:00","2018-11-09T19:15:58.000+0000","2018-12-08T22:44:20.550+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000240940","1247","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Linhares","Reserva Natural Vale. Aceiro Parajú.","pt","HUEFS",1848739813,"BRA:UEFS:HUEFS:0000240940","Collection","Snak, C.","240940","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Restinga, formação herbáceo-arbustiva com algumas arvoretas.","","",14,0,"","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","Linhares","Espírito Santo","brazil",2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.122222,-39.883611,"original coordinates","original coordinates OK"
"7","Andira nitida",1423894201,-21.819167,-41.029167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:23.178+0000","2018-09-24T19:57:45.506+0000",207,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","none","Rio de Janeiro",2015,9,24,"2015-09-24T00:00:00","","2018-12-06T16:55:14.734+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1014547","8111","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São João da Barra","Grussai, RPPN Caruara, margens da Lagoa de Iquipari. Restinga arbórea degradada.","","RB",1423894201,"urn:catalog:JBRJ:RB:1014547","PhysicalObject","Haroldo C. de Lima; T.P. Souza & J. Maciel","RB01014547","JBRJ","","Arbusto 1 m alt. Estéril. Frequente. Material banco DNA.","H.C. de Lima","",19,NA,"RB 632598","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","São João da Barra","Rio de Janeiro","brazil",1784,"São João da Barra",3305000,-41.080156,-21.782425,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.819167,-41.029167,"original coordinates","original coordinates OK"
"8","Andira nitida",1423894182,-21.819167,-41.029167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:23.174+0000","2018-09-24T19:57:45.517+0000",207,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","none","Rio de Janeiro",2015,9,24,"2015-09-24T00:00:00","2017-10-15T10:48:30.138+0000","2018-12-06T16:55:14.726+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1014539","8110","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São João da Barra","Grussai, RPPN Caruara, FPN de Iquipari, próximo às margens da Lagoa de Iquipari. Pasto Abandonado com remanescentes de restinga arbórea.","","RB",1423894182,"urn:catalog:JBRJ:RB:1014539","PhysicalObject","Haroldo C. de Lima; T.P. Souza & J. Maciel","RB01014539","JBRJ","","Arbusto muito ramificado, com 0,5-1,5 m alt. Flores com cálice atro-vinoso e corola rosada, vexilo com mácula central alvacenta. frutos esverdeados. Muito frequente. Material banco DNA; fotos TPS.","H.C. de Lima","",19,NA,"RB 632597","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","São João da Barra","Rio de Janeiro","brazil",1784,"São João da Barra",3305000,-41.080156,-21.782425,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.819167,-41.029167,"original coordinates","original coordinates OK"
"9","Andira nitida",1135827251,-8.5525,-35.148056,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:41:08.807+0000","2018-08-03T12:05:13.180+0000",130,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","2014-08-01T00:00:00","Pernambuco",2014,2,3,"2014-02-03T00:00:00","2018-07-10T14:15:17.000+0000","2018-12-06T21:47:09.326+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","BRA:IPA:IPA:0000089596","22","IPA - Herbário - IPA Dárdano de Andrade Lima","Sirinhaém","Usina Trapiche, Engenho Coelhas","pt","IPA",1135827251,"BRA:IPA:IPA:0000089596","Collection","Barros, R.; Roseane Karla; Chagas, M.; Roseane Karla; Chagas, M.","89596","IPA","Empresa Pernambucana de Pesquisa Agropecuária, IPA","","Bocage, A.","SOUTH_AMERICA",NA,NA,"","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","Sirinhaém","Pernambuco","brazil",4165,"Sirinhaém",2614204,-35.174428,-8.573365,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.5525,-35.148056,"original coordinates","original coordinates OK"
"10","Andira nitida",1571775691,-17.252222,-39.219167,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:02.505+0000","2018-11-14T17:20:02.510+0000",124,"none","PRESERVED_SPECIMEN",2952178,6,7707728,220,1370,5386,7858091,2952178,2952178,"Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira nitida","Andira","nitida","SPECIES","ACCEPTED","2014-03-01T00:00:00","Bahia",2014,3,13,"2014-03-13T00:00:00","2018-11-09T19:15:58.000+0000","2018-12-08T17:23:30.875+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000231262","1789","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Prado","Estrada Prado-Cumuruxatiba, mais ou menos Km 10.","pt","HUEFS",1571775691,"BRA:UEFS:HUEFS:0000231262","Collection","Neves, D.M.","231262","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata de tabuleiro.","R.T.Pennington","",NA,NA,"","","","","",NA,"","",NA,"","","",NA,"","",NA,"",NA,"",NA,"","","","","",NA,"","","",NA,"","","","","","Prado","Bahia","brazil",2890,"Prado",2925501,-39.353401,-17.132184,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-17.252222,-39.219167,"original coordinates","original coordinates OK"
