"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","otherCatalogNumbers","fieldNotes","references","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","identificationRemarks","collectionID","individualCount","infraspecificEpithet","habitat","verbatimElevation","higherGeography","higherClassification","georeferenceProtocol","eventRemarks","fieldNumber","verbatimLocality","coordinateUncertaintyInMeters","taxonRemarks","nomenclaturalStatus","taxonID","bibliographicCitation","georeferenceSources","identificationQualifier","verbatimTaxonRank","verbatimCoordinateSystem","georeferencedDate","typeStatus","dynamicProperties","organismID","datasetID","accessRights","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Caesalpinia pyramidalis",1889189039,-11.55,-39.266667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:56.825+0000","2018-12-03T16:16:30.413+0000",122,"none","PRESERVED_SPECIMEN",7909947,6,7707728,220,1370,5386,2958443,2958803,2958803,"Poincianella pyramidalis (Tul.) L.P.Queiroz","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Poincianella","pyramidalis","SPECIES","SYNONYM","2018-06-01T00:00:00","SOUTH_AMERICA","Bahia",2018,4,22,"2018-04-22T00:00:00","2018-08-28T19:07:40.000+0000","2018-12-03T16:17:57.647+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000132536","30466","ALCB - Herbário Alexandre Leal Costa","Conceição do Coité","Caminho para Juazeirinho.","pt","ALCB",1889189039,"BRA:UFBA:ALCB:0000132536","Collection","Guedes, ML; Lopes, RB; Gama, HC","132536","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas com folíolos cartáceos, discolores. Frutos imaturos.","Guedes, ML",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Conceição do Coité","Bahia","brazil",3665,"Conceição do Coité",2908408,-39.266626,-11.522486,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.55,-39.266667,"original coordinates","original coordinates OK"
"2","Caesalpinia pyramidalis",1889189031,-11.933333,-39.466667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:56.809+0000","2018-12-03T16:16:30.458+0000",122,"none","PRESERVED_SPECIMEN",7909947,6,7707728,220,1370,5386,2958443,2958803,2958803,"Poincianella pyramidalis (Tul.) L.P.Queiroz","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Poincianella","pyramidalis","SPECIES","SYNONYM","2018-05-01T00:00:00","SOUTH_AMERICA","Bahia",2018,4,20,"2018-04-20T00:00:00","2018-08-28T19:07:40.000+0000","2018-12-03T16:17:57.746+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000132452","30382","ALCB - Herbário Alexandre Leal Costa","Conceição do Coité","Serrote, Faz. do Sr. Oscar.","pt","ALCB",1889189031,"BRA:UFBA:ALCB:0000132452","Collection","Guedes, ML; Gama, HC; Lopes, R","132452","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas com folíolos cartáceos, discolores. Inflorescência panícula com botões esverdeados, flores amarelas.","Guedes, ML",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Conceição do Coité","Bahia","brazil",3665,"Conceição do Coité",2908408,-39.266626,-11.522486,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.933333,-39.466667,"original coordinates","original coordinates outside municipality original in conceicao do coite falls in riachao do jacuipe"
"3","Caesalpinia pyramidalis",1913592113,-9.5502,-37.1641,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:05.464+0000","2018-09-24T19:50:19.937+0000",132,"none","PRESERVED_SPECIMEN",7909947,6,7707728,220,1370,5386,2958443,2958803,2958803,"Poincianella pyramidalis (Tul.) L.P.Queiroz","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Poincianella","pyramidalis","SPECIES","SYNONYM","2018-07-15T00:00:00","SOUTH_AMERICA","Sergipe",2018,6,15,"2018-06-15T00:00:00","2018-09-05T14:13:42.000+0000","2018-12-10T13:35:52.723+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000040386","1","ASE - Herbário da Universidade Federal de Sergipe","Porto da Folha","","pt","ASE",1913592113,"BRA:UFS:ASE:0000040386","Collection","Fernandes, JV","40386","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Árvore com flores amarelas e frutos verdes.","Fernandes, JV",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Porto da Folha","Sergipe","brazil",3929,"Porto da Folha",2805604,-37.421868,-9.913921,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-9.5502,-37.1641,"original coordinates","original coordinates outside municipality original in porto da folha falls in olivenca"
"4","Caesalpinia pyramidalis",1944966381,-13.1425,-42.498611,"gass84","fffdea53-c113-4cdc-896e-a9c5fd726591","1c72778c-05de-4f31-b83a-ff541ce5dff7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:30.708+0000","2018-11-24T12:32:30.749+0000",81,"none","PRESERVED_SPECIMEN",2958803,6,7707728,220,1370,5386,2958443,2958803,2958803,"Caesalpinia pyramidalis Tul.","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Caesalpinia","pyramidalis","SPECIES","ACCEPTED","none","","Bahia",2018,11,10,"2018-11-10T00:00:00","","2018-11-24T12:32:32.706+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UESC - Herbário Universidade Estadual de Santa Cruz","BRA:UESC:UESC:0000024131","3","UESC - Herbário Universidade Estadual de Santa Cruz","Macaúbas","","pt","UESC",1944966381,"BRA:UESC:UESC:0000024131","Collection","Genário S. Roque & Carlos E. M. Maia,","24131","UESC","Universidade Estadual de Santa Cruz (UESC)","Vegetação de Caatinga.; Árvore, ca. 6m de alt.","",540,0,"","","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Macaúbas","Bahia","brazil",3445,"Macaúbas",2919801,-42.691098,-13.109689,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.1425,-42.498611,"original coordinates","original coordinates OK"
"5","Caesalpinia pyramidalis",1587303425,-10.357139,-41.762833,"cdround,gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:19.498+0000","2018-05-05T12:05:52.697+0000",121,"none","PRESERVED_SPECIMEN",7909947,6,7707728,220,1370,5386,2958443,2958803,2958803,"Poincianella pyramidalis (Tul.) L.P.Queiroz","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Poincianella","pyramidalis","SPECIES","HOMOTYPIC_SYNONYM","2017-05-08T00:00:00","SOUTH_AMERICA","Bahia",2017,1,21,"2017-01-21T00:00:00","","2018-07-07T03:36:26.080+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HVASF - Herbário Vale do São Francisco","BRA:UNIVASF:HVASF:0000023269","295","HVASF - Herbário Vale do São Francisco","Sento Sé","Área Proposta para o Parque Nacional do Boqueirão da Onça, Comunidade Brejo da Brásida, Morro da Malhada Grande","pt","HVASF",1587303425,"BRA:UNIVASF:HVASF:0000023269","Collection","D.S. Fernandes","23269","UNIVASF","Universidade Federal do Vale do São Francisco (UNIVASF)","Arbusto, ca. de 1,0m de alt., inflorescências em estandarte, flores amarelas, pediceladas, odor adocicado.","D.S. Fernandes",409,0,"","","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Sento Sé","Bahia","brazil",3892,"Sento Sé",2930204,-41.658076,-10.134058,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.357139,-41.762833,"original coordinates","original coordinates OK"
"6","Caesalpinia pyramidalis",1585202417,-9.6514,-37.7904,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:23.789+0000","2018-10-25T12:35:02.853+0000",123,"none","PRESERVED_SPECIMEN",7909947,6,7707728,220,1370,5386,2958443,2958803,2958803,"Poincianella pyramidalis (Tul.) L.P.Queiroz","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Poincianella","pyramidalis","SPECIES","SYNONYM","2017-02-03T00:00:00","","Sergipe",2017,1,19,"2017-01-19T00:00:00","2018-10-16T19:23:08.000+0000","2018-12-07T01:13:53.459+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000015435","","EFC - Herbário Escola de Florestas Curitiba","Canindé de São Francisco","Canindé de São Francisco","pt","EFC",1585202417,"BRA:UFPR:EFC:0000015435","Collection","Souza, I.","15435","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Arbusto, 3m, flores amarelas.","Souza, I.",147,0,"","","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Canindé de São Francisco","Sergipe","brazil",3956,"Canindé de São Francisco",2801207,-37.913445,-9.712281,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-9.6514,-37.7904,"original coordinates","original coordinates OK"
"7","Caesalpinia pyramidalis",1705511474,-9.816667,-40.3,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.965+0000","2018-11-14T17:20:03.982+0000",124,"none","PRESERVED_SPECIMEN",9462202,6,7707728,220,1370,5386,2958443,2958803,2958803,"Cenostigma pyramidale (Tul.) E.Gagnon & G.P.Lewis","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Cenostigma","pyramidale","SPECIES","SYNONYM","none","","Bahia",2017,3,11,"2017-03-11T00:00:00","2018-11-09T19:09:53.000+0000","2018-12-09T16:22:35.149+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000235391","5276","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Juazeiro","On BR407, 6 km NW of Massaroca towards Petrolina","pt","HUEFS",1705511474,"BRA:UEFS:HUEFS:0000235391","Collection","Särkinen, T.","235391","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Growing along disturbed roadside crystalline caatinga vegetation","",489,0,"","","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Juazeiro","Bahia","brazil",3989,"Juazeiro",2918407,-40.272812,-9.542468,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-9.816667,-40.3,"original coordinates","original coordinates OK"
"8","Caesalpinia pyramidalis",1889168047,-8.999444,-36.900278,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:41:09.521+0000","2018-08-03T12:05:14.100+0000",130,"none","PRESERVED_SPECIMEN",7909947,6,7707728,220,1370,5386,2958443,2958803,2958803,"Poincianella pyramidalis (Tul.) L.P.Queiroz","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Poincianella","pyramidalis","SPECIES","HOMOTYPIC_SYNONYM","2017-08-08T00:00:00","SOUTH_AMERICA","Pernambuco",2017,3,27,"2017-03-27T00:00:00","","2018-08-03T12:05:21.343+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","BRA:IPA:IPA:0000091917","56","IPA - Herbário - IPA Dárdano de Andrade Lima","Iati","Conglomerado do Inventário Florestal Nacional.&nf; PE_235 , 2-10-1RN","pt","IPA",1889168047,"BRA:IPA:IPA:0000091917","Collection","Sousa, M.A.C.","91917","IPA","Empresa Pernambucana de Pesquisa Agropecuária, IPA","","Oliveira, M.A.",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Iati","Pernambuco","brazil",4067,"Iati",2606507,-36.900988,-9.143289,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.999444,-36.900278,"original coordinates","original coordinates OK"
"9","Caesalpinia pyramidalis",1898863439,-7.74,-37.44,"gass84,rdatm","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:29.284+0000","2018-09-24T19:59:09.479+0000",207,"none","PRESERVED_SPECIMEN",7909947,6,7707728,220,1370,5386,2958443,2958803,2958803,"Poincianella pyramidalis (Tul.) L.P.Queiroz","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Poincianella","pyramidalis","SPECIES","HOMOTYPIC_SYNONYM","none","","Pernambuco",2017,5,4,"2017-05-04T00:00:00","2018-08-24T13:51:47.000+0000","2018-09-24T19:59:31.740+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1396721","406","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Ingazeira","Conglomerado do Inventário Florestal Nacional PE_35, 3-10-1RN","","RB",1898863439,"urn:catalog:JBRJ:RB:1396721","PhysicalObject","I. S. Nascimento","RB01396721","JBRJ","","Flor amarela","M. A. Oliveira",NA,NA,"RB 774020","Árvores esparsas. Relevo plano. Solo arenoso","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Ingazeira","Pernambuco","brazil",4344,"Ingazeira",2607109,-37.415566,-7.713343,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-7.74,-37.44,"original coordinates","original coordinates OK"
"10","Caesalpinia pyramidalis",1889168009,-7.919722,-37.44,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:41:09.504+0000","2018-08-03T12:05:14.063+0000",130,"none","PRESERVED_SPECIMEN",7909947,6,7707728,220,1370,5386,2958443,2958803,2958803,"Poincianella pyramidalis (Tul.) L.P.Queiroz","Caesalpinia pyramidalis Tul.","Plantae","Tracheophyta","Fabales","Fabaceae","Caesalpinia","Caesalpinia pyramidalis","Poincianella","pyramidalis","SPECIES","HOMOTYPIC_SYNONYM","2017-11-05T00:00:00","SOUTH_AMERICA","Pernambuco",2017,5,8,"2017-05-08T00:00:00","","2018-08-03T12:05:21.316+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","BRA:IPA:IPA:0000091909","377","IPA - Herbário - IPA Dárdano de Andrade Lima","Iguaraci","Conglomerado do Inventário Florestal Nacional.&nf; PE_59 , 3-6-10","pt","IPA",1889168009,"BRA:IPA:IPA:0000091909","Collection","Moraes, T.M.","91909","IPA","Empresa Pernambucana de Pesquisa Agropecuária, IPA","","Oliveira, M.A.",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","","","","","","","",NA,"","",NA,"","","","","","","","",NA,"","","","Iguaraci","Pernambuco","brazil",4308,"Iguaraci",2606903,-37.403161,-7.845501,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-7.919722,-37.44,"original coordinates","original coordinates outside municipality original in iguaraci falls in iguaracy"
