"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","associatedOccurrences","otherCatalogNumbers","fieldNotes","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","georeferenceProtocol","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","identificationQualifier","higherGeography","eventRemarks","higherClassification","coordinateUncertaintyInMeters","identificationRemarks","georeferencedDate","georeferenceSources","nomenclaturalStatus","taxonID","bibliographicCitation","fieldNumber","organismID","datasetID","accessRights","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Poecilanthe falcata",1840925017,-12.424806,-45.080472,"cdround,gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:19.594+0000","2018-05-05T12:05:53.104+0000",121,"none","PRESERVED_SPECIMEN",2947786,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe grandiflora Benth.","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","grandiflora","SPECIES","SYNONYM","2018-03-30T00:00:00",554,0,"SOUTH_AMERICA","Bahia",2018,3,28,"2018-03-28T00:00:00","2018-04-13T18:55:01.000+0000","2018-12-08T19:50:36.930+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HVASF - Herbário Vale do São Francisco","BRA:UNIVASF:HVASF:0000023521","4089","HVASF - Herbário Vale do São Francisco","São Desidério","Comunidade do Barreiro, na margem da estrada ao lado de um pequeno riacho","pt","HVASF",1840925017,"BRA:UNIVASF:HVASF:0000023521","Collection","J.A. Siqueira Filho","23521","UNIVASF","Universidade Federal do Vale do São Francisco (UNIVASF)","Árvore ca. de 10 m alt., frutos pêndulos, vistosos achatados","R.T. Queiroz","","","","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"São Desidério","Bahia","brazil",3489,"São Desidério",2928901,-45.482902,-12.798637,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.424806,-45.080472,"original coordinates","original coordinates OK"
"2","Poecilanthe falcata",1837458471,-21.381667,-41.068056,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:21.556+0000","2018-09-24T19:59:02.564+0000",207,"none","PRESERVED_SPECIMEN",2947784,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe falcata (Vell.) Heringer","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","falcata","SPECIES","ACCEPTED","none",NA,NA,"","Rio de Janeiro",2018,3,26,"2018-03-26T00:00:00","2018-05-18T15:24:25.015+0000","2018-12-08T03:40:22.482+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1383931","8626","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Francisco de Itabapoana","Estrada do aceiro de contorno, próximo a estrada da Cobiça. Estação Ecológica Estadual de Guaxindiba","","RB",1837458471,"urn:catalog:JBRJ:RB:1383931","PhysicalObject","Haroldo C. de Lima; M.T. Nascimento, E.A. Fortes, I.S. Broggio","RB01383931","JBRJ","","Árvore pequena cerca de 7 metros de altura. Frutos-castanho-amarelados. Frequente. Fotos HCL e MTN. RBcarpo 8663","H.C. de Lima","rb/1/38/84/44/01388444.JPG|rb/1/38/84/44/01388444.JPG","RB 761523","Floresta Estacional.","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"São Francisco de Itabapoana","Rio de Janeiro","brazil",1910,"São Francisco de Itabapoana",3304755,-41.134985,-21.417603,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.381667,-41.068056,"original coordinates","original coordinates OK"
"3","Poecilanthe falcata",1844892471,-21.387222,-41.083889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:23.421+0000","2018-09-24T19:59:04.428+0000",207,"none","PRESERVED_SPECIMEN",2947784,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe falcata (Vell.) Heringer","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","falcata","SPECIES","ACCEPTED","none",NA,NA,"","Rio de Janeiro",2018,4,28,"2018-04-28T00:00:00","2018-05-08T16:42:39.621+0000","2018-12-09T18:54:25.845+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1386899","7","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Francisco de Itabapoana","Na borda da mata, onde passa a estrada de aceiro que contorna a faixa leste da mata, a 10 m da entrada da Trilha da Pitomba e Parcela 3 PPBio.  Floresta estacional. Estação Ecológica Estadual de Guaxindiba","","RB",1844892471,"urn:catalog:JBRJ:RB:1386899","PhysicalObject","Elenice A. Fortes; M.A. Faitanin, H.B.M. Viana, N.B. Neves Neto","RB01386899","JBRJ","","Árvore ca. 10 m alt. Tronco com casca lisa esbranquiçada, muito ramificado na base. Poucas folhas localizadas no final dos ramos. Folíolos com manchas avermelhadas. Frutos em fase média de maturação, amarelos-amarronzados.","E.A. Fortes","","RB 764480","","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"São Francisco de Itabapoana","Rio de Janeiro","brazil",1910,"São Francisco de Itabapoana",3304755,-41.134985,-21.417603,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.387222,-41.083889,"original coordinates","original coordinates OK"
"4","Poecilanthe falcata",1705511613,-4.099722,-41.713889,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.102+0000","2018-11-14T17:20:04.110+0000",124,"none","PRESERVED_SPECIMEN",2947786,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe grandiflora Benth.","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","grandiflora","SPECIES","SYNONYM","none",NA,NA,"","Piauí",2017,4,17,"2017-04-17T00:00:00","2018-11-09T19:18:48.000+0000","2018-12-09T16:22:35.267+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000235605","133","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Sete Cidades","","pt","HUEFS",1705511613,"BRA:UEFS:HUEFS:0000235605","Collection","Mizushima, M.","235605","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga","","","","","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"Sete Cidades","Piauí","brazil",NA,"",NA,NA,NA,"","","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-4.099722,-41.713889,"original coordinates","original coordinates outside municipality original in sete cidades falls in piracuruca"
"5","Poecilanthe falcata",1717051045,-21.386667,-41.083056,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:17.917+0000","2018-09-24T19:58:57.888+0000",207,"none","PRESERVED_SPECIMEN",2947784,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe falcata (Vell.) Heringer","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","falcata","SPECIES","ACCEPTED","none",NA,NA,"","Rio de Janeiro",2017,11,29,"2017-11-29T00:00:00","","2018-12-07T18:04:17.320+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1377584","8605","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Francisco de Itabapoana","Módulo RAPELD do PPBio Mata Atlântica, entre as entradas das parcelas P3 e P4. Estação Ecológica Estadual de Guaxindiba","","RB",1717051045,"urn:catalog:JBRJ:RB:1377584","PhysicalObject","Haroldo C. de Lima; D.N. Machado, A.N. Lima, M. Paixão, M. Faitanin & H. Viana","RB01377584","JBRJ","","Arvoreta com 7 m alt. DAP ca. 6 cm.  Folhas jovens rebrotando, membranáceas, discolores. Flores com cálice verde, fusco-tomentoso, corola com pétalas violáceas, vexilo com mácula central alvo-esverdeada; estames alvos. Frutos imaturos de coloração verde. Ocasional. Fotos ANL. Flores em álcool 70.","","","RB 755137","","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"São Francisco de Itabapoana","Rio de Janeiro","brazil",1910,"São Francisco de Itabapoana",3304755,-41.134985,-21.417603,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.386667,-41.083056,"original coordinates","original coordinates OK"
"6","Poecilanthe falcata",1413715313,-12.766667,-39.516667,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:00.764+0000","2018-08-03T12:12:43.313+0000",121,"none","PRESERVED_SPECIMEN",2947786,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe grandiflora Benth.","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","grandiflora","SPECIES","SYNONYM","none",NA,NA,"","Bahia",2016,5,7,"2016-05-07T00:00:00","2018-07-31T12:25:39.000+0000","2018-12-07T13:11:01.138+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000014898","24584","HURB - Herbário do Recôncavo da Bahia","Santa Teresinha","Recôncavo Sul, Margem do Paraguaçu;","pt","HURB",1413715313,"BRA:UFRB:HURB:0000014898","Collection","Guedes, M.L.; Casaes, M.P","14898","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: árvore indumento dos ramos, eixo foliar e eixos da inflorecência piloso, ferrúgine","","","","","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"Santa Teresinha","Bahia","brazil",3501,"Santa Teresinha",2928505,-39.570568,-12.729871,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.766667,-39.516667,"original coordinates","original coordinates OK"
"7","Poecilanthe falcata",1423920577,-21.328333,-41.099722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:17.657+0000","2018-09-24T19:57:58.944+0000",207,"none","PRESERVED_SPECIMEN",2947784,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe falcata (Vell.) Heringer","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","falcata","SPECIES","ACCEPTED","none",50,NA,"","Rio de Janeiro",2016,7,12,"2016-07-12T00:00:00","","2018-12-06T16:55:31.334+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1153304","8284","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Francisco de Itabapoana","Imburi, Fazenda Imburi. Fragmento de mata de tabuleiro.","","RB",1423920577,"urn:catalog:JBRJ:RB:1153304","PhysicalObject","Haroldo C. de Lima; M.T. Nascimento, M.A. Faitanin, I.S. Broggio e W.H. Macedo","RB01153304","JBRJ","","Árvore com 16 m alt. Tronco com casca escamosa, placas irregulares, pardacenta, DAP ca. 40 cm. Estéril. Ocasional. Material banco DNA.","H.C. de Lima","","RB 656401","","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"São Francisco de Itabapoana","Rio de Janeiro","brazil",1910,"São Francisco de Itabapoana",3304755,-41.134985,-21.417603,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.328333,-41.099722,"original coordinates","original coordinates OK"
"8","Poecilanthe falcata",1563895098,-8.449722,-36.984167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:01.716+0000","2018-09-24T19:58:43.679+0000",207,"none","PRESERVED_SPECIMEN",2947786,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe grandiflora Benth.","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","grandiflora","SPECIES","SYNONYM","2016-09-27T00:00:00",959,NA,"","Pernambuco",2016,9,27,"2016-09-27T00:00:00","2017-10-15T12:48:13.925+0000","2018-12-07T14:56:02.876+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1325285","6483","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Arcoverde","Serras das Varas, Sítio Mocó, Santuário da Misericórdia","","RB",1563895098,"urn:catalog:JBRJ:RB:1325285","PhysicalObject","M. Oliveira","RB01325285","JBRJ","","","M. Oliveira","","RB 732018","Savana Estépica, neossolo litólico eutrófico","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"Arcoverde","Pernambuco","brazil",4198,"Arcoverde",2601201,-37.008925,-8.391761,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.449722,-36.984167,"original coordinates","original coordinates OK"
"9","Poecilanthe falcata",1563894702,-8.426389,-37.046944,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:01.408+0000","2018-09-24T19:58:43.397+0000",207,"none","PRESERVED_SPECIMEN",2947786,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe grandiflora Benth.","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","grandiflora","SPECIES","SYNONYM","none",852,NA,"","Pernambuco",2016,9,26,"2016-09-26T00:00:00","2017-10-15T12:48:03.701+0000","2018-12-07T14:56:02.633+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1323440","6469","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Arcoverde","Sítio Gravatazinho.","","RB",1563894702,"urn:catalog:JBRJ:RB:1323440","PhysicalObject","M. Oliveira","RB01323440","JBRJ","","","A.P. Fontana","","RB 731620","Área antrópica, margem da rodovia. Solo argiloso.","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"Arcoverde","Pernambuco","brazil",4198,"Arcoverde",2601201,-37.008925,-8.391761,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.426389,-37.046944,"original coordinates","original coordinates OK"
"10","Poecilanthe falcata",1837839297,-13.083889,-42.859444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.793+0000","2018-11-14T17:20:04.843+0000",124,"none","PRESERVED_SPECIMEN",2947786,6,7707728,220,1370,5386,2947783,2947784,2947784,"Poecilanthe grandiflora Benth.","Poecilanthe falcata (Vell.) Heringer","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe falcata","Poecilanthe","grandiflora","SPECIES","SYNONYM","none",563,0,"","Bahia",2015,1,23,"2015-01-23T00:00:00","2018-11-09T19:18:47.000+0000","2018-12-08T03:44:07.119+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000239006","3628","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Macaúbas","Estrada de terra sentido Canatiba.","pt","HUEFS",1837839297,"BRA:UEFS:HUEFS:0000239006","Collection","Cardoso, D.","239006","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","","","","","",NA,"","",NA,"","","","","","",NA,"","","","",NA,"",NA,NA,"","",NA,NA,"Macaúbas","Bahia","brazil",3445,"Macaúbas",2919801,-42.691098,-13.109689,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.083889,-42.859444,"original coordinates","original coordinates OK"
