"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","fieldNotes","elevation","elevationAccuracy","continent","language","ownerInstitutionCode","associatedOccurrences","individualCount","preparations","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","startDayOfYear","verbatimElevation","collectionID","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","infraspecificEpithet","eventRemarks","higherClassification","nomenclaturalStatus","taxonID","bibliographicCitation","higherGeography","organismID","datasetID","accessRights","fieldNumber","identificationRemarks","georeferencedDate","typeStatus","typifiedName","verbatimTaxonRank","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Stryphnodendron polyphyllum",1835735643,-22.3575,-43.735,"gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:20.621+0000","2018-09-24T19:59:01.670+0000",207,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","none","Rio de Janeiro",2018,1,31,"2018-01-31T00:00:00","2018-04-27T10:45:18.018+0000","2018-12-09T09:26:12.117+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1382374","1396","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Valença","Fragmento acessado pela estrada Parque que liga o PESC e o PNM Açude da Concórdia. Enconsta íngrime. Parque Estadual da Serra da Concórdia","RB",1835735643,"urn:catalog:JBRJ:RB:1382374","PhysicalObject","C. Baez; E. Fernandez, R. Gomes, D. Maurenza","RB01382374","RB 760110","JBRJ","Árvore matriz nº 19; CAP 153+95 cm; Pecílo verde com pilosidade marrom. Flores púrpuras. Anteras alvas.","C. Baez","",NA,NA,"","","",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Valença","Rio de Janeiro","brazil",1623,"Valença",3306107,-43.856373,-22.234282,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.3575,-43.735,"original coordinates","original coordinates OK"
"2","Stryphnodendron polyphyllum",1699871887,-22.503611,-42.7175,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:16.102+0000","2018-09-24T19:58:55.576+0000",207,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","none","Rio de Janeiro",2017,7,12,"2017-07-12T00:00:00","2017-11-08T09:18:19.773+0000","2018-12-05T23:53:48.310+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1374466","5442","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Cachoeiras de Macacu","Fazenda do Instituto Vital Brazil, parte alta da trilha, acima dos tucuns","RB",1699871887,"urn:catalog:JBRJ:RB:1374466","PhysicalObject","A.A.M. Barros; J.A.L. Pontes; G.J. Souza; D.N.S. Machado","RB01374466","RB 752559","JBRJ","","D.N.S. Machado","Mata Atlântica",NA,NA,"","","",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Cachoeiras de Macacu","Rio de Janeiro","brazil",1523,"Cachoeiras de Macacu",3300803,-42.729308,-22.515423,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.503611,-42.7175,"original coordinates","original coordinates OK"
"3","Stryphnodendron polyphyllum",1913566244,-18.912366,-43.418656,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.764+0000","2018-09-24T16:33:41.070+0000",136,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","2016-01-01T00:00:00","Minas Gerais",2016,1,12,"2016-01-12T00:00:00","2018-08-03T12:39:29.000+0000","2018-12-10T13:35:39.196+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000005333","1839","HDJF - Herbário Dendrológico Jeanine Felfili","Conceição do Mato Dentro","Cava Sul - Anglo American","HDJF",1913566244,"BRA:UFVJM:HDJF:0000005333","Collection","Moreira, SN; Pereira, E","5333","","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Árvore 4m de altura.Flor Inflorescência espiciforme vermelha.; Remanescente de Floresta Estacional Semidecidual","Moreira, SN","",719,0,"SOUTH_AMERICA","pt","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Conceição do Mato Dentro","Minas Gerais","brazil",2645,"Conceição do Mato Dentro",3117504,-43.504683,-18.942492,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.912366,-43.418656,"original coordinates","original coordinates OK"
"4","Stryphnodendron polyphyllum",1455753107,-20.100556,-43.485833,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:54.877+0000","2018-12-03T16:16:13.478+0000",122,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","2016-08-01T00:00:00","Minas Gerais",2016,5,24,"2016-05-24T00:00:00","2018-08-28T19:08:09.000+0000","2018-12-03T16:17:16.137+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000126931","8239","ALCB - Herbário Alexandre Leal Costa","Catas Altas","RPPN Santuário do Caraça. Santuário do Caraça, trilha para a Cascatinha, próximo a entrada para a Piscina.","ALCB",1455753107,"BRA:UFBA:ALCB:0000126931","Collection","Lima, HC; Cardoso, D; Lima, AGM; Ibri, G","126931","","Universidade Federal da Bahia (UFBA)","Tronco com casca lisa e pardacenta; ápice dos ramos com indumento ferrugíneo-vinoso. Fruto imaturos ferrugíneos. Frequente. Material banco DNA. Fotos HCL.; Transição Campo Rupestre/Mata.","Lima, HC","",1250,0,"SOUTH_AMERICA","pt","Universidade Federal da Bahia (UFBA)",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Catas Altas","Minas Gerais","brazil",2396,"Catas Altas",3115359,-43.408175,-20.07551,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.100556,-43.485833,"original coordinates","original coordinates OK"
"5","Stryphnodendron polyphyllum",1571707140,-22.280833,-43.281389,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:03.733+0000","2018-09-24T19:58:45.123+0000",207,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","none","Rio de Janeiro",2016,7,11,"2016-07-11T00:00:00","2017-10-15T12:54:26.851+0000","2018-12-08T17:22:59.193+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1335141","1778","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Paraíba do Sul","Complexo Ambiental Membeca/Matozinhos.","RB",1571707140,"urn:catalog:JBRJ:RB:1335141","PhysicalObject","M.S. Wängler; V.S. Ferreira","RB01335141","RB 734567","JBRJ","Folíolos verdes pintalgados de vináceo, frutos verdes e ferrugíneos","Marli P. Morim","",770,NA,"","","",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Paraíba do Sul","Rio de Janeiro","brazil",1640,"Paraíba do Sul",3303708,-43.304198,-22.184443,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.280833,-43.281389,"original coordinates","original coordinates OK"
"6","Stryphnodendron polyphyllum",1208830129,-19.106111,-48.073333,"gass84","09010edb-5e55-4dc0-8a97-a26a3bb89e85","9610290b-e0ea-439b-b726-ba11bcecfb86","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:26.623+0000","2018-09-25T14:33:21.779+0000",122,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","none","Minas Gerais",2014,3,6,"2014-03-06T00:00:00","","2018-09-25T14:33:21.788+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFU - Herbarium Uberlandense","BRA:UFU:HUFU:0000069335","233","HUFU - Herbarium Uberlandense","Uberlândia","Bacia do Rio Uberabinha","HUFU",1208830129,"BRA:UFU:HUFU:0000069335","Collection","Freitas, F.S.; Albuquerque, L.S.","69335","","UFU","Árvore ca. 2 m alt. Frutos imaturos verde amarronzado.; Cerrado sobre murundu.","","",943,0,"","pt","Universidade Federal de Uberlândia (UFU)",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Uberlândia","Minas Gerais","brazil",2627,"Uberlândia",3170206,-48.332227,-19.028177,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.106111,-48.073333,"original coordinates","original coordinates OK"
"7","Stryphnodendron polyphyllum",1587291999,-19.670208,-43.314364,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:46.225+0000","2018-02-15T05:17:52.815+0000",121,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","none","Minas Gerais",2014,6,27,"2014-06-27T00:00:00","","2018-07-07T03:37:37.881+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000185737","s.n.","BHCB - Herbário da Universidade Federal de Minas Gerais","Itabira","","BHCB",1587291999,"BRA:UFMG:BHCB:0000185737","Collection","Barros, AM; Souza, DT","185737","","Universidade Federal de Minas Gerais (UFMG)","","","",0,0,"SOUTH_AMERICA","pt","Universidade Federal de Minas Gerais (UFMG)",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Itabira","Minas Gerais","brazil",2523,"Itabira",3131703,-43.300881,-19.601518,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.670208,-43.314364,"original coordinates","original coordinates OK"
"8","Stryphnodendron polyphyllum",1094931013,-12.454444,-41.478333,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:56.072+0000","2018-11-14T17:19:56.087+0000",124,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","none","Bahia",2014,10,26,"2014-10-26T00:00:00","","2018-11-14T17:19:56.112+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000214845","16030","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Palmeiras","Morro do Pai Inácio.","HUEFS",1094931013,"BRA:UEFS:HUEFS:0000214845","Collection","Queiroz, L.P.de","214845","","UEFS","Campo rupestre.","","",957,0,"","pt","Universidade Estadual de Feira de Santana (UEFS)",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Palmeiras","Bahia","brazil",3525,"Palmeiras",2923506,-41.55815,-12.545926,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.454444,-41.478333,"original coordinates","original coordinates OK"
"9","Stryphnodendron polyphyllum",1135820474,-20.113344,-43.694319,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:44.308+0000","2018-02-15T05:17:49.526+0000",121,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","2014-11-11T00:00:00","Minas Gerais",2014,10,27,"2014-10-27T00:00:00","2018-01-16T21:09:40.000+0000","2018-12-06T21:47:04.166+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000174050","6359","BHCB - Herbário da Universidade Federal de Minas Gerais","Rio Acima","Serra da Gandarela, Campo rupestre quartzitico","BHCB",1135820474,"BRA:UFMG:BHCB:0000174050","Collection","Stehmann, JR; Giacomin, LL; Barboza, GE; Knapp, S","174050","","Universidade Federal de Minas Gerais (UFMG)","","","",1393,0,"SOUTH_AMERICA","pt","Universidade Federal de Minas Gerais (UFMG)",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Rio Acima","Minas Gerais","brazil",2385,"Rio Acima",3154804,-43.772547,-20.10621,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.113344,-43.694319,"original coordinates","original coordinates OK"
"10","Stryphnodendron polyphyllum",1087510663,-22.813889,-48.743056,"gass84","92e7a11c-2765-4eee-9341-2a89083e6132","f22ff2ae-6384-4d40-9ded-4d96befcacf0","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:34.835+0000","2017-12-29T14:41:57.993+0000",122,"none","PRESERVED_SPECIMEN",2951726,6,7707728,220,1370,5386,2951701,2951726,2951726,"Stryphnodendron polyphyllum Mart.","Stryphnodendron polyphyllum Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Stryphnodendron","Stryphnodendron polyphyllum","Stryphnodendron","polyphyllum","SPECIES","ACCEPTED","none","São Paulo",2014,11,25,"2014-11-25T00:00:00","2016-08-22T19:24:21.000+0000","2018-12-08T13:04:51.135+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BOTU - Herbário Irina Delanova Gemtchújnicov","BRA:UNESPIBB:BOTU:0000031092","30","BOTU - Herbário Irina Delanova Gemtchújnicov","Pratânia","Fazenda Palmeira da Serra","BOTU",1087510663,"BRA:UNESPIBB:BOTU:0000031092","Collection","Tozin, L.R.S.","31092","","Universidade Estadual Paulista, UNESP","","","",NA,NA,"","pt","Universidade Estadual Paulista, UNESP",NA,NA,"","","","","","",NA,"",NA,"","",NA,"","","","","","",NA,"","",NA,"","",NA,"","","","",NA,"Pratânia","São Paulo","brazil",1399,"Pratânia",3541059,-48.69645,-22.81826,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.813889,-48.743056,"original coordinates","original coordinates OK"
