"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","preparations","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","modified","otherCatalogNumbers","continent","identifiedBy","elevation","elevationAccuracy","fieldNotes","nomenclaturalStatus","nomenclaturalCode","taxonID","bibliographicCitation","collectionID","coordinateUncertaintyInMeters","references","habitat","institutionID","county","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","georeferenceSources","higherGeography","higherClassification","verbatimElevation","georeferencedDate","typeStatus","dynamicProperties","fieldNumber","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Dipteryx lacunifera",1944854334,-7.669167,-45.423611,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:44.576+0000","2018-11-23T18:21:44.667+0000",123,"none","PRESERVED_SPECIMEN",1,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","none","Piauí",2017,1,25,"2017-01-25T00:00:00","2018-11-23T18:23:03.344+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000104694","351","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","RIBEIRO GONCALVES","Baixa Funda, caminho da Baixa Funda a 4 km da Fazenda Corrente.","pt","CEN",1944854334,"BRA:Cenargen:CEN:0000104694","Collection","Exsicatas","C. Carvalho","104694","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Folíolos cartáceos. Doação do Jardim Botânico do Rio de Janeiro- RB 753590.","","","","",NA,NA,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"RIBEIRO GONCALVES","Piauí","brazil",4274,"Ribeiro Gonçalves",2208908,-45.345769,-7.97398,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-7.669167,-45.423611,"original coordinates","original coordinates OK"
"2","Dipteryx lacunifera",1701940419,-7.669167,-45.423611,"cdround,gass84,preswcd","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:16.819+0000","2018-09-24T19:58:56.419+0000",207,"none","PRESERVED_SPECIMEN",NA,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","none","Piauí",2017,1,25,"2017-01-25T00:00:00","2018-12-08T11:28:03.429+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1375499","351","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Ribeiro Gonçalves","Baixa Funda, Caminho da Baixa Funda a 4 Km da Fazenda Corrente","","RB",1701940419,"urn:catalog:JBRJ:RB:1375499","PhysicalObject","","Carvalho, C.; Franco, R.","RB01375499","JBRJ","","Folíolos cartáceos, flores esverdeadas, frutos marrons.","2017-11-16T19:38:59.955+0000","RB 753590","","",NA,NA,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"Ribeiro Gonçalves","Piauí","brazil",4274,"Ribeiro Gonçalves",2208908,-45.345769,-7.97398,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-7.669167,-45.423611,"original coordinates","original coordinates OK"
"3","Dipteryx lacunifera",1264714613,-4.449167,-41.541667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:53.408+0000","2018-12-03T16:16:26.419+0000",122,"none","PRESERVED_SPECIMEN",NA,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","2015-12-01T00:00:00","Piauí",2015,4,2,"2015-04-02T00:00:00","2018-12-08T13:35:02.196+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000122283","32","ALCB - Herbário Alexandre Leal Costa","Piripiri","","pt","ALCB",1264714613,"BRA:UFBA:ALCB:0000122283","Collection","","Pinto, FCL; Silveira, ER","122283","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas com folíolos cartáceos. Inflorescência com flores alvas.","2018-08-28T19:06:22.000+0000","","SOUTH_AMERICA","Guedes, ML",NA,NA,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"Piripiri","Piauí","brazil",5168,"Piripiri",2208403,-41.771407,-4.331244,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-4.449167,-41.541667,"original coordinates","original coordinates outside municipality original in piripiri falls in pedro ii"
"4","Dipteryx lacunifera",1587327148,-9.502778,-44.734722,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:40.004+0000","2018-11-23T18:21:40.165+0000",123,"none","PRESERVED_SPECIMEN",2,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","none","Piauí",2015,6,23,"2015-06-23T00:00:00","2018-11-23T18:22:57.161+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000095618","1778","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","REDENCAO DO GURGUEIA","Piauí. Expedição Parque Nacional Serra das Confusões - Coleta de dados de flora para tese de Ricardo Haidar e Gabriel Damasco. Fuso: 23L. - E:529127,951 - N:8949550,668. Alt: 371,192","pt","CEN",1587327148,"BRA:Cenargen:CEN:0000095618","Collection","Exsicatas","Ricardo Flores Haidar","95618","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Doação.","","","","R. F. Haidar",371,0,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"REDENCAO DO GURGUEIA","Piauí","brazil",3997,"Redenção do Gurguéia",2208700,-44.455102,-9.524365,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-9.502778,-44.734722,"original coordinates","original coordinates OK"
"5","Dipteryx lacunifera",1208835852,-4.684722,-42.146111,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:57.555+0000","2018-11-14T17:19:57.587+0000",124,"none","PRESERVED_SPECIMEN",NA,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","2017-06-01T00:00:00","Piauí",2015,7,25,"2015-07-25T00:00:00","2018-11-14T17:19:57.612+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000218598","2530","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Nossa Senhora de Nazaré","Lagoa da Panela, Loreto.","pt","HUEFS",1208835852,"BRA:UEFS:HUEFS:0000218598","Collection","","Alencar, M.E.","218598","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Cerrado.","","","","C.Carvalho",119,0,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"Nossa Senhora de Nazaré","Piauí","brazil",5120,"Nossa Senhora de Nazaré",2206753,-42.188785,-4.642532,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-4.684722,-42.146111,"original coordinates","original coordinates OK"
"6","Dipteryx lacunifera",1303206504,-5.683333,-45.283333,"gass84","ca7f81ae-ebf9-43a8-947c-535a87fe5aec","4d653db1-17d5-4565-99a5-d88643e240ce","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:20:34.263+0000","2018-09-24T19:20:46.635+0000",128,"none","PRESERVED_SPECIMEN",NA,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","2016-01-01T00:00:00","Maranhão",2015,10,6,"2015-10-06T00:00:00","2018-12-07T20:18:42.274+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EAC - Herbário Prisco Bezerra","BRA:UFC:EAC:0000059593","24155","EAC - Herbário Prisco Bezerra","Barra do Corda","fazenda do MERC.","pt","EAC",1303206504,"BRA:UFC:EAC:0000059593","Collection","","Guedes, M.L.","59593","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Árvore.; Mata.","2018-08-13T19:42:09.000+0000","","SOUTH_AMERICA","Guedes, M.L.",382,0,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"Barra do Corda","Maranhão","brazil",4962,"Barra do Corda",2101608,-45.251197,-5.655746,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-5.683333,-45.283333,"original coordinates","original coordinates OK"
"7","Dipteryx lacunifera",1264714270,-5.544167,-45.266389,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:53.225+0000","2018-12-03T16:16:26.720+0000",122,"none","PRESERVED_SPECIMEN",NA,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","2015-10-01T00:00:00","Maranhão",2015,10,5,"2015-10-05T00:00:00","2018-12-08T13:35:02.037+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000122085","23997","ALCB - Herbário Alexandre Leal Costa","Barra do Corda","Loteamento Cidade Universitária.","pt","ALCB",1264714270,"BRA:UFBA:ALCB:0000122085","Collection","","Guedes, ML; Chagas, F das; Silveira, ER","122085","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de ca 5 m de altura. Folhas com folíolos coriáceos, raque alada. Frutos ovóides crassos, alaranjados, pericarpo contendo canais resiníferos.","2018-08-28T19:06:22.000+0000","","SOUTH_AMERICA","Guedes, ML; Silveira, ER",562,0,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"Barra do Corda","Maranhão","brazil",4962,"Barra do Corda",2101608,-45.251197,-5.655746,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-5.544167,-45.266389,"original coordinates","original coordinates OK"
"8","Dipteryx lacunifera",1265926518,-5.7,-45.918055,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:37.049+0000","2018-11-23T18:21:37.174+0000",123,"none","PRESERVED_SPECIMEN",2,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","none","Maranhão",2012,12,5,"2012-12-05T00:00:00","2018-11-23T18:22:52.783+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000089514","1765","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","GRAJAU","","pt","CEN",1265926518,"BRA:Cenargen:CEN:0000089514","Collection","Exsicatas","Ricardo Flores Haidar","89514","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Ambiente de carrasco. Presença de Callisthene cf. minor e Martiodendron mediterraneum.","","","","R. F. Haidar",220,0,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"GRAJAU","Maranhão","brazil",4926,"Grajaú",2104800,-46.054569,-5.822861,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-5.7,-45.918055,"original coordinates","original coordinates OK"
"9","Dipteryx lacunifera",1090894141,-2.746944,-42.826389,"gass84","86aea6d0-e340-4745-a596-3fc20f90a021","eae63642-6f0d-45b9-a079-6ecd34406631","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:29.428+0000","2018-11-23T18:22:29.432+0000",122,"none","PRESERVED_SPECIMEN",NA,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","none","Maranhão",2011,12,28,"2011-12-28T00:00:00","2018-12-09T06:15:05.147+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MAR - Herbário do Maranhão","BRA:UFMA:MAR:0000007104","30","MAR - Herbário do Maranhão","Barreirinhas","Tabocas","pt","MAR",1090894141,"BRA:UFMA:MAR:0000007104","Collection","","Martins, K.L.","7104","UFMA","Universidade Federal do Maranhão (UFMA)","","2018-11-01T18:57:32.000+0000","","","",NA,NA,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"Barreirinhas","Maranhão","brazil",5391,"Barreirinhas",2101707,-42.91045,-2.839903,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-2.746944,-42.826389,"original coordinates","original coordinates OK"
"10","Dipteryx lacunifera",1077577371,-9.207778,-44.216667,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:41:07.434+0000","2018-08-03T12:05:10.021+0000",130,"none","PRESERVED_SPECIMEN",NA,2947135,6,7707728,220,1370,5386,2947121,2947135,2947135,"Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke","Plantae","Tracheophyta","Fabales","Fabaceae","Dipteryx","Dipteryx lacunifera","Dipteryx","lacunifera","SPECIES","ACCEPTED","none","Piauí",2010,1,24,"2010-01-24T00:00:00","2018-12-09T10:54:47.054+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","BRA:IPA:IPA:0000084145","11","IPA - Herbário - IPA Dárdano de Andrade Lima","Bom Jesus","Pati.","pt","IPA",1077577371,"BRA:IPA:IPA:0000084145","Collection","","Ribeiro, F.S.","84145","IPA","Empresa Pernambucana de Pesquisa Agropecuária, IPA","Arbusto, flor branca, substrato latossolo amarelo, fruto comestível e medicinal.","2018-07-10T14:15:42.000+0000","","SOUTH_AMERICA","",342,0,"","","",NA,"","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"Bom Jesus","Piauí","brazil",4042,"Bom Jesus",2201903,-44.539486,-9.245765,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-9.207778,-44.216667,"original coordinates","original coordinates OK"
