"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","elevationAccuracy","continent","language","ownerInstitutionCode","identifiedBy","fieldNotes","identificationQualifier","coordinateUncertaintyInMeters","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","georeferenceProtocol","endDayOfYear","county","preparations","startDayOfYear","collectionID","georeferenceSources","nomenclaturalStatus","taxonID","bibliographicCitation","higherGeography","eventRemarks","higherClassification","verbatimElevation","taxonRemarks","identificationRemarks","georeferencedDate","establishmentMeans","typeStatus","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Andira ormosioides",1671186496,-22.308611,-41.736111,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:13.918+0000","2018-09-24T19:58:53.391+0000",207,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","none",15,"Rio de Janeiro",2017,3,9,"2017-03-09T00:00:00","2017-10-09T05:49:08.009+0000","2018-12-06T15:03:57.897+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1370866","1752","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Macaé","Macaé, região rural entre a RJ-106, a Estr. do Imburo, a Av. industrial e as localidades Balacó e Lot. Paradiso. Projeto - Terminal Portuário de Macaé. Coordenadas próximas ao indivíduo (WGS84). Fragmento de F.O.D. das terras baixas.","RB",1671186496,"urn:catalog:JBRJ:RB:1370866","PhysicalObject","L.J.T. Cardoso; O. Samor; D. Belmont & A. Santiago","RB01370866","RB 749279","JBRJ","Frutos imaturos verdes",NA,"","","","","","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","Macaé","Rio de Janeiro","brazil",1602,"Macaé",3302403,-41.977936,-22.295939,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.308611,-41.736111,"original coordinates","original coordinates OK"
"2","Andira ormosioides",1455395571,-23.008056,-45.035833,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.285+0000","2018-11-24T08:57:00.378+0000",126,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","2016-11-10T00:00:00",902,"São Paulo",2016,11,7,"2016-11-07T00:00:00","2018-11-05T15:53:08.000+0000","2018-12-09T07:19:27.118+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000051452","607","SPSF - Herbário Dom Bento José Pickel","Cunha","","SPSF",1455395571,"BRA:IF:SPSF:0000051452","Collection","A. Maruyama & L. Cicco","51452","","IF","COLETA: Árvore ca. 4,0 m alt. Flores oxidadas (enegrecidas).; GEOGRAFIA: Floresta Ombrófila Densa, borda;",0,"SOUTH_AMERICA","pt","Instituto Florestal, IF","R. Camargo","","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","Cunha","São Paulo","brazil",1322,"Cunha",3513603,-44.939787,-23.050544,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.008056,-45.035833,"original coordinates","original coordinates OK"
"3","Andira ormosioides",1563875232,-19.708056,-43.290833,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:02.465+0000","2018-11-14T17:20:02.481+0000",124,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","2015-05-01T00:00:00",693,"Minas Gerais",2014,8,21,"2014-08-21T00:00:00","2018-11-09T19:15:58.000+0000","2018-12-07T14:55:49.190+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000231068","1171","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Dom Joaquim","","HUEFS",1563875232,"BRA:UEFS:HUEFS:0000231068","Collection","Gontijo, F.D.","231068","","UEFS","Floresta estacional semidecidual.",0,"","pt","Universidade Estadual de Feira de Santana (UEFS)","L.Constâncio","","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","Dom Joaquim","Minas Gerais","brazil",2646,"Dom Joaquim",3122603,-43.260592,-18.930765,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.708056,-43.290833,"original coordinates","original coordinates outside municipality original in dom joaquim falls in itabira"
"4","Andira ormosioides",1424476647,-19.209167,-39.950278,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:45.037+0000","2018-09-24T20:03:58.344+0000",207,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","none",NA,"Espírito Santo",2013,5,20,"2013-05-20T00:00:00","2017-10-04T12:49:10.447+0000","2018-12-06T17:00:44.837+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:842726","2032a","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Linhares","Reserva Natural Vale. Estrada Gávea, antes do nativo da Estrada Murici. Mata de mussununga.  .","RB",1424476647,"urn:catalog:JBRJ:RB:842726","PhysicalObject","R.T. Pennington; Lima, H.C.; Neves, D..M.; Fraga, C.N.","RB00842726","RB 594962","JBRJ","Small tree 1.8 m x 3 cm. Bark greyish patched with lichen",NA,"","","","","Mussununga forest","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","Linhares","Espírito Santo","brazil",2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.209167,-39.950278,"original coordinates","original coordinates OK"
"5","Andira ormosioides",1424451491,-19.958611,-40.521667,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:31.341+0000","2018-09-24T20:03:45.300+0000",207,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","none",710,"Espírito Santo",2013,5,22,"2013-05-22T00:00:00","2017-10-07T21:22:55.443+0000","2018-12-06T17:00:32.032+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:785277","2037","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Santa Teresa","Estação Biológica Santa Lúcia.  .","RB",1424451491,"urn:catalog:JBRJ:RB:785277","PhysicalObject","R.T. Pennington; H.C. Lima; D.R.M. Neves; C.N. Fraga","RB00785277","RB 576997","JBRJ","Small tree 3m x 5 cm. White sand area in forest on hills.",NA,"","","","","White sand area in forest on hills","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","Santa Teresa","Espírito Santo","brazil",2456,"Santa Teresa",3204609,-40.635175,-19.877577,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.958611,-40.521667,"original coordinates","original coordinates OK"
"6","Andira ormosioides",1094920950,-19.209167,-39.950278,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:51.577+0000","2018-11-14T17:19:51.586+0000",124,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","none",NA,"Espírito Santo",2013,5,20,"2013-05-20T00:00:00","","2018-11-14T17:19:51.628+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000204328","2032","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Linhares","Reserva Natural Vale, estrada Gávea antes do nativo da Estrada Murici.","HUEFS",1094920950,"BRA:UEFS:HUEFS:0000204328","Collection","Pennington, R.T.","204328","","UEFS","Mata de mussununga",NA,"","pt","Universidade Estadual de Feira de Santana (UEFS)","","","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","Linhares","Espírito Santo","brazil",2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.209167,-39.950278,"original coordinates","original coordinates OK"
"7","Andira ormosioides",1806849928,-19.426806,-43.434028,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:53.087+0000","2018-09-25T14:05:51.199+0000",126,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","2011-10-01T00:00:00",NA,"Minas Gerais",2011,10,22,"2011-10-22T00:00:00","2018-08-21T18:30:47.000+0000","2018-12-10T04:45:38.659+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000218953","278","SPF - Herbário da Universidade de São Paulo","Itambé do Mato Dentro","Serra do Cipó, Distrito de Santana do Rio Preto. Cabeça de Boi. Caminho para o Cachoeirão, após a casa do Zé Fernandes, próximo à casa.","SPF",1806849928,"BRA:USP:SPF:0000218953","Collection","Siniscalchi, CM","218953","","USP","Arvoreta ca. 4 m alt. Tronco cinza. Ramos cinza-avermelhados. Folíolos discolores; face adaxial opaca, um pouco avermelhada. Nervuras foliares amareladas. Frutos em formação verde-claros, com o ápice avermelhado, casca lisa.; Em past",NA,"","pt","Universidade de São Paulo, USP","Siniscalchi, CM","","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","Itambé do Mato Dentro","Minas Gerais","brazil",2561,"Itambé do Mato Dentro",3132800,-43.351088,-19.397162,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.426806,-43.434028,"original coordinates","original coordinates OK"
"8","Andira ormosioides",1087183165,-19.160833,-42.788889,"gass84","fd99455d-f6e9-4421-930a-5d8e23ac8895","9ac2b49d-da08-49a7-a7ae-c2a0460fcf96","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:19:48.660+0000","2018-01-05T18:24:12.554+0000",137,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","none",380,"Minas Gerais",2009,9,20,"2009-09-20T00:00:00","2016-09-19T18:43:18.000+0000","2018-12-08T13:03:11.669+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","BRA:FZB-BH:BHZB:0000008293","3460","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","Joanesia","","BHZB",1087183165,"BRA:FZB-BH:BHZB:0000008293","Collection","Rezende, S.G et al.","8293","","FZB-BH","; Habitat: Floresta Estacional Semidecidual; Bioma: Mata Atlântica",0,"","pt","Fundação Zoo-Botânica de Belo Horizonte (FZB-BH)","","","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","Joanesia","Minas Gerais","brazil",2596,"Joanésia",3136108,-42.704886,-19.209782,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.160833,-42.788889,"original coordinates","original coordinates OK"
"9","Andira ormosioides",1316167095,-19.409611,-43.419167,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:47.175+0000","2018-09-25T14:05:33.266+0000",126,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","2008-01-01T00:00:00",NA,"Minas Gerais",2008,10,25,"2008-10-25T00:00:00","2018-08-21T18:30:47.000+0000","2018-12-09T14:25:57.604+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000198031","434","SPF - Herbário da Universidade de São Paulo","Itambé do Mato Dentro","APA Parque Nacional da Serra do Cipó","SPF",1316167095,"BRA:USP:SPF:0000198031","Collection","Santos, MF","198031","","USP","",NA,"","pt","Universidade de São Paulo, USP","Santos, MF; Lima, HC","","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","Itambé do Mato Dentro","Minas Gerais","brazil",2561,"Itambé do Mato Dentro",3132800,-43.351088,-19.397162,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.409611,-43.419167,"original coordinates","original coordinates OK"
"10","Andira ormosioides",1424287268,-22.638611,-44.661389,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:40:52.293+0000","2018-09-24T20:02:07.676+0000",207,"none","PRESERVED_SPECIMEN",2952183,6,7707728,220,1370,5386,7858091,2952183,2952183,"Andira ormosioides Benth.","Andira ormosioides Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira ormosioides","Andira","ormosioides","SPECIES","ACCEPTED","2009-07-07T00:00:00",482,"São Paulo",2007,3,19,"2007-03-19T00:00:00","2017-10-18T23:55:40.359+0000","2018-12-06T16:58:54.107+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:576375","40","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São José do Barreiro","Fazenda Atibaia (Mata do Mascote).Acesso pelo km 258 da Rodovia dos Tropeiros (SP068).","RB",1424287268,"urn:catalog:JBRJ:RB:576375","PhysicalObject","H.Serafim; M.F.Santos","RB00576375","RB 489871","JBRJ","Árvore,20 m alt.,com 105,7 cm PAP.Folhas discolores,face abaxial brilhante.",NA,"","","","H.C. de Lima","Interior da mata.","",NA,"","","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","","","",NA,"","","São José do Barreiro","São Paulo","brazil",1432,"São José do Barreiro",3549607,-44.584508,-22.745737,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.638611,-44.661389,"original coordinates","original coordinates OK"
