"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","continent","otherCatalogNumbers","fieldNotes","coordinateUncertaintyInMeters","references","habitat","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","collectionID","georeferenceSources","verbatimElevation","individualCount","higherGeography","higherClassification","identificationRemarks","georeferenceProtocol","nomenclaturalStatus","taxonID","bibliographicCitation","fieldNumber","organismID","datasetID","accessRights","rights","verbatimLocality","verbatimTaxonRank","georeferencedDate","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Poecilanthe ulei",1837840033,-12.268889,-38.938056,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:05.030+0000","2018-11-14T17:20:05.281+0000",124,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","none",239,0,"Bahia",2018,2,2,"2018-02-02T00:00:00","2018-11-09T19:18:49.000+0000","2018-12-08T03:44:07.662+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000239747","16534","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Feira de Santana","UEFS, Horto Florestal","pt","HUEFS",1837840033,"BRA:UEFS:HUEFS:0000239747","Collection","Queiroz, L.P.de","239747","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Feira de Santana","Bahia","brazil",3568,"Feira de Santana",2910800,-39.035855,-12.189517,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.268889,-38.938056,"original coordinates","original coordinates OK"
"2","Poecilanthe ulei",1913601260,-11.933333,-39.3,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:04.340+0000","2018-09-25T14:54:09.617+0000",121,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","2018-05-01T00:00:00",NA,NA,"Bahia",2018,4,21,"2018-04-21T00:00:00","2018-08-30T19:11:04.000+0000","2018-12-10T13:35:58.559+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000019597","30439","HURB - Herbário do Recôncavo da Bahia","Conceição do Coité","Nordeste, Salgadália; Fazenda do Sr. Jackson, Morro do Mocambo","pt","HURB",1913601260,"BRA:UFRB:HURB:0000019597","Collection","Guedes, M.L.; Lopes, R.B. & Gama, H.C.","19597","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","ALCB 132508Hábito: arbusto","M.L.Guedes","","","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Conceição do Coité","Bahia","brazil",3665,"Conceição do Coité",2908408,-39.266626,-11.522486,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.933333,-39.3,"original coordinates","original coordinates outside municipality original in conceicao do coite falls in candeal"
"3","Poecilanthe ulei",1638342303,-12.238056,-39.044444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:02.873+0000","2018-11-14T17:20:02.890+0000",124,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","none",120,0,"Bahia",2017,4,21,"2017-04-21T00:00:00","2018-11-09T19:18:49.000+0000","2018-12-06T03:12:49.585+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000232259","13510","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Feira de Santana","Ipuaçu Rio Jacuípe.","pt","HUEFS",1638342303,"BRA:UEFS:HUEFS:0000232259","Collection","Melo, E.","232259","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata ciliar.","","","","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Feira de Santana","Bahia","brazil",3568,"Feira de Santana",2910800,-39.035855,-12.189517,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.238056,-39.044444,"original coordinates","original coordinates OK"
"4","Poecilanthe ulei",1835178316,-11.562778,-40.903611,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.279+0000","2018-11-14T17:20:04.284+0000",124,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","none",657,0,"Bahia",2017,11,2,"2017-11-02T00:00:00","","2018-11-14T17:20:04.292+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000236378","13639","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Morro de Chapéu","Chapada Diamantina. Cachoeira Domingos Lopes.","pt","HUEFS",1835178316,"BRA:UEFS:HUEFS:0000236378","Collection","Melo, E.","236378","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata ciliar e cerrado em torno.","","","","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Morro de Chapéu","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.562778,-40.903611,"original coordinates","original coordinates outside municipality original in morro de chapeu falls in morro do chapeu"
"5","Poecilanthe ulei",1638347382,-12.853333,-39.858889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:10.052+0000","2018-09-24T19:58:50.131+0000",207,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","2017-06-06T00:00:00",NA,NA,"Bahia",2016,2,17,"2016-02-17T00:00:00","2017-08-30T10:58:44.458+0000","2018-12-06T03:12:52.703+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1357888","35","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Milagres","Conglomerado BA_898-110-2RN","","RB",1638347382,"urn:catalog:JBRJ:RB:1357888","PhysicalObject","Schulte, T. F.","RB01357888","JBRJ","","Arbusto","H. C. Lima","","RB 743273","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Milagres","Bahia","brazil",3468,"Milagres",2921302,-39.773701,-12.925289,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.853333,-39.858889,"original coordinates","original coordinates outside municipality original in milagres falls in itatim"
"6","Poecilanthe ulei",1324953746,-12.5,-40.6,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:54.124+0000","2018-12-03T16:16:20.472+0000",122,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","2016-06-01T00:00:00",NA,NA,"Bahia",2016,3,27,"2016-03-27T00:00:00","2018-08-28T19:07:39.000+0000","2018-12-06T08:58:00.406+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000124605","44","ALCB - Herbário Alexandre Leal Costa","Boa Vista do Tupim","Paraguaçu, Fazenda Esperança.","pt","ALCB",1324953746,"BRA:UFBA:ALCB:0000124605","Collection","Casaes, M; Guedes, ML","124605","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas com folíolos coriáceos, discolores. Fruto deiscente, maduros.","Guedes, ML","SOUTH_AMERICA","","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Boa Vista do Tupim","Bahia","brazil",3491,"Boa Vista do Tupim",2903805,-40.650779,-12.783263,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.5,-40.6,"original coordinates","original coordinates OK"
"7","Poecilanthe ulei",1837394912,-13.625417,-40.355194,"gass84","d031156d-6ff8-4eb5-b91a-a50861e98be9","3a2b60a6-5c60-413a-8bff-a9740e774c09","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:36.037+0000","2018-11-24T12:31:36.206+0000",126,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","none",9999,0,"Bahia",2016,6,14,"2016-06-14T00:00:00","2018-11-22T19:52:19.000+0000","2018-12-08T03:39:50.183+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUESB - Herbário da Universidade Estadual do Sudoeste da Bahia","BRA:UESB:HUESB:0000012130","95","HUESB - Herbário da Universidade Estadual do Sudoeste da Bahia","Lafaiete Coutinho","Fazenda Boa Esperança","pt","HUESB",1837394912,"BRA:UESB:HUESB:0000012130","Collection","Morato, K.V.; Silva, G.S.; Silva, G.S.","12130","UESB","Universidade Estadual do Sudoeste da Bahia (UESB)","Folha coriácea&nf;; Mata de Gerais","","","","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Lafaiete Coutinho","Bahia","brazil",3388,"Lafaiete Coutinho",2918704,-40.273086,-13.627139,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.625417,-40.355194,"original coordinates","original coordinates OK"
"8","Poecilanthe ulei",1585968175,-12.769167,-39.521667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.207+0000","2018-12-03T16:16:32.082+0000",122,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","2017-06-01T00:00:00",NA,NA,"Bahia",2016,9,3,"2016-09-03T00:00:00","2018-08-28T19:07:39.000+0000","2018-12-07T01:21:41.395+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000128145","1986","ALCB - Herbário Alexandre Leal Costa","Santa Teresinha","Represa da Cidade.","pt","ALCB",1585968175,"BRA:UFBA:ALCB:0000128145","Collection","Costa, G; Correia, FR","128145","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Frutos marrons.; Afloramento Rochoso na margem do rio.","Guedes, ML","SOUTH_AMERICA","","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Santa Teresinha","Bahia","brazil",3501,"Santa Teresinha",2928505,-39.570568,-12.729871,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.769167,-39.521667,"original coordinates","original coordinates OK"
"9","Poecilanthe ulei",1899819129,-12.879167,-39.488889,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:56.491+0000","2018-12-03T16:15:49.063+0000",122,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2015,1,12,"2015-01-12T00:00:00","2018-08-28T19:07:39.000+0000","2018-12-03T16:15:57.887+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000131858","3528","ALCB - Herbário Alexandre Leal Costa","Santa Teresinha","Afloramento na beira da estrada entre Santa Teresinha e El?sio Medrado.","pt","ALCB",1899819129,"BRA:UFBA:ALCB:0000131858","Collection","Cardoso, D; Ramos, G; Araújo, LC","131858","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","a árvore com 1,0-4,0 m alt. Folhas com folíolos cartáceos a coriáceos. Frutos imaturos verdes. DNA.","","SOUTH_AMERICA","","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Santa Teresinha","Bahia","brazil",3501,"Santa Teresinha",2928505,-39.570568,-12.729871,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.879167,-39.488889,"original coordinates","original coordinates outside municipality original in santa teresinha falls in elisio medrado"
"10","Poecilanthe ulei",1837839321,-12.465556,-40.55,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.758+0000","2018-11-14T17:20:04.789+0000",124,"none","PRESERVED_SPECIMEN",2947796,6,7707728,220,1370,5386,2947783,2947796,2947796,"Poecilanthe ulei (Harms) Arroyo & Rudd","Poecilanthe ulei (Harms) Arroyo & Rudd","Plantae","Tracheophyta","Fabales","Fabaceae","Poecilanthe","Poecilanthe ulei","Poecilanthe","ulei","SPECIES","ACCEPTED","none",413,0,"Bahia",2015,1,21,"2015-01-21T00:00:00","2018-11-09T19:18:48.000+0000","2018-12-08T03:44:07.218+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000238986","3608","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Itaberaba","Saindo da BR-242, na entrada para a Serra do Orobó. Área de mata seca antropizada.","pt","HUEFS",1837839321,"BRA:UEFS:HUEFS:0000238986","Collection","Cardoso, D.","238986","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","",NA,"","","","","",NA,"","",NA,"","","",NA,"","","","","",NA,"","",NA,"","",NA,"","","","","","Itaberaba","Bahia","brazil",3530,"Itaberaba",2914703,-40.259745,-12.497351,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.465556,-40.55,"original coordinates","original coordinates OK"
