"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","language","ownerInstitutionCode","continent","associatedOccurrences","fieldNotes","references","created","associatedSequences","taxonID","higherClassification","individualCount","habitat","higherGeography","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","collectionID","verbatimElevation","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","georeferencedDate","fieldNumber","verbatimLocality","typeStatus","dynamicProperties","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Andira anthelmia",1884025997,-22.537778,-42.344722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:28.372+0000","2018-09-24T19:59:08.799+0000",207,"none","PRESERVED_SPECIMEN",7999132,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) Benth.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","SYNONYM","none","Rio de Janeiro",2018,5,7,"2018-05-07T00:00:00","2018-07-28T08:02:57.926+0000","2018-12-07T12:57:06.902+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1395207","8664","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Casimiro de Abreu","Rodovia BR-101, cerca de 12 km antes da entrada da Rebio Poço das Antas (GPS HCL ponto 263).","RB",1884025997,"urn:catalog:JBRJ:RB:1395207","PhysicalObject","Haroldo C. de Lima; E.A. Fortes","RB01395207","RB 772598","JBRJ","Árvore pequena com 6 m alt. Folhas verticiladas no ápice dos ramos. Tronco com casca fissurada e pardacenta, DAP ca. 20+20 cm. Frutos verde-escuro. Mat. DNA e fotos HCL.","H.C. Lima",NA,NA,"","","","","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","Casimiro de Abreu","Rio de Janeiro","brazil",1539,"Casimiro de Abreu",3301306,-42.141929,-22.483079,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.537778,-42.344722,"original coordinates","original coordinates outside municipality original in casimiro de abreu falls in silva jardim"
"2","Andira anthelmia",1676475218,-16.4953,-39.07,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:24.227+0000","2018-11-24T12:35:24.306+0000",123,"none","PRESERVED_SPECIMEN",7999132,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) Benth.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","SYNONYM","2018-11-06T00:00:00","Bahia",2017,7,22,"2017-07-22T00:00:00","2018-11-19T18:52:45.000+0000","2018-12-10T07:36:51.409+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000015821","3","EFC - Herbário Escola de Florestas Curitiba","Porto Seguro","Praia do Mucugê, Arraial d'Ajuda","EFC",1676475218,"BRA:UFPR:EFC:0000015821","Collection","Dall Agnol, R.T.","15821","","Universidade Federal do Paraná, UFPR","Árvore, 6 m de altura, botões florais. Cultivada","Dall Agnol, R.T.",11,0,"pt","Universidade Federal do Paraná, UFPR","","","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","Porto Seguro","Bahia","brazil",2962,"Porto Seguro",2925303,-39.278757,-16.625586,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-16.4953,-39.07,"original coordinates","original coordinates OK"
"3","Andira anthelmia",1801188762,-23.457778,-46.634444,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.649+0000","2018-11-24T08:57:00.669+0000",126,"none","PRESERVED_SPECIMEN",7999132,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) Benth.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","SYNONYM","2017-11-01T00:00:00","São Paulo",2017,10,25,"2017-10-25T00:00:00","2018-11-05T15:53:08.000+0000","2018-12-08T01:46:36.375+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000052330","4","SPSF - Herbário Dom Bento José Pickel","São Paulo","Horto Florestal, palacio de Verao","SPSF",1801188762,"BRA:IF:SPSF:0000052330","Collection","L.G.Lazzaro & N.M.Ivanauskas & R.Esteves","52330","","IF","GEOGRAFIA: Arboreto.;","N.M.Ivanauskas",NA,NA,"pt","Instituto Florestal, IF","SOUTH_AMERICA","","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","São Paulo","São Paulo","brazil",1130,"São Paulo",3550308,-46.647014,-23.64989,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.457778,-46.634444,"original coordinates","original coordinates OK"
"4","Andira anthelmia",1915274474,-17.255833,-39.688333,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:06.681+0000","2018-11-14T17:20:06.709+0000",124,"none","PRESERVED_SPECIMEN",7999132,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) Benth.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","SYNONYM","2017-01-01T00:00:00","Bahia",2017,10,13,"2017-10-13T00:00:00","2018-11-09T19:15:53.000+0000","2018-12-07T10:57:45.522+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000244122","3919","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Vereda","Área de Restauração Natural da Fibria.","HUEFS",1915274474,"BRA:UEFS:HUEFS:0000244122","Collection","Lozano, E.D.","244122","","UEFS","Floresta estacional semidecidual.","E.D.Lozano",NA,NA,"pt","Universidade Estadual de Feira de Santana (UEFS)","","","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","Vereda","Bahia","brazil",2884,"Vereda",2933257,-39.94506,-17.18985,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-17.255833,-39.688333,"original coordinates","original coordinates OK"
"5","Andira anthelmia",1944851884,-25.50195,-48.342867,"gass84,iddatunl","a51fa32f-831d-49d6-8b8a-c7b52ae65b3b","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:58.276+0000","2018-11-23T15:40:58.297+0000",125,"none","PRESERVED_SPECIMEN",7999132,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) Benth.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","SYNONYM","2017-11-01T00:00:00","Paraná",2017,11,3,"2017-11-03T00:00:00","","2018-11-23T15:40:58.331+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UPCB - Herbário do Departamento de Botânica","BRA:UFPR:UPCB:0000092975","25","UPCB - Herbário do Departamento de Botânica","Guaratuba","Estrada do Cabaraquara sentido Salto do Parati","UPCB",1944851884,"BRA:UFPR:UPCB:0000092975","Collection","Damasco, T.M. | Nunes, D.","92975","","UFPR","Floresta Ombrófila Densa Submontana. Árvore 6-7 metros, folhas imparipinadas, floração roxa e rosa.","Nunes, D.",37,0,"pt","Universidade Federal do Paraná, UFPR","","","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","Guaratuba","Paraná","brazil",838,"Guaratuba",4109609,-48.768272,-25.817781,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.50195,-48.342867,"original coordinates","original coordinates outside municipality original in guaratuba falls in paranagua"
"6","Andira anthelmia",1819182753,-22.293333,-41.788333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:18.281+0000","2018-09-24T19:58:58.462+0000",207,"none","PRESERVED_SPECIMEN",7999132,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) Benth.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","SYNONYM","none","Rio de Janeiro",2017,12,26,"2017-12-26T00:00:00","2018-03-21T10:49:20.936+0000","2018-12-10T05:45:50.411+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1378146","8613","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Macaé","Imburo, próximo ao Loteamento Paradiso, Parcela 27 na área do futuro Terminal Portuário de Macaé. Fragmento de mata em terras baixas.","RB",1819182753,"urn:catalog:JBRJ:RB:1378146","PhysicalObject","Haroldo C. de Lima; P.R.C. Farág, L.J.T. Cardoso & O.J. Samor","RB01378146","RB 755699","JBRJ","Árvore cerca de 9 metros de altura. Copa larga cerca de 8 metros de diâmetro. Tronco com casca escamosa, pardacenta, DAP cerca de 60 centímertos.  Frutos jovens esverdeados. Frequente. Fotos HCL. RBcarpo 8655","H.C. de Lima",NA,NA,"","","","rb/1/38/34/93/01383493.JPG|rb/1/38/34/93/01383493.JPG","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","Macaé","Rio de Janeiro","brazil",1602,"Macaé",3302403,-41.977936,-22.295939,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.293333,-41.788333,"original coordinates","original coordinates OK"
"7","Andira anthelmia",1944983830,-12.847222,-39.089444,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:55.802+0000","2018-11-24T12:34:55.825+0000",122,"none","PRESERVED_SPECIMEN",2952152,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) J.F.Macbr.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","ACCEPTED","none","Bahia",2016,2,26,"2016-02-26T00:00:00","","2018-11-24T12:36:02.046+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000153720","1317","CEPEC - Herbário do Centro de Pesquisas do Cacau","SÃO FELIPE","Conglomerado BA_858-1-1-1","CEPEC",1944983830,"BRA:CEPLAC:CEPEC:0000153720","Collection","Santos, E.A.","153720","7/6/2017","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","<ll>dwc_commonname:</ll>","H.C. Lima",NA,NA,"pt","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","SÃO FELIPE","Bahia","brazil",3483,"São Felipe",2929107,-39.095094,-12.83717,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.847222,-39.089444,"original coordinates","original coordinates OK"
"8","Andira anthelmia",1944983443,-12.5125,-38.495278,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:55.267+0000","2018-11-24T12:34:55.292+0000",122,"none","PRESERVED_SPECIMEN",2952152,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) J.F.Macbr.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","ACCEPTED","none","Bahia",2016,3,7,"2016-03-07T00:00:00","","2018-11-24T12:36:01.900+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000153334","225","CEPEC - Herbário do Centro de Pesquisas do Cacau","SÃO SEBASTIÃO DO PASSÉ","Conglomerado BA_768-2-9-1","CEPEC",1944983443,"BRA:CEPLAC:CEPEC:0000153334","Collection","Schulte, T.F.","153334","7/6/2017","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","<ll>dwc_commonname:</ll>","H.C. Lima",NA,NA,"pt","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","SÃO SEBASTIÃO DO PASSÉ","Bahia","brazil",3527,"São Sebastião do Passé",2929503,-38.498119,-12.516993,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.5125,-38.495278,"original coordinates","original coordinates OK"
"9","Andira anthelmia",1291007448,-19.563333,-54.423889,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:59.882+0000","2018-11-24T08:57:00.000+0000",126,"none","PRESERVED_SPECIMEN",7999132,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) Benth.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","SYNONYM","2016-05-03T00:00:00","São Paulo",2016,5,3,"2016-05-03T00:00:00","2018-11-05T15:53:08.000+0000","2018-12-09T19:42:09.137+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000050490","362","SPSF - Herbário Dom Bento José Pickel","Araraquara","Campo Cerrado","SPSF",1291007448,"BRA:IF:SPSF:0000050490","Collection","A.Maruyama & L.A. Oiveira","50490","","IF","COLETA: Árvore ca. 4,5m de alt. Frutos imaturos, drupa esverdeada.;","A.Maruyama",709,0,"pt","Instituto Florestal, IF","SOUTH_AMERICA","","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","Araraquara","São Paulo","brazil",1780,"Araraquara",3503208,-48.181075,-21.791286,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-19.563333,-54.423889,"original coordinates","original coordinates outside municipality original in araraquara falls in bandeirantes"
"10","Andira anthelmia",1316183673,-24.0355,-47.5957,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:56.264+0000","2018-12-03T16:41:37.170+0000",122,"none","PRESERVED_SPECIMEN",2952152,6,7707728,220,1370,5386,7858091,2952152,2952152,"Andira anthelmia (Vell.) J.F.Macbr.","Andira anthelmia (Vell.) J.F.Macbr.","Plantae","Tracheophyta","Fabales","Fabaceae","Andira","Andira anthelmia","Andira","anthelmia","SPECIES","ACCEPTED","none","São Paulo",2015,1,6,"2015-01-06T00:00:00","2018-11-21T16:26:13.000+0000","2018-12-09T14:26:07.299+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000189057","173","UEC - Herbário da Universidade Estadual de Campinas","São Miguel Arcanjo","Parque Estadual Carlos Botelho","UEC",1316183673,"BRA:UNICAMP:UEC:0000189057","Collection","Silva, B.G.; Koch, I.; Castello, A.C.D.; Vidal Junior, J.D.","189057","","UNICAMP","Árvore, 8 m de altura e 9,2 cm de DAP; Floresta Ombrófila Densa","",800,0,"pt","Universidade Estadual de Campinas, UNICAMP","","","","","","",NA,"",NA,"","","","","",NA,"","",NA,"",NA,NA,"","","",NA,"","","","São Miguel Arcanjo","São Paulo","brazil",1065,"São Miguel Arcanjo",3550209,-47.993345,-23.913252,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.0355,-47.5957,"original coordinates","original coordinates outside municipality original in sao miguel arcanjo falls in tapirai"
