"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","individualCount","preparations","elevation","elevationAccuracy","otherCatalogNumbers","fieldNotes","identificationQualifier","references","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","startDayOfYear","verbatimElevation","collectionID","georeferenceProtocol","habitat","eventRemarks","higherClassification","higherGeography","coordinateUncertaintyInMeters","identificationRemarks","verbatimTaxonRank","rights","georeferenceSources","typeStatus","typifiedName","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Copaifera luetzelburgii",1585967629,-12.35,-44.966667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:54.839+0000","2018-12-03T16:16:32.213+0000",122,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","2017-05-01T00:00:00","SOUTH_AMERICA","Bahia",2017,2,16,"2017-02-16T00:00:00","2018-08-28T19:06:01.000+0000","2018-12-07T01:21:41.067+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000127250","25497","ALCB - Herbário Alexandre Leal Costa","São Desidério","Oeste, Roda Velha.","pt","ALCB",1585967629,"BRA:UFBA:ALCB:0000127250","Collection","Guedes, ML; Alunos de Botânica Econômica","127250","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas coriáceas, discolores, margem revoluta. Inflorescência axilar, panícula de raque vilosa, flores pequenas, sépalas creme-esverdeadas, internamente com pêlos branco-amarelados.","Guedes, ML",NA,"",NA,NA,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","São Desidério","Bahia","brazil",3489,"São Desidério",2928901,-45.482902,-12.798637,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.35,-44.966667,"original coordinates","original coordinates OK"
"2","Copaifera luetzelburgii",1913578815,-12.35,-44.966666,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:41.562+0000","2018-11-23T18:21:41.613+0000",123,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","none","","Bahia",2017,2,16,"2017-02-16T00:00:00","2018-10-26T13:48:56.000+0000","2018-12-10T13:35:46.123+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000098910","25497","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","SAO DESIDERIO","Roda Velha","pt","CEN",1913578815,"BRA:Cenargen:CEN:0000098910","Collection","Maria Lenise Silva Guedes","98910","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Folhas coriáceas, discolores, margem revoluta. Inflorescência axilar, panícula de raque vilosa, flores pequenas, sépalas creme-esverdeadas, internamen","M. L. Guedes",1,"Exsicatas",NA,NA,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","SAO DESIDERIO","Bahia","brazil",3489,"São Desidério",2928901,-45.482902,-12.798637,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.35,-44.966666,"original coordinates","original coordinates OK"
"3","Copaifera luetzelburgii",1699425979,-12,-44,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.094+0000","2018-12-03T16:16:31.445+0000",122,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","2017-05-01T00:00:00","SOUTH_AMERICA","Bahia",2017,2,17,"2017-02-17T00:00:00","2018-08-28T19:06:01.000+0000","2018-12-05T23:49:33.765+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000127847","25528","ALCB - Herbário Alexandre Leal Costa","São Desidério","Roda Velha em Direção a Luis Eduardo Magalhães.","pt","ALCB",1699425979,"BRA:UFBA:ALCB:0000127847","Collection","Guedes, ML; Alunos de Botânica Econômica","127847","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas com folíolos coriáceos, discolores. Inflorescência axilar, botões e flores cremes, tomentosas.","Guedes, ML",NA,"",NA,NA,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","São Desidério","Bahia","brazil",3489,"São Desidério",2928901,-45.482902,-12.798637,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12,-44,"original coordinates","original coordinates outside municipality original in sao desiderio falls in wanderley"
"4","Copaifera luetzelburgii",1705511609,-4.099722,-41.713889,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.028+0000","2018-11-14T17:20:04.041+0000",124,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","none","","Piauí",2017,4,12,"2017-04-12T00:00:00","2018-11-09T19:15:14.000+0000","2018-12-09T16:22:35.202+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000235554","82","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Sete Cidades","","pt","HUEFS",1705511609,"BRA:UEFS:HUEFS:0000235554","Collection","Mizushima, M.","235554","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga","",NA,"",NA,NA,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","Sete Cidades","Piauí","brazil",NA,"",NA,NA,NA,"","","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-4.099722,-41.713889,"original coordinates","original coordinates outside municipality original in sete cidades falls in piracuruca"
"5","Copaifera luetzelburgii",1835179435,-8.416667,-42.333333,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.723+0000","2018-11-14T17:20:04.730+0000",124,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","none","","Piauí",2017,12,8,"2017-12-08T00:00:00","","2018-11-14T17:20:04.752+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000238829","237","HUEFS - Herbario da Universidade Estadual de Feira de Santana","São Raimundo Nonato","Parque Nacional Serra da Capivara","pt","HUEFS",1835179435,"BRA:UEFS:HUEFS:0000238829","Collection","Rodrigues, P.","238829","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga","",NA,"",NA,NA,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","São Raimundo Nonato","Piauí","brazil",4095,"São Raimundo Nonato",2210607,-42.715282,-8.96647,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-8.416667,-42.333333,"original coordinates","original coordinates outside municipality original in sao raimundo nonato falls in joao costa"
"6","Copaifera luetzelburgii",1440657868,-10.308889,-41.429444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:00.395+0000","2018-11-14T17:20:00.400+0000",124,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","none","","Bahia",2016,12,1,"2016-12-01T00:00:00","2018-11-09T19:15:13.000+0000","2018-12-09T10:45:53.926+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000225843","16436","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Umburanas","Trilha de Minas do Mimoso para o Alegre.","pt","HUEFS",1440657868,"BRA:UEFS:HUEFS:0000225843","Collection","Queiroz, L.P.de","225843","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga arbustiva sobre areia quartzosa.","",NA,"",1254,0,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","Umburanas","Bahia","brazil",3818,"Umburanas",2932457,-41.236447,-10.569657,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.308889,-41.429444,"original coordinates","original coordinates outside municipality original in umburanas falls in sento se"
"7","Copaifera luetzelburgii",1829092425,-10.144433,-46.516403,"gass84,iddatunl","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:53.487+0000","2018-09-25T14:05:54.852+0000",126,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","2015-04-01T00:00:00","","Tocantins",2015,2,7,"2015-02-07T00:00:00","","2018-09-25T14:05:54.865+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000220164","819","SPF - Herbário da Universidade de São Paulo","São Félix do Tocantins","Logo ápos a comunidade do Prata.","pt","SPF",1829092425,"BRA:USP:SPF:0000220164","Collection","Antar, GM","220164","USP","Universidade de São Paulo, USP","Arbusto ca. 1,7 m alt. Inflorescências verdes.; Campo sujo. Solo arenoso seco.","Queiroz, LP; Costa, J",NA,"",522,0,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","São Félix do Tocantins","Tocantins","brazil",3902,"São Félix do Tocantins",1720150,-46.677356,-10.069738,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.144433,-46.516403,"original coordinates","original coordinates OK"
"8","Copaifera luetzelburgii",1837839441,-15.13,-44.254444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.796+0000","2018-11-14T17:20:04.848+0000",124,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","none","","Minas Gerais",2015,3,9,"2015-03-09T00:00:00","2018-11-09T19:15:13.000+0000","2018-12-08T03:44:07.218+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000239089","3711","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Januária","Parque Nacional Cavernas do Peruaçu.","pt","HUEFS",1837839441,"BRA:UEFS:HUEFS:0000239089","Collection","Cardoso, D.","239089","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","",NA,"",695,0,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","Januária","Minas Gerais","brazil",3170,"Januária",3135209,-44.846873,-15.322006,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-15.13,-44.254444,"original coordinates","original coordinates OK"
"9","Copaifera luetzelburgii",1503029929,-15.126111,-44.238889,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:01.545+0000","2018-11-14T17:20:01.560+0000",124,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","none","","Minas Gerais",2015,3,7,"2015-03-07T00:00:00","2018-11-09T19:15:14.000+0000","2018-12-08T12:54:58.368+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000229048","2060","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Itacarambi","Parque Estadual Cavernas do Peruaçu","pt","HUEFS",1503029929,"BRA:UEFS:HUEFS:0000229048","Collection","Neves, D.M.","229048","UEFS","Universidade Estadual de Feira de Santana (UEFS)","floresta estacional decidual","",NA,"",733,0,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","Itacarambi","Minas Gerais","brazil",3192,"Itacarambi",3132107,-44.125656,-15.177613,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-15.126111,-44.238889,"original coordinates","original coordinates OK"
"10","Copaifera luetzelburgii",1135822752,-13.588333,-47.066389,"gass84,txmatfuz","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:56.992+0000","2018-11-14T17:19:56.999+0000",124,"none","PRESERVED_SPECIMEN",2978188,6,7707728,220,1370,5386,2978115,2978188,2978188,"Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera luetzelburgii","Copaifera","luetzelburgii","SPECIES","ACCEPTED","none","","Goiás",2014,6,1,"2014-06-01T00:00:00","2018-11-09T19:15:13.000+0000","2018-12-06T21:47:05.891+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000217472","1888","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Nova Roma","Beira de estrada de chão para Nova Roma (km 30). Entrada pela BR-010 (vindo de Monte Alegre), 4km após ponte do Rio Paraná.","pt","HUEFS",1135822752,"BRA:UEFS:HUEFS:0000217472","Collection","Neves, D.M.","217472","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Cerrado sentido restrito.","",NA,"",416,0,"","","","","","","",NA,"",NA,"","","","","","","",NA,"","","","","","",NA,"","","Nova Roma","Goiás","brazil",3372,"Nova Roma",5214903,-47.01036,-13.800418,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-13.588333,-47.066389,"original coordinates","original coordinates OK"
