"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","continent","fieldNotes","references","habitat","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","rights","individualCount","coordinateUncertaintyInMeters","georeferenceSources","nomenclaturalStatus","taxonID","bibliographicCitation","fieldNumber","verbatimLocality","dynamicProperties","organismID","datasetID","accessRights","typeStatus","typifiedName","identificationQualifier","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Copaifera coriacea",1705511469,-10.783333,-42.816667,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.972+0000","2018-11-14T17:20:03.991+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","none",418,0,"Bahia",2017,3,8,"2017-03-08T00:00:00","2018-11-09T19:15:08.000+0000","2018-12-09T16:22:35.119+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000235394","2102","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Barra","Iberaba, dunes near village","pt","HUEFS",1705511469,"BRA:UEFS:HUEFS:0000235394","Collection","Pennington, R.T.","235394","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga on sand dunes by Rio Sao Francisco","","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Barra","Bahia","brazil",3744,"Barra",2902708,-43.368102,-11.006474,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.783333,-42.816667,"original coordinates","original coordinates OK"
"2","Copaifera coriacea",1705511721,-10.786944,-42.769722,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.091+0000","2018-11-14T17:20:04.099+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","none",421,0,"Bahia",2017,8,18,"2017-08-18T00:00:00","2018-11-09T19:15:08.000+0000","2018-12-09T16:22:35.311+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000235694","4197","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Barra","Comunidade Paulista, ca. 10 km de Ibiraba, trilha sobre as dunas de areia branca em direção à Ibiraba. Vegetação de Caatinga. Plot 2 Projeto Nordeste.","pt","HUEFS",1705511721,"BRA:UEFS:HUEFS:0000235694","Collection","Cardoso, D.","235694","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Barra","Bahia","brazil",3744,"Barra",2902708,-43.368102,-11.006474,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.786944,-42.769722,"original coordinates","original coordinates OK"
"3","Copaifera coriacea",1705511668,-10.788056,-42.819167,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.122+0000","2018-11-14T17:20:04.129+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","none",428,0,"Bahia",2017,8,17,"2017-08-17T00:00:00","2018-11-09T19:15:08.000+0000","2018-12-09T16:22:35.254+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000235691","4194","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Barra","Ibiraba, Dunas de areia quartzosa branca, na área do plot Projeto Nordeste.","pt","HUEFS",1705511668,"BRA:UEFS:HUEFS:0000235691","Collection","Cardoso, D.","235691","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Barra","Bahia","brazil",3744,"Barra",2902708,-43.368102,-11.006474,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.788056,-42.819167,"original coordinates","original coordinates OK"
"4","Copaifera coriacea",1901019064,-9.528611,-41.353333,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.829+0000","2018-11-14T17:20:03.843+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","none",442,0,"Bahia",2016,2,6,"2016-02-06T00:00:00","2018-11-09T19:15:11.000+0000","2018-12-09T13:08:43.398+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000234931","250","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Casa Nova","Fazenda Santarém.","pt","HUEFS",1901019064,"BRA:UEFS:HUEFS:0000234931","Collection","Souza, I.M.","234931","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Casa Nova","Bahia","brazil",4049,"Casa Nova",2907202,-41.329552,-9.239354,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-9.528611,-41.353333,"original coordinates","original coordinates OK"
"5","Copaifera coriacea",1291043058,-15.181944,-44.203056,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:59.500+0000","2018-11-14T17:19:59.508+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","none",495,0,"Minas Gerais",2016,4,28,"2016-04-28T00:00:00","2018-11-09T19:15:08.000+0000","2018-12-09T19:42:25.302+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000223108","176","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Januária","PN Cavernas do Peruaçu, perto da casa de Norim.","pt","HUEFS",1291043058,"BRA:UEFS:HUEFS:0000223108","Collection","Pezzini, F.F.","223108","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Januária","Minas Gerais","brazil",3170,"Januária",3135209,-44.846873,-15.322006,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-15.181944,-44.203056,"original coordinates","original coordinates OK"
"6","Copaifera coriacea",1316173513,-3.371194,-41.708611,"gass84,preneglat,preneglon","aefe4840-ce1f-4b7b-b83b-1a0203e9e5e4","3b3975ee-23fb-4943-a00e-4d6e6115b194","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:18.372+0000","2018-10-24T15:38:30.915+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","2016-09-21T00:00:00",94,0,"Piauí",2016,6,29,"2016-06-29T00:00:00","2018-10-08T19:09:50.000+0000","2018-12-09T14:26:01.922+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","TEPB - Herbário Graziela Barroso","BRA:UFPI:TEPB:0000030793","125","TEPB - Herbário Graziela Barroso","Buriti dos Lopes","Fazenda Mucambo Velho","pt","TEPB",1316173513,"BRA:UFPI:TEPB:0000030793","Collection","D. Silva","30793","UFPI","Universidade Federal do Piauí, UFPI","árvore, flor amarela Ambiente: Cerrado ecotonal <ll>dwc_commonname:</ll> podoi","D. Silva","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Buriti dos Lopes","Piauí","brazil",5339,"Buriti dos Lopes",2202000,-41.803312,-3.238464,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-3.371194,-41.708611,"original coordinates","original coordinates OK"
"7","Copaifera coriacea",1094929985,-11.778056,-44.910556,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:55.669+0000","2018-11-14T17:19:55.677+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","none",670,0,"Bahia",2015,1,9,"2015-01-09T00:00:00","","2018-11-14T17:19:55.792+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000213747","13002","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Riachão das Neves","Estrada de terra.","pt","HUEFS",1094929985,"BRA:UEFS:HUEFS:0000213747","Collection","Melo, E.","213747","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Riachão das Neves","Bahia","brazil",3650,"Riachão das Neves",2926202,-45.183495,-11.625429,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.778056,-44.910556,"original coordinates","original coordinates OK"
"8","Copaifera coriacea",1901018975,-9.411944,-41.145,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.794+0000","2018-11-14T17:20:03.799+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","none",407,0,"Bahia",2015,10,28,"2015-10-28T00:00:00","2018-11-09T19:15:11.000+0000","2018-12-09T13:08:43.371+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000234909","228","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Casa Nova","Caminho para Balneário.","pt","HUEFS",1901018975,"BRA:UEFS:HUEFS:0000234909","Collection","Souza, I.M.","234909","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga.","","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Casa Nova","Bahia","brazil",4049,"Casa Nova",2907202,-41.329552,-9.239354,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-9.411944,-41.145,"original coordinates","original coordinates OK"
"9","Copaifera coriacea",1901018959,-9.409167,-41.151667,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.842+0000","2018-11-14T17:20:03.864+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","none",406,0,"Bahia",2015,10,28,"2015-10-28T00:00:00","2018-11-09T19:15:11.000+0000","2018-12-09T13:08:43.282+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000234907","226","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Casa Nova","Estrada para Balneário.","pt","HUEFS",1901018959,"BRA:UEFS:HUEFS:0000234907","Collection","Souza, I.M.","234907","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga (arenosa).","","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Casa Nova","Bahia","brazil",4049,"Casa Nova",2907202,-41.329552,-9.239354,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-9.409167,-41.151667,"original coordinates","original coordinates OK"
"10","Copaifera coriacea",1901019010,-9.409167,-41.151667,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.825+0000","2018-11-14T17:20:03.838+0000",124,"none","PRESERVED_SPECIMEN",2978146,6,7707728,220,1370,5386,2978115,2978146,2978146,"Copaifera coriacea Mart.","Copaifera coriacea Mart.","Plantae","Tracheophyta","Fabales","Fabaceae","Copaifera","Copaifera coriacea","Copaifera","coriacea","SPECIES","ACCEPTED","none",406,0,"Bahia",2015,10,28,"2015-10-28T00:00:00","2018-11-09T19:15:11.000+0000","2018-12-09T13:08:43.370+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000234905","224","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Casa Nova","Estrada para Balneário.","pt","HUEFS",1901019010,"BRA:UEFS:HUEFS:0000234905","Collection","Souza, I.M.","234905","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga (arenosa).","","","","","","","","","",NA,"","",NA,"","","","","","","",NA,NA,"","",NA,"","","","",NA,"","","","",NA,"Casa Nova","Bahia","brazil",4049,"Casa Nova",2907202,-41.329552,-9.239354,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-9.409167,-41.151667,"original coordinates","original coordinates OK"
