"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","language","ownerInstitutionCode","fieldNotes","continent","references","habitat","institutionID","county","preparations","identificationRemarks","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","verbatimElevation","higherGeography","higherClassification","nomenclaturalStatus","taxonID","bibliographicCitation","georeferenceProtocol","coordinateUncertaintyInMeters","identificationQualifier","georeferencedDate","organismID","datasetID","accessRights","typeStatus","fieldNumber","coordinatePrecision","eventID","dynamicProperties","higherGeographyID","verbatimLocality","locationID","identificationID","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Inga nutans",1835736281,-21.971944,-41.946944,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:21.179+0000","2018-09-24T19:59:02.207+0000",207,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","none","Rio de Janeiro",2018,3,9,"2018-03-09T00:00:00","2018-05-07T15:52:50.087+0000","2018-12-09T09:26:12.519+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1383259","1444","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Santa Maria Madalena","Trilha Morumbeca do Imbé. Parque Estadual do Desengano","RB",1835736281,"urn:catalog:JBRJ:RB:1383259","PhysicalObject","C. Baez; R. Gomes, T. Lima, R. Nines","RB01383259","RB 760869","JBRJ","Arvoreta 5 m. Folhas verdes discolores com nectários verdes na raque. Frutos nigrescentes maduros presos aos ramos por um filamento comprido e fino marrom.","H. C. de Lima & A. Novaes",NA,NA,"","","","","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Maria Madalena","Rio de Janeiro","brazil",1716,"Santa Maria Madalena",3304607,-41.912957,-21.969462,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.971944,-41.946944,"original coordinates","original coordinates OK"
"2","Inga nutans",1915275396,-20.308889,-40.487778,"gass84","4d0fa690-1551-46f0-9a22-acfec0e00dd0","503e9b26-09b5-4c40-b42a-bb476319a8ad","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:17:09.085+0000","2018-10-09T15:49:02.166+0000",142,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","none","Espírito Santo",2018,5,19,"2018-05-19T00:00:00","2018-10-03T13:51:59.000+0000","2018-12-07T10:57:46.056+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","BRA:UFES:VIES:0000028795","4463","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","Cariacica","APA do Mochuara. Estrada entre Roda D?Água e Sertão Velho.","VIES",1915275396,"BRA:UFES:VIES:0000028795","Collection","Assis, A.M.; Cribari, R.S. & Santos, J.P.","28795","","UFES","Arvoreta. DAP 5cm. Frutos verdes. Floresta ombrófila submontana primária.","",490,0,"pt","Universidade Federal do Espírito Santo, UFES","","","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Cariacica","Espírito Santo","brazil",2328,"Cariacica",3201308,-40.442031,-20.289217,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-20.308889,-40.487778,"original coordinates","original coordinates OK"
"3","Inga nutans",1424488847,-22.443611,-43.533611,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:52.222+0000","2018-09-24T20:04:05.472+0000",207,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","2015-09-21T00:00:00","Rio de Janeiro",2014,1,26,"2014-01-26T00:00:00","2017-10-17T19:18:17.209+0000","2018-12-06T17:00:55.728+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:871922","1490","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Miguel Pereira","Sítio da Lua- Ferreiros. Na beira da trilha.","RB",1424488847,"urn:catalog:JBRJ:RB:871922","PhysicalObject","M. S. Wängler; V. S. Ferreira, E.L. Jacques, C.F.de Andrade, N.F.Lopes & G.V.Cabrera","RB00871922","RB 603769","JBRJ","Planta tratada com álcool.","D.N.S.MACHADO",NA,NA,"","","","","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Miguel Pereira","Rio de Janeiro","brazil",1525,"Miguel Pereira",3302908,-43.474103,-22.510859,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.443611,-43.533611,"original coordinates","original coordinates outside municipality original in miguel pereira falls in vassouras"
"4","Inga nutans",1424479306,-16.125278,-38.971111,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:46.595+0000","2018-09-24T20:03:59.761+0000",207,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","2014-03-14T00:00:00","Bahia",2014,3,14,"2014-03-14T00:00:00","2016-09-13T14:46:25.347+0000","2018-12-06T17:00:46.803+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:852033","1755","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Santa Cruz Cabrália","Santa Cruz Cabrália. Estrada para Guaiu +/- km 2.","RB",1424479306,"urn:catalog:JBRJ:RB:852033","PhysicalObject","Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Pennington, R.T.; Lewis, G.P.; Vivas, C.V.; Paixao, J.L.","RB00852033","RB 596468","JBRJ","Arvore 12m","Lima, H.C.; Queiroz, L.P.; Lewis, G.P.",NA,NA,"","","Mata de tabuleiro","","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Cruz Cabrália","Bahia","brazil",3034,"Santa Cruz Cabrália",2927705,-39.203176,-16.228954,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-16.125278,-38.971111,"original coordinates","original coordinates OK"
"5","Inga nutans",1424497175,-14.917222,-39.2775,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:57.894+0000","2018-09-24T20:04:10.544+0000",207,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","none","Bahia",2014,3,9,"2014-03-09T00:00:00","2017-10-18T11:45:01.652+0000","2018-12-06T17:01:00.470+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:903432","1638","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Itabuna","Fazenda Antares, 12 km ao sul de Itabuna. Entrada pela BR 101.","RB",1424497175,"urn:catalog:JBRJ:RB:903432","PhysicalObject","Neves, D.M.; Lima, H.C.; Queiroz, L.P.; Pennington, R.T.; Lewis, G.P.; Vivas, C.V.; Paixao, J.L.","RB00903432","RB 610271","JBRJ","Arbusto 2m","Lima, H.C.; Queiroz, L.P.; Lewis, G.P.",51,NA,"","","","","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Itabuna","Bahia","brazil",3238,"Itabuna",2914802,-39.316182,-14.851703,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.917222,-39.2775,"original coordinates","original coordinates OK"
"6","Inga nutans",1087695272,-11.30827,-37.344713,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:03.042+0000","2018-09-24T19:50:15.657+0000",132,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","2015-05-07T00:00:00","Sergipe",2014,10,1,"2014-10-01T00:00:00","2018-08-31T18:26:08.000+0000","2018-12-08T13:06:02.759+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000032835","13","ASE - Herbário da Universidade Federal de Sergipe","Indiaroba","P.A. SEPÉ-TIARAJU II, Interior da mata","ASE",1087695272,"BRA:UFS:ASE:0000032835","Collection","Andrade, RS; Landim, MF; Malaquias, EC; Nunes, SS; Pereira, BV; Souza, JO","32835","","Universidade Federal de Sergipe, UFS","Árvore. Ca. 4,5m. Flor com estames brancos. Frutos secos de cor castanho.; Mata Atlântica","Andrade, RS",NA,NA,"pt","Universidade Federal de Sergipe, UFS","","SOUTH_AMERICA","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Indiaroba","Sergipe","brazil",3673,"Indiaroba",2802809,-37.528642,-11.475296,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-11.30827,-37.344713,"original coordinates","original coordinates outside municipality original in indiaroba falls in estancia"
"7","Inga nutans",1087695324,-11.304369,-37.344713,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:03.062+0000","2018-09-24T19:50:15.648+0000",132,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","none","Sergipe",2014,11,25,"2014-11-25T00:00:00","2018-08-31T18:26:08.000+0000","2018-12-08T13:06:02.697+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000032874","52","ASE - Herbário da Universidade Federal de Sergipe","Indiaroba","P.A. SEPÉ-TIARAJU II","ASE",1087695324,"BRA:UFS:ASE:0000032874","Collection","Andrade, RS; Landim, MF; Malaquias, EC; Nunes, SS; Pereira, BV; Souza, JO","32874","","Universidade Federal de Sergipe, UFS","Árvore. Ca. 3m. Fruto imaturo e maduro.; Mata Atlântica.","",NA,NA,"pt","Universidade Federal de Sergipe, UFS","","SOUTH_AMERICA","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Indiaroba","Sergipe","brazil",3673,"Indiaroba",2802809,-37.528642,-11.475296,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-11.304369,-37.344713,"original coordinates","original coordinates outside municipality original in indiaroba falls in estancia"
"8","Inga nutans",1094924361,-15.183333,-39.075278,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:52.998+0000","2018-11-14T17:19:53.031+0000",124,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","none","Bahia",2013,10,19,"2013-10-19T00:00:00","","2018-11-14T17:19:53.045+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000207770","790","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Una","Rebio de Una.","HUEFS",1094924361,"BRA:UEFS:HUEFS:0000207770","Collection","Nascimento, F.H.F.","207770","","UEFS","Floresta Ombrófila Densa.","",NA,NA,"pt","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Una","Bahia","brazil",3186,"Una",2932507,-39.154571,-15.224128,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.183333,-39.075278,"original coordinates","original coordinates OK"
"9","Inga nutans",1094924381,-15.183333,-39.075278,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:52.981+0000","2018-11-14T17:19:52.996+0000",124,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","none","Bahia",2013,10,19,"2013-10-19T00:00:00","","2018-11-14T17:19:53.029+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000207768","788","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Una","Rebio de Una.","HUEFS",1094924381,"BRA:UEFS:HUEFS:0000207768","Collection","Nascimento, F.H.F.","207768","","UEFS","Floresta Ombrófila Densa.","",NA,NA,"pt","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Una","Bahia","brazil",3186,"Una",2932507,-39.154571,-15.224128,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.183333,-39.075278,"original coordinates","original coordinates OK"
"10","Inga nutans",1094924358,-15.183333,-39.075278,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:52.949+0000","2018-11-14T17:19:53.001+0000",124,"none","PRESERVED_SPECIMEN",5580558,6,7707728,220,1370,5386,2965936,5358008,5358010,"Inga tenuis (Vell.) Mart.","Inga nutans var. tenuis (Vell.) Benth.","Plantae","Tracheophyta","Fabales","Fabaceae","Inga","Inga nutans","Inga","tenuis","SPECIES","SYNONYM","none","Bahia",2013,10,19,"2013-10-19T00:00:00","","2018-11-14T17:19:53.031+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000207769","789","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Una","Rebio de Una.","HUEFS",1094924358,"BRA:UEFS:HUEFS:0000207769","Collection","Nascimento, F.H.F.","207769","","UEFS","Floresta Ombrófila Densa.","",NA,NA,"pt","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","",NA,"","",NA,NA,"","","","","","",NA,"","",NA,"","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,"Una","Bahia","brazil",3186,"Una",2932507,-39.154571,-15.224128,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.183333,-39.075278,"original coordinates","original coordinates OK"
