"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","modified","otherCatalogNumbers","identifiedBy","continent","fieldNotes","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","identificationQualifier","individualCount","higherGeography","higherClassification","fieldNumber","organismID","datasetID","accessRights","nomenclaturalStatus","taxonID","bibliographicCitation","verbatimTaxonRank","infraspecificEpithet","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Ternstroemia alnifolia",1835178487,-13.432222,-41.847778,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:04.380+0000","2018-09-10T18:27:56.293+0000",124,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","none",1415,0,"Bahia",2018,1,9,"2018-01-09T00:00:00","2018-09-10T18:28:20.613+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000236716","58221","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Rio de Contas","Mato Grosso. Mato Grosso: Betancourt. Área de areia e pedras, lugar antigo do garimpo de ouro.","pt","HUEFS",1835178487,"BRA:UEFS:HUEFS:0000236716","Collection","Harley, R.M.","236716","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Campo rupestre.","","","","","","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","Rio de Contas","Bahia","brazil",3389,"Rio de Contas",2926707,-41.741571,-13.586451,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.432222,-41.847778,"original coordinates","original coordinates OK"
"2","Ternstroemia alnifolia",1135822415,-11.591111,-41.207222,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:56.649+0000","2018-09-10T18:27:43.275+0000",124,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","none",1270,0,"Bahia",2015,4,23,"2015-04-23T00:00:00","2018-12-06T21:47:05.571+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000216543","13039","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Morro do Chapéu","Morrão, ápice, proximidades das antenas de televisão.","pt","HUEFS",1135822415,"BRA:UEFS:HUEFS:0000216543","Collection","Melo, E.","216543","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Cerrado.","2018-09-06T19:21:04.000+0000","","","","","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.591111,-41.207222,"original coordinates","original coordinates OK"
"3","Ternstroemia alnifolia",1090484948,-13.25,-41.9,"gass84,preneglat","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:08.007+0000","2018-11-24T12:34:08.072+0000",122,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2011,3,2,"2011-03-02T00:00:00","2018-12-08T04:42:47.372+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000092305","","CEPEC - Herbário do Centro de Pesquisas do Cacau","ABAÍRA","Mata da Pedra Grande.","pt","CEPEC",1090484948,"BRA:CEPLAC:CEPEC:0000092305","Collection","P. T. Sano","92305","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","2018-11-14T17:54:24.000+0000","30/12/1998","D. C. Zappi","","","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","ABAÍRA","Bahia","brazil",3422,"Abaíra",2900108,-41.733851,-13.297212,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.25,-41.9,"original coordinates","original coordinates outside municipality original in abaira falls in piata"
"4","Ternstroemia alnifolia",1587316561,-10.394183,-36.414789,"gass84","a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d","81114709-2a6c-4e0b-908b-cb207a8708c2","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:07.881+0000","2018-11-23T18:21:07.975+0000",125,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","2011-03-18T00:00:00",NA,NA,"Alagoas",2011,3,18,"2011-03-18T00:00:00","2018-11-23T18:21:57.705+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","BRA:IMA:MAC:0000052074","10361","MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas","Piaçabuçu","APA da Marituba.","pt","MAC",1587316561,"BRA:IMA:MAC:0000052074","Collection","Chagas-Mota; E.S.França; A.F.Araújo","52074","IMA","Instituto do Meio Ambiente do Estado de Alagoas, IMA","Arbusto ca. 2,5 m de altura. Frutos verdes; sementes com arilo vermelho.; Restinga.","","","E.C.O.Chagas","","","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","Piaçabuçu","Alagoas","brazil",3846,"Piaçabuçu",2706802,-36.402349,-10.388431,"ALAGOAS","AL","Alagoas",-36.62362821,-9.51494324,"Alagoas","al",-10.394183,-36.414789,"original coordinates","original coordinates OK"
"5","Ternstroemia alnifolia",1077234124,-13.006667,-41.374722,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:41.974+0000","2018-12-03T16:16:03.890+0000",122,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","2010-01-01T00:00:00",1073,0,"Bahia",2010,1,27,"2010-01-27T00:00:00","2018-12-06T14:16:36.109+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000093423","566","ALCB - Herbário Alexandre Leal Costa","Mucugê","Chapada Diamantina, atrás de cemitério Bizantino","pt","ALCB",1077234124,"BRA:UFBA:ALCB:0000093423","Collection","Gomes, FS; Guedes, ML; Lisboa, MS; et al.","93423","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de ca 1,80 m de altura. Folhas semicrassas, discolores, margem avermelhadas. Botões róseos. Frutos cápsulas. Sementes com arilo vermelho.","2018-08-28T19:15:30.000+0000","","Guedes, ML","SOUTH_AMERICA","","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","Mucugê","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.006667,-41.374722,"original coordinates","original coordinates OK"
"6","Ternstroemia alnifolia",1077236893,-13.583333,-41.3,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:43.492+0000","2018-12-03T16:16:04.975+0000",122,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","2010-11-01T00:00:00",NA,NA,"Bahia",2010,9,25,"2010-09-25T00:00:00","2018-12-06T14:16:37.108+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000097394","17696","ALCB - Herbário Alexandre Leal Costa","Barra da Estiva","Chapada Diamantina, Morro do Ouro","pt","ALCB",1077236893,"BRA:UFBA:ALCB:0000097394","Collection","Guedes, ML; Alunos de Botânica III; Estagiários","97394","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de ca 2,5 m. Folhas obovada, com ápice arredondado, base cuneada, coriácea, discolores, glabras, margem mais ou menos inteira, usualmente recurvada. Flores em botões.","2018-08-28T19:15:30.000+0000","","Guedes, ML","SOUTH_AMERICA","","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","Barra da Estiva","Bahia","brazil",3383,"Barra da Estiva",2902807,-41.139815,-13.647719,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.583333,-41.3,"original coordinates","original coordinates OK"
"7","Ternstroemia alnifolia",1424310093,-15.189444,-39.385278,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:41:05.898+0000","2018-09-24T20:02:20.119+0000",207,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","2009-01-01T00:00:00",800,100,"Bahia",2009,2,6,"2009-02-06T00:00:00","2018-12-06T16:59:06.032+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:599166","305","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Arataca","Serra das Londras, Topo da montanha.","","RB",1424310093,"urn:catalog:JBRJ:RB:599166","PhysicalObject","Perdiz, R. de O; et.al","RB00599166","JBRJ","","Árvore 14 m de altura. Folhas verdes discolores. Pedicelo vináceo. Frutos verdes.","2017-10-15T10:55:14.307+0000","RB 503437","Perdiz","","Floresta ombrófila densa montana.","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","Arataca","Bahia","brazil",3183,"Arataca",2902252,-39.412334,-15.243448,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.189444,-39.385278,"original coordinates","original coordinates OK"
"8","Ternstroemia alnifolia",1094867000,-11.592222,-41.208056,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:22.163+0000","2018-09-10T18:27:06.575+0000",124,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","none",1282,0,"Bahia",2008,10,6,"2008-10-06T00:00:00","2018-09-10T18:27:26.126+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000149752","63","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Morro do Chapéu","","pt","HUEFS",1094867000,"BRA:UEFS:HUEFS:0000149752","Collection","Smith, N.P.","149752","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","","","","","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.592222,-41.208056,"original coordinates","original coordinates OK"
"9","Ternstroemia alnifolia",1424436345,-13.365556,-41.885278,"cdround,gass84,rdatm","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:22.074+0000","2018-09-24T20:03:37.533+0000",207,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","none",1650,50,"Bahia",2008,12,NA,"2008-12-01T00:00:00","2018-12-06T17:00:24.003+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:752461","680","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio de Contas","Serra da Mesa, base do Pico do Itoibira, mata de Campina Estreita, caminho Caiambola-Catolés.","","RB",1424436345,"urn:catalog:JBRJ:RB:752461","PhysicalObject","F.H.F. Nascimento","RB00752461","JBRJ","","Arbusto 2m de altura. Folhas discolores, sub-coriáceas. Flores com cálice avermelhado, pétalas alvas.","2017-10-15T16:51:15.195+0000","RB 565222","","","Floresta Alto Montana. Crescendo entre rochas na borda da mata.","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","Rio de Contas","Bahia","brazil",3389,"Rio de Contas",2926707,-41.741571,-13.586451,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.365556,-41.885278,"original coordinates","original coordinates OK"
"10","Ternstroemia alnifolia",1252619869,-13.016667,-41.343889,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:44.813+0000","2018-09-25T14:05:26.593+0000",126,"none","PRESERVED_SPECIMEN",7313801,6,7707728,220,1353,4259202,3189600,7313801,7313801,"Ternstroemia alnifolia Wawra","Ternstroemia alnifolia Wawra","Plantae","Tracheophyta","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia alnifolia","Ternstroemia","alnifolia","SPECIES","ACCEPTED","2007-05-01T00:00:00",NA,NA,"Bahia",2007,5,19,"2007-05-19T00:00:00","2018-12-08T15:43:37.290+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000182429","1554","SPF - Herbário da Universidade de São Paulo","Mucugê","Parque Municipal de Mucugê","pt","SPF",1252619869,"BRA:USP:SPF:0000182429","Collection","Roque, N","182429","USP","Universidade de São Paulo, USP","","2018-08-21T18:41:46.000+0000","","Guedes, ML; Moura, R","","","","","","","",NA,"","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,"","","","","","Mucugê","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.016667,-41.343889,"original coordinates","original coordinates OK"
