"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","individualCount","preparations","fieldNotes","coordinateUncertaintyInMeters","references","habitat","institutionID","county","verbatimElevation","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","higherGeography","fieldNumber","verbatimLocality","nomenclaturalStatus","taxonID","bibliographicCitation","georeferencedDate","typeStatus","organismID","datasetID","accessRights","higherClassification","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Weinmannia humilis",1946020864,-22.500833,-45.135556,"gass84","330d773a-abe3-4234-b423-129dc4d00963","303e2432-448c-41ec-be2b-020a25c7adc4","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-28T18:02:37.522+0000","2018-11-28T18:02:37.567+0000",125,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2018-10-23T00:00:00",1900,0,"SOUTH_AMERICA","Minas Gerais",2017,10,19,"2017-10-19T00:00:00","2018-11-19T20:29:37.000+0000","2018-12-07T00:56:21.489+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CESJ - Herbário Leopoldo Krieger","BRA:UFJF:CESJ:0000072100","480","CESJ - Herbário Leopoldo Krieger","Marmelópolis","Pico dos Marins, 1º maciço","pt","CESJ",1946020864,"BRA:UFJF:CESJ:0000072100","Collection","L.N. Gonçalves; P. Duffles","72100","Universidade Federal de Juiz de Fora (UFJF)","Universidade Federal de Juiz de Fora (UFJF)","Folhas compostas;","L.N. Gonçalves","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Marmelópolis","Minas Gerais","brazil",1548,"Marmelópolis",3140407,-45.172567,-22.463804,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-22.500833,-45.135556,"original coordinates","original coordinates OK"
"2","Weinmannia humilis",1931784564,-28.511111,-49.525,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:47.522+0000","2018-10-25T12:34:38.478+0000",128,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2018-08-01T00:00:00",743,0,"","Santa Catarina",2016,12,15,"2016-12-15T00:00:00","2018-10-01T12:58:19.000+0000","2018-12-07T06:15:07.743+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000013565","","CRI - Herbário Pe. Dr. Raulino Reitz","Treviso","Dois dedos","pt","CRI",1931784564,"BRA:UNESC:CRI:0000013565","Collection","Lucas Oliveira; Guilherme Elias, Peterson Padilha & Robson dos Santos","13565","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","Morro dos Dois dedos, local rochoso que se encontra em sucessão ecológica em estágio Inicial","Renato Colares & Aline Votri Guislon","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Treviso","Santa Catarina","brazil",334,"Treviso",4218350,-49.490292,-28.498785,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.511111,-49.525,"original coordinates","original coordinates OK"
"3","Weinmannia humilis",1077424557,-28.082778,-49.498333,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:20.699+0000","2018-10-24T15:38:15.471+0000",121,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2015-01-13T00:00:00",1546,0,"","Santa Catarina",2015,1,3,"2015-01-03T00:00:00","2018-10-11T17:18:50.000+0000","2018-12-06T14:18:06.949+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000045513","960","FURB - Herbário Dr. Roberto Miguel Klein","Urubici","Morro da Igreja - Parque Nacional São Joaquim.","pt","FURB",1077424557,"BRA:FURB:FURB:0000045513","Collection","Oliveira, A.A. de","45513","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Fito IFFSC 166 /S/8","Oliveira, AA de","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Urubici","Santa Catarina","brazil",414,"Urubici",4218905,-49.578366,-28.038901,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.082778,-49.498333,"original coordinates","original coordinates OK"
"4","Weinmannia humilis",1848248240,-25.131667,-48.819722,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:41.322+0000","2018-06-04T19:36:11.819+0000",118,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2016-01-01T00:00:00",NA,NA,"SOUTH_AMERICA","Paraná",2015,1,9,"2015-01-09T00:00:00","2018-05-10T18:50:28.000+0000","2018-12-08T15:08:34.176+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000405400","2911","MBM - Herbário do Museu Botânico Municipal","Campina Grande do Sul","Serra do Capivari, Cume do morro Capivarí Grande","pt","MBM",1848248240,"BRA:MBM:MBM:0000405400","Collection","Lozano, ED; Meyer, FS","405400","MBM","Museu Botânico Municipal de Curitiba, MBM","Arbusto, 1 m, flores alvas, campo sujo.; Refugio Vegetacional Altomontano.","Lozano, ED","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Campina Grande do Sul","Paraná","brazil",908,"Campina Grande do Sul",4104006,-48.844923,-25.186765,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.131667,-48.819722,"original coordinates","original coordinates OK"
"5","Weinmannia humilis",1585200749,-25.3275,-49.5089,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:22.559+0000","2018-04-05T12:08:12.221+0000",123,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2015-04-08T00:00:00",1120,0,"","Paraná",2015,1,17,"2015-01-17T00:00:00","2018-03-23T20:51:59.000+0000","2018-12-07T01:13:52.022+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000013714","151","EFC - Herbário Escola de Florestas Curitiba","Campo Largo","Bateias","pt","EFC",1585200749,"BRA:UFPR:EFC:0000013714","Collection","Ribeiro, C.L.","13714","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Arvoreta em refugio","Vieira, R.S.","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Campo Largo","Paraná","brazil",898,"Campo Largo",4104204,-49.618295,-25.291656,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.3275,-49.5089,"original coordinates","original coordinates OK"
"6","Weinmannia humilis",1801101626,-28.161111,-49.636667,"gass84","121275a3-dcce-44f4-9868-37326e9f64ef","d254f613-d4dd-4553-9fe3-b9485ca28371","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:34.792+0000","2018-10-24T15:38:56.651+0000",122,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2015-02-26T00:00:00",1640,0,"","Santa Catarina",2015,2,26,"2015-02-26T00:00:00","2018-10-01T14:29:02.000+0000","2018-12-08T01:46:27.929+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","BRA:UFSC:FLOR:0000062064","2130","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","Urubici","Próximo a parcela TS-3500 - módulo 1 - PPBio.","pt","FLOR",1801101626,"BRA:UFSC:FLOR:0000062064","Collection","Sühs, R.B.","62064","Universidade Federal de Santa Catarina (UFSC)","Universidade Federal de Santa Catarina (UFSC)","Arbóreo","Sühs, R.B.","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Urubici","Santa Catarina","brazil",414,"Urubici",4218905,-49.578366,-28.038901,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.161111,-49.636667,"original coordinates","original coordinates OK"
"7","Weinmannia humilis",1585200953,-25.2409,-48.8302,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:22.625+0000","2018-04-05T12:08:12.592+0000",123,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2015-04-10T00:00:00",1400,0,"","Paraná",2015,4,10,"2015-04-10T00:00:00","2018-03-23T20:51:59.000+0000","2018-12-07T01:13:52.279+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000013826","712","EFC - Herbário Escola de Florestas Curitiba","Morretes","Serra da Graciosa - morro Mãe Catira","pt","EFC",1585200953,"BRA:UFPR:EFC:0000013826","Collection","Vieira, R.S.","13826","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Arbusto próximo ao cume. Com flores alvas.","Vieira, R.S.","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Morretes","Paraná","brazil",872,"Morretes",4116208,-48.855729,-25.518545,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.2409,-48.8302,"original coordinates","original coordinates outside municipality original in morretes falls in campina grande do sul"
"8","Weinmannia humilis",1585201187,-25.4687,-49.0004,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:22.896+0000","2018-04-05T12:08:12.745+0000",123,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2015-04-29T00:00:00",NA,NA,"","Paraná",2015,4,21,"2015-04-21T00:00:00","2018-03-23T20:52:00.000+0000","2018-12-07T01:13:52.403+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000014121","191","EFC - Herbário Escola de Florestas Curitiba","Piraquara","Recreio da serra","pt","EFC",1585201187,"BRA:UFPR:EFC:0000014121","Collection","Ribeiro, C.L.","14121","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Arvoreta em refugio, flores alvas","Ribeiro, C.L.","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Piraquara","Paraná","brazil",877,"Piraquara",4119509,-49.052069,-25.472754,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.4687,-49.0004,"original coordinates","original coordinates OK"
"9","Weinmannia humilis",1585201181,-25.3948,-48.9971,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:23.049+0000","2018-04-05T12:08:12.747+0000",123,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2015-05-09T00:00:00",1300,0,"","Paraná",2015,5,9,"2015-05-09T00:00:00","2018-03-23T20:51:59.000+0000","2018-12-07T01:13:52.485+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000014079","739","EFC - Herbário Escola de Florestas Curitiba","Quatro Barras","Serra da Baitaca - morro Corvo","pt","EFC",1585201181,"BRA:UFPR:EFC:0000014079","Collection","Vieira, R.S.; Bizarro, O.M.R.","14079","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Arvoreta com 2,5 m, na borda da floresta altomontana. Com flores alvas.","Vieira, R.S.","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Quatro Barras","Paraná","brazil",890,"Quatro Barras",4120804,-48.994742,-25.369279,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.3948,-48.9971,"original coordinates","original coordinates OK"
"10","Weinmannia humilis",1585201213,-25.4685,-48.9279,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:22.820+0000","2018-04-05T12:08:12.815+0000",123,"none","PRESERVED_SPECIMEN",3613768,6,7707728,220,7224021,2405,3032536,3613768,3613768,"Weinmannia humilis Engl.","Weinmannia humilis Engl.","Plantae","Tracheophyta","Oxalidales","Cunoniaceae","Weinmannia","Weinmannia humilis","Weinmannia","humilis","SPECIES","ACCEPTED","2015-06-06T00:00:00",1470,0,"","Paraná",2015,6,7,"2015-06-07T00:00:00","2018-03-23T20:52:00.000+0000","2018-12-07T01:13:52.406+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000014181","766","EFC - Herbário Escola de Florestas Curitiba","Morretes","Serra do Marumbi - morro Bandeirantes","pt","EFC",1585201213,"BRA:UFPR:EFC:0000014181","Collection","Vieira, R.S.","14181","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Arbusto com 1,5 m no cume, em refúgio altomontano. Com frutos amarronzados.","Vieira, R.S.","",NA,"","",NA,"","","","","","","","",NA,NA,"","","",NA,"",NA,NA,NA,"","",NA,"","","","Morretes","Paraná","brazil",872,"Morretes",4116208,-48.855729,-25.518545,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.4685,-48.9279,"original coordinates","original coordinates OK"
