"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","individualCount","modified","preparations","otherCatalogNumbers","fieldNotes","references","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","startDayOfYear","collectionID","rights","coordinateUncertaintyInMeters","habitat","verbatimElevation","georeferenceProtocol","georeferenceSources","nomenclaturalStatus","fieldNumber","taxonID","bibliographicCitation","verbatimTaxonRank","higherClassification","identificationRemarks","georeferencedDate","typeStatus","typifiedName","higherGeography","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Vellozia squamata",1835181583,-15.711667,-48.956389,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:08.901+0000","2018-09-10T18:28:52.773+0000",135,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","2018-03-08T00:00:00",1041,0,"SOUTH_AMERICA","Goiás",2018,1,15,"2018-01-15T00:00:00","2018-09-10T18:28:52.867+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000033440","1727","HEPH - Herbário Ezechias Paulo Heringer","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Caminho da nascente do Córrego Chapadão para 8ª cachoeira","pt","HEPH",1835181583,"BRA:JBB:HEPH:0000033440","Collection","Chacon, RG; Rivaroli, GV; Tinti, BV","33440","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)","Abundante; Subarbusto 1m, flor lilás; Campo rupestre","Chacon, RG",NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"Pirenópolis","Goiás","brazil",3099,"Pirenópolis",5217302,-49.011284,-15.808451,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-15.711667,-48.956389,"original coordinates","original coordinates OK"
"2","Vellozia squamata",1913580539,-12.467777,-41.456666,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:42.349+0000","2018-11-23T18:21:42.387+0000",123,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","none",NA,NA,"","Bahia",2016,5,14,"2016-05-14T00:00:00","2018-12-10T13:35:47.096+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000100513","49","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","PALMEIRAS","1 km após a pousada Pai Inácio, beira da estrada Palmeiras - Lençóis. Parque Nacional da Chapada Diamantina.","pt","CEN",1913580539,"BRA:Cenargen:CEN:0000100513","Collection","Laiana Moraes Braunner","100513","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","","L. M. Brauner",1,"2018-10-26T14:09:17.000+0000","Unicata","","","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"PALMEIRAS","Bahia","brazil",3525,"Palmeiras",2923506,-41.55815,-12.545926,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.467777,-41.456666,"original coordinates","original coordinates OK"
"3","Vellozia squamata",1587325116,-10.511388,-46.504444,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:39.105+0000","2018-11-23T18:21:39.195+0000",123,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","none",549,0,"","Tocantins",2015,2,5,"2015-02-05T00:00:00","2018-11-23T18:22:55.681+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000093635","810","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","MATEIROS","Parque Estadual do Jalapão,Estrada vicinal da antiga estrada Ponte Alta do Tocantins-Mateiros, próximo á Serra do Espirito Santo","pt","CEN",1587325116,"BRA:Cenargen:CEN:0000093635","Collection","Guilherme de M. Antar","93635","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Hipanto verde, tépalas com a base alvacenta e o ápice arroxeado, anteras e giniceu amarelos. Doação do Herbário SPF","R. Mello-Silva",1,"","Exsicatas","","","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"MATEIROS","Tocantins","brazil",3814,"Mateiros",1712702,-46.506827,-10.577145,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.511388,-46.504444,"original coordinates","original coordinates OK"
"4","Vellozia squamata",1829092231,-10.511389,-46.504694,"gass84,iddatunl","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:53.457+0000","2018-09-25T14:05:51.960+0000",126,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","2015-06-01T00:00:00",549,0,"","Tocantins",2015,2,5,"2015-02-05T00:00:00","2018-09-25T14:05:51.992+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000220036","810","SPF - Herbário da Universidade de São Paulo","Mateiros","Parque Estadual do Jalapão, Estrada viscinal da antiga estrada Ponte Alta do Tocantins-Mateiros. Próximo à Serra do Espírito Santo.","pt","SPF",1829092231,"BRA:USP:SPF:0000220036","Collection","Antar, GM","220036","USP","Universidade de São Paulo, USP","Erva ca. 40 cm alt. Hipanto verde, tépalas com a base alvacenta e o ápice arroxeado. Anteras e gineceu amarelos.; Campo sujo. Solo arenoso seco.","Mello-Silva, R",NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"Mateiros","Tocantins","brazil",3814,"Mateiros",1712702,-46.506827,-10.577145,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.511389,-46.504694,"original coordinates","original coordinates OK"
"5","Vellozia squamata",1423911861,-10.144444,-46.508056,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:01.272+0000","2018-09-24T19:57:54.541+0000",207,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","none",514,NA,"","Tocantins",2014,9,19,"2014-09-19T00:00:00","2018-12-06T16:55:26.679+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1129509","510","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Félix do Tocantins","Estrada TO-030, Mateiros-São Felix do Tocantins. A aproximadamente 2 km da entrada para a comunidade do Prata vindo de São Felix do Tocantins","","RB",1423911861,"urn:catalog:JBRJ:RB:1129509","PhysicalObject","G.M. Antar; et al","RB01129509","JBRJ","","","R. Mello-Silva",NA,"2017-10-15T11:22:10.894+0000","","RB 650722","Cerrado sensu stricto. Solo arenoso seco","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"São Félix do Tocantins","Tocantins","brazil",3902,"São Félix do Tocantins",1720150,-46.677356,-10.069738,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.144444,-46.508056,"original coordinates","original coordinates OK"
"6","Vellozia squamata",1587325099,-10.144444,-46.508055,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:39.128+0000","2018-11-23T18:21:39.241+0000",123,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","none",514,0,"","Tocantins",2014,9,19,"2014-09-19T00:00:00","2018-11-23T18:22:55.764+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000093631","510","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","SAO FELIX DO TOCANTINS","Estrada TO-030, Mateiros-São Felix do Tocantins, a aproximadamente 2 km da estrada para a comunidade do Prata vindo de São Felix do Tocantins","pt","CEN",1587325099,"BRA:Cenargen:CEN:0000093631","Collection","Guilherme de M. Antar","93631","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Base enegrecida denunciando historico de fogo, frutos com hipanto amarronzado, Doação do Herbário SPF","R. Mello-Silva",1,"","Exsicatas","","","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"SAO FELIX DO TOCANTINS","Tocantins","brazil",3902,"São Félix do Tocantins",1720150,-46.677356,-10.069738,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.144444,-46.508055,"original coordinates","original coordinates OK"
"7","Vellozia squamata",1587326080,-14.178888,-47.593888,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:39.521+0000","2018-11-23T18:21:39.598+0000",123,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","none",1115,0,"","Goiás",2014,11,27,"2014-11-27T00:00:00","2018-11-23T18:22:56.240+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000094515","7396","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","ALTO PARAISO DE GOIAS","Pousada Fazenda São Bento, Almecega I.","pt","CEN",1587326080,"BRA:Cenargen:CEN:0000094515","Collection","Márcio Verdi - RB","94515","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Folhas verdes, ao longo da trilha de acesso a cachoeira com intensa visitação turísitica. Com foto. . Doação Jardim Botânico do Rio de Janeiro - RB 630899","B. M. T. Walter",1,"","Exsicatas","","","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"ALTO PARAISO DE GOIAS","Goiás","brazil",3323,"Alto Paraíso de Goiás",5200605,-47.53585,-14.183117,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-14.178888,-47.593888,"original coordinates","original coordinates OK"
"8","Vellozia squamata",1095628605,-13.695361,-47.829972,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:28.974+0000","2018-06-04T19:36:06.207+0000",118,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","2013-06-13T00:00:00",1005,0,"SOUTH_AMERICA","Goiás",2013,4,15,"2013-04-15T00:00:00","2018-07-07T12:46:50.362+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000383182","1054","MBM - Herbário do Museu Botânico Municipal","Cavalcante","RPPN Serra do Tombador, trilha Vão da Horta","pt","MBM",1095628605,"BRA:MBM:MBM:0000383182","Collection","Brotto, ML; Barboza, E; Cordeiro, J; Vaz, J","383182","MBM","Museu Botânico Municipal de Curitiba, MBM","Erva 50cm; flores roxas.; Cerrado ruprestre.","Barboza, E",NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"Cavalcante","Goiás","brazil",3384,"Cavalcante",5205307,-47.696037,-13.635097,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-13.695361,-47.829972,"original coordinates","original coordinates OK"
"9","Vellozia squamata",1095629853,-8.970667,-45.8204,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:29.705+0000","2018-06-04T19:36:07.020+0000",118,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","2013-08-26T00:00:00",290,0,"","Maranhão",2013,5,8,"2013-05-08T00:00:00","2018-07-07T12:46:50.375+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000384717","353","MBM - Herbário do Museu Botânico Municipal","Alto Parnaíba","","pt","MBM",1095629853,"BRA:MBM:MBM:0000384717","Collection","Santos, PM; Ariati, V; Sampaio, ACF; Bianchin, JE","384717","MBM","Museu Botânico Municipal de Curitiba, MBM","Planta com 1m de altura.; Solo arenoso, próximo ao Rio Parnaíba. Cerrado stricto sensu.","Cordeiro, J",NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"Alto Parnaíba","Maranhão","brazil",3999,"Alto Parnaíba",2100501,-46.212805,-9.509477,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-8.970667,-45.8204,"original coordinates","original coordinates outside municipality original in alto parnaiba falls in santa filomena"
"10","Vellozia squamata",1095631359,-12.344258,-45.084383,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:30.910+0000","2018-06-04T19:36:07.409+0000",118,"none","PRESERVED_SPECIMEN",2863569,6,7707728,196,554,3738,2693690,2863569,2863569,"Vellozia squamata Pohl","Vellozia squamata Pohl","Plantae","Tracheophyta","Pandanales","Velloziaceae","Vellozia","Vellozia squamata","Vellozia","squamata","SPECIES","ACCEPTED","2013-10-01T00:00:00",673,0,"SOUTH_AMERICA","Bahia",2013,8,9,"2013-08-09T00:00:00","2018-07-07T12:46:50.499+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Liliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000386517","644","MBM - Herbário do Museu Botânico Municipal","São Desidério","Cerca de 8 km (oeste) da BA-135","pt","MBM",1095631359,"BRA:MBM:MBM:0000386517","Collection","Felitto, G; Lozano, ED; Roher, D; Oliveira, EA","386517","MBM","Museu Botânico Municipal de Curitiba, MBM","Arvoreta, 2,5m, frutos amarronzados.; Cerrado.","Ariati, V; Felitto, G",NA,"","","","","","","","",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","","","","","",NA,NA,NA,NA,"São Desidério","Bahia","brazil",3489,"São Desidério",2928901,-45.482902,-12.798637,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.344258,-45.084383,"original coordinates","original coordinates OK"
