"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","continent","elevation","elevationAccuracy","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","otherCatalogNumbers","fieldNotes","individualCount","nomenclaturalStatus","taxonID","bibliographicCitation","georeferencedDate","georeferenceProtocol","georeferenceSources","verbatimTaxonRank","higherClassification","higherGeography","rights","fieldNumber","organismID","datasetID","accessRights","infraspecificEpithet","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Sparattanthelium botocudorum",1848740085,-3.955556,-40.820833,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:05.602+0000","2018-09-10T18:28:00.543+0000",124,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","2017-06-01T00:00:00","Ceará",2017,6,18,"2017-06-18T00:00:00","2018-09-06T19:46:57.000+0000","2018-12-08T22:44:20.688+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000241477","224","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Graça","Sítio Santa Clara.","pt","HUEFS",1848740085,"BRA:UEFS:HUEFS:0000241477","Collection","Araújo, F.F.","241477","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Floresta estacional caducifólia semidecidual (mata seca), solo com presença de rochas, mata ciliar do rio ""olho d/ água"" divisa entre Graça/Mucambo.","F.F.Araújo","",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","Graça","Ceará","brazil",5210,"Graça",2304657,-40.776806,-4.048471,"CEARA","CE","Ceará",-39.61556123,-5.09311398,"Ceará","ce",-3.955556,-40.820833,"original coordinates","original coordinates outside municipality original in graca falls in mucambo"
"2","Sparattanthelium botocudorum",1434652884,-10.558333,-36.969444,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:00.098+0000","2018-09-10T18:27:47.573+0000",124,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","none","Sergipe",2016,4,29,"2016-04-29T00:00:00","2018-09-06T19:46:57.000+0000","2018-12-08T00:08:51.948+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000224848","13222","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Rosário do Catete","Estrada para Igaci.","pt","HUEFS",1434652884,"BRA:UEFS:HUEFS:0000224848","Collection","Melo, E.","224848","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata.","","",36,0,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","Rosário do Catete","Sergipe","brazil",3795,"Rosário do Catete",2806107,-37.037976,-10.681372,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.558333,-36.969444,"original coordinates","original coordinates outside municipality original in rosario do catete falls in japaratuba"
"3","Sparattanthelium botocudorum",1455752955,-11.8,-37.6,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:54.530+0000","2018-12-03T16:16:13.232+0000",122,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","2017-02-01T00:00:00","Bahia",2016,10,23,"2016-10-23T00:00:00","2018-08-28T19:08:42.000+0000","2018-12-03T16:17:15.257+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000126452","25209","ALCB - Herbário Alexandre Leal Costa","Conde","Ilha das Ostras, Mata do Raposo.","pt","ALCB",1455752955,"BRA:UFBA:ALCB:0000126452","Collection","Guedes, ML; Alunos de Botânica BIO C05","126452","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas cartáceas, discolores, face abaxial vilosa. Frutos imaturos.","Guedes, ML","SOUTH_AMERICA",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","Conde","Bahia","brazil",3622,"Conde",2908606,-37.67734,-11.827324,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.8,-37.6,"original coordinates","original coordinates OK"
"4","Sparattanthelium botocudorum",1503379033,-18.996389,-40.732333,"gass84","9129ec89-afa7-45af-8b73-509f1f8942ab","667644b9-7b93-4892-80c7-c4271735c515","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-10-11T11:55:03.083+0000","2017-12-15T16:34:53.360+0000",129,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","none","Espírito Santo",2016,12,16,"2016-12-16T00:00:00","2017-09-14T14:46:06.000+0000","2018-12-08T09:14:42.791+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBML-Herbario - Herbário Mello Leitão","BRA:MBML:MBML-HERBARIO:0000051147","13254","MBML-Herbario - Herbário Mello Leitão","Águia Branca","Perto da cidade, beira de estrada","pt","MBML-HERBARIO",1503379033,"BRA:MBML:MBML-HERBARIO:0000051147","Collection","L. Kollmann; C.N.Fraga, C.Fraga e M.F.O.Siva","51147","MBML","Museu de Biologia Professor Mello Leitão, MBML","Planta escandente ao sol, flores creme","","",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","Águia Branca","Espírito Santo","brazil",2639,"Águia Branca",3200136,-40.748582,-18.971321,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.996389,-40.732333,"original coordinates","original coordinates OK"
"5","Sparattanthelium botocudorum",1143413905,-10.529179,-37.03148,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:03.410+0000","2018-09-24T19:50:16.189+0000",132,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","none","Sergipe",2015,5,6,"2015-05-06T00:00:00","","2018-09-24T19:50:20.234+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000034104","449","ASE - Herbário da Universidade Federal de Sergipe","Aracaju","APA Morro do Urubu","pt","ASE",1143413905,"BRA:UFS:ASE:0000034104","Collection","Cardoso, DS; Andrade, RS","34104","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Trepadeira, fruto maduro branco; Mata Atlântica","Cardoso, DS","SOUTH_AMERICA",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","Aracaju","Sergipe","brazil",3746,"Aracaju",2800308,-37.093231,-10.989493,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-10.529179,-37.03148,"original coordinates","original coordinates outside municipality original in aracaju falls in capela"
"6","Sparattanthelium botocudorum",1657212223,-11.1641,-37.4045,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:04.010+0000","2018-09-24T19:50:17.146+0000",132,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","2017-02-22T00:00:00","Sergipe",2015,8,28,"2015-08-28T00:00:00","2018-08-31T18:26:47.000+0000","2018-12-10T06:05:04.965+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000035714","841","ASE - Herbário da Universidade Federal de Sergipe","Itabaianinha","Fazenda Glória","pt","ASE",1657212223,"BRA:UFS:ASE:0000035714","Collection","Farias, MCV; Figueiredo, MAM; Andrade, RS; Santos, E; Mota, AC","35714","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Trepadeira. Botões florais e flores creme. Frutos imaturos verdes.; Mata Atlântica","Andrade, RS","SOUTH_AMERICA",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","Itabaianinha","Sergipe","brazil",3706,"Itabaianinha",2803005,-37.776958,-11.258565,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-11.1641,-37.4045,"original coordinates","original coordinates outside municipality original in itabaianinha falls in estancia"
"7","Sparattanthelium botocudorum",1837382367,-11.1641,-37.4045,"gass84","0ec3229f-2b53-484e-817a-de8ceb1fce2b","cc8ec135-6ade-4a8e-8b31-475dc1d3c433","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:22.934+0000","2018-04-05T11:59:10.504+0000",125,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","2017-02-22T00:00:00","Sergipe",2015,8,28,"2015-08-28T00:00:00","2018-04-03T13:34:58.000+0000","2018-12-08T03:39:42.067+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","DVPR - Herbário da Universidade Tecnológica Federal do Paraná - Dois Vizinhos","BRA:UTFPR:DVPR:0000005020","234","DVPR - Herbário da Universidade Tecnológica Federal do Paraná - Dois Vizinhos","Itabaiana","Fazenda Glória.","pt","DVPR",1837382367,"BRA:UTFPR:DVPR:0000005020","Collection","Andrade, R.S.; Santos, E.; Figueiredo, M.A.M.; Andrade, R.S.; Farias, M.C.V.; Mo; Santos, E.; Figueiredo, M.A.M.; Andrade, R.S.; Farias, M.C.V.; Mota, A.C.","5020","UTFPR","Universidade Tecnológica Federal do Paraná (UTFPR)","Trepadeira. Botões florais e flores creme.; Mata Atlântica.","Andrade, R.S.","",9999,0,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","Itabaiana","Sergipe","brazil",3794,"Itabaiana",2802908,-37.421727,-10.685911,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-11.1641,-37.4045,"original coordinates","original coordinates outside municipality original in itabaiana falls in estancia"
"8","Sparattanthelium botocudorum",1702659980,-11.278056,-37.679167,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:17.286+0000","2018-11-24T12:32:17.300+0000",118,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","2017-02-22T00:00:00","Sergipe",2015,8,28,"2015-08-28T00:00:00","2018-10-30T18:00:35.000+0000","2018-12-08T11:34:45.268+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000024273","841","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Itabaianinha","Fazenda Glória, Mata Atlântica","pt","HCF",1702659980,"BRA:UTFPR:HCF:0000024273","Collection","M.C.V. Farias","24273","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","trepadeira. Botões florais e flores creme. Frutos imaturos verdes.","R.S. Andrade","",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","Itabaianinha","Sergipe","brazil",3706,"Itabaianinha",2803005,-37.776958,-11.258565,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-11.278056,-37.679167,"original coordinates","original coordinates OK"
"9","Sparattanthelium botocudorum",1135818222,-3.766944,-40.877778,"gass84","ca7f81ae-ebf9-43a8-947c-535a87fe5aec","4d653db1-17d5-4565-99a5-d88643e240ce","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:20:31.597+0000","2018-09-24T19:20:45.047+0000",128,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","2014-05-14T00:00:00","Ceará",2014,3,13,"2014-03-13T00:00:00","2018-08-13T19:45:15.000+0000","2018-12-06T21:47:01.877+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EAC - Herbário Prisco Bezerra","BRA:UFC:EAC:0000055637","2242","EAC - Herbário Prisco Bezerra","Ubajara","PARNA de Ubajara.","pt","EAC",1135818222,"BRA:UFC:EAC:0000055637","Collection","Loiola, M.I.B.","55637","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","","Moura, R.","SOUTH_AMERICA",247,0,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","Ubajara","Ceará","brazil",5241,"Ubajara",2313609,-41.000685,-3.865801,"CEARA","CE","Ceará",-39.61556123,-5.09311398,"Ceará","ce",-3.766944,-40.877778,"original coordinates","original coordinates outside municipality original in ubajara falls in frecheirinha"
"10","Sparattanthelium botocudorum",1944977152,-13.619444,-39.570556,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:45.618+0000","2018-11-24T12:34:45.644+0000",122,"none","PRESERVED_SPECIMEN",7326419,6,7707728,220,407,2495,7326411,7326419,7326419,"Sparattanthelium botocudorum Mart.","Sparattanthelium botocudorum Mart.","Plantae","Tracheophyta","Laurales","Hernandiaceae","Sparattanthelium","Sparattanthelium botocudorum","Sparattanthelium","botocudorum","SPECIES","ACCEPTED","none","Bahia",2014,7,5,"2014-07-05T00:00:00","","2018-11-24T12:35:57.755+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000141471","874","CEPEC - Herbário do Centro de Pesquisas do Cacau","WENCESLAU GUIMARÃES","esntrada por Teolândia, ramal entrando após a caixa d'água. Trilha do maribondo.","pt","CEPEC",1944977152,"BRA:CEPLAC:CEPEC:0000141471","Collection","Marinho, L.C.","141471","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","","Sem Informação","",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"",NA,NA,"","","","","",NA,NA,"","","","","","WENCESLAU GUIMARÃES","Bahia","brazil",3386,"Wenceslau Guimarães",2933505,-39.626771,-13.630549,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.619444,-39.570556,"original coordinates","original coordinates OK"
