"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","identificationQualifier","occurrenceRemarks","identifiedBy","elevationAccuracy","language","ownerInstitutionCode","fieldNotes","continent","institutionID","nomenclaturalCode","higherGeography","organismID","datasetID","accessRights","collectionID","higherClassification","individualCount","preparations","references","habitat","verbatimEventDate","endDayOfYear","county","startDayOfYear","rights","verbatimTaxonRank","verbatimElevation","fieldNumber","verbatimLocality","coordinateUncertaintyInMeters","georeferencedDate","georeferencedBy","verbatimSRS","disposition","bibliographicCitation","georeferenceSources","georeferenceProtocol","typeStatus","taxonRemarks","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Erythroxylum engleri",1503332838,-12.733889,-44.734722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:00.183+0000","2018-09-24T19:58:42.210+0000",207,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","none",530,"Bahia",2016,11,27,"2016-11-27T00:00:00","2017-10-09T01:46:11.331+0000","2018-12-08T09:14:15.425+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1317527","673","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Desidério","Sítio Grande.","RB",1503332838,"urn:catalog:JBRJ:RB:1317527","PhysicalObject","R.G. Barbosa-Silva; M.M.T.Cota, D.J.L.Sousa, F.S.Espirito Santo","RB01317527","RB 730277","JBRJ","cf.","Árvore de 4 m de alt., folhas discolores, fruto castanho","J.L. Costa-Lima",NA,"","","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","São Desidério","Bahia","brazil",3489,"São Desidério",2928901,-45.482902,-12.798637,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.733889,-44.734722,"original coordinates","original coordinates OK"
"2","Erythroxylum engleri",1424431670,-12.144444,-44.933889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:19.404+0000","2018-09-24T20:03:35.091+0000",207,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","2015-12-14T00:00:00",601,"Bahia",2012,11,13,"2012-11-13T00:00:00","2017-10-15T10:46:59.209+0000","2018-12-06T17:00:21.504+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:742052","1074","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Barreiras","Serra do Saco. Cerrado.","RB",1424431670,"urn:catalog:JBRJ:RB:742052","PhysicalObject","E.L.M. Assis; R.F. Monteiro; J.A. Oliveira; R.C. Forzza & L. Daneu","RB00742052","RB 561901","JBRJ","","Arvoreta, 3 m alt.","J.L.COSTA-LIMA",NA,"","","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","Barreiras","Bahia","brazil",3594,"Barreiras",2903201,-45.522683,-12.018207,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.144444,-44.933889,"original coordinates","original coordinates OK"
"3","Erythroxylum engleri",1213524847,-11.973056,-45.514722,"gass84","92e7a11c-2765-4eee-9341-2a89083e6132","f22ff2ae-6384-4d40-9ded-4d96befcacf0","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:33.391+0000","2017-12-29T14:41:52.322+0000",122,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","2016-01-18T00:00:00",NA,"Bahia",2012,11,14,"2012-11-14T00:00:00","","2018-07-08T01:33:18.838+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BOTU - Herbário Irina Delanova Gemtchújnicov","BRA:UNESPIBB:BOTU:0000028672","628","BOTU - Herbário Irina Delanova Gemtchújnicov","Barreiras","Estrada para cachoeira do Redondo, serra que margeia o Rio de Janeiro","BOTU",1213524847,"BRA:UNESPIBB:BOTU:0000028672","Collection","Monteiro, R.F.","28672","","Universidade Estadual Paulista, UNESP","","","Taguchi, L.E.",NA,"pt","Universidade Estadual Paulista, UNESP","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","Barreiras","Bahia","brazil",3594,"Barreiras",2903201,-45.522683,-12.018207,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.973056,-45.514722,"original coordinates","original coordinates OK"
"4","Erythroxylum engleri",1324592940,-18.242778,-52.634444,"cdround,gass84","7aac2a16-2b16-410c-8649-6aae7a752ebb","b3422768-adc1-4be2-9f59-c1d7af724428","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:40.962+0000","2018-11-07T17:23:02.101+0000",128,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","2016-11-01T00:00:00",NA,"Goiás",2012,12,1,"2012-12-01T00:00:00","2018-10-10T13:21:58.000+0000","2018-12-06T08:55:09.273+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HJ - Herbario Jataiense Prof. Germano Guarim Neto","BRA:UFG:HJ:0000007579","5439","HJ - Herbario Jataiense Prof. Germano Guarim Neto","Mineiros","GO 050, atrás do PARNAEMAS.","HJ",1324592940,"BRA:UFG:HJ:0000007579","Collection","Souza, L.F.; Sousa, E.C.A.","7579","","Universidade Federal de Goiás (UFG)","","Cerrado.","L.F. Souza",NA,"pt","Universidade Federal de Goiás (UFG)","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","Mineiros","Goiás","brazil",2835,"Mineiros",5213103,-52.767551,-17.631289,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-18.242778,-52.634444,"original coordinates","original coordinates outside municipality original in mineiros falls in chapadao do ceu"
"5","Erythroxylum engleri",1090665043,-11.725,-55.719444,"gass84,preneglat","22331d58-4a7e-40da-b7db-652a4d4d85ed","e7132376-4a7e-458a-be08-946850a2beac","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-10-25T12:34:29.608+0000","2018-08-03T12:12:52.538+0000",118,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","2008-07-01T00:00:00",NA,"Mato Grosso",2008,1,19,"2008-01-19T00:00:00","2018-07-25T14:44:26.000+0000","2018-12-08T04:44:01.485+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HERBAM - Herbário da Amazônia Meridional","BRA:UNEMAT:HERBAM:0000003635","679","HERBAM - Herbário da Amazônia Meridional","","UHE Sinop","HERBAM",1090665043,"BRA:UNEMAT:HERBAM:0000003635","Collection","Soares, CRA; Piva, JH; Rodrigues, L; Nishi, I","3635","","UNEMAT","","Projeto Flora Teles Pires","Silva, CA; Soares, CRA; Lobato, LC",NA,"pt","Universidade do Estado de Mato Grosso (UNEMAT)","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","","Mato Grosso","brazil",NA,"",NA,NA,NA,"","","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-11.725,-55.719444,"original coordinates","original coordinates outside municipality original in  falls in sinop"
"6","Erythroxylum engleri",1090702039,-18.824167,-52.401389,"cdround,gass84","7aac2a16-2b16-410c-8649-6aae7a752ebb","b3422768-adc1-4be2-9f59-c1d7af724428","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:37.696+0000","2018-11-07T17:22:59.290+0000",128,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","2016-11-01T00:00:00",NA,"Goiás",2008,9,25,"2008-09-25T00:00:00","2018-10-10T13:21:58.000+0000","2018-12-08T04:44:17.370+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HJ - Herbario Jataiense Prof. Germano Guarim Neto","BRA:UFG:HJ:0000002223","55","HJ - Herbario Jataiense Prof. Germano Guarim Neto","Aporé","PCH Planalto.","HJ",1090702039,"BRA:UFG:HJ:0000002223","Collection","Spinola, C. et al.","2223","","Universidade Federal de Goiás (UFG)","","Cerrado.","L.F. Souza",NA,"pt","Universidade Federal de Goiás (UFG)","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","Aporé","Goiás","brazil",2674,"Aporé",5201504,-52.045379,-18.768318,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-18.824167,-52.401389,"original coordinates","original coordinates outside municipality original in apore falls in cassilandia"
"7","Erythroxylum engleri",1143422155,-11.540833,-49.673333,"gass84,iddatunl","92e7a11c-2765-4eee-9341-2a89083e6132","f22ff2ae-6384-4d40-9ded-4d96befcacf0","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:35.371+0000","2017-12-29T14:42:01.381+0000",122,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","2009-03-01T00:00:00",NA,"Tocantins",2008,10,7,"2008-10-07T00:00:00","","2018-07-06T18:08:44.629+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BOTU - Herbário Irina Delanova Gemtchújnicov","BRA:UNESPIBB:BOTU:0000031866","1269","BOTU - Herbário Irina Delanova Gemtchújnicov","Formoso do Araguaia","Bacia do Araguaia.","BOTU",1143422155,"BRA:UNESPIBB:BOTU:0000031866","Collection","Oliveira, F.C.A.","31866","","Universidade Estadual Paulista, UNESP","","","Fonseca, M.L.",NA,"pt","Universidade Estadual Paulista, UNESP","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","Formoso do Araguaia","Tocantins","brazil",3604,"Formoso do Araguaia",1708205,-50.098412,-11.959034,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-11.540833,-49.673333,"original coordinates","original coordinates OK"
"8","Erythroxylum engleri",1090526466,-10.357778,-48.361111,"gass84","965b5ae5-7b2d-4155-a7ff-e9e496d70f90","605d693a-f335-44fb-b6cf-3ac49842358e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:31.764+0000","2017-12-29T14:52:51.900+0000",129,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","none",9999,"Tocantins",2006,10,26,"2006-10-26T00:00:00","2016-12-15T18:23:50.000+0000","2018-12-08T04:43:03.743+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUTO - Herbário da Universidade de Tocantins","BRA:UNITINS:HUTO:0000000772","608","HUTO - Herbário da Universidade de Tocantins","Palmas","Sub-bacia do Ribeirão São João","HUTO",1090526466,"BRA:UNITINS:HUTO:0000000772","Collection","Pereira, C.B.","772","","UNITINS","","Arbusto com cerca de 2 m de altura. Frutos imaturos verdes; Cerrado","",0,"pt","Fundação Universidade de Tocantins (UNITINS)","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","Palmas","Tocantins","brazil",3877,"Palmas",1721000,-48.15252,-10.220926,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.357778,-48.361111,"original coordinates","original coordinates OK"
"9","Erythroxylum engleri",1090703247,-18.439444,-51.995278,"cdround,gass84","7aac2a16-2b16-410c-8649-6aae7a752ebb","b3422768-adc1-4be2-9f59-c1d7af724428","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:38.466+0000","2018-11-07T17:23:00.221+0000",128,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","none",NA,"Goiás",2004,11,30,"2004-11-30T00:00:00","2018-10-10T13:21:58.000+0000","2018-12-08T04:44:17.878+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HJ - Herbario Jataiense Prof. Germano Guarim Neto","BRA:UFG:HJ:0000003452","1434","HJ - Herbario Jataiense Prof. Germano Guarim Neto","Serranópolis","RPPN Pousada das Araras.","HJ",1090703247,"BRA:UFG:HJ:0000003452","Collection","Souza, L.F.","3452","","Universidade Federal de Goiás (UFG)","","Cerrado.","",NA,"pt","Universidade Federal de Goiás (UFG)","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","Serranópolis","Goiás","brazil",2765,"Serranópolis",5220504,-52.21204,-18.225544,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-18.439444,-51.995278,"original coordinates","original coordinates OK"
"10","Erythroxylum engleri",1090701427,-17.900278,-51.711944,"cdround,gass84","7aac2a16-2b16-410c-8649-6aae7a752ebb","b3422768-adc1-4be2-9f59-c1d7af724428","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:38:37.324+0000","2018-11-07T17:22:59.043+0000",128,"none","PRESERVED_SPECIMEN",3694461,6,7707728,220,1414,6686,2873937,3694461,3694461,"Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz","Plantae","Tracheophyta","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum engleri","Erythroxylum","engleri","SPECIES","ACCEPTED","none",NA,"Goiás",2004,11,5,"2004-11-05T00:00:00","2018-10-10T13:21:58.000+0000","2018-12-08T04:44:17.075+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HJ - Herbario Jataiense Prof. Germano Guarim Neto","BRA:UFG:HJ:0000001639","3607","HJ - Herbario Jataiense Prof. Germano Guarim Neto","Jataí","41 BIMTZ.","HJ",1090701427,"BRA:UFG:HJ:0000001639","Collection","Souza, L.F.","1639","","Universidade Federal de Goiás (UFG)","","Cerrado.","",NA,"pt","Universidade Federal de Goiás (UFG)","","","","","",NA,"","","","",NA,"","","","",NA,"",NA,"","","",NA,NA,NA,"","","","","","","","","","Jataí","Goiás","brazil",2802,"Jataí",5211909,-51.73448,-17.907201,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-17.900278,-51.711944,"original coordinates","original coordinates OK"
