"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","individualCount","elevation","elevationAccuracy","preparations","otherCatalogNumbers","fieldNotes","institutionID","higherGeography","endDayOfYear","startDayOfYear","higherClassification","references","nomenclaturalCode","verbatimEventDate","county","collectionID","nomenclaturalStatus","taxonID","bibliographicCitation","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","verbatimElevation","habitat","typeStatus","typifiedName","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Croton agoensis",1699425975,-12,-44,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:55.036+0000","2018-12-03T16:16:31.464+0000",122,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","2017-05-01T00:00:00","SOUTH_AMERICA","Bahia",2017,2,17,"2017-02-17T00:00:00","2018-08-28T19:03:39.000+0000","2018-12-05T23:49:33.729+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000127840","25521","ALCB - Herbário Alexandre Leal Costa","São Desidério","Roda Velha em Direção a Luis Eduardo Magalhães.","pt","ALCB",1699425975,"BRA:UFBA:ALCB:0000127840","Collection","Guedes, ML; Alunos de Botânica Econômica","127840","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de ca 1,20 m de altura. Folhas discolores, face abaxial tomentosa. Inflorescência na porção terminal dos ramos, flores estaminadas cremes.","Guedes, ML",NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"São Desidério","Bahia","brazil",3489,"São Desidério",2928901,-45.482902,-12.798637,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12,-44,"original coordinates","original coordinates outside municipality original in sao desiderio falls in wanderley"
"2","Croton agoensis",1702658427,-6.943222,-47.353944,"gass84","d71abe29-0cc7-451c-9eaf-42514a361885","1d7b2ad8-96e2-48e6-b6b1-b589b1025261","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:58.966+0000","2018-11-24T12:22:59.022+0000",127,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","none","","Maranhão",2017,4,7,"2017-04-07T00:00:00","2018-11-08T19:44:52.000+0000","2018-12-08T11:34:44.493+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SLUI - Herbário Rosa Mochel","BRA:UEMA:SLUI:0000005099","142","SLUI - Herbário Rosa Mochel","Município de Carolina","Parque Nacional da Chapada das Mesas","pt","SLUI",1702658427,"BRA:UEMA:SLUI:0000005099","Collection","Saraiva, R.V.C.","5099","UEMA","Universidade Estadual do Maranhão (UEMA)","","",NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"Município de Carolina","Maranhão","brazil",NA,"",NA,NA,NA,"","","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-6.943222,-47.353944,"original coordinates","original coordinates outside municipality original in municipio de carolina falls in carolina"
"3","Croton agoensis",1587329393,-6.970833,-47.374722,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:41.045+0000","2018-11-23T18:21:41.173+0000",123,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","none","","Maranhão",2016,4,8,"2016-04-08T00:00:00","","2018-11-23T18:22:58.529+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000097863","5701","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","CAROLINA","Gleba I.","pt","CEN",1587329393,"BRA:Cenargen:CEN:0000097863","Collection","Anderson Cássio Sevilha","97863","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Área recém queimada.","R. C. Sodré",5,253,0,"Exsicatas","","","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"CAROLINA","Maranhão","brazil",4446,"Carolina",2102804,-47.202587,-7.373867,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-6.970833,-47.374722,"original coordinates","original coordinates OK"
"4","Croton agoensis",1424513884,-10.6,-46.583333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:11.177+0000","2018-09-24T20:04:20.317+0000",207,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","2017-08-23T00:00:00","","Tocantins",2015,3,3,"2015-03-03T00:00:00","2017-10-15T09:52:58.892+0000","2018-12-06T17:01:09.546+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:986889","9233","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Mateiros","Parque Estadual do Jalapão.","","RB",1424513884,"urn:catalog:JBRJ:RB:986889","PhysicalObject","A.M. Amorim et. al.;","RB00986889","JBRJ","","Subarbusto ca 1.5m alt.; folhas discolores, face superior verde e a inferior cinérea; flore alvo acizentadas","R.C.SODRÉ",NA,625.5,135.5,"","RB 629001","Campos arenosos entremeados por afloramentos","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"Mateiros","Tocantins","brazil",3814,"Mateiros",1712702,-46.506827,-10.577145,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.6,-46.583333,"original coordinates","original coordinates OK"
"5","Croton agoensis",1424514761,-10.45,-47.033333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:11.984+0000","2018-09-24T20:04:20.783+0000",207,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","2017-08-23T00:00:00","","Tocantins",2015,3,4,"2015-03-04T00:00:00","2017-10-15T16:42:50.580+0000","2018-12-06T17:01:09.919+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:991977","9249","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Mateiros","Estação Ecológica Serra Geral de Tocantins. Estrada Mateiros para Ponte Alta de Tocantins.","","RB",1424514761,"urn:catalog:JBRJ:RB:991977","PhysicalObject","A.M. Amorim et. al.;","RB00991977","JBRJ","","Sub-Arbusto ca 50 cm alt.; Folhas verde-escuro na face superior e cinérea na inferior; flores alvo-amareladas; frutos verdes","R.C.SODRÉ",NA,500,100,"","RB 629891","","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"Mateiros","Tocantins","brazil",3814,"Mateiros",1712702,-46.506827,-10.577145,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.45,-47.033333,"original coordinates","original coordinates OK"
"6","Croton agoensis",1291010183,-18.295833,-43.850556,"gass84","09010edb-5e55-4dc0-8a97-a26a3bb89e85","9610290b-e0ea-439b-b726-ba11bcecfb86","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:27.708+0000","2018-10-25T12:33:49.335+0000",122,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","none","","Minas Gerais",2015,10,6,"2015-10-06T00:00:00","2018-10-24T15:00:57.000+0000","2018-12-09T19:42:10.595+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFU - Herbarium Uberlandense","BRA:UFU:HUFU:0000071318","8783","HUFU - Herbarium Uberlandense","Diamantina","Estrada Diamantina - Conselheiro Mata, Km 184, próximo a reflorestamento de eucaliptus.","pt","HUFU",1291010183,"BRA:UFU:HUFU:0000071318","Collection","Romero, R.; Versiane, A.F.A.; Vital, L.P.; Serra, A.C.; Silva, L.C. & Rosa, B.B.","71318","UFU","Universidade Federal de Uberlândia (UFU)","Subarbusto, ca. 0,3m. Cálice, corola e estames creme.; Campo Rupestre","",NA,1250,0,"","","","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.295833,-43.850556,"original coordinates","original coordinates OK"
"7","Croton agoensis",1587328953,-6.950555,-47.371388,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:40.805+0000","2018-11-23T18:21:40.970+0000",123,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","none","","Maranhão",2015,10,16,"2015-10-16T00:00:00","","2018-11-23T18:22:58.246+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000097448","5280","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","CAROLINA","Parque Nacional Chapada das Mesas. Sítio Buenos Aires.","pt","CEN",1587328953,"BRA:Cenargen:CEN:0000097448","Collection","Anderson Cássio Sevilha","97448","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Uso para os rins. Faz macerado de raíz; põe na água por 2 horas e ingere durante o dia para desinflamar os rins. Ponto 1 parcela 1.","R. C. Sodré",4,223,0,"Exsicatas","","","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"CAROLINA","Maranhão","brazil",4446,"Carolina",2102804,-47.202587,-7.373867,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-6.950555,-47.371388,"original coordinates","original coordinates OK"
"8","Croton agoensis",1264703781,-13.305,-41.548889,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:58.724+0000","2018-09-10T18:27:45.403+0000",124,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","none","","Bahia",2015,11,18,"2015-11-18T00:00:00","2018-09-06T20:01:41.000+0000","2018-12-08T13:34:56.840+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000220894","1429","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Abaíra","Estrada de chão sentido Cascavel","pt","HUEFS",1264703781,"BRA:UEFS:HUEFS:0000220894","Collection","Carneiro-Torres, D.S.","220894","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","",NA,1205,0,"","","","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"Abaíra","Bahia","brazil",3422,"Abaíra",2900108,-41.733851,-13.297212,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.305,-41.548889,"original coordinates","original coordinates outside municipality original in abaira falls in mucuge"
"9","Croton agoensis",1829092911,-10.541111,-45.462056,"gass84,iddatunl","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:53.694+0000","2018-09-25T14:05:57.502+0000",126,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","2014-08-01T00:00:00","","Tocantins",2014,1,23,"2014-01-23T00:00:00","","2018-09-25T14:05:57.538+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000220906","375","SPF - Herbário da Universidade de São Paulo","Mateiros","Parque Estadual do Jalapão","pt","SPF",1829092911,"BRA:USP:SPF:0000220906","Collection","Antar, GM","220906","USP","Universidade de São Paulo, USP","","Hurbath, F",NA,543,0,"","","","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"Mateiros","Tocantins","brazil",3814,"Mateiros",1712702,-46.506827,-10.577145,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.541111,-45.462056,"original coordinates","original coordinates outside municipality original in mateiros falls in formosa do rio preto"
"10","Croton agoensis",1829092763,-10.575361,-46.506472,"gass84,iddatunl","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:53.695+0000","2018-09-25T14:05:57.508+0000",126,"none","PRESERVED_SPECIMEN",3057723,6,7707728,220,1414,4691,3057454,3057723,3057723,"Croton agoensis Baill.","Croton agoensis Baill.","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Croton","Croton agoensis","Croton","agoensis","SPECIES","ACCEPTED","2014-08-01T00:00:00","","Tocantins",2013,10,29,"2013-10-29T00:00:00","","2018-09-25T14:05:57.539+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000220903","271","SPF - Herbário da Universidade de São Paulo","Mateiros","Parque Estadual do Jalapão, Próximo à sede do Parque.","pt","SPF",1829092763,"BRA:USP:SPF:0000220903","Collection","Antar, GM","220903","USP","Universidade de São Paulo, USP","Subarbusto ca. 40 cm alt. Folhas discolores, sendo a face abaxial mais clara. Flores creme.","Hurbath, F",NA,521,0,"","","","","",NA,NA,"","","","","","","",NA,"",NA,"","","","","","",NA,NA,NA,"Mateiros","Tocantins","brazil",3814,"Mateiros",1712702,-46.506827,-10.577145,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-10.575361,-46.506472,"original coordinates","original coordinates OK"
