"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","lastInterpreted","references","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","identifier","recordNumber","institutionID","locality","county","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","occurrenceRemarks","collectionID","modified","rightsHolder","datasetName","municipality.original","otherCatalogNumbers","identifiedBy","ownerInstitutionCode","fieldNotes","individualCount","nomenclaturalStatus","nomenclaturalCode","fieldNumber","taxonID","bibliographicCitation","rights","preparations","verbatimEventDate","endDayOfYear","startDayOfYear","verbatimElevation","coordinateUncertaintyInMeters","occurrenceStatus","vernacularName","reproductiveCondition","georeferencedDate","georeferencedBy","georeferenceProtocol","verbatimCoordinateSystem","verbatimLocality","disposition","georeferenceSources","coordinatePrecision","eventID","dynamicProperties","higherGeographyID","higherGeography","locationID","accessRights","identificationID","verbatimTaxonRank","higherClassification","habitat","eventRemarks","organismID","datasetID","identificationQualifier","georeferenceRemarks","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Guatteria scytophylla",1424510662,-3.308333,-51.797778,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:09.277+0000","2018-09-24T20:04:18.669+0000",207,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","none",NA,NA,"","Pará",2015,1,7,"2015-01-07T00:00:00","2018-12-06T17:01:07.722+0000","","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","urn:catalog:JBRJ:RB:969602","PSACF_EX04703","","","","","RB",1424510662,"urn:catalog:JBRJ:RB:969602","PhysicalObject","GONCALVES, A.C.","RB00969602","JBRJ","","","2017-10-17T19:07:45.576+0000","Rio de Janeiro Botanical Garden","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Vitória do Xingu","RB 625659","A.LOBÃO","","",NA,"","",NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","Vitória do Xingu","Pará","brazil",5352,"Vitória do Xingu",1508357,-51.970011,-3.14154,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-3.308333,-51.797778,"original coordinates","original coordinates OK"
"2","Guatteria scytophylla",1944975492,-3.308333,-51.797778,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:42.895+0000","2018-11-24T12:34:42.923+0000",122,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","none",NA,NA,"","Pará",2015,1,7,"2015-01-07T00:00:00","2018-11-24T12:35:56.434+0000","","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BRA:CEPLAC:CEPEC:0000138417","4703","","","","pt","CEPEC",1944975492,"BRA:CEPLAC:CEPEC:0000138417","Collection","Gonçalves, A.C.","138417","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","<ll>dwc_commonname:</ll>","","","CEPEC - Herbário do Centro de Pesquisas do Cacau","CEPEC - Herbário do Centro de Pesquisas do Cacau","Vitória do Xingu","","A. Lobão","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","",NA,"","",NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","Vitória do Xingu","Pará","brazil",5352,"Vitória do Xingu",1508357,-51.970011,-3.14154,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-3.308333,-51.797778,"original coordinates","original coordinates OK"
"3","Guatteria scytophylla",1424511026,-3.219444,-51.762222,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:09.492+0000","2018-09-24T20:04:18.914+0000",207,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","none",NA,NA,"","Pará",2015,2,21,"2015-02-21T00:00:00","2018-12-06T17:01:07.910+0000","","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","urn:catalog:JBRJ:RB:970005","PSACF_EX05117","","","","","RB",1424511026,"urn:catalog:JBRJ:RB:970005","PhysicalObject","FAVERI, C.","RB00970005","JBRJ","petalas possuem pelos dando aspecto aveludado, floracao entre o peciolo e o caule do ramo","","2017-10-18T10:37:58.229+0000","Rio de Janeiro Botanical Garden","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Vitória do Xingu","RB 626062","A.LOBÃO","","",NA,"","",NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","Vitória do Xingu","Pará","brazil",5352,"Vitória do Xingu",1508357,-51.970011,-3.14154,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-3.219444,-51.762222,"original coordinates","original coordinates OK"
"4","Guatteria scytophylla",1424511141,-3.217222,-51.76,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:09.580+0000","2018-09-24T20:04:18.947+0000",207,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","none",NA,NA,"","Pará",2015,2,3,"2015-02-03T00:00:00","2018-12-06T17:01:07.906+0000","","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","urn:catalog:JBRJ:RB:970126","PSACF_EX05238","","","","","RB",1424511141,"urn:catalog:JBRJ:RB:970126","PhysicalObject","GONCALVES, A.C.","RB00970126","JBRJ","","","","Rio de Janeiro Botanical Garden","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Vitória do Xingu","RB 626183","A.LOBÃO","","",NA,"","",NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","Vitória do Xingu","Pará","brazil",5352,"Vitória do Xingu",1508357,-51.970011,-3.14154,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-3.217222,-51.76,"original coordinates","original coordinates OK"
"5","Guatteria scytophylla",1585337775,-11.16,-58.8,"gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:06.709+0000","2018-09-24T19:58:47.587+0000",207,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","2018-01-01T00:00:00",NA,NA,"","Mato Grosso",2014,11,25,"2014-11-25T00:00:00","2018-12-07T01:15:12.924+0000","","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","urn:catalog:JBRJ:RB:1341900","04","","Conglomerado MT_649, Subunid. 1, Subparc. 10, Nº árv. 17_F6","","","RB",1585337775,"urn:catalog:JBRJ:RB:1341900","PhysicalObject","Silva, W. F.","RB01341900","JBRJ","Árvore 7,0 m de altura com base reta; casca lisa, desprendimento tipo fibrosa, odor do corte de goiaba verde, casca externa fina, amarelo esverdeado, casca interna amarela. Fruto imaturo 0,4 cm de dimensões, forma oval, cor externa verde escuro, consistência","","2018-06-12T09:29:55.020+0000","Rio de Janeiro Botanical Garden","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Juína","RB 739170","A.LOBÃO","","Área antropizada",NA,"","",NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","Juína","Mato Grosso","brazil",3663,"Juína",5105150,-59.328989,-11.533947,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-11.16,-58.8,"original coordinates","original coordinates outside municipality original in juina falls in castanheira"
"6","Guatteria scytophylla",1042713202,-2.3745,-60.09,"gass84,gdativ,iddatunl","3cc6171e-8c52-4f65-ad7a-32c74e395f29","c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b","none","ada4205f-679c-4a86-9759-ff652ac467b3","BR","DWC_ARCHIVE","2017-10-08T07:25:27.592+0000","2014-11-24T14:46:17.016+0000",50,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","2013-01-01T00:00:00",112.5,12.5,"SOUTH_AMERICA","Amazonas",2012,6,NA,"2012-06-01T00:00:00","2018-07-07T16:25:04.647+0000","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","urn:catalog:inpa:herbarium:247029","154","01.263.896/0015-60","ZF2, Vicinal de origem no Km 50 da Rodovia BR-174","Manaus","pt","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",1042713202,"urn:catalog:inpa:herbarium:247029","Collection","Gaui, TD","258818","Instituto Nacional de Pesquisas da Amazônia (INPA)","","","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","","","Batista, J.","","",NA,"","",NA,NA,"","License Elements","","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","","Amazonas","brazil",NA,"",NA,NA,NA,"","","Amazonas",-64.65219948,-4.15548242,"Amazonas","am",-2.3745,-60.09,"original coordinates","original coordinates outside municipality original in  falls in manaus"
"7","Guatteria scytophylla",1095259079,-9.162222,-64.195555,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:34.353+0000","2018-11-23T18:21:34.427+0000",123,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","none",120,0,"","Rondônia",2012,8,13,"2012-08-13T00:00:00","2018-11-23T18:22:49.169+0000","","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BRA:Cenargen:CEN:0000084038","16286","","Linha de transmissão Jirau/Stº Antonio, ponto 17.","","pt","CEN",1095259079,"BRA:Cenargen:CEN:0000084038","Collection","Glocimar Pereira-Silva","84038","Cenargen","","","","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","PORTO VELHO","","B. M. T. Walter","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","",8,"","",NA,NA,"","","Exsicatas","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","PORTO VELHO","Rondônia","brazil",4065,"Porto Velho",1100205,-64.306275,-9.153378,"RONDONIA","RO","Rondônia",-62.84395074,-10.91095782,"Rondônia","ro",-9.162222,-64.195555,"original coordinates","original coordinates OK"
"8","Guatteria scytophylla",1837386524,-2.420314,-60.300878,"gass84","7aeb3ded-7443-4512-95f7-2ec7ab0f308c","a8d26b9b-a0c0-42b3-a479-b575f9b60793","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:13.993+0000","2018-08-03T12:06:30.906+0000",127,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","2011-05-25T00:00:00",19,0,"","Amazonas",2011,5,25,"2011-05-25T00:00:00","2018-12-08T03:39:45.006+0000","","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BRA:IFAM - CMZL:EAFM:0000014792","409","","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996","","pt","EAFM",1837386524,"BRA:IFAM - CMZL:EAFM:0000014792","Collection","Marra, D.M.; Neves, A.F. & Souza, I.G.","14792","Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","árvore, DAP = 12.2 cm; Floresta de terra-firme ; HA","","2018-07-19T12:33:20.000+0000","EAFM - Herbário do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","EAFM - Herbário do Instituto Federal de Educação, Ciência e Tecnologia do Amazonas","Manaus, Presidente Figueiredo","","Marra, D.M.","Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","",NA,"","",NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","Manaus, Presidente Figueiredo","Amazonas","brazil",NA,"",NA,NA,NA,"","","Amazonas",-64.65219948,-4.15548242,"Amazonas","am",-2.420314,-60.300878,"original coordinates","original coordinates outside municipality original in manaus, presidente figueiredo falls in manaus"
"9","Guatteria scytophylla",1042691213,-0.2599,-61.47,"elmms,gass84,gdativ,iddatunl","3cc6171e-8c52-4f65-ad7a-32c74e395f29","c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b","none","ada4205f-679c-4a86-9759-ff652ac467b3","BR","DWC_ARCHIVE","2017-10-08T07:25:22.416+0000","2014-11-24T14:45:50.957+0000",50,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","2013-12-01T00:00:00",18.5,18.5,"SOUTH_AMERICA","Roraima",2011,7,6,"2011-07-06T00:00:00","2018-07-07T16:25:04.667+0000","","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","urn:catalog:inpa:herbarium:225335","109","01.263.896/0015-60","Alto Xiparinã, Buritizal do Xiparinã, covil das Araras.","Rorainópolis","pt","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",1042691213,"urn:catalog:inpa:herbarium:225335","Collection","Pedrollo, CT","240693","Instituto Nacional de Pesquisas da Amazônia (INPA)","","","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","","","Lobão, A.Q.","","",NA,"","",NA,NA,"","License Elements","","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","","Roraima","brazil",NA,"",NA,NA,NA,"","","Roraima",-61.38936422,2.08232311,"Roraima","rr",-0.2599,-61.47,"original coordinates","original coordinates outside municipality original in  falls in rorainopolis"
"10","Guatteria scytophylla",1585338963,-9.323611,-56.780833,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:07.677+0000","2018-09-24T19:58:48.178+0000",207,"none","PRESERVED_SPECIMEN",3155791,6,7707728,220,718,9291,3155604,3155791,3155791,"Guatteria scytophylla Diels","Guatteria scytophylla Diels","Plantae","Tracheophyta","Magnoliales","Annonaceae","Guatteria","Guatteria scytophylla","Guatteria","scytophylla","SPECIES","ACCEPTED","2018-01-01T00:00:00",178,NA,"","Mato Grosso",2011,10,31,"2011-10-31T00:00:00","2018-12-07T01:15:14.078+0000","","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","urn:catalog:JBRJ:RB:1345513","4503","","","","","RB",1585338963,"urn:catalog:JBRJ:RB:1345513","PhysicalObject","C.R.A. Soares; J.A.S. Duarte; A.S.V. Damasceno; H.R.W. Zanin","RB01345513","JBRJ","","","2018-06-12T09:29:56.661+0000","Rio de Janeiro Botanical Garden","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Paranaíta","RB 740376","A.LOBÃO","","Terra firme",NA,"","",NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,"","","",NA,NA,"",NA,NA,"","","Paranaíta","Mato Grosso","brazil",3982,"Paranaíta",5106299,-56.684596,-9.592842,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-9.323611,-56.780833,"original coordinates","original coordinates OK"
