"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","identifiedBy","individualCount","modified","preparations","occurrenceRemarks","otherCatalogNumbers","identificationQualifier","fieldNotes","elevation","elevationAccuracy","nomenclaturalCode","verbatimEventDate","verbatimTaxonRank","higherClassification","higherGeography","georeferenceProtocol","references","habitat","institutionID","endDayOfYear","county","startDayOfYear","collectionID","rights","nomenclaturalStatus","taxonID","bibliographicCitation","typeStatus","dynamicProperties","fieldNumber","coordinateUncertaintyInMeters","verbatimElevation","georeferenceSources","organismID","datasetID","accessRights","identificationRemarks","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Ephedranthus parviflorus",1889167873,-7.560278,-40.140278,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:41:09.502+0000","2018-09-24T16:39:03.745+0000",130,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","2018-07-08T00:00:00","SOUTH_AMERICA","Pernambuco",2017,6,9,"2017-06-09T00:00:00","2018-09-24T16:39:03.759+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","BRA:IPA:IPA:0000091876","608","IPA - Herbário - IPA Dárdano de Andrade Lima","Ipubi","Conglomerado do Inventário Florestal Nacional.&nf; PE_11, 3-10-3","pt","IPA",1889167873,"BRA:IPA:IPA:0000091876","Collection","Nascimento, I.S.","91876","IPA","Empresa Pernambucana de Pesquisa Agropecuária, IPA","Oliveira, M.A.",NA,"","","","",NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","Ipubi","Pernambuco","brazil",4409,"Ipubi",2607307,-40.235924,-7.49879,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-7.560278,-40.140278,"original coordinates","original coordinates OK"
"2","Ephedranthus parviflorus",1913584263,-9.36,-48.42,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:44.317+0000","2018-11-23T18:21:44.437+0000",123,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","none","","Tocantins",2017,6,20,"2017-06-20T00:00:00","2018-12-10T13:35:48.985+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000104214","251","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","RIO DOS BOIS","Conglomerado: TO-228. Subunidade 3, subparcela 3, indivíduo 11.","pt","CEN",1913584263,"BRA:Cenargen:CEN:0000104214","Collection","Rômullo Quirino de Souza Ferreira","104214","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","J. B. Bringel",4,"2018-10-26T13:39:58.000+0000","Exsicatas","Inventário Florestal Nacional (IFN). Árvore com 5 m de altura, e 6,6 cm de DAP. Base reta. Fuste de casca externa fina, do tipo lisa, cor cinza, casca interna de cor amarela.","",NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","RIO DOS BOIS","Tocantins","brazil",4050,"Rio dos Bois",1718709,-48.451868,-9.236047,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-9.36,-48.42,"original coordinates","original coordinates OK"
"3","Ephedranthus parviflorus",1090666054,-9.877222,-56.091111,"gass84","22331d58-4a7e-40da-b7db-652a4d4d85ed","e7132376-4a7e-458a-be08-946850a2beac","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-10-25T12:34:29.881+0000","2017-12-29T14:48:08.579+0000",118,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","none","","Mato Grosso",2011,9,18,"2011-09-18T00:00:00","2018-12-08T04:44:01.868+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HERBAM - Herbário da Amazônia Meridional","BRA:UNEMAT:HERBAM:0000004963","09","HERBAM - Herbário da Amazônia Meridional","Alta Floresta","Parque E, Floresta ombrófila aberta.","pt","HERBAM",1090666054,"BRA:UNEMAT:HERBAM:0000004963","Collection","Medeiros, MS; Silva, DR; Simão, SS; Souza, EP","4963","UNEMAT","Universidade do Estado de Mato Grosso (UNEMAT)","Piva, JH",NA,"2017-12-20T17:46:48.000+0000","","Trabalho de Conclusão de Curso","",NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","Alta Floresta","Mato Grosso","brazil",3908,"Alta Floresta",5100250,-56.365843,-10.055171,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-9.877222,-56.091111,"original coordinates","original coordinates OK"
"4","Ephedranthus parviflorus",1671186107,-9.331389,-56.772778,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:13.704+0000","2018-09-24T19:58:53.131+0000",207,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","2011-11-28T00:00:00","","Pará",2011,11,11,"2011-11-11T00:00:00","2018-12-06T15:03:57.576+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1370517","4585","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Jacareacanga","UHE Teles Pires","","RB",1671186107,"urn:catalog:JBRJ:RB:1370517","PhysicalObject","C.R.A. Soares; A. Mascarello; M.L. Santos; M.F. Dobrowski","RB01370517","JBRJ","","F.F. Cabral",NA,"2017-10-15T13:45:14.232+0000","","","RB 748930",NA,NA,160,NA,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","Jacareacanga","Pará","brazil",4424,"Jacareacanga",1503754,-57.303127,-7.445992,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-9.331389,-56.772778,"original coordinates","original coordinates OK"
"5","Ephedranthus parviflorus",1090667679,-9.331389,-56.772778,"gass84","22331d58-4a7e-40da-b7db-652a4d4d85ed","e7132376-4a7e-458a-be08-946850a2beac","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-10-25T12:34:30.437+0000","2017-12-29T14:48:14.209+0000",118,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","2011-11-28T00:00:00","","Pará",2011,11,11,"2011-11-11T00:00:00","2018-12-08T04:44:02.676+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HERBAM - Herbário da Amazônia Meridional","BRA:UNEMAT:HERBAM:0000007185","Azul 754585","HERBAM - Herbário da Amazônia Meridional","Jacareacanga","Terra Firme.","pt","HERBAM",1090667679,"BRA:UNEMAT:HERBAM:0000007185","Collection","Soares, CRA; Mascarello, A; Santos, ML; Dobrowoski, MF","7185","UNEMAT","Universidade do Estado de Mato Grosso (UNEMAT)","Cabral, FF",NA,"2017-12-21T17:32:53.000+0000","","UHE Teles Pires","",NA,NA,160,0,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","Jacareacanga","Pará","brazil",4424,"Jacareacanga",1503754,-57.303127,-7.445992,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-9.331389,-56.772778,"original coordinates","original coordinates OK"
"6","Ephedranthus parviflorus",1213577607,-12.112222,-50.815833,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:18:42.978+0000","2018-01-05T18:34:23.081+0000",114,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","2008-01-01T00:00:00","SOUTH_AMERICA","Mato Grosso",2008,9,NA,"2008-09-01T00:00:00","2018-07-08T01:33:09.094+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000120977","93","UB - Herbário da Universidade de Brasília","Novo Santo Antônio","Parque Estadual Araguaia","pt","UB",1213577607,"BRA:UnB:UB:0000120977","Collection","Solórzano, A; Pinto, JRR; Lima, HS","120977","UnB","Universidade de Brasília (UnB)","Marimon, BS",NA,"","","Coletada na parcela 6 , indivíduo número 111, com 5,2 cm de D30 e 4,5m de altura; Árvore 4,5m; Cerradão.","",NA,NA,210,0,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","Novo Santo Antônio","Mato Grosso","brazil",3552,"Novo Santo Antônio",5106315,-50.889378,-12.316777,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-12.112222,-50.815833,"original coordinates","original coordinates OK"
"7","Ephedranthus parviflorus",1213565468,-4.116944,-41.719444,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:18:35.791+0000","2018-01-05T18:34:17.608+0000",114,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","none","SOUTH_AMERICA","Piauí",2007,7,25,"2007-07-25T00:00:00","2018-07-08T01:33:09.147+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000108815","3369","UB - Herbário da Universidade de Brasília","Piracuruca","Parque Nacional de Sete Cidades. Ápice da escada para a Cachoeira do Riachão","pt","UB",1213565468,"BRA:UnB:UB:0000108815","Collection","Proença, CEB; Fagg, CW; Fernandes, JH","108815","UnB","Universidade de Brasília (UnB)","Proença, CEB",NA,"","","Árvore. Fruto muito imaturo ferrugíneo.; .","",NA,NA,9999,0,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","Piracuruca","Piauí","brazil",5246,"Piracuruca",2208304,-41.614014,-3.852075,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-4.116944,-41.719444,"original coordinates","original coordinates outside municipality original in piracuruca falls in brasileira"
"8","Ephedranthus parviflorus",1095246919,-13.011666,-48.133888,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:28.377+0000","2018-11-23T18:21:28.669+0000",123,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","none","","Tocantins",2007,7,12,"2007-07-12T00:00:00","2018-11-23T18:22:41.100+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000071730","11984","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","PARANA","Balsa do Coronel - vila Rosário, km 01, ribeirão Funil.","pt","CEN",1095246919,"BRA:Cenargen:CEN:0000071730","Collection","Glocimar Pereira-Silva","71730","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","B. M. Gomes",4,"","Exsicatas","Botão floral verde. Área de influência direta (lago).","",NA,NA,280,0,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","PARANA","Tocantins","brazil",3504,"Paranã",1716208,-47.81372,-12.696852,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-13.011666,-48.133888,"original coordinates","original coordinates OK"
"9","Ephedranthus parviflorus",1095243505,-12.811388,-48.246666,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:26.696+0000","2018-11-23T18:21:26.802+0000",123,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","none","","Tocantins",2007,11,25,"2007-11-25T00:00:00","2018-11-23T18:22:38.346+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000067930","12351","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","SAO SALVADOR DO TOCANTINS","Fazenda Serrinha.","pt","CEN",1095243505,"BRA:Cenargen:CEN:0000067930","Collection","Glocimar Pereira-Silva","67930","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","F. S. Vieira",4,"","Exsicatas","Área de influência indireta.","",NA,NA,290,0,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","SAO SALVADOR DO TOCANTINS","Tocantins","brazil",3520,"São Salvador do Tocantins",1720259,-48.364379,-12.57691,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-12.811388,-48.246666,"original coordinates","original coordinates OK"
"10","Ephedranthus parviflorus",1223127122,-16.266667,-55.966667,"gass84","f9040e31-ee85-4b92-9963-a0272a44ec96","a84dccda-c5b2-4319-abbf-3c24601e89a2","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:20:59.519+0000","2018-03-06T19:37:21.946+0000",111,"none","PRESERVED_SPECIMEN",3156204,6,7707728,220,718,9291,3156201,3156204,3156204,"Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore","Plantae","Tracheophyta","Magnoliales","Annonaceae","Ephedranthus","Ephedranthus parviflorus","Ephedranthus","parviflorus","SPECIES","ACCEPTED","none","","Mato Grosso",2007,11,7,"2007-11-07T00:00:00","2018-07-07T23:41:54.555+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UFMT - Herbário UFMT","BRA:UFMT:UFMT:0000013361","157","UFMT - Herbário UFMT","Barão de Melgaço","Comunidade Estirão Comprido Baía Chocororé.","pt","UFMT",1223127122,"BRA:UFMT:UFMT:0000013361","Collection","Moraes, D.F.F.","13361","UFMT","Universidade Federal de Mato Grosso (UFMT)","",NA,"","","Arvoreta de 4m de altura, Frutos imaturos verdes.; Mata do morro Chococoré; Solo cascalho.","",NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,NA,"","",NA,"","","","Barão de Melgaço","Mato Grosso","brazil",2929,"Barão de Melgaço",5101605,-56.032591,-16.821201,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-16.266667,-55.966667,"original coordinates","original coordinates OK"
