"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","continent","institutionID","county","rights","nomenclaturalStatus","nomenclaturalCode","taxonID","bibliographicCitation","collectionID","references","habitat","verbatimEventDate","endDayOfYear","preparations","startDayOfYear","verbatimTaxonRank","higherClassification","individualCount","higherGeography","identificationQualifier","verbatimElevation","identificationRemarks","coordinateUncertaintyInMeters","georeferencedDate","georeferenceProtocol","georeferenceSources","organismID","datasetID","accessRights","fieldNumber","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Duguetia echinophora",1090155031,-3.358989,-60.862564,"gass84","0c00cc8f-fd48-4771-acae-216bfc42dfc2","dbf378dd-b030-4049-bc9c-b5b8643e67cd","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:36:11.429+0000","2018-10-25T12:35:43.329+0000",130,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","none",9999,0,"Amazonas",2013,11,11,"2013-11-11T00:00:00","2018-10-16T18:32:51.000+0000","2018-12-08T04:39:58.875+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MFS - Herbário Profª. Drª. Marlene Freitas da Silva","BRA:UEPA:MFS:0000004593","1409","MFS - Herbário Profª. Drª. Marlene Freitas da Silva","Manacapuru","Vila do jacaré","pt","MFS",1090155031,"BRA:UEPA:MFS:0000004593","Collection","Lucas, F.C.A.","004593","UEPA","Universidade do Estado do Pará (UEPA)","Árvore de 8m de altura com fruto imaturo verde.","Silva, CAS da","","","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"Manacapuru","Amazonas","brazil",5329,"Manacapuru",1302504,-60.960455,-3.292428,"AMAZONAS","AM","Amazonas",-64.65219948,-4.15548242,"Amazonas","am",-3.358989,-60.862564,"original coordinates","original coordinates OK"
"2","Duguetia echinophora",1090150499,-6.398783,-48.571944,"gass84","0c00cc8f-fd48-4771-acae-216bfc42dfc2","dbf378dd-b030-4049-bc9c-b5b8643e67cd","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:36:09.150+0000","2018-10-25T12:35:42.444+0000",130,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","none",9999,0,"Pará",2011,1,11,"2011-01-11T00:00:00","2018-10-16T18:32:51.000+0000","2018-12-08T04:39:56.667+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MFS - Herbário Profª. Drª. Marlene Freitas da Silva","BRA:UEPA:MFS:0000000011","2931","MFS - Herbário Profª. Drª. Marlene Freitas da Silva","São Geraldo do Araguaia","APA da Serra das Andorinhas, área que limita c/a área do Parque das Andorinhas. Interior da área de propriedade do Agrônomo André Carodoso. Vegetação mata alta de transição impactada.","pt","MFS",1090150499,"BRA:UEPA:MFS:0000000011","Collection","Carreira, L.M.M.","000011","UEPA","Universidade do Estado do Pará (UEPA)","Árvore de 5,00 a 6,00m de altura. Frutos muricados imaturos e maduros esverdeados, isolados, axilares.","","","","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"São Geraldo do Araguaia","Pará","brazil",4834,"São Geraldo do Araguaia",1507458,-48.749436,-6.188901,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-6.398783,-48.571944,"original coordinates","original coordinates OK"
"3","Duguetia echinophora",1424374610,-3.353056,-55.191111,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:41:46.064+0000","2018-09-24T20:02:53.870+0000",207,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","none",NA,NA,"Pará",2011,5,10,"2011-05-10T00:00:00","2018-09-21T11:44:20.138+0000","2018-12-06T16:59:46.489+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:668872","922","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Belterra","Floresta Nacional do Tapajós: Tapajós River, east bank, near community of Itapuama, ""Trilha de Competição,"" about 3 km north and east of community toward small igarapé.","","RB",1424374610,"urn:catalog:JBRJ:RB:668872","PhysicalObject","Benjamin M. Torke; Chieno Suemitsu, Sebastião Júnior and Allesandro Rosario","RB00668872","JBRJ","","Transect #2, voucher for individual #252 (=individual #254), tree 3.5 cm DBH","A.Lobão &  I. Lopes","RB 523678","","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"Belterra","Pará","brazil",5343,"Belterra",1501451,-54.993137,-3.190945,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-3.353056,-55.191111,"original coordinates","original coordinates outside municipality original in belterra falls in aveiro"
"4","Duguetia echinophora",1424375129,-3.350278,-55.188055,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:41:46.329+0000","2018-09-24T20:02:54.055+0000",207,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","none",102,NA,"Pará",2011,5,8,"2011-05-08T00:00:00","2018-09-21T11:44:21.789+0000","2018-12-06T16:59:46.581+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:669310","315","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Belterra","Floresta Nacional do Tapajós: Near Tapajos River, left bank. Itapuama, 3.5 km on trail.","","RB",1424375129,"urn:catalog:JBRJ:RB:669310","PhysicalObject","Thomas L.P. Couvreur","RB00669310","JBRJ","","Tree 20 m tall, 30 cm in diameter. Dead fruits on ground.","A.Lobão &  I. Lopes","RB 524111","","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"Belterra","Pará","brazil",5343,"Belterra",1501451,-54.993137,-3.190945,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-3.350278,-55.188055,"original coordinates","original coordinates outside municipality original in belterra falls in aveiro"
"5","Duguetia echinophora",1090666701,-9.5275,-57.891389,"gass84","22331d58-4a7e-40da-b7db-652a4d4d85ed","e7132376-4a7e-458a-be08-946850a2beac","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-10-25T12:34:30.062+0000","2017-12-29T14:48:10.786+0000",118,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","2011-07-24T00:00:00",143,0,"Mato Grosso",2011,7,24,"2011-07-24T00:00:00","2017-12-20T17:46:45.000+0000","2018-12-08T04:44:02.238+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HERBAM - Herbário da Amazônia Meridional","BRA:UNEMAT:HERBAM:0000005699","3806","HERBAM - Herbário da Amazônia Meridional","Apiacás","Parque Nacional do Juruena, Terra firme","pt","HERBAM",1090666701,"BRA:UNEMAT:HERBAM:0000005699","Collection","Soares, CRA; Cabral, FF; Meneguzzo, T","5699","UNEMAT","Universidade do Estado de Mato Grosso (UNEMAT)","PPBio Projeto Parna Juruena","Piva, JH","","","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"Apiacás","Mato Grosso","brazil",4135,"Apiacás",5100805,-57.82722,-8.754469,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-9.5275,-57.891389,"original coordinates","original coordinates outside municipality original in apiacas falls in nova bandeirantes"
"6","Duguetia echinophora",1090666690,-9.527778,-57.891389,"gass84","22331d58-4a7e-40da-b7db-652a4d4d85ed","e7132376-4a7e-458a-be08-946850a2beac","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-10-25T12:34:30.065+0000","2017-12-29T14:48:10.792+0000",118,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","2011-07-24T00:00:00",143,0,"Mato Grosso",2011,7,24,"2011-07-24T00:00:00","2017-12-20T17:46:45.000+0000","2018-12-08T04:44:02.277+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HERBAM - Herbário da Amazônia Meridional","BRA:UNEMAT:HERBAM:0000005698","3805","HERBAM - Herbário da Amazônia Meridional","Apiacás","Parque Nacional do Juruena, Terra firme","pt","HERBAM",1090666690,"BRA:UNEMAT:HERBAM:0000005698","Collection","Soares, CRA; Cabral, FF; Meneguzzo, T","5698","UNEMAT","Universidade do Estado de Mato Grosso (UNEMAT)","PPBio Projeto Parna Juruena","Piva, JH","","","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"Apiacás","Mato Grosso","brazil",4135,"Apiacás",5100805,-57.82722,-8.754469,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-9.527778,-57.891389,"original coordinates","original coordinates outside municipality original in apiacas falls in nova bandeirantes"
"7","Duguetia echinophora",1087724095,-4.728333,-44.326944,"gass84","d71abe29-0cc7-451c-9eaf-42514a361885","1d7b2ad8-96e2-48e6-b6b1-b589b1025261","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:58.497+0000","2018-03-06T11:59:26.484+0000",127,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","none",NA,NA,"Maranhão",2011,8,18,"2011-08-18T00:00:00","2018-03-02T17:28:32.000+0000","2018-12-08T13:06:12.396+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SLUI - Herbário Rosa Mochel","BRA:UEMA:SLUI:0000003660","427","SLUI - Herbário Rosa Mochel","Capinzal do Norte/Santo Antonio do Lopes","","pt","SLUI",1087724095,"BRA:UEMA:SLUI:0000003660","Collection","M. do S. Rodrigues","3660","UEMA","Universidade Estadual do Maranhão (UEMA)","Doação","","","","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"Capinzal do Norte/Santo Antonio do Lopes","Maranhão","brazil",NA,"",NA,NA,NA,"","","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-4.728333,-44.326944,"original coordinates","original coordinates outside municipality original in capinzal do norte/santo antonio do lopes falls in capinzal do norte"
"8","Duguetia echinophora",1087657612,-2.596389,-44.272778,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:42.025+0000","2018-02-15T05:17:45.725+0000",121,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","none",0,0,"Maranhão",2011,10,15,"2011-10-15T00:00:00","2018-01-16T21:05:38.000+0000","2018-12-08T13:05:46.106+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000161333","s.n.","BHCB - Herbário da Universidade Federal de Minas Gerais","São Luís","Parque Estadual do Bacanga","pt","BHCB",1087657612,"BRA:UFMG:BHCB:0000161333","Collection","V. Giorni","161333","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","Coordenadas Aproximadas. Amostra preservada em álcool 70%","","","SOUTH_AMERICA","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"São Luís","Maranhão","brazil",5407,"São Luís",2111300,-44.309201,-2.631207,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-2.596389,-44.272778,"original coordinates","original coordinates OK"
"9","Duguetia echinophora",1806848370,-7.756056,-72.420278,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:52.279+0000","2018-09-25T14:05:49.862+0000",126,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","2011-12-10T00:00:00",214,0,"Acre",2011,11,29,"2011-11-29T00:00:00","2018-08-21T18:21:57.000+0000","2018-12-10T04:45:37.762+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000217324","218","SPF - Herbário da Universidade de São Paulo","Cruzeiro do Sul","Santa Luzia, mata da propriedade da dona Mazi, nos fundos do roçado.","pt","SPF",1806848370,"BRA:USP:SPF:0000217324","Collection","El Ottra, JHL","217324","USP","Universidade de São Paulo, USP","Árvore ca. 15 m alt. Botões esverdeados. Frutos jovens verdes, frutos velhos marrons. Frutos saindo diretamente do tronco. Material fixado em álcool.; Mata de várzea.","Lopes, JC","","","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"Cruzeiro do Sul","Acre","brazil",4275,"Cruzeiro do Sul",1200203,-72.766647,-7.972371,"ACRE","AC","Acre",-70.47194528,-9.21340431,"Acre","ac",-7.756056,-72.420278,"original coordinates","original coordinates OK"
"10","Duguetia echinophora",1801347936,-9.349361,-56.778444,"gass84","22331d58-4a7e-40da-b7db-652a4d4d85ed","e7132376-4a7e-458a-be08-946850a2beac","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-10-25T12:34:29.448+0000","2017-12-29T14:48:03.365+0000",118,"none","PRESERVED_SPECIMEN",3157633,6,7707728,220,718,9291,3157467,3157633,3157633,"Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.","Plantae","Tracheophyta","Magnoliales","Annonaceae","Duguetia","Duguetia echinophora","Duguetia","echinophora","SPECIES","ACCEPTED","2009-09-25T00:00:00",185,0,"Mato Grosso",2009,9,25,"2009-09-25T00:00:00","2017-12-21T17:32:53.000+0000","2018-12-08T01:46:36.515+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HERBAM - Herbário da Amazônia Meridional","BRA:UNEMAT:HERBAM:0000003245","2405","HERBAM - Herbário da Amazônia Meridional","Paranaíta","Poço 7 Quedas, Margem esquerda do rio Teles Pires. Afloramento rochoso.","pt","HERBAM",1801347936,"BRA:UNEMAT:HERBAM:0000003245","Collection","Soares, CRA; Rodrigues, L; Cabral, FF; Piva, JH","3245","UNEMAT","Universidade do Estado de Mato Grosso (UNEMAT)","Projeto Flora Mantega","Piva, JH","","","","","","","",NA,"","","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"","","",NA,"","",NA,"Paranaíta","Mato Grosso","brazil",3982,"Paranaíta",5106299,-56.684596,-9.592842,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-9.349361,-56.778444,"original coordinates","original coordinates OK"
