"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","locality","otherCatalogNumbers","identifiedBy","continent","fieldNotes","modified","references","habitat","institutionID","county","preparations","identificationRemarks","verbatimElevation","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","individualCount","nomenclaturalStatus","taxonID","bibliographicCitation","georeferenceSources","coordinateUncertaintyInMeters","georeferenceProtocol","typeStatus","higherGeography","eventRemarks","higherClassification","fieldNumber","organismID","datasetID","accessRights","verbatimTaxonRank","rights","verbatimLocality","georeferencedDate","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Brunfelsia clandestina",1658212448,-14.780278,-39.079722,"gass84","fffdea53-c113-4cdc-896e-a9c5fd726591","1c72778c-05de-4f31-b83a-ff541ce5dff7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:30.156+0000","2018-09-25T15:15:22.580+0000",81,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","none",12,0,"Bahia",2017,6,3,"2017-06-03T00:00:00","2018-09-25T15:15:22.617+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UESC - Herbário Universidade Estadual de Santa Cruz","BRA:UESC:UESC:0000023464","2004","UESC - Herbário Universidade Estadual de Santa Cruz","Ilhéus","pt","UESC",1658212448,"BRA:UESC:UESC:0000023464","Collection","Paixão, J.L.,","23464","UESC","Universidade Estadual de Santa Cruz (UESC)","Mata Atlântica.; Arbusrto, ca.2m de alt.; ""Projeto Ação de Extrato e Biocompostos"" Nome popular: ""Manacá"".","","","","","","","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","Ilhéus","Bahia","brazil",3250,"Ilhéus",2913606,-39.190761,-14.766458,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.780278,-39.079722,"original coordinates","original coordinates OK"
"2","Brunfelsia clandestina",1944982251,-15.839722,-39.600556,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:53.587+0000","2018-11-24T12:34:53.625+0000",122,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2014,11,24,"2014-11-24T00:00:00","2018-11-24T12:36:01.179+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000151014","634","CEPEC - Herbário do Centro de Pesquisas do Cacau","ITAPEBÍ","pt","CEPEC",1944982251,"BRA:CEPLAC:CEPEC:0000151014","Collection","Oliveira, N.E.","151014","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","<ll>dwc_commonname:</ll>","Conglomerado BA_1367-4-6-31","8/11/2016","R. Asprino","","","","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","ITAPEBÍ","Bahia","brazil",3085,"Itapebi",2916302,-39.667055,-15.906971,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.839722,-39.600556,"original coordinates","original coordinates OK"
"3","Brunfelsia clandestina",1135146331,-19.132778,-40.083139,"gass84","86894738-457d-4d25-89ca-d05231a02d46","c38fb00b-8564-406c-b05b-2720815a0bd0","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:17:36.547+0000","2018-02-15T04:28:53.804+0000",138,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","2015-03-30T00:00:00",73,0,"Espírito Santo",2013,3,7,"2013-03-07T00:00:00","2018-07-07T03:19:47.621+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CVRD - Herbário da Reserva Natural Vale","BRA:CVRD:CVRD:0000015276","20","CVRD - Herbário da Reserva Natural Vale","LINHARES","pt","CVRD",1135146331,"BRA:CVRD:CVRD:0000015276","Collection","Araújo, N.D.","15276","Reserva Natural Vale (CVRD)","Reserva Natural Vale (CVRD)","Col. Ad. G.A.Gomes-Costa, M.C. Pessoa e G.S. Siqueira <ll>dwc_commonname:</ll> Batata de cutia","RFL- 089/86","","Geovane S. Siqueira","SOUTH_AMERICA","","","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","LINHARES","Espírito Santo","brazil",2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.132778,-40.083139,"original coordinates","original coordinates outside municipality original in linhares falls in sooretama"
"4","Brunfelsia clandestina",1424455780,-13.919444,-39.468333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:33.591+0000","2018-09-24T20:03:47.469+0000",207,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2013,3,14,"2013-03-14T00:00:00","2018-12-06T17:00:34.339+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:792846","2476","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Ibirapitanga","","RB",1424455780,"urn:catalog:JBRJ:RB:792846","PhysicalObject","L.Y.S. Aona; et al","RB00792846","JBRJ","","Arbusto c. 1,5m alt., cálice verdes envolvendo os frutos verdes","Serra do Papua, APA do Pratigi, descida do córrego 01, subida pela parcela 7 e 8, trilha principal.","RB 580478","","","Floresta Ombrófila Densa (mata atlântica) perturbada, em sucessão avançada","","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","Ibirapitanga","Bahia","brazil",3339,"Ibirapitanga",2912707,-39.430695,-14.061146,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.919444,-39.468333,"original coordinates","original coordinates OK"
"5","Brunfelsia clandestina",1087706493,-13.579444,-39.705833,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:54.197+0000","2018-08-03T12:12:38.116+0000",121,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","2016-05-01T00:00:00",450,0,"Bahia",2013,5,21,"2013-05-21T00:00:00","2018-12-08T13:06:05.879+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000005745","2607","HURB - Herbário do Recôncavo da Bahia","Wenceslau Guimarães","pt","HURB",1087706493,"BRA:UFRB:HURB:0000005745","Collection","Aona, L.Y.S.; Conceição, S.F.; Ferreira, R.","5745","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arbusto","Estação Ecológica de Wenceslau Guimarães; trilha da Água Vermelha, no interior da mata","","J. Jardim","","","2018-07-31T12:27:50.000+0000","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","Wenceslau Guimarães","Bahia","brazil",3386,"Wenceslau Guimarães",2933505,-39.626771,-13.630549,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.579444,-39.705833,"original coordinates","original coordinates OK"
"6","Brunfelsia clandestina",1424447460,-19.148055,-40.064444,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:28.950+0000","2018-09-24T20:03:43.113+0000",207,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","none",71,NA,"Espírito Santo",2012,9,5,"2012-09-05T00:00:00","2018-12-06T17:00:30.034+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:779624","778","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Linhares","","RB",1424447460,"urn:catalog:JBRJ:RB:779624","PhysicalObject","G. S. Siquiera","RB00779624","JBRJ","","Porte: Arbustivo; Forma Vida: Terrestre; Cor Botão: Branco; Cor Flor: Branca; Cor Exsudação: Incolor; Altura Total (m): 2; Exsudação: Seiva","Reserva Natural Vale. Estrada: Mantequeira.","RB 573541","G. S. Siquiera","","Mata de Tabuleiro","2017-10-18T14:30:31.066+0000","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","Linhares","Espírito Santo","brazil",2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.148055,-40.064444,"original coordinates","original coordinates OK"
"7","Brunfelsia clandestina",1096933273,-19.148056,-40.064667,"gass84","86894738-457d-4d25-89ca-d05231a02d46","c38fb00b-8564-406c-b05b-2720815a0bd0","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:17:35.683+0000","2018-02-15T04:28:53.411+0000",138,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","2012-09-05T00:00:00",71,0,"Espírito Santo",2012,9,5,"2012-09-05T00:00:00","2018-07-07T13:08:44.312+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CVRD - Herbário da Reserva Natural Vale","BRA:CVRD:CVRD:0000013872","778","CVRD - Herbário da Reserva Natural Vale","LINHARES","pt","CVRD",1096933273,"BRA:CVRD:CVRD:0000013872","Collection","Siqueira, G.S.","13872","Reserva Natural Vale (CVRD)","Reserva Natural Vale (CVRD)","<ll>dwc_commonname:</ll> Batata de cutia","","","Siquiera, G.S.","SOUTH_AMERICA","","","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","LINHARES","Espírito Santo","brazil",2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.148056,-40.064667,"original coordinates","original coordinates OK"
"8","Brunfelsia clandestina",1087656682,-17.405986,-41.515675,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:41.725+0000","2017-12-29T14:10:15.294+0000",121,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","2012-05-10T00:00:00",0,0,"Minas Gerais",2011,1,7,"2011-01-07T00:00:00","2018-12-08T13:05:45.711+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000159444","46","BHCB - Herbário da Universidade Federal de Minas Gerais","Catuji","pt","BHCB",1087656682,"BRA:UFMG:BHCB:0000159444","Collection","Paula, LFA de; Mota, NFO; Viana, PL; Jorge, TB; Burkowski, PM","159444","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","Arvoreta de aproximadamente 2m em sub-bosque. Flores com cálice verde e corola branca.","BR 116, Teófilo Otoni em direção a Catuji, margem esquerdar da estrada. Floresta estacional semi-decidual. Na base de afloramento granítico.","","","SOUTH_AMERICA","","2017-03-31T18:07:11.000+0000","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","Catuji","Minas Gerais","brazil",2860,"Catuji",3115458,-41.49925,-17.372034,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-17.405986,-41.515675,"original coordinates","original coordinates OK"
"9","Brunfelsia clandestina",1090519184,-15.201389,-39.380278,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:40.041+0000","2018-11-24T12:34:40.084+0000",122,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","none",500,0,"Bahia",2011,9,12,"2011-09-12T00:00:00","2018-12-08T04:43:01.502+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000134308","958","CEPEC - Herbário do Centro de Pesquisas do Cacau","arataca","pt","CEPEC",1090519184,"BRA:CEPLAC:CEPEC:0000134308","Collection","Perdiz, R. de O.","134308","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","UNICATA.","PARNA de Serra das Lontras. Trilha do mirante de Seu Artur.","","Sem Informação","","","2018-11-14T17:53:42.000+0000","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","arataca","Bahia","brazil",3183,"Arataca",2902252,-39.412334,-15.243448,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.201389,-39.380278,"original coordinates","original coordinates OK"
"10","Brunfelsia clandestina",1090519306,-15.159722,-39.054722,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:39.995+0000","2018-11-24T12:34:40.019+0000",122,"none","PRESERVED_SPECIMEN",3800082,6,7707728,220,1176,7717,2932910,3800082,3800082,"Brunfelsia clandestina Plowman","Brunfelsia clandestina Plowman","Plantae","Tracheophyta","Solanales","Solanaceae","Brunfelsia","Brunfelsia clandestina","Brunfelsia","clandestina","SPECIES","ACCEPTED","none",NA,NA,"Bahia",2011,10,11,"2011-10-11T00:00:00","2018-12-08T04:43:01.518+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000134418","8","CEPEC - Herbário do Centro de Pesquisas do Cacau","UNA","pt","CEPEC",1090519306,"BRA:CEPLAC:CEPEC:0000134418","Collection","M. Melito","134418","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Foto","REBIO de Una, ramal de acesso a trilha da roda d'água","","Sem Informação","","","2018-11-14T17:53:42.000+0000","","","","","","","","","",NA,NA,"",NA,"",NA,"","",NA,"","","","","",NA,NA,"","","",NA,"","","UNA","Bahia","brazil",3186,"Una",2932507,-39.154571,-15.224128,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.159722,-39.054722,"original coordinates","original coordinates OK"
