"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","identifiedBy","elevation","elevationAccuracy","continent","modified","language","ownerInstitutionCode","occurrenceRemarks","fieldNotes","references","habitat","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","individualCount","higherGeography","higherClassification","verbatimTaxonRank","dynamicProperties","fieldNumber","verbatimLocality","coordinateUncertaintyInMeters","identificationRemarks","georeferenceProtocol","georeferenceSources","locationRemarks","eventRemarks","taxonRemarks","rights","nomenclaturalStatus","taxonID","bibliographicCitation","georeferencedDate","infraspecificEpithet","typifiedName","typeStatus","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Solanum oocarpum",1835735786,-19.598055,-43.988889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:20.771+0000","2018-09-24T19:59:01.801+0000",207,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","none","Minas Gerais",2015,2,12,"2015-02-12T00:00:00","2018-12-09T09:26:12.220+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1382691","6371","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Lagoa Santa","Morro do Bau","RB",1835735786,"urn:catalog:JBRJ:RB:1382691","PhysicalObject","J.R. Stehmann; Y.F. Gouvea; N.C. Moreira","RB01382691","RB 760304","JBRJ","J.R. Stehmann",NA,NA,"","","","","","","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Lagoa Santa","Minas Gerais","brazil",2516,"Lagoa Santa",3137601,-43.885948,-19.628926,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.598055,-43.988889,"original coordinates","original coordinates outside municipality original in lagoa santa falls in pedro leopoldo"
"2","Solanum oocarpum",1135948247,-23.075,-47.0586,"gass84,preswcd","cbf8c968-37d6-45be-bf5c-e22914a384dc","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:44.638+0000","2018-01-05T16:39:52.146+0000",81,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","2013-01-01T00:00:00","São Paulo",2013,2,19,"2013-02-19T00:00:00","2018-12-06T21:48:30.939+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","BRA:ESALQ:ESA:0ESA130745","35948","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","Itupeva","Fragmento 4 (TAV). Floresta Estacional Semidecidual","ESA",1135948247,"BRA:ESALQ:ESA:0ESA130745","Collection","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","ESA130745","","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Souza, V.C.",725,0,"","2015-08-18T19:49:38.000+0000","pt","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","","","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Itupeva","São Paulo","brazil",1289,"Itupeva",3524006,-47.067972,-23.146505,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.075,-47.0586,"original coordinates","original coordinates OK"
"3","Solanum oocarpum",1135948248,-23.3767,-46.4105,"gass84,preswcd","cbf8c968-37d6-45be-bf5c-e22914a384dc","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:44.657+0000","2018-01-05T16:39:52.127+0000",81,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","2013-01-01T00:00:00","São Paulo",2013,2,20,"2013-02-20T00:00:00","2018-12-06T21:48:31.200+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","BRA:ESALQ:ESA:0ESA130746","35949","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","Guarulhos","Fragmento 14 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","ESA",1135948248,"BRA:ESALQ:ESA:0ESA130746","Collection","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","ESA130746","","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Souza, V.C.",818,0,"","2015-08-18T19:49:38.000+0000","pt","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","","","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Guarulhos","São Paulo","brazil",1211,"Guarulhos",3518800,-46.454598,-23.402498,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.3767,-46.4105,"original coordinates","original coordinates OK"
"4","Solanum oocarpum",1087654515,-22.864694,-47.067472,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:40.641+0000","2017-12-29T14:10:14.302+0000",121,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","none","São Paulo",2011,9,14,"2011-09-14T00:00:00","2018-12-08T13:05:44.880+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000152719","1608","BHCB - Herbário da Universidade Federal de Minas Gerais","Campinas","Instituto Agronômico de Campinas - Fazenda Santa E, Em fragmento de floresta estacional secundária. Às margens de ramal vicinal não pavimentado.","BHCB",1087654515,"BRA:UFMG:BHCB:0000152719","Collection","Giacomin, LL; Stehmann, JR","152719","","Universidade Federal de Minas Gerais (UFMG)","",670,0,"SOUTH_AMERICA","2017-03-31T18:09:11.000+0000","pt","Universidade Federal de Minas Gerais (UFMG)","Arbusto ereto, em margem de fragmento. Botões alvos.","","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Campinas","São Paulo","brazil",1373,"Campinas",3509502,-47.043665,-22.883678,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.864694,-47.067472,"original coordinates","original coordinates OK"
"5","Solanum oocarpum",1213603065,-15.889389,-47.841,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:18:59.611+0000","2018-01-05T18:34:34.203+0000",114,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","2013-07-31T00:00:00","Distrito Federal",2009,9,9,"2009-09-09T00:00:00","2018-07-08T01:36:31.181+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000146500","112","UB - Herbário da Universidade de Brasília","Brasília","Jardim Botânico de Brasília.","UB",1213603065,"BRA:UnB:UB:0000146500","Collection","Kuhlmann, MP","146500","","UnB","Silva, SR",9999,0,"SOUTH_AMERICA","","pt","Universidade de Brasília (UnB)","Foto em www.frutosatrativosdocerrado.bio.br; Arbusto 2m de altura. Fruto amarelo. Zoocórico; Mata de Galeria","","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Brasília","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.889389,-47.841,"original coordinates","original coordinates OK"
"6","Solanum oocarpum",1424246460,-18.766667,-40.45,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:40:28.067+0000","2018-09-24T20:01:45.623+0000",207,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","none","Espírito Santo",2008,5,10,"2008-05-10T00:00:00","2018-12-06T16:58:31.169+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:529687","2093","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Nova Venécia","Serra de Baixo, Pedra do Elefante. Inselbergue. Área de Proteção Ambiental da Pedra do Elefante","RB",1424246460,"urn:catalog:JBRJ:RB:529687","PhysicalObject","C.N. Fraga; A. P. Fontana, A. M. Amorim, R. Goldemberg, C. Esgario & W. São-Mateus","RB00529687","RB 468692","JBRJ","Y.F.GOUVÉA",653,NA,"","2017-10-18T15:52:10.388+0000","","","Arbusto, folhas discolores. Sépalas verde claro, pétalas rosadas, estames amarelos. Frutos verde escuros com indumento esverdeado","","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Nova Venécia","Espírito Santo","brazil",2688,"Nova Venécia",3203908,-40.523444,-18.698823,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.766667,-40.45,"original coordinates","original coordinates OK"
"7","Solanum oocarpum",1087643669,-18.115833,-43.137778,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:36.547+0000","2017-12-29T14:10:09.642+0000",121,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","none","Minas Gerais",2008,8,26,"2008-08-26T00:00:00","2018-12-08T13:05:39.980+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000123182","1382","BHCB - Herbário da Universidade Federal de Minas Gerais","Rio Vermelho","Serra da Pedra Menina, Distrito de Pedra Menina.","BHCB",1087643669,"BRA:UFMG:BHCB:0000123182","Collection","Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","123182","","Universidade Federal de Minas Gerais (UFMG)","",1530,0,"SOUTH_AMERICA","2017-03-31T18:09:11.000+0000","pt","Universidade Federal de Minas Gerais (UFMG)","Arbusto de 2m de altura. Frutos imaturos verdes e maduros amarelos. Tricomas ferrugíneos. Planta armazenada em álcool.","","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Rio Vermelho","Minas Gerais","brazil",2759,"Rio Vermelho",3156007,-43.055899,-18.254851,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.115833,-43.137778,"original coordinates","original coordinates OK"
"8","Solanum oocarpum",1090579706,-21.220292,-48.901072,"gass84","1064b787-c882-493e-b17d-4ffba363b776","c47cd3b0-2178-4a4b-87a6-740b482970a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:20:29.930+0000","2018-06-04T12:02:26.190+0000",129,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","2011-09-14T00:00:00","São Paulo",2006,12,4,"2006-12-04T00:00:00","2018-12-08T04:43:30.960+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IAC - Herbário do Instituto Agronômico de Campinas","BRA:IAC:IAC:0000052843","s/nº","IAC - Herbário do Instituto Agronômico de Campinas","Pindorama","IAC, Estação Experimental","IAC",1090579706,"BRA:IAC:IAC:0000052843","Collection","C.P.B. Breviglieri","52843","","IAC","J.R. Stehmann",NA,NA,"","2018-05-22T12:55:44.000+0000","pt","Instituto Agronômico de Campinas, IAC","","","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Pindorama","São Paulo","brazil",1988,"Pindorama",3538105,-48.911537,-21.209725,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-21.220292,-48.901072,"original coordinates","original coordinates OK"
"9","Solanum oocarpum",1424265145,-16.554444,-49.123889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:40:38.904+0000","2018-09-24T20:01:55.872+0000",207,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","none","Goiás",2005,3,31,"2005-03-31T00:00:00","2018-12-06T16:58:41.578+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:550028","5754","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Goianápolis","Parque Estadual Altamiro de Moura Pacheco. PEAMP - Trilha do Tamanduá. .","RB",1424265145,"urn:catalog:JBRJ:RB:550028","PhysicalObject","M. L. Fonseca ; R. C. Mendonça, F. C. A. Oliveira & E. Cardoso","RB00550028","RB 436312","JBRJ","M. L. Fonseca",900,NA,"","2017-10-18T12:39:05.910+0000","","","Arbusto heliófito ca. 1,5 m de altura; folhas cartáceas; flores brancas; estames amarelos. Comum.","Solo: areno/argilo/pedregoso. Relevo: plano. Vegetação: borda de mata seca semidecídua alterada.","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Goianápolis","Goiás","brazil",2981,"Goianápolis",5208400,-49.068501,-16.514794,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-16.554444,-49.123889,"original coordinates","original coordinates OK"
"10","Solanum oocarpum",1089084852,-24.3822,-48.2401,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:34.091+0000","2018-12-03T16:41:28.444+0000",122,"none","PRESERVED_SPECIMEN",2931960,6,7707728,220,1176,7717,2928997,2931960,2931960,"Solanum oocarpum Sendtn.","Solanum oocarpum Sendtn.","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","Solanum oocarpum","Solanum","oocarpum","SPECIES","ACCEPTED","none","São Paulo",2005,3,22,"2005-03-22T00:00:00","2018-12-08T04:38:11.745+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000142742","25","UEC - Herbário da Universidade Estadual de Campinas","Eldorado","Parque estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Araça.","UEC",1089084852,"BRA:UNICAMP:UEC:0000142742","Collection","Destefani, A.C.C.; et al.","142742","","UNICAMP","",400,0,"","2018-11-21T16:39:44.000+0000","pt","Universidade Estadual de Campinas, UNICAMP","Arbusto com 4,5 m de altura. Frutos verdes, com espinhos/ acúleos no caule. Em clareira.; Floresta ombrófila densa baixo montana ribeirinha degradada com afloramento de calcário.","","","","","","",NA,"","",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"","","","","","",NA,"",NA,"",NA,"","","",NA,NA,NA,"Eldorado","São Paulo","brazil",980,"Eldorado",3514809,-48.233534,-24.49474,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.3822,-48.2401,"original coordinates","original coordinates OK"
