"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","otherCatalogNumbers","fieldNotes","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","identificationRemarks","collectionID","verbatimElevation","nomenclaturalStatus","taxonID","bibliographicCitation","coordinateUncertaintyInMeters","georeferenceProtocol","eventRemarks","higherClassification","georeferencedDate","georeferenceSources","verbatimTaxonRank","higherGeography","typeStatus","typifiedName","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Psychotria jambosioides",1455752699,-13.716667,-39.133333,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:54.396+0000","2018-12-03T16:16:13.999+0000",122,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","2016-12-01T00:00:00","SOUTH_AMERICA","Bahia",2016,8,21,"2016-08-21T00:00:00","2018-08-28T19:17:50.000+0000","2018-12-03T16:17:17.824+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000126136","24920","ALCB - Herbário Alexandre Leal Costa","Ituberá","Litoral Sul, Campo dos Carneiros.","pt","ALCB",1455752699,"BRA:UFBA:ALCB:0000126136","Collection","Guedes, ML; Alunos de Botânica BIO C05","126136","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Folhas cartáceas, discolores. Inflorescência com raque vinácea, flores em botões.","Guedes, ML",NA,NA,"","","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Ituberá","Bahia","brazil",3376,"Ituberá",2917300,-39.147155,-13.750476,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.716667,-39.133333,"original coordinates","original coordinates OK"
"2","Psychotria jambosioides",1503740655,-14.380556,-39.039722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:00.725+0000","2018-09-24T19:58:42.815+0000",207,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","2017-04-17T00:00:00","","Bahia",2015,7,17,"2015-07-17T00:00:00","2017-10-15T10:28:07.041+0000","2018-12-08T09:17:26.404+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1319250","14","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Itacaré","Campo Cheiroso","","RB",1503740655,"urn:catalog:JBRJ:RB:1319250","PhysicalObject","D.S. Lisboa; C. Amorim; C. Pessoa","RB01319250","JBRJ","","","Mario Gomes",112.5,12.5,"RB 730886","Mussununga","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Itacaré","Bahia","brazil",3305,"Itacaré",2914901,-39.157785,-14.360606,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.380556,-39.039722,"original coordinates","original coordinates OK"
"3","Psychotria jambosioides",1077249458,-13.95,-38.933333,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:51.663+0000","2018-12-03T16:16:23.863+0000",122,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","2015-01-01T00:00:00","SOUTH_AMERICA","Bahia",2014,11,8,"2014-11-08T00:00:00","2018-08-28T19:17:50.000+0000","2018-12-06T14:16:42.292+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000117989","23050","ALCB - Herbário Alexandre Leal Costa","Maraú","Litoral Sul, Ponto 02 a 8 km de Barra Grande.","pt","ALCB",1077249458,"BRA:UFBA:ALCB:0000117989","Collection","Guedes, ML; Kelmo, F; Alunos de Kelmo da Disciplina Ecologia","117989","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de ca 2 m de altura. Folhas cartáceas, discolores. Inflorescência com raque branca, flores liláses.","Borges, RL",NA,NA,"","","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Maraú","Bahia","brazil",3329,"Maraú",2920700,-39.150172,-14.151743,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.95,-38.933333,"original coordinates","original coordinates OK"
"4","Psychotria jambosioides",1077249410,-13.95,-38.933333,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:51.648+0000","2018-12-03T16:16:23.871+0000",122,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","2014-12-01T00:00:00","SOUTH_AMERICA","Bahia",2014,11,7,"2014-11-07T00:00:00","2018-08-28T19:17:50.000+0000","2018-12-06T14:16:42.240+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000117949","23008","ALCB - Herbário Alexandre Leal Costa","Maraú","Litoral Sul, Ponto 03.","pt","ALCB",1077249410,"BRA:UFBA:ALCB:0000117949","Collection","Guedes, ML; Kelmo, F; Alunos de Kelmo da Disciplina Ecologia","117949","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","de 1,80 m de altura. Folhas cartáceas. Inflorescência com raque branca, flores roxas.","Borges, RL",NA,NA,"","","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Maraú","Bahia","brazil",3329,"Maraú",2920700,-39.150172,-14.151743,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.95,-38.933333,"original coordinates","original coordinates OK"
"5","Psychotria jambosioides",1424454599,-13.919444,-39.468333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:32.943+0000","2018-09-24T20:03:46.770+0000",207,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","none","","Bahia",2013,3,14,"2013-03-14T00:00:00","2014-07-08T01:34:48.640+0000","2018-12-06T17:00:33.697+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:790386","2483","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Ibirapitanga","Serra do Papua, APA do Pratigi, descida do córrego 01, subida pela parcela 7 e 8, trilha principal.","","RB",1424454599,"urn:catalog:JBRJ:RB:790386","PhysicalObject","L.Y.S. Aona; et al","RB00790386","JBRJ","","Subarbusto c. 1-2m alt., frutos imaturos verdes, pedúnculos verdes a vináceos","",NA,NA,"RB 579540","Floresta Ombrófila Densa (mata atlântica) perturbada, em sucessão avançada","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Ibirapitanga","Bahia","brazil",3339,"Ibirapitanga",2912707,-39.430695,-14.061146,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.919444,-39.468333,"original coordinates","original coordinates OK"
"6","Psychotria jambosioides",1087706505,-13.896111,-39.686111,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:54.261+0000","2018-08-03T12:12:38.113+0000",121,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","2015-04-01T00:00:00","","Bahia",2013,3,5,"2013-03-05T00:00:00","2018-07-31T12:27:46.000+0000","2018-12-08T13:06:05.865+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000005769","2235","HURB - Herbário do Recôncavo da Bahia","Apuarema","Concessão da Rio Tinto;","pt","HURB",1087706505,"BRA:UFRB:HURB:0000005769","Collection","Aona, L.Y.S.; Biggs, N.; Fonseca, W.O.; Lucas, E.; Simões, S.","5769","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arvoreta","W.O.Fonseca",NA,NA,"","","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Apuarema","Bahia","brazil",3365,"Apuarema",2901957,-39.735335,-13.824678,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.896111,-39.686111,"original coordinates","original coordinates outside municipality original in apuarema falls in ibirataia"
"7","Psychotria jambosioides",1087706681,-13.916111,-39.465833,"gass84,txmatfuz","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:54.361+0000","2018-08-03T12:12:38.268+0000",121,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","none","","Bahia",2013,3,13,"2013-03-13T00:00:00","2018-07-31T12:27:46.000+0000","2018-12-08T13:06:05.913+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000005973","2426","HURB - Herbário do Recôncavo da Bahia","Ibirapitanga","Serra do Papua, APA do Pratigi, descida da parcela 3 antes do córrego 1;","pt","HURB",1087706681,"BRA:UFRB:HURB:0000005973","Collection","Aona, L.Y.S.; Biggs, N.; Jardim, J.G.; Lucas. E.; Mazine. F.F.; Victor,V.V. & Costa,G.","5973","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arbusto","",NA,NA,"","","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Ibirapitanga","Bahia","brazil",3339,"Ibirapitanga",2912707,-39.430695,-14.061146,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.916111,-39.465833,"original coordinates","original coordinates OK"
"8","Psychotria jambosioides",1087706631,-13.881667,-39.6775,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:54.268+0000","2018-08-03T12:12:38.188+0000",121,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","2015-04-01T00:00:00","","Bahia",2013,7,22,"2013-07-22T00:00:00","2018-07-31T12:27:46.000+0000","2018-12-08T13:06:05.968+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000005887","2901","HURB - Herbário do Recôncavo da Bahia","Ubirataia","Mata próxima a Torre, entre os povoados Mineiros e Algodão; Entre a fazenda do Sr Juju e a do Sr. Lapa","pt","HURB",1087706631,"BRA:UFRB:HURB:0000005887","Collection","Aona, L.Y.S.; Fonseca, W.O & Simões, S.S.","5887","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arbusto","W.O.Fonseca",715,0,"","","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Ubirataia","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.881667,-39.6775,"original coordinates","original coordinates outside municipality original in ubirataia falls in ibirataia"
"9","Psychotria jambosioides",1087706576,-13.879167,-39.670833,"gass84,txmatfuz","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:54.292+0000","2018-08-03T12:12:38.169+0000",121,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","2015-04-01T00:00:00","","Bahia",2013,7,21,"2013-07-21T00:00:00","2018-07-31T12:27:46.000+0000","2018-12-08T13:06:05.907+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000005858","2873","HURB - Herbário do Recôncavo da Bahia","Ubirataia","Mata próxima a Torre, entre o povoado de Mineiros e Algodão.; Vegetação pertubada com retirada de árvore","pt","HURB",1087706576,"BRA:UFRB:HURB:0000005858","Collection","Aona, L.Y.S.; Fonseca, W.O; Simões, S.S.","5858","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arbusto","W.O.Fonseca",710,0,"","","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Ubirataia","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.879167,-39.670833,"original coordinates","original coordinates outside municipality original in ubirataia falls in ibirataia"
"10","Psychotria jambosioides",1087706604,-13.881667,-39.670833,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:54.299+0000","2018-08-03T12:12:38.235+0000",121,"none","PRESERVED_SPECIMEN",2920875,6,7707728,220,412,8798,2919963,2920875,2920875,"Psychotria jambosioides Schltdl.","Psychotria jambosioides Schltdl.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria jambosioides","Psychotria","jambosioides","SPECIES","ACCEPTED","2015-04-01T00:00:00","","Bahia",2013,7,21,"2013-07-21T00:00:00","2018-07-31T12:27:46.000+0000","2018-12-08T13:06:05.921+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000005916","2888","HURB - Herbário do Recôncavo da Bahia","Ubirataia","Mata próxima a Torre, entre os povoados Mineiros e Algodão; Trilhas na fazenda do Sr Juju","pt","HURB",1087706604,"BRA:UFRB:HURB:0000005916","Collection","Aona, L.Y.S.; Fonseca, W.O & Simões, S.S.","5916","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arbusto","W.O.Fonseca",710,0,"","","","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","","","","","",NA,NA,NA,"Ubirataia","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.881667,-39.670833,"original coordinates","original coordinates outside municipality original in ubirataia falls in ibirataia"
