"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","modified","continent","otherCatalogNumbers","infraspecificEpithet","fieldNotes","references","created","associatedSequences","taxonID","higherClassification","identificationQualifier","preparations","county","fieldNumber","verbatimLocality","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","coordinateUncertaintyInMeters","habitat","georeferenceProtocol","georeferenceSources","verbatimElevation","individualCount","nomenclaturalStatus","bibliographicCitation","eventRemarks","taxonRemarks","identificationRemarks","higherGeography","georeferencedDate","dynamicProperties","verbatimTaxonRank","rights","organismID","datasetID","accessRights","typeStatus","typifiedName","identificationID","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Rudgea jasminoides",1944851312,-26.886389,-49.196944,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:31.651+0000","2018-11-23T15:39:31.682+0000",121,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","2018-10-19T00:00:00","Santa Catarina",2018,10,19,"2018-10-19T00:00:00","2018-11-23T15:39:34.092+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000060912","173","FURB - Herbário Dr. Roberto Miguel Klein","Indaial","Encano do norte.","pt","FURB",1944851312,"BRA:FURB:FURB:0000060912","Collection","Bones, F.L.V.","60912","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Beira do rio Itajaí-açu","Bones, F.L.V.",NA,NA,"","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Indaial","Santa Catarina","brazil",665,"Indaial",4207502,-49.224868,-26.994453,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.886389,-49.196944,"original coordinates","original coordinates OK"
"2","Rudgea jasminoides",1587298512,-26.817222,-50.222778,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.519+0000","2018-10-24T15:38:18.646+0000",121,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","2017-07-31T00:00:00","Santa Catarina",2017,7,31,"2017-07-31T00:00:00","2018-10-24T15:39:00.161+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000054444","783","FURB - Herbário Dr. Roberto Miguel Klein","Rio do Campo","","pt","FURB",1587298512,"BRA:FURB:FURB:0000054444","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","54444","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","fruto imaturo","Kassner-Filho, A.",1195,0,"","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Rio do Campo","Santa Catarina","brazil",689,"Rio do Campo",4214508,-50.132075,-26.892975,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.817222,-50.222778,"original coordinates","original coordinates OK"
"3","Rudgea jasminoides",1658203086,-27.36,-48.96,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.737+0000","2018-10-24T15:38:18.687+0000",121,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","2017-08-26T00:00:00","Santa Catarina",2017,8,26,"2017-08-26T00:00:00","2018-10-24T15:39:00.302+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000054699","910","FURB - Herbário Dr. Roberto Miguel Klein","Major Gercino","Cachoeira Amâncio.","pt","FURB",1658203086,"BRA:FURB:FURB:0000054699","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","54699","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","fruto imaturo","Kassner-Filho, A.",258,0,"","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Major Gercino","Santa Catarina","brazil",559,"Major Gercino",4210209,-49.052705,-27.427677,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.36,-48.96,"original coordinates","original coordinates OK"
"4","Rudgea jasminoides",1931783751,-28.707222,-49.400833,"cdround,gass84","bb080d40-c63b-4529-bf21-d1782a81e024","2ccb1a0b-1194-4acf-9921-b5daad99cbb8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:46.926+0000","2018-10-25T12:34:38.143+0000",128,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","2017-11-07T00:00:00","Santa Catarina",2017,10,28,"2017-10-28T00:00:00","2018-12-07T06:15:07.233+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CRI - Herbário Pe. Dr. Raulino Reitz","BRA:UNESC:CRI:0000012800","","CRI - Herbário Pe. Dr. Raulino Reitz","Criciúma","Área de APP.","pt","CRI",1931783751,"BRA:UNESC:CRI:0000012800","Collection","Renato Colares; Jader Lima Pereira","12800","UNESC","Universidade do Extremo Sul Catarinense (UNESC)","Estagio médio de regeneração.","Rena",NA,NA,"2018-10-01T12:59:36.000+0000","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Criciúma","Santa Catarina","brazil",295,"Criciúma",4204608,-49.380319,-28.717484,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.707222,-49.400833,"original coordinates","original coordinates OK"
"5","Rudgea jasminoides",1837380737,-27.001389,-49.310556,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:28.314+0000","2018-10-24T15:38:19.462+0000",121,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","2017-11-28T00:00:00","Santa Catarina",2017,11,26,"2017-11-26T00:00:00","2018-12-08T03:39:41.130+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000056764","6720","FURB - Herbário Dr. Roberto Miguel Klein","Ascurra","Cachoeira das Andorinhas.","pt","FURB",1837380737,"BRA:FURB:FURB:0000056764","Collection","Funez, L.A.; Zermiani, A.E.","56764","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Flores brancas","Funez, L.A.",175,0,"2018-10-11T17:27:51.000+0000","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Ascurra","Santa Catarina","brazil",672,"Ascurra",4201703,-49.396504,-26.97331,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.001389,-49.310556,"original coordinates","original coordinates OK"
"6","Rudgea jasminoides",1853940176,-26.957222,-49.087222,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:29.570+0000","2018-10-24T15:38:20.104+0000",121,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","2018-04-17T00:00:00","Santa Catarina",2017,11,5,"2017-11-05T00:00:00","2018-10-24T15:39:03.353+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000058350","126","FURB - Herbário Dr. Roberto Miguel Klein","Blumenau","rua Antonio Zendrom. Interior do fragmento.","pt","FURB",1853940176,"BRA:FURB:FURB:0000058350","Collection","Gebien, W.","58350","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Gebien, W.",100,0,"","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Blumenau","Santa Catarina","brazil",690,"Blumenau",4202404,-49.097426,-26.884746,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.957222,-49.087222,"original coordinates","original coordinates OK"
"7","Rudgea jasminoides",1829088551,-25.4898,-49.2611,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:24.442+0000","2018-11-24T12:35:24.447+0000",123,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","2017-12-03T00:00:00","Paraná",2017,12,3,"2017-12-03T00:00:00","2018-11-24T12:36:08.252+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000016226","1013","EFC - Herbário Escola de Florestas Curitiba","Curitiba","Bosque Reinhar Maack","pt","EFC",1829088551,"BRA:UFPR:EFC:0000016226","Collection","Vieira, R.S.","16226","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Arvoreta com 2 m, comum o subosque da floresta. Com flroes brancas.Floresta Ombrófila Mista Montana __COMMOM_NAME__: Véu-de-noiva","Vieira, R.S.",915,0,"","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Curitiba","Paraná","brazil",875,"Curitiba",4106902,-49.288236,-25.478163,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.4898,-49.2611,"original coordinates","original coordinates OK"
"8","Rudgea jasminoides",1563171145,-27.9,-49.14,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:25.033+0000","2018-10-24T15:38:17.953+0000",121,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","2016-08-06T00:00:00","Santa Catarina",2016,8,6,"2016-08-06T00:00:00","2018-12-07T14:50:39.920+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000052508","656","FURB - Herbário Dr. Roberto Miguel Klein","Anitápolis","Rio das Pedras.","pt","FURB",1563171145,"BRA:FURB:FURB:0000052508","Collection","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","52508","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","frutos verdes","Uller, H.F.",554,0,"2018-10-11T17:27:51.000+0000","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Anitápolis","Santa Catarina","brazil",447,"Anitápolis",4201109,-49.139592,-27.879703,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.9,-49.14,"original coordinates","original coordinates OK"
"9","Rudgea jasminoides",1499623581,-25.534167,-48.371389,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:15.909+0000","2018-11-24T12:32:15.964+0000",118,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","none","Paraná",2016,10,29,"2016-10-29T00:00:00","2018-12-06T10:30:42.660+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000022689","","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Paranaguá","Ilha do Mel","pt","HCF",1499623581,"BRA:UTFPR:HCF:0000022689","Collection","L.S. Passos","22689","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","","",NA,NA,"2018-10-30T18:02:50.000+0000","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Paranaguá","Paraná","brazil",869,"Paranaguá",4118204,-48.524241,-25.525413,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.534167,-48.371389,"original coordinates","original coordinates OK"
"10","Rudgea jasminoides",1455391353,-25.5425,-48.304333,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:15.864+0000","2018-11-24T12:32:15.900+0000",118,"none","PRESERVED_SPECIMEN",2910527,6,7707728,220,412,8798,2910457,2910527,2910527,"Rudgea jasminoides (Cham.) Müll.Arg.","Rudgea jasminoides (Cham.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Rudgea","Rudgea jasminoides","Rudgea","jasminoides","SPECIES","ACCEPTED","none","Paraná",2016,10,30,"2016-10-30T00:00:00","2018-12-09T07:19:24.139+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000022600","26","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Paranaguá","Ilha do Mel, Brasília","pt","HCF",1455391353,"BRA:UTFPR:HCF:0000022600","Collection","T.M. Burda","22600","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","","R.R. Völtz",NA,NA,"2018-10-30T18:02:50.000+0000","","","","","","","",NA,"","","","","","","","","",NA,NA,"",NA,"","","","",NA,"","","","","","","",NA,"",NA,NA,"","","","",NA,"Paranaguá","Paraná","brazil",869,"Paranaguá",4118204,-48.524241,-25.525413,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.5425,-48.304333,"original coordinates","original coordinates OK"
