"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","infraspecificEpithet","fieldNotes","modified","elevationAccuracy","language","ownerInstitutionCode","continent","coordinatePrecision","individualCount","verbatimEventDate","datasetID","references","nomenclaturalCode","institutionID","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","habitat","identificationQualifier","nomenclaturalStatus","taxonID","bibliographicCitation","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","higherGeography","fieldNumber","organismID","accessRights","higherClassification","typeStatus","georeferencedDate","typifiedName","dynamicProperties","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Coussarea meridionalis",1423908819,-22.956389,-43.285278,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:55.442+0000","2018-09-24T19:57:52.966+0000",207,"none","PRESERVED_SPECIMEN",2904830,6,7707728,220,412,8798,2904739,2904830,2904830,"Coussarea meridionalis (Vell.) Müll.Arg.","Coussarea meridionalis (Vell.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","SPECIES","ACCEPTED","none",465,"Rio de Janeiro",2016,3,2,"2016-03-02T00:00:00","2018-12-06T16:55:24.902+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1119261","505","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio de Janeiro","Trilha Cova da Onça. Parque Nacional da Tijuca","RB",1423908819,"urn:catalog:JBRJ:RB:1119261","PhysicalObject","C. Baez; Thalis Lima e Patrícia da Rosa","RB01119261","RB 648258","JBRJ","Terrícola, semi-heliófila. Pecíolo verde, folhas glabras discolores. Pedicelo verde-claro. Frutos verdes com máculas brancas.","Mario Gomes","","","",NA,"","","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Rio de Janeiro","Rio de Janeiro","brazil",1360,"Rio de Janeiro",3304557,-43.45231,-22.924471,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.956389,-43.285278,"original coordinates","original coordinates OK"
"2","Coussarea meridionalis",1423902310,-22.967778,-43.250278,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:42.034+0000","2018-09-24T19:57:49.904+0000",207,"none","PRESERVED_SPECIMEN",2904834,6,7707728,220,412,8798,2904739,2904830,2904834,"Coussarea meridionalis var. meridionalis","Coussarea meridionalis var. meridionalis","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","VARIETY","ACCEPTED","2015-11-28T00:00:00",301,"Rio de Janeiro",2015,11,28,"2015-11-28T00:00:00","2018-12-06T16:55:20.634+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1085164","1121","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Rio de Janeiro","Floresta da Tijuca, estrada Dona Castorina, próximo à trilha do Jequitibá.","RB",1423902310,"urn:catalog:JBRJ:RB:1085164","PhysicalObject","Mario Gomes","RB01085164","RB 641656","JBRJ","Arvoreta umbrófila; casca do tronco cinza, coberta de líquens e musgos; ramos marrons, jovens verde escuros; folhas coriáceas discolores; raque da inflorescência e flores brancas.","Mario Gomes","meridionalis","Floresta de Encosta algo alterada por ação antrópica","",NA,"","","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Rio de Janeiro","Rio de Janeiro","brazil",1360,"Rio de Janeiro",3304557,-43.45231,-22.924471,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.967778,-43.250278,"original coordinates","original coordinates OK"
"3","Coussarea meridionalis",1424511557,-22.583333,-43.416667,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:43:09.852+0000","2018-09-24T20:04:19.165+0000",207,"none","PRESERVED_SPECIMEN",2904831,6,7707728,220,412,8798,2904739,2904830,2904831,"Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","VARIETY","ACCEPTED","none",NA,"Rio de Janeiro",2012,3,30,"2012-03-30T00:00:00","2018-12-06T17:01:08.121+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:973074","720","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Nova Iguaçu","REBIO do Tinguá; Trilha da Catatunda, subindo pela Represa da Serra Velha.","RB",1424511557,"urn:catalog:JBRJ:RB:973074","PhysicalObject","C.P Bruniera et. al.;","RB00973074","RB 626610","JBRJ","Árvore ca 6,5m alt.; Folhas cartáceas, levemente discolores; frutos verdes-claros com manchas alvas","M. Gomes","porophylla","Floresta Submontana e montana","2017-04-27T10:12:11.172+0000",NA,"","","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Nova Iguaçu","Rio de Janeiro","brazil",1460,"Nova Iguaçu",3303500,-43.503733,-22.689201,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.583333,-43.416667,"original coordinates","original coordinates OK"
"4","Coussarea meridionalis",1077421386,-22.359167,-42.564167,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:19.050+0000","2018-10-24T15:38:14.217+0000",121,"none","PRESERVED_SPECIMEN",2904830,6,7707728,220,412,8798,2904739,2904830,2904830,"Coussarea meridionalis (Vell.) Müll.Arg.","Coussarea meridionalis (Vell.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","SPECIES","ACCEPTED","2013-10-08T00:00:00",1600,"Rio de Janeiro",2012,5,5,"2012-05-05T00:00:00","2018-12-06T14:18:05.433+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000042348","468","FURB - Herbário Dr. Roberto Miguel Klein","Nova Friburgo","antena SBT.","FURB",1077421386,"BRA:FURB:FURB:0000042348","Collection","Uhlmann, A.; et al.","42348","","Universidade Regional de Blumenau, FURB","","Uhlmann, A","","","2018-10-11T17:27:25.000+0000",0,"pt","Universidade Regional de Blumenau, FURB","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Nova Friburgo","Rio de Janeiro","brazil",1598,"Nova Friburgo",3303401,-42.501539,-22.319613,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.359167,-42.564167,"original coordinates","original coordinates OK"
"5","Coussarea meridionalis",1077421401,-22.359167,-42.564167,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:19.033+0000","2018-10-24T15:38:14.243+0000",121,"none","PRESERVED_SPECIMEN",2904830,6,7707728,220,412,8798,2904739,2904830,2904830,"Coussarea meridionalis (Vell.) Müll.Arg.","Coussarea meridionalis (Vell.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","SPECIES","ACCEPTED","2013-10-08T00:00:00",1600,"Rio de Janeiro",2011,8,29,"2011-08-29T00:00:00","2018-12-06T14:18:05.472+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000042347","403","FURB - Herbário Dr. Roberto Miguel Klein","Nova Friburgo","antena SBT.","FURB",1077421401,"BRA:FURB:FURB:0000042347","Collection","Uhlmann, A.; et al.","42347","","Universidade Regional de Blumenau, FURB","","Uhlmann, A","","","2018-10-11T17:27:25.000+0000",0,"pt","Universidade Regional de Blumenau, FURB","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Nova Friburgo","Rio de Janeiro","brazil",1598,"Nova Friburgo",3303401,-42.501539,-22.319613,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.359167,-42.564167,"original coordinates","original coordinates OK"
"6","Coussarea meridionalis",1932873191,-23.372,-45.302,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:44.927+0000","2018-12-03T16:40:55.659+0000",122,"none","PRESERVED_SPECIMEN",2904831,6,7707728,220,412,8798,2904739,2904830,2904831,"Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","VARIETY","ACCEPTED","2010-12-01T00:00:00",NA,"São Paulo",2010,6,1,"2010-06-01T00:00:00","2018-12-03T16:41:40.180+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000166925","130","UEC - Herbário da Universidade Estadual de Campinas","Caraguatatuba","Brasil, São Paulo,Caraguatatuba, Parque Estadual da Serra do Mar, Mata Atlantica.","UEC",1932873191,"BRA:UNICAMP:UEC:0000166925","Collection","Stefani, E.J.F.; Belinello, R.; Galvão, J.","166925","","UNICAMP","Árvore com 4m.; Mata Atlantica.","Stefani, E.J.F.","porophylla","","2018-11-21T16:37:48.000+0000",NA,"pt","Universidade Estadual de Campinas, UNICAMP","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Caraguatatuba","São Paulo","brazil",1134,"Caraguatatuba",3510500,-45.488504,-23.638724,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.372,-45.302,"original coordinates","original coordinates outside municipality original in caraguatatuba falls in natividade da serra"
"7","Coussarea meridionalis",1094878000,-22.45,-42.833333,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:29.259+0000","2018-09-10T18:27:12.547+0000",124,"none","PRESERVED_SPECIMEN",2904831,6,7707728,220,412,8798,2904739,2904830,2904831,"Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","VARIETY","ACCEPTED","none",NA,"Rio de Janeiro",2009,7,16,"2009-07-16T00:00:00","2018-09-10T18:27:36.097+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000160903","301","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Guapimirim","Estação Ecológica Estadual do Paraíso. Parcela14-Morro das Mariquitas.","HUEFS",1094878000,"BRA:UEFS:HUEFS:0000160903","Collection","Correia, C.M.B.","160903","","UEFS","","","porophylla","","",NA,"pt","Universidade Estadual de Feira de Santana (UEFS)","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Guapimirim","Rio de Janeiro","brazil",1500,"Guapimirim",3301850,-42.963842,-22.584312,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.45,-42.833333,"original coordinates","original coordinates outside municipality original in guapimirim falls in cachoeiras de macacu"
"8","Coussarea meridionalis",1089099473,-23.2348,-45.0534,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:42.587+0000","2018-12-03T16:41:20.470+0000",122,"none","PRESERVED_SPECIMEN",2904831,6,7707728,220,412,8798,2904739,2904830,2904831,"Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","VARIETY","ACCEPTED","2010-06-01T00:00:00",371.5,"São Paulo",2009,11,12,"2009-11-12T00:00:00","2018-12-08T04:38:19.111+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000160933","45","UEC - Herbário da Universidade Estadual de Campinas","Ubatuba","Fazenda Capricórnio","UEC",1089099473,"BRA:UNICAMP:UEC:0000160933","Collection","Cavalin, P.O.","160933","","UNICAMP","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","Cavalin, P.O.","porophylla","","2018-11-21T16:37:48.000+0000",23.5,"pt","Universidade Estadual de Campinas, UNICAMP","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Ubatuba","São Paulo","brazil",1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.2348,-45.0534,"original coordinates","original coordinates outside municipality original in ubatuba falls in cunha"
"9","Coussarea meridionalis",1424287600,-22.583333,-43.233333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:40:52.487+0000","2018-09-24T20:02:07.854+0000",207,"none","PRESERVED_SPECIMEN",2904830,6,7707728,220,412,8798,2904739,2904830,2904830,"Coussarea meridionalis (Vell.) Müll.Arg.","Coussarea meridionalis (Vell.) Müll.Arg.","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","SPECIES","ACCEPTED","2014-02-18T00:00:00",NA,"Rio de Janeiro",2008,6,14,"2008-06-14T00:00:00","2018-12-06T16:58:54.248+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:576717","07","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Duque de Caxias","III Distrito.Trilha da Cachoeira. Parque Natural Municipal da Taquara","RB",1424287600,"urn:catalog:JBRJ:RB:576717","PhysicalObject","N.da Silva; et al.","RB00576717","RB 490126","JBRJ","Arbusto terrestre com cerca de 1,5m de altura,heliófilo,local úmido.Folhas cartáceas concolores verdes.","M.Gomes","","Mata Atlântica,floresta ombrófila densa submontana.Mata ciliar.","2014-07-07T19:18:44.314+0000",NA,"","","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Duque de Caxias","Rio de Janeiro","brazil",1484,"Duque de Caxias",3301702,-43.296925,-22.626515,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.583333,-43.233333,"original coordinates","original coordinates OK"
"10","Coussarea meridionalis",1424263107,-23.330556,-44.639444,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:40:37.648+0000","2018-09-24T20:01:54.683+0000",207,"none","PRESERVED_SPECIMEN",2904831,6,7707728,220,412,8798,2904739,2904830,2904831,"Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Coussarea meridionalis var. porophylla (Vell.) M.Gomes","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","Coussarea meridionalis","Coussarea","meridionalis","VARIETY","ACCEPTED","none",NA,"Rio de Janeiro",2008,7,10,"2008-07-10T00:00:00","2018-12-06T16:58:40.500+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:548074","4197","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Paraty","Trilha para a Praia do Sono, lado direito em direção ao Sono, próximo a Pedra Grande de onde se avista a enseada do Sono.","RB",1424263107,"urn:catalog:JBRJ:RB:548074","PhysicalObject","Ronaldo Marquete; N. Marquete & Monica Faria","RB00548074","RB 475207","JBRJ","Árvore com 5m de altura. Heliófita. Tronco com casca lisa, marrom com liquens. Folhas coriaceas, discolores verdes, opacas em ambos os lados. Frutos imaturos verdes com maculas alvas, maduros alvos, pedúnculos e pedicelos verdes.","M. Gomes","porophylla","","2017-10-18T18:10:44.010+0000",NA,"","","",NA,NA,"","","","","",NA,"","",NA,"","","","","",NA,"",NA,"","","",NA,NA,"","","","","",NA,"Paraty","Rio de Janeiro","brazil",NA,"",NA,NA,NA,"","","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-23.330556,-44.639444,"original coordinates","original coordinates OK"
