"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","waterBody","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","habitat","institutionID","dynamicProperties","samplingEffort","county","eventRemarks","gbifID","preparations","occurrenceStatus","catalogNumber","institutionCode","fieldNotes","eventTime","identifiedBy","reproductiveCondition","identifier","recordNumber","georeferencedDate","georeferencedBy","verbatimSRS","verbatimCoordinateSystem","locality","materialSampleID","collectionCode","occurrenceID","recordedBy","ownerInstitutionCode","samplingProtocol","occurrenceRemarks","modified","datasetName","language","type","previousIdentifications","datasetID","collectionID","nomenclaturalCode","associatedReferences","references","organismQuantity","organismQuantityType","coordinateUncertaintyInMeters","fieldNumber","vernacularName","verbatimElevation","georeferenceProtocol","georeferenceVerificationStatus","georeferenceRemarks","verbatimLocality","identificationQualifier","georeferenceSources","eventID","higherGeography","higherGeographyID","otherCatalogNumbers","locationID","accessRights","identificationID","municipality.original","organismID","higherClassification","nomenclaturalStatus","taxonID","bibliographicCitation","verbatimEventDate","endDayOfYear","startDayOfYear","disposition","verbatimTaxonRank","rights","infraspecificEpithet","coordinatePrecision","identificationRemarks","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Psychotria anceps",1087185142,-19.705556,-42.584444,"gass84","fd99455d-f6e9-4421-930a-5d8e23ac8895","9ac2b49d-da08-49a7-a7ae-c2a0460fcf96","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:19:50.096+0000","2018-01-05T18:24:13.537+0000",137,"none","PRESERVED_SPECIMEN",NA,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","none",615,0,"","Minas Gerais",NA,2012,3,1,"2012-03-01T00:00:00","2018-12-08T13:03:12.733+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","","","",NA,"",NA,1087185142,"",NA,"10258","FZB-BH",NA,NA,"",NA,"BRA:FZB-BH:BHZB:0000010258","",NA,NA,NA,NA,"",NA,"BHZB","BRA:FZB-BH:BHZB:0000010258","Maielo, L.","Fundação Zoo-Botânica de Belo Horizonte (FZB-BH)",NA,"; Habitat: Vereda ( Floresta em estágio inicila de regeneração); Bioma: Cerrado","2016-05-17T18:58:30.000+0000","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","pt","Collection",NA,"","","",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"Uberlândia",NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,"","","","Uberlândia","Minas Gerais","brazil",2627,"Uberlândia",3170206,-48.332227,-19.028177,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.705556,-42.584444,"original coordinates","original coordinates outside municipality original in uberlandia falls in marlieria"
"2","Psychotria anceps",1095256609,-9.211667,-64.411666,"cdround,gass84,iddatunl","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:33.127+0000","2018-11-23T18:21:33.148+0000",123,"none","PRESERVED_SPECIMEN",1,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","2016-01-01T00:00:00",NA,NA,"","Rondônia",NA,2010,3,9,"2010-03-09T00:00:00","2018-11-23T18:22:47.412+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","","","",NA,"",NA,1095256609,"Exsicatas",NA,"81523","Cenargen",NA,NA,"P. Delprete",NA,"BRA:Cenargen:CEN:0000081523","6",NA,NA,NA,NA,"Rio Jaci Paraná, margem direita, parcela 34, setor 03, solo fora da parcela, parcela totalmente alagada.",NA,"CEN","BRA:Cenargen:CEN:0000081523","E. F. Monteiro","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)",NA,"Casca com aparência estriada. Folha de consistência cartácea. Fruto seco indeiscente, verde. Sementes brancas. Universidade Federal de Rondônia - Herbário Rondoniensis - RON - João Geraldo Kuhlmann - RONº 640","","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","pt","Collection",NA,"","","",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"PORTO VELHO",NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,"","","","PORTO VELHO","Rondônia","brazil",4065,"Porto Velho",1100205,-64.306275,-9.153378,"RONDONIA","RO","Rondônia",-62.84395074,-10.91095782,"Rondônia","ro",-9.211667,-64.411666,"original coordinates","original coordinates OK"
"3","Psychotria anceps",1319954216,1.39481,-68.1534,"gass84","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","none","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2018-07-02T13:26:27.303+0000","2018-04-02T17:09:09.294+0000",58,"none","PRESERVED_SPECIMEN",1,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","none",NA,NA,"","Amazonas",NA,2008,8,21,"2008-08-21T00:00:00","2018-12-06T01:14:56.160+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","Forest.","http://biocol.org/urn:lsid:biocol.org:col:34871","",NA,"",NA,1319954216,"",NA,"3570927","US",NA,NA,"Taylor, C. M.",NA,"http://n2t.net/ark:/65665/379bc4f2f-1ca9-4001-935e-d89332a98d23","14698",NA,NA,NA,NA,"Tunuí Village, forest behind village.",NA,"Botany","http://n2t.net/ark:/65665/379bc4f2f-1ca9-4001-935e-d89332a98d23","P. Acevedo-Rodriguez, R. Fernandes, J. Tropp & J. Sleen","",NA,"NY, MO, US","","NMNH Extant Biology","","PhysicalObject",NA,"","","",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"South America - Neotropics, Brazil, Amazonas",NA,"",NA,"",NA,"",NA,"Plantae, Dicotyledonae, Rubiales, Rubiaceae","",NA,"","",234,234,NA,NA,NA,NA,NA,"","","","","Amazonas","brazil",NA,"",NA,NA,NA,"","","Amazonas",-64.65219948,-4.15548242,"Amazonas","am",1.39481,-68.1534,"original coordinates","original coordinates outside municipality original in  falls in sao gabriel da cachoeira"
"4","Psychotria anceps",1213568405,-16.6764,-47.9902,"gass84,iddatunl","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:18:37.568+0000","2018-01-05T18:34:18.917+0000",114,"none","PRESERVED_SPECIMEN",NA,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","2010-01-01T00:00:00",868,0,"SOUTH_AMERICA","Goiás",NA,2007,12,11,"2007-12-11T00:00:00","2018-07-08T01:35:51.743+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","","","",NA,"",NA,1213568405,"",NA,"111734","UnB",NA,NA,"Lima, MR",NA,"BRA:UnB:UB:0000111734","585",NA,NA,NA,NA,"Hidrelétrica de Corumbá III, área de influência do empreendimento",NA,"UB","BRA:UnB:UB:0000111734","Cezare, CHG; Souza-Silva, S; Machado Neto, A","Universidade de Brasília (UnB)",NA,"Arbusto higrófilo 2,5m. Fruto verde.; Contato Campo limpo úmido (princípio de um Vereda). Topologia: Plano a suavemente inclinado.","","UB - Herbário da Universidade de Brasília","pt","Collection",NA,"","","",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"Luziânia",NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,"","","","Luziânia","Goiás","brazil",2989,"Luziânia",5212501,-47.992749,-16.481968,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-16.6764,-47.9902,"original coordinates","original coordinates OK"
"5","Psychotria anceps",1094174334,-15.203333,-39.575,"gass84","fffdea53-c113-4cdc-896e-a9c5fd726591","1c72778c-05de-4f31-b83a-ff541ce5dff7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:24.361+0000","2018-09-25T15:14:20.275+0000",81,"none","PRESERVED_SPECIMEN",NA,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","none",315,0,"","Bahia",NA,2006,8,18,"2006-08-18T00:00:00","2018-12-09T06:20:45.592+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UESC - Herbário Universidade Estadual de Santa Cruz","","","",NA,"",NA,1094174334,"",NA,"11753","UESC",NA,NA,"",NA,"BRA:UESC:UESC:0000011753","1070",NA,NA,NA,NA,"",NA,"UESC","BRA:UESC:UESC:0000011753","Paixão, J.L.,","Universidade Estadual de Santa Cruz (UESC)",NA,"Mata Higrófila Sul Baiana.; Arbusto, ca. 2,0m alt.","2018-08-22T12:17:59.000+0000","UESC - Herbário Universidade Estadual de Santa Cruz","pt","Collection",NA,"","","",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"Potiraguá",NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,"","","","Potiraguá","Bahia","brazil",3119,"Potiraguá",2925402,-39.772091,-15.682091,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.203333,-39.575,"original coordinates","original coordinates outside municipality original in potiragua falls in itaju do colonia"
"6","Psychotria anceps",1143435635,-20.3644,-46.1953,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:39.364+0000","2018-12-03T16:41:39.035+0000",122,"none","PRESERVED_SPECIMEN",NA,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","none",967,0,"","Minas Gerais",NA,2006,10,25,"2006-10-25T00:00:00","2018-12-03T16:43:12.907+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","","","",NA,"",NA,1143435635,"",NA,"153650","UNICAMP",NA,NA,"",NA,"BRA:UNICAMP:UEC:0000153650","4226",NA,NA,NA,NA,"Furnas, estrada depóis do paraiso perdido, região da represa de furnas",NA,"UEC","BRA:UNICAMP:UEC:0000153650","Nakajima, J.N.; et al.","Universidade Estadual de Campinas, UNICAMP",NA,"arbusto 1,5 m, cálice verde, corola alva","2018-11-21T16:38:15.000+0000","UEC - Herbário da Universidade Estadual de Campinas","pt","Collection",NA,"","","",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,"","","","","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.3644,-46.1953,"original coordinates","original coordinates outside municipality original in  falls in piumhi"
"7","Psychotria anceps",1087645408,-19.891611,-43.915972,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:37.194+0000","2017-12-29T14:10:10.397+0000",121,"none","PRESERVED_SPECIMEN",NA,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","none",835,0,"SOUTH_AMERICA","Minas Gerais",NA,2006,11,16,"2006-11-16T00:00:00","2018-12-08T13:05:40.647+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","","","",NA,"",NA,1087645408,"",NA,"130346","Universidade Federal de Minas Gerais (UFMG)",NA,NA,"",NA,"BRA:UFMG:BHCB:0000130346","7",NA,NA,NA,NA,"Museu de História Natural e Jardim Botânico UFMG, Coletada na mata da unha de gato. Área 1.",NA,"BHCB","BRA:UFMG:BHCB:0000130346","Felix, DF","Universidade Federal de Minas Gerais (UFMG)",NA,"Erva de 80 cm de comprimento. Flores: brancas.","2017-03-31T18:04:30.000+0000","BHCB - Herbário da Universidade Federal de Minas Gerais","pt","Collection",NA,"","","",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"Belo Horizonte",NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,"","","","Belo Horizonte","Minas Gerais","brazil",2451,"Belo Horizonte",3106200,-43.960102,-19.90276,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.891611,-43.915972,"original coordinates","original coordinates OK"
"8","Psychotria anceps",1927934513,-15.1603,-39.5361,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T14:45:46.147+0000","2018-11-18T14:45:46.169+0000",96,"none","PRESERVED_SPECIMEN",NA,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","2006-01-01T00:00:00",0,0,"SOUTH_AMERICA","Bahia",NA,2004,2,14,"2004-02-14T00:00:00","2018-12-05T23:31:28.715+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","","http://biocol.org/urn:lsid:biocol.org:col:15556","",NA,"Jussari",NA,1927934513,"sheet",NA,"01095826","NY",NA,NA,"C. M. Taylor",NA,"0bc8e225-21ce-4989-a15c-c7491d89f2ff","1976",NA,NA,NA,NA,"Estrada de Jussari para Palmira, entrada Ã  esq. ca. 7.5 km apÃ³s Jussari. Fazenda Teimoso. RPPN Serra do Teimoso.",NA,"NY","0bc8e225-21ce-4989-a15c-c7491d89f2ff","P. Fiaschi","",NA,"","","Vascular plants","en","PhysicalObject",NA,"","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN",NA,"http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1499007",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"","14 Feb 2004",45,45,NA,NA,NA,NA,NA,"","","","","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.1603,-39.5361,"original coordinates","original coordinates outside municipality original in  falls in jussari"
"9","Psychotria anceps",1260582913,-15.16027,-39.53611,"gass84","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","none","c4e134d3-c68f-406d-a116-6a37895602e0","US","DWC_ARCHIVE","2018-06-20T08:02:56.657+0000","2016-03-21T16:08:06.326+0000",28,"none","PRESERVED_SPECIMEN",NA,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","2006-01-01T00:00:00",5,NA,"SOUTH_AMERICA","Bahia",NA,2004,2,14,"2004-02-14T00:00:00","2018-12-09T00:37:02.056+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Missouri Botanical Garden","","","",NA,"",NA,1260582913,"",NA,"3191306","MO",NA,NA,"C. M. Taylo",NA,"urn:catalog:MO:Tropicos:3191306","FIASCHI 1976",NA,NA,NA,NA,"Jussaír: Estrada de Jussari para Palmira, entrada á esq. Ca 7, 5 km Após Jussari. Fazenda Teimoso. RPPN Serra do Teimoso",NA,"MO","urn:catalog:MO:Tropicos:3191306","FIASCHI","MOBOT",NA,"","2008-05-27T22:02:00.000+0000","Tropicos","","PhysicalObject",NA,"","http://biocol.org/urn:lsid:biocol.org:col:15859","ICNafp",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No opinion",27904246,"http://www.tropicos.org/Specimen/3191306","",NA,NA,NA,NA,NA,NA,NA,"","","","","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.16027,-39.53611,"original coordinates","original coordinates outside municipality original in  falls in jussari"
"10","Psychotria anceps",1143435636,-20.26,-46.46,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:39.385+0000","2018-12-03T16:41:39.044+0000",122,"none","PRESERVED_SPECIMEN",NA,NA,2921995,6,7707728,220,412,8798,2919963,2921995,2921995,"Psychotria anceps Kunth","Psychotria anceps Kunth","Plantae","Tracheophyta","Gentianales","Rubiaceae","Psychotria","Psychotria anceps","Psychotria","anceps","SPECIES","ACCEPTED","none",996,0,"","Minas Gerais",NA,2003,10,23,"2003-10-23T00:00:00","2018-12-03T16:43:12.895+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","","","",NA,"",NA,1143435636,"",NA,"153649","UNICAMP",NA,NA,"",NA,"BRA:UNICAMP:UEC:0000153649","3605",NA,NA,NA,NA,"paraiso perdido, cachoeira triangulo, faz. zé antunes",NA,"UEC","BRA:UNICAMP:UEC:0000153649","Nakajima, J.N.; et al.","Universidade Estadual de Campinas, UNICAMP",NA,"arbusto 2m, cálice verde, corola alva; mata","2018-11-21T16:38:15.000+0000","UEC - Herbário da Universidade Estadual de Campinas","pt","Collection",NA,"","","",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"Delfinópolis",NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,"","","","Delfinópolis","Minas Gerais","brazil",2309,"Delfinópolis",3121209,-46.773144,-20.357075,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.26,-46.46,"original coordinates","original coordinates outside municipality original in delfinopolis falls in sao roque de minas"
