"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","identifiedBy","recordNumber","elevation","elevationAccuracy","occurrenceRemarks","otherCatalogNumbers","continent","nomenclaturalStatus","nomenclaturalCode","taxonID","bibliographicCitation","collectionID","county","fieldNotes","coordinateUncertaintyInMeters","references","habitat","institutionID","preparations","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","georeferenceSources","verbatimElevation","verbatimTaxonRank","higherClassification","individualCount","georeferencedDate","typeStatus","typifiedName","higherGeography","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Salacia grandifolia",1135944110,-24.03141,-47.34417,"gass84","cbf8c968-37d6-45be-bf5c-e22914a384dc","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:41.744+0000","2018-01-05T16:39:50.343+0000",81,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","2013-03-31T00:00:00","São Paulo",2013,3,31,"2013-03-31T00:00:00","2015-08-18T19:24:12.000+0000","2018-12-06T21:48:28.170+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","BRA:ESALQ:ESA:0ESA124829","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","Tapiraí","UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (approx. 2km). Floresta Ombrófila Densa","pt","ESA",1135944110,"BRA:ESALQ:ESA:0ESA124829","Collection","Cabral, F.N.","ESA124829","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Potascheff, C.M.; Liboni, A.P.; Fagundes, I.C.; Cabral, F.N.","",NA,NA,"","","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"Tapiraí","São Paulo","brazil",1050,"Tapiraí",3553500,-47.619531,-24.008322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.03141,-47.34417,"original coordinates","original coordinates outside municipality original in tapirai falls in miracatu"
"2","Salacia grandifolia",1135944297,-24.03332,-47.34483,"gass84","cbf8c968-37d6-45be-bf5c-e22914a384dc","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:41.888+0000","2018-01-05T16:39:50.444+0000",81,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","2013-04-18T00:00:00","São Paulo",2013,3,31,"2013-03-31T00:00:00","2015-08-18T19:24:12.000+0000","2018-12-06T21:48:28.247+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","BRA:ESALQ:ESA:0ESA125363","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","Miracatu","Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa","pt","ESA",1135944297,"BRA:ESALQ:ESA:0ESA125363","Collection","Cabral, F.N.","ESA125363","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Lombardi, J.A.","931",NA,NA,"","","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"Miracatu","São Paulo","brazil",1019,"Miracatu",3529906,-47.394869,-24.194935,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.03332,-47.34483,"original coordinates","original coordinates OK"
"3","Salacia grandifolia",1090516299,-15.395833,-39.566111,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:34.564+0000","2018-11-24T12:34:34.573+0000",122,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","none","Bahia",2010,5,18,"2010-05-18T00:00:00","2018-11-14T14:10:50.000+0000","2018-12-08T04:43:00.295+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000128367","CEPEC - Herbário do Centro de Pesquisas do Cacau","CAMACAN","RPPN Serra Bonita, área da fitossociologia.","pt","CEPEC",1090516299,"BRA:CEPLAC:CEPEC:0000128367","Collection","D. Rocha","128367","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Sem Informação","1115",500,0,"Coleta testemunho do inventário na RPPN Serra Bonita (Rocha & Amorim 2011). Indivíduo nº P42-23","","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"CAMACAN","Bahia","brazil",3149,"Camacan",2905602,-39.519116,-15.445393,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.395833,-39.566111,"original coordinates","original coordinates OK"
"4","Salacia grandifolia",1089103663,-23.377,-45.3018,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:44.907+0000","2018-12-03T16:41:22.394+0000",122,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","2010-12-01T00:00:00","São Paulo",2010,6,1,"2010-06-01T00:00:00","2018-11-21T16:29:49.000+0000","2018-12-08T04:38:21.221+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000166867","UEC - Herbário da Universidade Estadual de Campinas","Caraguatatuba","Parque Estadual da Serra do Mar.","pt","UEC",1089103663,"BRA:UNICAMP:UEC:0000166867","Collection","Stefani, E.J.F.; Belinello, R.; Galvão, J.C.","166867","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Stefani, E.J.F.","107",70,20,"Árvore com 4 m.; Mata Atlântica.","","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"Caraguatatuba","São Paulo","brazil",1134,"Caraguatatuba",3510500,-45.488504,-23.638724,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.377,-45.3018,"original coordinates","original coordinates outside municipality original in caraguatatuba falls in natividade da serra"
"5","Salacia grandifolia",1424370946,-22.474444,-42.931944,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:41:43.962+0000","2018-09-24T20:02:51.921+0000",207,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","none","Rio de Janeiro",2010,9,30,"2010-09-30T00:00:00","2017-10-19T13:21:25.831+0000","2018-12-06T16:59:44.779+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:660783","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Guapimirim","Estação Ecológica Estadual do Paraiso. near to the Centro de Primatologia.","","RB",1424370946,"urn:catalog:JBRJ:RB:660783","PhysicalObject","O. Thier; K. Baber, R. Engelmann, D. Sattler, J. Wesenberg","RB00660783","JBRJ","","O. Thier","OT 2130",155,NA,"Flowers with gristly, white to greenish petals, dbh = 5 cm","RB 518095","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"Guapimirim","Rio de Janeiro","brazil",1500,"Guapimirim",3301850,-42.963842,-22.584312,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.474444,-42.931944,"original coordinates","original coordinates OK"
"6","Salacia grandifolia",1090696373,-23.816667,-46.933333,"gass84","fdf55163-54d8-4bc7-862d-7e41068589e3","6215eac7-a176-4a7f-9bba-552b3f5ba9a3","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:42.949+0000","2018-06-04T12:04:38.878+0000",126,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","2010-10-01T00:00:00","São Paulo",2010,10,19,"2010-10-19T00:00:00","2018-05-23T14:45:34.000+0000","2018-12-08T04:44:14.702+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HRCB - Herbário Rioclarense","BRA:UNESPRC:HRCB:0000053913","HRCB - Herbário Rioclarense","São Lourenço da Serra","Entorno da RPPN Paiol Maria","pt","HRCB",1090696373,"BRA:UNESPRC:HRCB:0000053913","Collection","Lombardi","53913","Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP","Lombardi, J.A.","7901",700,0,"Arvoreta até 5m, folhas coriáceas, flores ocre","","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"São Lourenço da Serra","São Paulo","brazil",1081,"São Lourenço da Serra",3549953,-46.936685,-23.852395,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.816667,-46.933333,"original coordinates","original coordinates OK"
"7","Salacia grandifolia",1087384056,-23.775042,-46.295211,"gass84","17efa320-7312-4b55-bf0a-a4cfc4613169","2437c128-bf8c-4f53-b668-da95fb2e40b7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:42.127+0000","2018-09-25T13:56:43.922+0000",120,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","2009-05-12T00:00:00","São Paulo",2008,8,28,"2008-08-28T00:00:00","2018-09-10T11:03:19.000+0000","2018-12-08T13:04:28.055+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","BRA:IBt:SP:0000426692","SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","Santo André","Paranapiacaba, Trilha atrás da guarita da estrada do Taquaruçu","pt","SP",1087384056,"BRA:IBt:SP:0000426692","Collection","Búgola Silva, F; Garrido, CTR; Almeida Scabbia, RJ","426692","Instituto de Botânica, IBT","Instituto de Botânica, IBT","Almeida Scabbia, RJ","8296",NA,NA,"","","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"Santo André","São Paulo","brazil",1110,"Santo André",3547809,-46.443939,-23.726284,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.775042,-46.295211,"original coordinates","original coordinates OK"
"8","Salacia grandifolia",1424275709,-19.949444,-40.554444,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:40:45.472+0000","2018-09-24T20:02:01.386+0000",207,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","none","Espírito Santo",2007,1,30,"2007-01-30T00:00:00","2017-10-17T19:12:29.780+0000","2018-12-06T16:58:46.768+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:561774","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Santa Teresa","Goiapaba-açú, propriedade dos Buenos. Floresta Ombrófila Densa, Mata de Encosta. APA Goiapaba-açu","","RB",1424275709,"urn:catalog:JBRJ:RB:561774","PhysicalObject","A. P. Fontana; K.A. Brahim","RB00561774","JBRJ","","J.A.Lombardi","2779",550,50,"Arbusto, ca. 2m. Frutos verdes.","RB 481218","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"Santa Teresa","Espírito Santo","brazil",2456,"Santa Teresa",3204609,-40.635175,-19.877577,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.949444,-40.554444,"original coordinates","original coordinates OK"
"9","Salacia grandifolia",1123812911,-18.871944,-40.812778,"gass84","9129ec89-afa7-45af-8b73-509f1f8942ab","667644b9-7b93-4892-80c7-c4271735c515","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-10-11T11:54:42.429+0000","2017-12-15T16:34:42.745+0000",129,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","none","Espírito Santo",2007,5,19,"2007-05-19T00:00:00","2017-09-14T14:44:04.000+0000","2018-12-08T12:04:56.290+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBML-Herbario - Herbário Mello Leitão","BRA:MBML:MBML-HERBARIO:0000030215","MBML-Herbario - Herbário Mello Leitão","Águia Branca","Águas Claras, propr.: Zequinha","pt","MBML-HERBARIO",1123812911,"BRA:MBML:MBML-HERBARIO:0000030215","Collection","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","30215","MBML","Museu de Biologia Professor Mello Leitão, MBML","J.A. Lombardi/XII-2012","4037",350,0,"Arbusto 4m botões florais e flores verdes. Interior de mata.","","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"Águia Branca","Espírito Santo","brazil",2639,"Águia Branca",3200136,-40.748582,-18.971321,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.871944,-40.812778,"original coordinates","original coordinates OK"
"10","Salacia grandifolia",1090694080,-23.336667,-44.834917,"gass84","fdf55163-54d8-4bc7-862d-7e41068589e3","6215eac7-a176-4a7f-9bba-552b3f5ba9a3","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:40.883+0000","2018-06-04T12:04:37.453+0000",126,"none","PRESERVED_SPECIMEN",7922977,6,7707728,220,950,6715,3169160,7922977,7922977,"Salacia grandifolia (Mart.) G.Don","Salacia grandifolia (Mart.) G.Don","Plantae","Tracheophyta","Celastrales","Celastraceae","Salacia","Salacia grandifolia","Salacia","grandifolia","SPECIES","ACCEPTED","2007-09-01T00:00:00","São Paulo",2007,9,13,"2007-09-13T00:00:00","2018-05-23T14:45:34.000+0000","2018-12-08T04:44:13.568+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HRCB - Herbário Rioclarense","BRA:UNESPRC:HRCB:0000048401","HRCB - Herbário Rioclarense","Ubatuba","Trilha atrás da Casa de Farinha","pt","HRCB",1090694080,"BRA:UNESPRC:HRCB:0000048401","Collection","Lombardi","48401","Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP","Lombardi, J.A.","6851",NA,NA,"Arvoreta ca. 4 m, folhas cartáceas, corola marrom, com centro escuro, disco marrom","","","","",NA,"","","","",NA,"","","","","","",NA,NA,"","","","",NA,"","","",NA,NA,NA,NA,"Ubatuba","São Paulo","brazil",1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.336667,-44.834917,"original coordinates","original coordinates OK"
