"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","continent","language","ownerInstitutionCode","elevation","elevationAccuracy","individualCount","preparations","fieldNotes","nomenclaturalStatus","nomenclaturalCode","county","taxonID","bibliographicCitation","collectionID","references","habitat","institutionID","verbatimEventDate","endDayOfYear","startDayOfYear","created","associatedSequences","higherClassification","rights","fieldNumber","verbatimElevation","higherGeography","organismID","datasetID","accessRights","georeferenceSources","coordinateUncertaintyInMeters","georeferenceProtocol","identificationQualifier","georeferencedDate","verbatimLocality","eventRemarks","verbatimCoordinateSystem","disposition","verbatimTaxonRank","identificationRemarks","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Cordia sellowiana",1840913027,-22.570833,-43.399722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:23.304+0000","2018-09-24T19:59:04.290+0000",207,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","none","Rio de Janeiro",2018,4,19,"2018-04-19T00:00:00","2018-07-11T15:57:18.025+0000","2018-12-08T19:50:29.419+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1386654","8650","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Nova Iguaçu","Tinguá, Boa Esperança, ORBEL II, junto a entrada da trilha para a parcela 1. Floresta de encosta. Reserva Biológica do Tinguá","RB",1840913027,"urn:catalog:JBRJ:RB:1386654","PhysicalObject","Haroldo C. de Lima; L.B. do Nascimento, G.A. Queiroz, T. Fernandes, R. Albuquerque & L.C.G. Rodrigues","RB01386654","RB 764235","JBRJ","Árvore com 16 m alt. Inflorescências amplas, flores com cálice alvo-esverdeado e corola branca. Ocasional. Fotos LBN e GAQ.","H.C. de Lima","","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","Nova Iguaçu","Rio de Janeiro","brazil",1460,"Nova Iguaçu",3303500,-43.503733,-22.689201,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.570833,-43.399722,"original coordinates","original coordinates OK"
"2","Cordia sellowiana",1890644179,-23.638889,-46.726667,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:09.200+0000","2018-09-10T18:28:53.576+0000",135,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","2017-08-22T00:00:00","São Paulo",2017,8,22,"2017-08-22T00:00:00","2018-08-17T14:51:38.000+0000","2018-12-08T13:12:40.947+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000033962","851","HEPH - Herbário Ezechias Paulo Heringer","São Paulo","Floresta próxima ao Parque Burle Marx","HEPH",1890644179,"BRA:JBB:HEPH:0000033962","Collection","Maruyama, A; Cicco, L","33962","","Jardim Botânico de Brasília (JBB)","Árvore. Planta com 10 m de altura; Floresta","Maruyama, A","SOUTH_AMERICA","pt","Jardim Botânico de Brasília (JBB)",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","São Paulo","São Paulo","brazil",1130,"São Paulo",3550308,-46.647014,-23.64989,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.638889,-46.726667,"original coordinates","original coordinates OK"
"3","Cordia sellowiana",1848111424,-23.638889,-46.726667,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.617+0000","2018-11-24T08:57:00.631+0000",126,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","2017-08-22T00:00:00","São Paulo",2017,8,22,"2017-08-22T00:00:00","2018-11-05T15:54:21.000+0000","2018-12-08T15:07:36.173+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000052453","851","SPSF - Herbário Dom Bento José Pickel","São Paulo","Parque Burle Marx","SPSF",1848111424,"BRA:IF:SPSF:0000052453","Collection","A.Maruyama & L.Cicco","52453","","IF","COLETA: Árvore com aprox. 10m de altura. Frutos de coloração amarela.; GEOGRAFIA: Floresta próximo ao Parque Burle Marx. Área institucional. Interior.;","A.Maruyama","SOUTH_AMERICA","pt","Instituto Florestal, IF",783,0,NA,"","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","São Paulo","São Paulo","brazil",1130,"São Paulo",3550308,-46.647014,-23.64989,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.638889,-46.726667,"original coordinates","original coordinates OK"
"4","Cordia sellowiana",1844893842,-9.27,-62.91,"gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:24.278+0000","2018-09-24T19:59:05.220+0000",207,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","none","Rondônia",2017,8,21,"2017-08-21T00:00:00","2018-05-17T10:47:47.479+0000","2018-12-09T18:54:26.885+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1388288","1402","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Itapuã Do Oeste","EA-2 ""Potosi""Ponto amostral:L. Flona do Jamari","RB",1844893842,"urn:catalog:JBRJ:RB:1388288","PhysicalObject","D.S. Costa; A.S. Lima & F. Obermuller","RB01388288","RB 765819","JBRJ","Árvore 15  m de alt. CAP: 36.3. Estéril. Número da placa:106","A.S. Lima","","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","Itapuã Do Oeste","Rondônia","brazil",4063,"Itapuã do Oeste",1101104,-63.044897,-9.169991,"RONDONIA","RO","Rondônia",-62.84395074,-10.91095782,"Rondônia","ro",-9.27,-62.91,"original coordinates","original coordinates OK"
"5","Cordia sellowiana",1913583291,-9.54,-47.66,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:43.970+0000","2018-11-23T18:21:44.002+0000",123,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","none","Tocantins",2017,8,11,"2017-08-11T00:00:00","2018-10-26T13:43:25.000+0000","2018-12-10T13:35:48.435+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000103308","412","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","LIZARDA","Conglomerado: TO-254. Subunidade 3, subparcela 1, indivíduo 2.","CEN",1913583291,"BRA:Cenargen:CEN:0000103308","Collection","Rômullo Quirino de Souza Ferreira","103308","","Cenargen","Inventário Florestal Nacional (IFN). Árvore com 7,8 m de altura e 11,2 cm de DAP, base reta. Fuste de casca externa fina, do tipo lisa, de cor cinza, casca interna de cor amarela. Ordor de canela no corte.","L. M. Brauner","","pt","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)",NA,NA,5,"Exsicatas","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","LIZARDA","Tocantins","brazil",3995,"Lizarda",1712405,-46.938506,-9.525281,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-9.54,-47.66,"original coordinates","original coordinates outside municipality original in lizarda falls in rio sono"
"6","Cordia sellowiana",1913583397,-9.54,-47.66,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:43.932+0000","2018-11-23T18:21:43.966+0000",123,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","none","Tocantins",2017,8,11,"2017-08-11T00:00:00","2018-10-26T13:43:25.000+0000","2018-12-10T13:35:48.499+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000103309","413","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","LIZARDA","Conglomerado: TO-254. Subunidade 3, subparcela 1, indivíduo 1RN.","CEN",1913583397,"BRA:Cenargen:CEN:0000103309","Collection","Rômullo Quirino de Souza Ferreira","103309","","Cenargen","Inventário Florestal Nacional (IFN). Arbusto com 2,5 m de altura.","L. M. Brauner","","pt","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)",NA,NA,5,"Exsicatas","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","LIZARDA","Tocantins","brazil",3995,"Lizarda",1712405,-46.938506,-9.525281,"TOCANTINS","TO","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-9.54,-47.66,"original coordinates","original coordinates outside municipality original in lizarda falls in rio sono"
"7","Cordia sellowiana",1852374502,-5.675278,-50.319167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:26.307+0000","2018-09-24T19:59:07.350+0000",207,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","none","Pará",2017,11,15,"2017-11-15T00:00:00","2018-06-25T13:26:59.174+0000","2018-12-09T17:12:37.002+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1391736","3298","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Marabá","Reserva Biológica do Tapirapé, Unidade amostral UA-1 (Ponto amostral Oeste). Reserva Biológica do Tapirapé","RB",1852374502,"urn:catalog:JBRJ:RB:1391736","PhysicalObject","Castro, W.; Oliveira, E.C.; Cunha-Neto, J.P.; Guedes, R.F.;  Hering-Ribeiro, A.; Mesquita, C.F.; Silva, F.T.; Silva, L.S.","RB01391736","RB 769168","JBRJ","Árvore 9 m, DAP=246 mm  Placa:#189. Estéril","A.S. Lima","","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","Marabá","Pará","brazil",4967,"Marabá",1504208,-50.020249,-5.630959,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-5.675278,-50.319167,"original coordinates","original coordinates OK"
"8","Cordia sellowiana",1801097112,-18.904722,-43.427222,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.473+0000","2017-12-29T14:08:06.634+0000",136,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","2016-10-02T00:00:00","Minas Gerais",2016,7,17,"2016-07-17T00:00:00","2017-12-15T12:55:20.000+0000","2018-12-08T01:46:24.357+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000004809","1988","HDJF - Herbário Dendrológico Jeanine Felfili","Conceição do Mato Dentro","","HDJF",1801097112,"BRA:UFVJM:HDJF:0000004809","Collection","Moreira, SN; Pereira, E","4809","","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Remanescente de Floresta Estacional Semidecidual em transição com Cerrado","Moreira, SN","SOUTH_AMERICA","pt","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)",851,0,NA,"","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","Conceição do Mato Dentro","Minas Gerais","brazil",2645,"Conceição do Mato Dentro",3117504,-43.504683,-18.942492,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.904722,-43.427222,"original coordinates","original coordinates OK"
"9","Cordia sellowiana",1913950411,-22.449722,-42.985555,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:31.352+0000","2018-10-02T15:37:31.375+0000",207,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","2016-08-26T00:00:00","Rio de Janeiro",2016,8,26,"2016-08-26T00:00:00","2018-09-28T08:08:55.444+0000","2018-12-10T13:39:19.728+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1399057","196","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Teresópolis","Próxima do prédio onde fica o auditório do parque. Parque Nacional da Serra dos Órgãos","RB",1913950411,"urn:catalog:JBRJ:RB:1399057","PhysicalObject","M.M.Moreira","RB01399057","RB 776208","JBRJ","Árvore, flores alvas com odor adocicado.","M.M.Moreira","","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","Teresópolis","Rio de Janeiro","brazil",1600,"Teresópolis",3305802,-42.874637,-22.313566,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.449722,-42.985555,"original coordinates","original coordinates OK"
"10","Cordia sellowiana",1837382950,-19.868583,-57.052028,"gass84","ec20771d-5c61-409f-825c-3eea4118c437","658207e3-b01f-4007-b14d-64b13022cd5a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-27T09:39:31.887+0000","2018-04-05T12:02:34.205+0000",126,"none","PRESERVED_SPECIMEN",7452658,6,7707728,220,7226464,4923856,2900865,7452658,7452658,"Cordia sellowiana Cham.","Cordia sellowiana Cham.","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Cordia","Cordia sellowiana","Cordia","sellowiana","SPECIES","ACCEPTED","2016-11-11T00:00:00","Mato Grosso do Sul",2016,11,11,"2016-11-11T00:00:00","2018-03-07T12:13:06.000+0000","2018-12-08T03:39:42.614+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul","BRA:UFMS:CGMS:0000066340","14","CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul","Miranda","Fazenda Cristo Redentor. Capão da Vista Alegre.","CGMS",1837382950,"BRA:UFMS:CGMS:0000066340","Collection","R.M.Corrêa","66340","","Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","HABITAT:Borda de mata. Remanescente de Floresta Estacional Decidual.; HABITO:Árvore.;FLOR:Flor branca-clara.;FRUTO:Fruto maduro marrom.;","F.M. Alves","","pt","Fundação Universidade Federal de Mato Grosso do Sul (UFMS)",140,0,NA,"","","","","",NA,"","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","","","","","","","Miranda","Mato Grosso do Sul","brazil",2381,"Miranda",5005608,-56.597823,-20.121378,"MATO GROSSO DO SUL","MS","Mato Grosso do Sul",-54.84600034,-20.32777902,"Mato Grosso do Sul","ms",-19.868583,-57.052028,"original coordinates","original coordinates outside municipality original in miranda falls in corumba"
