"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","locality","otherCatalogNumbers","fieldNotes","coordinateUncertaintyInMeters","references","habitat","institutionID","county","preparations","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","nomenclaturalStatus","taxonID","bibliographicCitation","verbatimTaxonRank","higherClassification","higherGeography","fieldNumber","verbatimLocality","previousIdentifications","individualCount","organismID","datasetID","accessRights","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Cryptocarya moschata",1801097117,-18.904722,-43.426667,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.519+0000","2017-12-29T14:08:06.633+0000",136,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","2016-09-14T00:00:00",855,0,"SOUTH_AMERICA","Minas Gerais",2016,8,18,"2016-08-18T00:00:00","2017-12-15T12:55:26.000+0000","2018-12-08T01:46:24.308+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000004828","2070","HDJF - Herbário Dendrológico Jeanine Felfili","Conceição do Mato Dentro","pt","HDJF",1801097117,"BRA:UFVJM:HDJF:0000004828","Collection","Moreira, SN; Pereira, E","4828","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","Fruto Verde imaturo; Remanescente de Floresta Estacional Semidecidual em transição com Cerrado","Alves, FM","","","",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","Conceição do Mato Dentro","Minas Gerais","brazil",2645,"Conceição do Mato Dentro",3117504,-43.504683,-18.942492,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.904722,-43.426667,"original coordinates","original coordinates OK"
"2","Cryptocarya moschata",1840925785,-13.123503,-54.530747,"gass84","c3cf0200-8818-40cc-bec3-039aad7625c6","ea79c3f0-78b4-4614-9c17-b991662bd18d","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:49.981+0000","2018-11-24T12:22:49.987+0000",125,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","2017-02-13T00:00:00",379,0,"","Mato Grosso",2016,11,25,"2016-11-25T00:00:00","2018-11-16T16:26:54.000+0000","2018-12-08T19:50:37.471+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CNMT - Herbário Centro Norte Mato Grossense","BRA:UFMT:CNMT:0000005647","175","CNMT - Herbário Centro Norte Mato Grossense","Nova Ubiratã","pt","CNMT",1840925785,"BRA:UFMT:CNMT:0000005647","Collection","Giacoppini, D.R.; Cordova, M.O.; Keffer, J.F.","5647","Universidade Federal de Mato Grosso (UFMT)","Universidade Federal de Mato Grosso (UFMT)","Botões florais amarelados, inflorescência na axila das folhas e no ápice do ramo.","Cordova, M.O.","Estação Ecológica (ESEC) Rio Ronuro. RegiãoSul. Estrada de acesso.","","",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","Nova Ubiratã","Mato Grosso","brazil",3463,"Nova Ubiratã",5106240,-54.766309,-12.990348,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-13.123503,-54.530747,"original coordinates","original coordinates OK"
"3","Cryptocarya moschata",1423909939,-22.539167,-43.421667,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:57.222+0000","2018-09-24T19:57:53.418+0000",207,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","2015-07-26T00:00:00",NA,NA,"","Rio de Janeiro",2015,8,20,"2015-08-20T00:00:00","2017-05-16T16:09:50.855+0000","2018-12-06T16:55:25.505+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1123161","55","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Miguel Pereira","","RB",1423909939,"urn:catalog:JBRJ:RB:1123161","PhysicalObject","Negreiros, F.F.; Rodrigues P.J.F.P., Souza. I.P.L.","RB01123161","JBRJ","","Árvore emergente, 40 m de altura. Com botão floral.  Parcela 5D/piquete 180-190m-D. (Ind. 168).","Quinet, A.","REBIO Tinguá. Orbel II, Módulo PPBio Mata Atlântica, área da parcela 5D.","RB 649293","Floresta Ombrófila Densa.",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","Miguel Pereira","Rio de Janeiro","brazil",1525,"Miguel Pereira",3302908,-43.474103,-22.510859,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.539167,-43.421667,"original coordinates","original coordinates outside municipality original in miguel pereira falls in nova iguacu"
"4","Cryptocarya moschata",1135945807,-24.02021,-47.31605,"gass84","cbf8c968-37d6-45be-bf5c-e22914a384dc","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:42.989+0000","2018-01-05T16:39:51.084+0000",81,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","2013-01-01T00:00:00",NA,NA,"","São Paulo",2013,3,26,"2013-03-26T00:00:00","2015-08-18T19:33:45.000+0000","2018-12-06T21:48:29.328+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","BRA:ESALQ:ESA:0ESA128227","1804","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","Tapiraí","pt","ESA",1135945807,"BRA:ESALQ:ESA:0ESA128227","Collection","Flores, T.B.","ESA128227","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","","Jó-Girão, V.","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).","","",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","Tapiraí","São Paulo","brazil",1050,"Tapiraí",3553500,-47.619531,-24.008322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.02021,-47.31605,"original coordinates","original coordinates outside municipality original in tapirai falls in miracatu"
"5","Cryptocarya moschata",1090698888,-22.49825,-47.914639,"gass84","fdf55163-54d8-4bc7-862d-7e41068589e3","6215eac7-a176-4a7f-9bba-552b3f5ba9a3","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:45.081+0000","2018-11-24T12:32:45.100+0000",126,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","2012-08-30T00:00:00",884,0,"","São Paulo",2012,8,30,"2012-08-30T00:00:00","2018-11-21T18:12:58.000+0000","2018-12-08T04:44:15.897+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HRCB - Herbário Rioclarense","BRA:UNESPRC:HRCB:0000059837","3491","HRCB - Herbário Rioclarense","São Pedro","pt","HRCB",1090698888,"BRA:UNESPRC:HRCB:0000059837","Collection","Moraes, P.L.R. de","59837","Universidade Estadual Paulista, UNESP","Universidade Estadual Paulista, UNESP","Árvore 18 m, flores amareladas, início de frutificação.","Moraes, P.","Alto da Serra, estrada para Itirapina","","",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","São Pedro","São Paulo","brazil",1510,"São Pedro",3550407,-47.924884,-22.558291,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.49825,-47.914639,"original coordinates","original coordinates OK"
"6","Cryptocarya moschata",1090902168,-7.443972,-39.069028,"cdround,gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:11.876+0000","2018-05-05T12:05:34.592+0000",121,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","2012-05-12T00:00:00",982,0,"SOUTH_AMERICA","Ceará",2010,2,23,"2010-02-23T00:00:00","2018-04-13T18:56:37.000+0000","2018-12-09T06:15:07.507+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HVASF - Herbário Vale do São Francisco","BRA:UNIVASF:HVASF:0000007495","6482","HVASF - Herbário Vale do São Francisco","Brejo Santo","pt","HVASF",1090902168,"BRA:UNIVASF:HVASF:0000007495","Collection","A.P. Fontana","7495","UNIVASF","Universidade Federal do Vale do São Francisco (UNIVASF)","Árvore ca. 5m. Frutos maduros marrons.","R.C. Barreto","Serra do Gado, Chapado do Araripe","","",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","Brejo Santo","Ceará","brazil",4390,"Brejo Santo",2302503,-38.921065,-7.556243,"CEARA","CE","Ceará",-39.61556123,-5.09311398,"Ceará","ce",-7.443972,-39.069028,"original coordinates","original coordinates OK"
"7","Cryptocarya moschata",1424420731,-22.58,-43.128889,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:12.963+0000","2018-09-24T20:03:29.525+0000",207,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","2012-01-01T00:00:00",139,NA,"","Rio de Janeiro",2010,3,24,"2010-03-24T00:00:00","2017-10-16T23:02:22.273+0000","2018-12-06T17:00:13.241+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:721576","211","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Magé","","RB",1424420731,"urn:catalog:JBRJ:RB:721576","PhysicalObject","E.A. Ribeiro","RB00721576","JBRJ","","Árvore com cerca de 20 m de  altura, 10m de diâmetro de copa, DAP 64 cm, hiliófila, folhas cartáceas discolores verdes, frutos verdes. Folhas, ramos quebrados e principalmente fruto e a semente exalam um odor ranaliano.","A. Quinet","Brasil, Estado do Rio de Janeiro, Município de Magé, Cachoeir Grande, Trilha que sobe à margem direita do Rio Itaculumi, pouco acima do Sítio Gileade.","RB 553940","Mata Atlântica, Floresta Ombrófila Densa Submontana, alterada por corte seletivo e fragmentação. Encosta de fundo de vale, solo com muita rocha, próximo a um córrego.",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","Magé","Rio de Janeiro","brazil",1489,"Magé",3302502,-43.112115,-22.608989,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.58,-43.128889,"original coordinates","original coordinates OK"
"8","Cryptocarya moschata",1272062072,-15.866667,-47.85,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:04.507+0000","2018-09-10T18:28:47.874+0000",135,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","2010-01-01T00:00:00",NA,NA,"SOUTH_AMERICA","Distrito Federal",2010,3,18,"2010-03-18T00:00:00","2018-08-17T14:54:47.000+0000","2018-12-07T13:04:19.456+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000026520","248","HEPH - Herbário Ezechias Paulo Heringer","Brasília","pt","HEPH",1272062072,"BRA:JBB:HEPH:0000026520","Collection","Reis, GC; et al.","26520","Jardim Botânico de Brasília (JBB)","Jardim Botânico de Brasília (JBB)","Frutos imaturos.; Árvore; fruto Verde;; Interior da mata de galeria;","Moraes, PLR de","Estação Ecológica do Jardim Botânico de Brasília - DF","","",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","Brasília","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.866667,-47.85,"original coordinates","original coordinates OK"
"9","Cryptocarya moschata",1932872289,-21.402222,-48.687222,"gass84,preneglat,preneglon","f70fdd5a-e761-43b6-a854-462826cc7933","92bd7d31-3255-4f1c-8552-cbb6fbe60478","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:20:55.422+0000","2018-11-01T19:41:13.648+0000",113,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","none",NA,NA,"SOUTH_AMERICA","São Paulo",2009,11,25,"2009-11-25T00:00:00","","2018-11-01T19:41:17.310+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SJRP - Herbário de São José do Rio Preto","BRA:UNESPSJRP:SJRP:0000033716","417","SJRP - Herbário de São José do Rio Preto","Taquaritinga (P8)","pt","SJRP",1932872289,"BRA:UNESPSJRP:SJRP:0000033716","Collection","Almeida Neto, A. & Ranga, N. T.","33716","UNESPSJRP","Universidade Estadual Paulista, UNESP","Geografia: Árvore, P-A 12, I-72","","Fazenda Santa Lúcia","","",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","Taquaritinga (P8)","São Paulo","brazil",NA,"",NA,NA,NA,"","","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-21.402222,-48.687222,"original coordinates","original coordinates outside municipality original in taquaritinga (p8) falls in taquaritinga"
"10","Cryptocarya moschata",1089099462,-23.2348,-45.0534,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:42.678+0000","2018-12-03T16:41:20.499+0000",122,"none","PRESERVED_SPECIMEN",7304739,6,7707728,220,407,6688,3011993,7304739,7304739,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.","Plantae","Tracheophyta","Laurales","Lauraceae","Cryptocarya","Cryptocarya moschata","Cryptocarya","moschata","SPECIES","ACCEPTED","2010-06-01T00:00:00",371.5,23.5,"","São Paulo",2009,11,12,"2009-11-12T00:00:00","2018-11-21T16:30:23.000+0000","2018-12-08T04:38:19.088+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000160912","24","UEC - Herbário da Universidade Estadual de Campinas","Ubatuba","pt","UEC",1089099462,"BRA:UNICAMP:UEC:0000160912","Collection","Cavalin, P.O.","160912","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","Cavalin, P.O.","Fazenda Capricórnio","","",NA,"","","","","","","","",NA,NA,"","","",NA,"","","","",NA,"","",NA,NA,"","","","","Ubatuba","São Paulo","brazil",1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.2348,-45.0534,"original coordinates","original coordinates outside municipality original in ubatuba falls in cunha"
