"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","identifiedBy","continent","occurrenceRemarks","individualCount","nomenclaturalStatus","nomenclaturalCode","county","taxonID","bibliographicCitation","collectionID","otherCatalogNumbers","fieldNotes","preparations","coordinateUncertaintyInMeters","references","habitat","institutionID","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","georeferenceSources","rights","verbatimTaxonRank","higherClassification","fieldNumber","verbatimLocality","verbatimElevation","higherGeography","organismID","datasetID","accessRights","typeStatus","typifiedName","infraspecificEpithet","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Aniba desertorum",1702643888,-13.372778,-46.173889,"gass84","0bcbd3a8-f22e-4350-a19d-a94fe6ca9738","b3422768-adc1-4be2-9f59-c1d7af724428","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:36:23.908+0000","2018-09-25T15:43:55.422+0000",123,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","2013-07-01T00:00:00",0,0,"Goiás",2013,4,26,"2013-04-26T00:00:00","2018-09-20T18:10:45.000+0000","2018-12-08T11:34:36.608+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UFG - Herbário da Universidade Federal de Goiás","BRA:UFG:UFG:0000050667","3038","UFG - Herbário da Universidade Federal de Goiás","São Domingos","Parque Estadual de Terra Ronca","pt","UFG",1702643888,"BRA:UFG:UFG:0000050667","Collection","Amaral, A.G.; Mello, T.R.B.; Munhoz, C.B.R. & Sales, S.C.","50667","UFG","Universidade Federal de Goiás (UFG)","Gomes-Bezerra, K.M.","","",NA,"","","",NA,"","","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"São Domingos","Goiás","brazil",3399,"São Domingos",5219803,-46.486593,-13.536781,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-13.372778,-46.173889,"original coordinates","original coordinates OK"
"2","Aniba desertorum",1090911350,-10.771611,-43.224556,"cdround,gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:22:16.798+0000","2018-05-05T12:05:44.273+0000",121,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","2016-10-14T00:00:00",466,0,"Bahia",2012,10,4,"2012-10-04T00:00:00","2018-04-13T18:56:37.000+0000","2018-12-09T06:15:10.637+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HVASF - Herbário Vale do São Francisco","BRA:UNIVASF:HVASF:0000016704","2863","HVASF - Herbário Vale do São Francisco","Barra","Brejo da Mutuca. Vegetação sob dunas adjacente às veredas de buritizeiros","pt","HVASF",1090911350,"BRA:UNIVASF:HVASF:0000016704","Collection","J.A. Siqueira Filho","16704","UNIVASF","Universidade Federal do Vale do São Francisco (UNIVASF)","J.A. Siqueira Filho","SOUTH_AMERICA","Árvore de copa densa, com ca. de 6m alt.. Frutos em cacho com sementes negras. Conhecido como POLÔRO. Uso Medicinal pela população local.",NA,"","","",NA,"","","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"Barra","Bahia","brazil",3744,"Barra",2902708,-43.368102,-11.006474,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-10.771611,-43.224556,"original coordinates","original coordinates OK"
"3","Aniba desertorum",1094882782,-12.033611,-42.689722,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:32.179+0000","2018-09-10T18:27:14.625+0000",124,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","none",960,0,"Bahia",2010,10,24,"2010-10-24T00:00:00","","2018-09-10T18:27:38.592+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000165718","3095","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Brotas de Macaúba","","pt","HUEFS",1094882782,"BRA:UEFS:HUEFS:0000165718","Collection","Moraes, P.L.R.de","165718","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","","Mata Ciliar",NA,"","","",NA,"","","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"Brotas de Macaúba","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.033611,-42.689722,"original coordinates","original coordinates outside municipality original in brotas de macauba falls in brotas de macaubas"
"4","Aniba desertorum",1257702520,-12.033611,-42.689722,"cdround,gass84,iddatunl","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","none","c4e134d3-c68f-406d-a116-6a37895602e0","US","DWC_ARCHIVE","2018-06-20T07:52:51.550+0000","2016-03-21T14:16:15.862+0000",28,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","2010-01-01T00:00:00",960,NA,"Bahia",2010,10,24,"2010-10-24T00:00:00","2014-04-28T05:14:00.000+0000","2018-07-07T19:41:16.667+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Missouri Botanical Garden","urn:catalog:MO:Tropicos:100353512","Moraes 3095","Tropicos","","Mata Ciliar.","","MO",1257702520,"urn:catalog:MO:Tropicos:100353512","PhysicalObject","Pedro L.R. de Moraes|M.C. Machado","100353512","MO","MOBOT","P. Moraes","SOUTH_AMERICA","",1,"No opinion","ICNafp","Brotas de Macaúbas",17800125,"http://www.tropicos.org/Specimen/100353512","http://biocol.org/urn:lsid:biocol.org:col:15859","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.033611,-42.689722,"original coordinates","original coordinates outside municipality original in  falls in brotas de macaubas"
"5","Aniba desertorum",1094894613,-13.813056,-44.486944,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:39.449+0000","2018-09-10T18:27:21.010+0000",124,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","2016-10-01T00:00:00",752,0,"Bahia",2009,5,9,"2009-05-09T00:00:00","","2018-09-10T18:27:46.539+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000177534","543","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Coribe","Ponto 46. Estrada Coribe / Correntina.","pt","HUEFS",1094894613,"BRA:UEFS:HUEFS:0000177534","Collection","Sousa-Silva, S.","177534","UEFS","Universidade Estadual de Feira de Santana (UEFS)","H.L.Ribeiro","","Vereda.",NA,"","","",NA,"","","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"Coribe","Bahia","brazil",3368,"Coribe",2909109,-44.375972,-13.814427,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.813056,-44.486944,"original coordinates","original coordinates OK"
"6","Aniba desertorum",1077233028,-12.583333,-44.816667,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:41.236+0000","2018-12-03T16:16:03.469+0000",122,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","2010-08-01T00:00:00",NA,NA,"Bahia",2008,7,24,"2008-07-24T00:00:00","2018-08-28T19:09:28.000+0000","2018-12-06T14:16:35.554+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000092157","5828","ALCB - Herbário Alexandre Leal Costa","São Desidério","Oeste, Ribeirão Grande","pt","ALCB",1077233028,"BRA:UFBA:ALCB:0000092157","Collection","Miranda, AM; Ferraz, J","92157","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Moraes, PLR de","SOUTH_AMERICA","ca. 15 m alt.; caule verde. Folhas coriáceas, levemente discolores. Frutos imaturos verdes.; margem do rio Grande.",NA,"","","",NA,"","","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"São Desidério","Bahia","brazil",3489,"São Desidério",2928901,-45.482902,-12.798637,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.583333,-44.816667,"original coordinates","original coordinates OK"
"7","Aniba desertorum",1090528177,-12.891944,-49.841389,"gass84","965b5ae5-7b2d-4155-a7ff-e9e496d70f90","605d693a-f335-44fb-b6cf-3ac49842358e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:32.499+0000","2017-12-29T14:52:58.729+0000",129,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","2010-06-01T00:00:00",281,0,"Tocantins",2008,10,15,"2008-10-15T00:00:00","2016-12-15T18:24:17.000+0000","2018-12-08T04:43:04.648+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUTO - Herbário da Universidade de Tocantins","BRA:UNITINS:HUTO:0000002599","6227","HUTO - Herbário da Universidade de Tocantins","São Valério do Tocantins","Bacia do Tocantins. Sub-bacia do rio Paranã. Rio dos Bois. Solo arenoso. Relevo levemente inclinado","pt","HUTO",1090528177,"BRA:UNITINS:HUTO:0000002599","Collection","Mendonça, R.C.","2599","UNITINS","Fundação Universidade de Tocantins (UNITINS)","Moraes, P.L.R.","","Árvore 8 m de altura e 8 cm DAP. Tronco com casca lisa. Folhas cartáceas. Fruto imaturo cor verde e cálice marrom escuro; Mata ciliar",NA,"","","",NA,"","","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"São Valério do Tocantins","Tocantins","brazil",NA,"",NA,NA,NA,"","","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-12.891944,-49.841389,"original coordinates","original coordinates outside municipality original in sao valerio do tocantins falls in araguacu"
"8","Aniba desertorum",1086911674,-12.891944,-49.841389,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:56.754+0000","2018-11-24T08:56:56.831+0000",126,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","2010-04-13T00:00:00",281,0,"Tocantins",2008,10,15,"2008-10-15T00:00:00","2018-11-05T15:54:36.000+0000","2018-12-08T13:01:17.920+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000043140","6227","SPSF - Herbário Dom Bento José Pickel","São Valério do Tocantins","Bacia do Tocantins","pt","SPSF",1086911674,"BRA:IF:SPSF:0000043140","Collection","R.C.Mendonça & F.C.A.Oliveira & L.L.Guimarães & E.Cardoso","43140","IF","Instituto Florestal, IF","J.B.Baitello","SOUTH_AMERICA","COLETA: Mata ciliar.&nf;Árvore heliófila, 8m ltura; DAP=8cm. Tronco com casca lisa; frutos imaturos verdes, com cálice marrom escuro.; GEOGRAFIA: Sub bacia do Rio Paraná; Rio dos Bois.&nf;Ponto 34.;",NA,"","","",NA,"","","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"São Valério do Tocantins","Tocantins","brazil",NA,"",NA,NA,NA,"","","Tocantins",-48.32919432,-10.14913269,"Tocantins","to",-12.891944,-49.841389,"original coordinates","original coordinates outside municipality original in sao valerio do tocantins falls in araguacu"
"9","Aniba desertorum",1077226636,-14.231667,-44.2125,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:37.261+0000","2018-12-03T16:16:18.098+0000",122,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","2016-10-05T00:00:00",NA,NA,"Bahia",2007,5,7,"2007-05-07T00:00:00","2018-08-28T19:09:28.000+0000","2018-12-06T14:16:32.993+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000078511","13423","ALCB - Herbário Alexandre Leal Costa","Feira da Mata","Médio São Francisco, Próximo ao Rio Carinhanha","pt","ALCB",1077226636,"BRA:UFBA:ALCB:0000078511","Collection","Guedes, ML; Valadão, RM; Oliveira, MRA de; Gomes, FS","78511","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Ribeiro, HL","SOUTH_AMERICA","de 7 m de altura, bastante ramificado PAP 23 cm. Folhas coriáceas, discolores, face adaxial verde intenso. T1 P1 ind. nº 7.",NA,"","","",NA,"","","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"Feira da Mata","Bahia","brazil",3332,"Feira da Mata",2910776,-44.23254,-14.135171,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.231667,-44.2125,"original coordinates","original coordinates OK"
"10","Aniba desertorum",1077226674,-14.231667,-44.2125,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:37.078+0000","2018-12-03T16:16:18.061+0000",122,"none","PRESERVED_SPECIMEN",4181487,6,7707728,220,407,6688,3034086,4181487,4181487,"Aniba desertorum Mez","Aniba desertorum Mez","Plantae","Tracheophyta","Laurales","Lauraceae","Aniba","Aniba desertorum","Aniba","desertorum","SPECIES","ACCEPTED","2016-10-05T00:00:00",NA,NA,"Bahia",2007,5,27,"2007-05-27T00:00:00","2018-08-28T19:09:28.000+0000","2018-12-06T14:16:33.019+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000078545","13457","ALCB - Herbário Alexandre Leal Costa","Feira da Mata","Médio São Francisco, Na margem do Rio Carinhanha","pt","ALCB",1077226674,"BRA:UFBA:ALCB:0000078545","Collection","Guedes, ML; Valadão, RM; Prates, ARS; Gomes, FS","78545","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","Ribeiro, HL","SOUTH_AMERICA","de 10 m de altura. PAP 63,5 cm + 32 cm+ .... Folhas coriáceas, discolores, com a face abaxial verde -amareladas quando jovens. T4 P10, ind.182. Material estéril.",NA,"","","",NA,"","","","","",NA,"","","","","",NA,NA,"","","","",NA,NA,"","",NA,NA,NA,"","",NA,"Feira da Mata","Bahia","brazil",3332,"Feira da Mata",2910776,-44.23254,-14.135171,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.231667,-44.2125,"original coordinates","original coordinates OK"
